case_id,family,record_type,condition,policy,seed,k,required_action,selected_action,hypothesis_recall,address_recall,trigger_materialized,tr_address,tr_materialize,tr_action,expansion_count,false_positive_expansions,expansion_precision,materialized_bytes,materialized_tokens,bytes_per_success,compact_bytes,full_bytes,compression_savings,model_calls,retrieval_tool_calls,proactive_expansions,probe_count,hypotheses,model_latency_seconds,wall_seconds
entity-custodian,entity,generic_text,explicit,ccr_proactive,11,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],1.9368389998562634,1.9566953999456018
entity-custodian,entity,generic_text,explicit,ccr_proactive,23,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],2.1687208998482674,2.186800100142136
entity-custodian,entity,generic_text,explicit,ccr_proactive,37,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],1.9403002001345158,1.9664342000614852
entity-custodian,entity,generic_text,explicit,ccr_proactive,53,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],1.835921199992299,1.856881600106135
entity-custodian,entity,generic_text,explicit,ccr_proactive,71,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],1.8204703000374138,1.8393097999505699
entity-custodian,entity,generic_text,explicit,ccr_mixed,11,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,2,0,1,1,[],5.650262399809435,0.04270420013926923
entity-custodian,entity,generic_text,explicit,ccr_mixed,23,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,2,0,1,1,[],5.9592479998245835,0.02063559996895492
entity-custodian,entity,generic_text,explicit,ccr_mixed,37,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,2,0,1,1,[],5.513895000098273,0.13471169979311526
entity-custodian,entity,generic_text,explicit,ccr_mixed,53,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,2,0,1,1,[],5.55992370005697,0.03342660004273057
entity-custodian,entity,generic_text,explicit,ccr_mixed,71,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,2,0,1,1,[],5.416109400102869,0.024986200034618378
entity-custodian,entity,generic_text,explicit,generic_proactive,11,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],1.9368389998562634,0.022160299820825458
entity-custodian,entity,generic_text,explicit,generic_proactive,23,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],2.1687208998482674,0.019412999972701073
entity-custodian,entity,generic_text,explicit,generic_proactive,37,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],1.9403002001345158,0.019014199962839484
entity-custodian,entity,generic_text,explicit,generic_proactive,53,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],1.835921199992299,0.022418100154027343
entity-custodian,entity,generic_text,explicit,generic_proactive,71,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,1,[],1.8204703000374138,0.018770999973639846
entity-custodian,entity,generic_text,explicit,action_conditioned,11,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,4,[],1.9368389998562634,0.024725999915972352
entity-custodian,entity,generic_text,explicit,action_conditioned,23,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,4,[],2.1687208998482674,0.022424000082537532
entity-custodian,entity,generic_text,explicit,action_conditioned,37,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,4,[],1.9403002001345158,0.027227200102061033
entity-custodian,entity,generic_text,explicit,action_conditioned,53,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,4,[],1.835921199992299,0.027023599948734045
entity-custodian,entity,generic_text,explicit,action_conditioned,71,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,1,4,[],1.8204703000374138,0.02250610012561083
entity-custodian,entity,generic_text,explicit,full_context,11,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.9368389998562634,0.01919270004145801
entity-custodian,entity,generic_text,explicit,full_context,23,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],2.1687208998482674,0.01724450010806322
entity-custodian,entity,generic_text,explicit,full_context,37,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.9403002001345158,0.022380099864676595
entity-custodian,entity,generic_text,explicit,full_context,53,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.835921199992299,0.017120499862357974
entity-custodian,entity,generic_text,explicit,full_context,71,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.8204703000374138,0.018300099996849895
entity-custodian,entity,generic_text,latent,compact_only,11,4,contact_data_custodian,continue_standard,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,0,[],1.9194083998445421,1.9398189999628812
entity-custodian,entity,generic_text,latent,compact_only,23,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,0,[],1.5373186999931931,1.5603614000137895
entity-custodian,entity,generic_text,latent,compact_only,37,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,0,[],1.490775200072676,1.5088390000164509
entity-custodian,entity,generic_text,latent,compact_only,53,4,contact_data_custodian,contact_data_custodian,0,0,0,0,0,1,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,0,[],1.5153368001338094,1.5335833001881838
entity-custodian,entity,generic_text,latent,compact_only,71,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,0,[],1.7551347999833524,1.7746345000341535
entity-custodian,entity,generic_text,latent,ccr_explicit,11,4,contact_data_custodian,continue_standard,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,0,[],5.752750099869445,3.8515371000394225
entity-custodian,entity,generic_text,latent,ccr_explicit,23,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,0,[],5.356975299771875,3.8382012001238763
entity-custodian,entity,generic_text,latent,ccr_explicit,37,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,0,[],5.3248630000744015,3.8529203000944108
entity-custodian,entity,generic_text,latent,ccr_explicit,53,4,contact_data_custodian,contact_data_custodian,0,0,0,0,0,1,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,0,[],5.070948100183159,3.5735373999923468
entity-custodian,entity,generic_text,latent,ccr_explicit,71,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,0,[],5.4891364998184144,3.754761500051245
entity-custodian,entity,generic_text,latent,ccr_proactive,11,4,contact_data_custodian,continue_standard,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.9194083998445421,0.024104699958115816
entity-custodian,entity,generic_text,latent,ccr_proactive,23,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.5373186999931931,0.017734300112351775
entity-custodian,entity,generic_text,latent,ccr_proactive,37,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.490775200072676,0.017418100032955408
entity-custodian,entity,generic_text,latent,ccr_proactive,53,4,contact_data_custodian,contact_data_custodian,0,0,0,0,0,1,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.5153368001338094,0.018002500059083104
entity-custodian,entity,generic_text,latent,ccr_proactive,71,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.7551347999833524,0.02109070005826652
entity-custodian,entity,generic_text,latent,ccr_mixed,11,4,contact_data_custodian,continue_standard,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,1,[],5.752750099869445,0.018321000039577484
entity-custodian,entity,generic_text,latent,ccr_mixed,23,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,1,[],5.356975299771875,0.01772500015795231
entity-custodian,entity,generic_text,latent,ccr_mixed,37,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,1,[],5.3248630000744015,0.016250799875706434
entity-custodian,entity,generic_text,latent,ccr_mixed,53,4,contact_data_custodian,contact_data_custodian,0,0,0,0,0,1,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,1,[],5.070948100183159,0.016741500003263354
entity-custodian,entity,generic_text,latent,ccr_mixed,71,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,2,0,0,1,[],5.4891364998184144,0.02125789993442595
entity-custodian,entity,generic_text,latent,generic_proactive,11,4,contact_data_custodian,continue_standard,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.9194083998445421,0.018095900071784854
entity-custodian,entity,generic_text,latent,generic_proactive,23,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.5373186999931931,0.01871549990028143
entity-custodian,entity,generic_text,latent,generic_proactive,37,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.490775200072676,0.01617479999549687
entity-custodian,entity,generic_text,latent,generic_proactive,53,4,contact_data_custodian,contact_data_custodian,0,0,0,0,0,1,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.5153368001338094,0.01627400005236268
entity-custodian,entity,generic_text,latent,generic_proactive,71,4,contact_data_custodian,retry_unchanged,0,0,0,0,0,0,0,0,0.0,0,0,0,214,802,0.7331670822942644,1,0,0,1,[],1.7551347999833524,0.01716379984281957
entity-custodian,entity,generic_text,latent,action_conditioned,11,4,contact_data_custodian,__invalid__,1,1,1,1,1,0,4,3,0.25,2365,592,0,214,802,0.7331670822942644,1,0,4,4,[],2.9515199998859316,2.9850109999533743
entity-custodian,entity,generic_text,latent,action_conditioned,23,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,4,3,0.25,2365,592,2365,214,802,0.7331670822942644,1,0,4,4,[],4.369711000006646,4.400285900104791
entity-custodian,entity,generic_text,latent,action_conditioned,37,4,contact_data_custodian,__invalid__,1,1,1,1,1,0,4,3,0.25,2365,592,0,214,802,0.7331670822942644,1,0,4,4,[],2.663674700073898,2.6969260999467224
entity-custodian,entity,generic_text,latent,action_conditioned,53,4,contact_data_custodian,__invalid__,1,1,1,1,1,0,4,3,0.25,2365,592,0,214,802,0.7331670822942644,1,0,4,4,[],2.8449208000674844,2.8747561001218855
entity-custodian,entity,generic_text,latent,action_conditioned,71,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,4,3,0.25,2365,592,2365,214,802,0.7331670822942644,1,0,4,4,[],4.449316499987617,4.479113899869844
entity-custodian,entity,generic_text,latent,full_context,11,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.9457943001762033,0.018353300169110298
entity-custodian,entity,generic_text,latent,full_context,23,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.8155358000658453,0.024872099980711937
entity-custodian,entity,generic_text,latent,full_context,37,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.9824288999661803,0.022297299932688475
entity-custodian,entity,generic_text,latent,full_context,53,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.980756000149995,0.017772400053218007
entity-custodian,entity,generic_text,latent,full_context,71,4,contact_data_custodian,contact_data_custodian,1,1,1,1,1,1,1,0,1.0,802,201,802,214,802,0.7331670822942644,1,0,0,0,[],1.9931803999934345,0.019886199850589037
alias-bluebird,alias,rag_result,explicit,compact_only,11,4,resolve_alias_owner,resolve_alias_owner,1,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.6506709998939186,1.6726774999406189
alias-bluebird,alias,rag_result,explicit,compact_only,23,4,resolve_alias_owner,resolve_alias_owner,1,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.6475176000967622,1.6668000998906791
alias-bluebird,alias,rag_result,explicit,compact_only,37,4,resolve_alias_owner,resolve_alias_owner,1,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.667623900109902,1.68694859999232
alias-bluebird,alias,rag_result,explicit,compact_only,53,4,resolve_alias_owner,continue_standard,1,0,0,0,0,0,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.617999100126326,1.6386227998882532
alias-bluebird,alias,rag_result,explicit,compact_only,71,4,resolve_alias_owner,__invalid__,1,0,0,0,0,0,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.0087723000906408,1.027815799927339
alias-bluebird,alias,rag_result,explicit,ccr_explicit,11,4,resolve_alias_owner,resolve_alias_owner,1,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.397813099902123,3.7654330998193473
alias-bluebird,alias,rag_result,explicit,ccr_explicit,23,4,resolve_alias_owner,resolve_alias_owner,1,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.481338900048286,3.8524035001173615
alias-bluebird,alias,rag_result,explicit,ccr_explicit,37,4,resolve_alias_owner,resolve_alias_owner,1,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.80318250018172,4.1590855999384075
alias-bluebird,alias,rag_result,explicit,ccr_explicit,53,4,resolve_alias_owner,continue_standard,1,0,0,0,0,0,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.213030700106174,3.6162073998712003
alias-bluebird,alias,rag_result,explicit,ccr_explicit,71,4,resolve_alias_owner,__invalid__,1,0,0,0,0,0,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],4.639245999976993,3.6501586998347193
alias-bluebird,alias,rag_result,explicit,ccr_proactive,11,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,1,[],2.5771951000206172,2.610360400052741
alias-bluebird,alias,rag_result,explicit,ccr_proactive,23,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,1,[],2.5708975999150425,2.5943754999898374
alias-bluebird,alias,rag_result,explicit,ccr_proactive,37,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,1,[],2.506633900105953,2.5748048999812454
alias-bluebird,alias,rag_result,explicit,ccr_proactive,53,4,resolve_alias_owner,__invalid__,1,1,1,1,1,0,1,0,1.0,854,214,0,220,854,0.7423887587822013,1,0,1,1,[],3.663874600082636,3.688079999992624
alias-bluebird,alias,rag_result,explicit,ccr_proactive,71,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,1,[],2.457471299916506,2.483712000073865
alias-bluebird,alias,rag_result,explicit,ccr_mixed,11,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,2,0,1,1,[],6.324337200028822,0.020873199915513396
alias-bluebird,alias,rag_result,explicit,ccr_mixed,23,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,2,0,1,1,[],6.404718899866566,0.020401700166985393
alias-bluebird,alias,rag_result,explicit,ccr_mixed,37,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,2,0,1,1,[],6.642192500177771,0.01847420004196465
alias-bluebird,alias,rag_result,explicit,ccr_mixed,53,4,resolve_alias_owner,__invalid__,1,1,1,1,1,0,1,0,1.0,854,214,0,220,854,0.7423887587822013,2,0,1,1,[],7.2589062000624835,0.018052899977192283
alias-bluebird,alias,rag_result,explicit,ccr_mixed,71,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,2,0,1,1,[],6.087944999802858,0.02274259994737804
alias-bluebird,alias,rag_result,explicit,generic_proactive,11,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,1,[],2.5771951000206172,0.019305800087749958
alias-bluebird,alias,rag_result,explicit,generic_proactive,23,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,1,[],2.5708975999150425,0.01873269979842007
alias-bluebird,alias,rag_result,explicit,generic_proactive,37,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,1,[],2.506633900105953,0.020754799945279956
alias-bluebird,alias,rag_result,explicit,generic_proactive,53,4,resolve_alias_owner,__invalid__,1,1,1,1,1,0,1,0,1.0,854,214,0,220,854,0.7423887587822013,1,0,1,1,[],3.663874600082636,0.021307599963620305
alias-bluebird,alias,rag_result,explicit,generic_proactive,71,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,1,[],2.457471299916506,0.024443799862638116
alias-bluebird,alias,rag_result,explicit,action_conditioned,11,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,4,[],2.5771951000206172,0.022496999939903617
alias-bluebird,alias,rag_result,explicit,action_conditioned,23,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,4,[],2.5708975999150425,0.02802430000156164
alias-bluebird,alias,rag_result,explicit,action_conditioned,37,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,4,[],2.506633900105953,0.02297550020739436
alias-bluebird,alias,rag_result,explicit,action_conditioned,53,4,resolve_alias_owner,__invalid__,1,1,1,1,1,0,1,0,1.0,854,214,0,220,854,0.7423887587822013,1,0,1,4,[],3.663874600082636,0.023724599974229932
alias-bluebird,alias,rag_result,explicit,action_conditioned,71,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,1,4,[],2.457471299916506,0.02126409998163581
alias-bluebird,alias,rag_result,explicit,full_context,11,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,0,0,[],2.5771951000206172,0.017852700082585216
alias-bluebird,alias,rag_result,explicit,full_context,23,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,0,0,[],2.5708975999150425,0.019059000071138144
alias-bluebird,alias,rag_result,explicit,full_context,37,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,0,0,[],2.506633900105953,0.02421809989027679
alias-bluebird,alias,rag_result,explicit,full_context,53,4,resolve_alias_owner,__invalid__,1,1,1,1,1,0,1,0,1.0,854,214,0,220,854,0.7423887587822013,1,0,0,0,[],3.663874600082636,0.018424100009724498
alias-bluebird,alias,rag_result,explicit,full_context,71,4,resolve_alias_owner,resolve_alias_owner,1,1,1,1,1,1,1,0,1.0,854,214,854,220,854,0.7423887587822013,1,0,0,0,[],2.457471299916506,0.019575699931010604
alias-bluebird,alias,rag_result,latent,compact_only,11,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.728283200180158,1.749900700058788
alias-bluebird,alias,rag_result,latent,compact_only,23,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.6477864999324083,1.6668439998757094
alias-bluebird,alias,rag_result,latent,compact_only,37,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.6329041998833418,1.6500568999908864
alias-bluebird,alias,rag_result,latent,compact_only,53,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.5603620000183582,1.579718800028786
alias-bluebird,alias,rag_result,latent,compact_only,71,4,resolve_alias_owner,continue_standard,0,0,0,0,0,0,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,0,[],1.7566859999205917,1.7796246998477727
alias-bluebird,alias,rag_result,latent,ccr_explicit,11,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.4539742001798,3.7474338999018073
alias-bluebird,alias,rag_result,latent,ccr_explicit,23,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.502929899841547,3.8755530000198632
alias-bluebird,alias,rag_result,latent,ccr_explicit,37,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.290841999929398,3.680812600068748
alias-bluebird,alias,rag_result,latent,ccr_explicit,53,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.214709300082177,3.6735342000611126
alias-bluebird,alias,rag_result,latent,ccr_explicit,71,4,resolve_alias_owner,continue_standard,0,0,0,0,0,0,0,0,0.0,0,0,0,220,854,0.7423887587822013,2,0,0,0,[],5.590247199870646,3.8549460999201983
alias-bluebird,alias,rag_result,latent,ccr_proactive,11,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,1,[],1.728283200180158,0.020174900069832802
alias-bluebird,alias,rag_result,latent,ccr_proactive,23,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,1,[],1.6477864999324083,0.01613350003026426
alias-bluebird,alias,rag_result,latent,ccr_proactive,37,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,1,[],1.6329041998833418,0.018280699849128723
alias-bluebird,alias,rag_result,latent,ccr_proactive,53,4,resolve_alias_owner,resolve_alias_owner,0,0,0,0,0,1,0,0,0.0,0,0,0,220,854,0.7423887587822013,1,0,0,1,[],1.5603620000183582,0.020033600041642785
