query_graph_model,retrieval_model,dataset,example_id,condition,candidate_documents,positive_documents,requested_document_budget,facet_count,facet_switches,normalized_switch_rate,minimum_contiguous_cover_ratio,non_contiguous_facets,has_non_contiguous_facet,evidence_recall,precision,mrr,selected_document_ids
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 1, 9, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 1, 9, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,llm_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 5, 9, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,llm_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[0, 1, 9, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,global_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.25,"[3, 9, 0, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,syntax_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,"[0, 5, 9, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.25,"[9, 3, 0, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,"[6, 0, 1, 3]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[8, 9, 3, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,1.0,"[8, 9, 3, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,llm_semantic,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.2,"[4, 6, 0, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,llm_hybrid,10,2,4,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.5,0.25,0.25,"[4, 6, 9, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,global_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 6, 8, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,syntax_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 6, 8, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 6, 8, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,graph_cc_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 7, 6, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 6, 9, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,graph_cc_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[1, 6, 4, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,llm_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,"[7, 0, 8, 3]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,llm_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,0.5,"[4, 1, 9, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,186e79700bb011ebab90acde48001122,global_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 7, 1, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,186e79700bb011ebab90acde48001122,syntax_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 7, 1, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,186e79700bb011ebab90acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 7, 1, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,186e79700bb011ebab90acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,0.5,0.25,1.0,"[9, 2, 4, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,186e79700bb011ebab90acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.25,1.0,0.0,0.0,0.5,0.25,1.0,"[9, 1, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,186e79700bb011ebab90acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.25,1.0,0.0,0.0,0.5,0.25,1.0,"[9, 5, 1, 2]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,186e79700bb011ebab90acde48001122,llm_semantic,10,2,4,2,1.0,0.25,1.0,0.0,0.0,1.0,0.5,1.0,"[9, 7, 6, 1]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,186e79700bb011ebab90acde48001122,llm_hybrid,10,2,4,2,1.0,0.25,1.0,0.0,0.0,0.5,0.25,1.0,"[9, 1, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,global_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[5, 0, 4, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,syntax_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 5, 4, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,0.5,"[0, 5, 6, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,graph_cc_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 5, 4, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 5, 0, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,graph_cc_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 5, 4, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,llm_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,"[6, 8, 1, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,llm_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,0.5,"[8, 3, 1, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,global_semantic,10,2,4,2,2.0,0.4,1.3333333333333333,1.0,1.0,1.0,0.5,1.0,"[7, 4, 6, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,syntax_semantic,10,2,4,2,2.0,0.4,1.3333333333333333,1.0,1.0,1.0,0.5,1.0,"[7, 4, 9, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,2.0,0.4,1.3333333333333333,1.0,1.0,0.0,0.0,0.2,"[9, 3, 5, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,graph_cc_semantic,10,2,4,2,2.0,0.4,1.3333333333333333,1.0,1.0,0.5,0.25,0.5,"[9, 4, 3, 5]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,2.0,0.4,1.3333333333333333,1.0,1.0,1.0,0.5,1.0,"[4, 7, 6, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,graph_cc_hybrid,10,2,4,2,2.0,0.4,1.3333333333333333,1.0,1.0,1.0,0.5,1.0,"[4, 7, 8, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,llm_semantic,10,2,4,2,2.0,0.4,1.3333333333333333,1.0,1.0,0.0,0.0,0.2,"[9, 3, 5, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,llm_hybrid,10,2,4,2,2.0,0.4,1.3333333333333333,1.0,1.0,1.0,0.5,1.0,"[7, 8, 6, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,global_semantic,10,2,4,2,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 4, 3, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,syntax_semantic,10,2,4,2,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 4, 3, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.25,0.5,"[4, 6, 3, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.25,0.25,"[4, 3, 8, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 4, 3, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 4, 3, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,llm_semantic,10,2,4,2,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.25,0.5,"[4, 6, 3, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,llm_hybrid,10,2,4,2,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 4, 3, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,global_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 5, 4, 2]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,syntax_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 5, 4, 2]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,embedding_kmeans_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 5, 4, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,graph_cc_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,0.3333333333333333,"[9, 1, 6, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,lexical_semantic_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 5, 4, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,graph_cc_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 7, 9, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,llm_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 1, 9, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,llm_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[6, 5, 7, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,global_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[3, 7, 2, 4]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,syntax_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,0.3333333333333333,"[7, 2, 0, 3]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,embedding_kmeans_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,0.3333333333333333,"[2, 7, 3, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,graph_cc_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,0.3333333333333333,"[2, 7, 3, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,lexical_semantic_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 2, 7, 0]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,graph_cc_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,1.0,0.5,1.0,"[3, 2, 0, 7]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,llm_semantic,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,"[2, 7, 5, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,llm_hybrid,10,2,4,2,1.0,0.2,1.0,0.0,0.0,0.5,0.25,1.0,"[3, 2, 7, 9]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,global_semantic,10,2,4,2,2.0,0.2857142857142857,1.375,1.0,1.0,1.0,0.5,1.0,"[2, 7, 9, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,syntax_semantic,10,2,4,2,2.0,0.2857142857142857,1.375,1.0,1.0,1.0,0.5,1.0,"[2, 7, 9, 8]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,embedding_kmeans_semantic,10,2,4,2,2.0,0.2857142857142857,1.375,1.0,1.0,1.0,0.5,1.0,"[2, 7, 9, 6]"
Qwen/Qwen3-0.6B,sentence-transformers/all-MiniLM-L6-v2,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,graph_cc_semantic,10,2,4,2,2.0,0.2857142857142857,1.375,1.0,1.0,1.0,0.5,1.0,"[2, 7, 1, 6]"
