catalog_size,seed,calibrated,query_id,split,stratum,policy,target_uris,selected_uri,top1_correct,outcome_correct,expected_decision,decision,false_act,confidence,margin,executed_path,retrieval_stages,fallback_count,hint_complied,policy_us,candidate_count,index_fingerprint,oracle_policy,oracle_correct,quality_regret,cost_regret,estimated_discovery_ms
8,11,0,validation-00000-name,validation,exact_name,auto,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.5724742334901447,index,1,0,1,83.4,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00000-name,validation,exact_name,user_hint,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.7803571428571429,0.13293067226890765,token,1,0,1,79.9,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,1.3653833333333334
8,11,0,validation-00000-name,validation,exact_name,adaptive,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,0.7803571428571429,0.13293067226890765,explicit>token,2,1,1,121.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.39195
8,11,0,validation-00000-alias,validation,alias,fixed_explicit,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,101.3,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.02656666666666667
8,11,0,validation-00000-alias,validation,alias,fixed_token,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.6071428571428571,0.19047619047619047,token,1,0,1,89.0,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.3653833333333334
8,11,0,validation-00000-alias,validation,alias,fixed_index,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,1.0,index,1,0,1,86.4,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00000-alias,validation,alias,fixed_semantic,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,83.9,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.39390000000000003
8,11,0,validation-00000-alias,validation,alias,fixed_hybrid,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.4732142857142857,0.2857142857142857,hybrid,1,0,1,83.0,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,4.5,1.7987333333333333
8,11,0,validation-00000-alias,validation,alias,auto,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,1.0,index,1,0,1,88.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00000-alias,validation,alias,user_hint,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,1.0,token>explicit>index,3,2,1,183.8,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,1.5791
8,11,0,validation-00000-alias,validation,alias,adaptive,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,1.0,explicit>token>index,3,2,1,172.4,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.5791
8,11,0,validation-00000-typo,validation,typo,fixed_explicit,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,99.4,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.02656666666666667
8,11,0,validation-00000-typo,validation,typo,fixed_token,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.6121323529411764,0.09239551083591324,token,1,0,1,93.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.3653833333333334
8,11,0,validation-00000-typo,validation,typo,fixed_index,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.9690854773143831,index,1,0,1,86.7,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00000-typo,validation,typo,fixed_semantic,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,83.0,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.39390000000000003
8,11,0,validation-00000-typo,validation,typo,fixed_hybrid,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.4754595588235294,0.23539507533903758,hybrid,1,0,1,83.8,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,4.5,1.7987333333333333
8,11,0,validation-00000-typo,validation,typo,auto,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.9690854773143831,index,1,0,1,89.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00000-typo,validation,typo,user_hint,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.9690854773143831,token>explicit>index,3,2,1,177.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,1.5791
8,11,0,validation-00000-typo,validation,typo,adaptive,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.9690854773143831,explicit>token>index,3,2,1,172.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.5791
8,11,0,validation-00000-semantic,validation,semantic_paraphrase,fixed_explicit,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,101.2,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_semantic,1,1,,0.02656666666666667
8,11,0,validation-00000-semantic,validation,semantic_paraphrase,fixed_token,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_fip_00006:v1!!,0,0,select,ask,0,0.14755996691480563,0.0,token,1,0,1,89.8,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_semantic,1,1,,1.3653833333333334
8,11,0,validation-00000-semantic,validation,semantic_paraphrase,fixed_index,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_fip_00006:v1!!,0,0,select,ask,0,1.0,0.0,index,1,0,1,86.0,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_semantic,1,1,,0.18714999999999998
8,11,0,validation-00000-semantic,validation,semantic_paraphrase,fixed_semantic,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.33333333333333315,semantic,1,0,1,84.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_semantic,1,0,0.0,0.39390000000000003
8,11,0,validation-00000-semantic,validation,semantic_paraphrase,fixed_hybrid,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.6164019851116627,0.1166666666666667,hybrid,1,0,1,82.8,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_semantic,1,0,2.0,1.7987333333333333
8,11,0,validation-00000-semantic,validation,semantic_paraphrase,auto,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_fip_00006:v1!!,0,0,select,ask,0,1.0,0.0,index,1,0,1,88.4,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_semantic,1,1,,0.18714999999999998
8,11,0,validation-00000-semantic,validation,semantic_paraphrase,user_hint,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.33333333333333315,semantic,1,0,1,84.6,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_semantic,1,0,0.0,0.39390000000000003
8,11,0,validation-00000-semantic,validation,semantic_paraphrase,adaptive,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.33333333333333315,explicit>token>index>semantic,4,3,1,219.8,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_semantic,1,0,0.0,1.9729999999999999
8,11,0,validation-00000-description,validation,description,fixed_explicit,!!ref:tool:synthetic:tool_saf_00001:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,101.7,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.02656666666666667
8,11,0,validation-00000-description,validation,description,fixed_token,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.24379084967320264,0.022222222222222254,token,1,0,1,89.7,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.3653833333333334
8,11,0,validation-00000-description,validation,description,fixed_index,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.8393456297538837,index,1,0,1,87.7,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00000-description,validation,description,fixed_semantic,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.33333333333333315,semantic,1,0,1,88.0,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,2.5,0.39390000000000003
8,11,0,validation-00000-description,validation,description,fixed_hybrid,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,0,select,ask,0,0.6597058823529413,0.29453579261744345,hybrid,1,0,1,83.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,4.5,1.7987333333333333
8,11,0,validation-00000-description,validation,description,auto,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.8393456297538837,index,1,0,1,88.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00000-description,validation,description,user_hint,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.8393456297538837,index,1,0,1,85.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00000-description,validation,description,adaptive,!!ref:tool:synthetic:tool_saf_00001:v1!!,!!ref:tool:synthetic:tool_saf_00001:v1!!,1,1,select,select,0,1.0,0.8393456297538837,explicit>token>index,3,2,1,175.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.5791
8,11,0,validation-00001-explicit,validation,explicit_uri,fixed_explicit,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,1.0,explicit,1,0,1,359.4,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_explicit,1,0,0.0,0.02656666666666667
8,11,0,validation-00001-explicit,validation,explicit_uri,fixed_token,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,0.7069014084507043,token,1,0,1,313.3,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_explicit,1,0,1.0,1.3653833333333334
8,11,0,validation-00001-explicit,validation,explicit_uri,fixed_index,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,0.5622070182354724,index,1,0,1,209.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_explicit,1,0,0.5,0.18714999999999998
8,11,0,validation-00001-explicit,validation,explicit_uri,fixed_semantic,!!ref:tool:synthetic:tool_vex_00004:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,227.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_explicit,1,1,,0.39390000000000003
8,11,0,validation-00001-explicit,validation,explicit_uri,fixed_hybrid,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,0.7805470374499114,hybrid,1,0,1,225.0,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_explicit,1,0,5.0,1.7987333333333333
8,11,0,validation-00001-explicit,validation,explicit_uri,auto,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,1.0,explicit,1,0,1,250.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_explicit,1,0,0.5,0.02656666666666667
8,11,0,validation-00001-explicit,validation,explicit_uri,user_hint,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,1.0,explicit,1,0,1,217.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_explicit,1,0,0.5,0.02656666666666667
8,11,0,validation-00001-explicit,validation,explicit_uri,adaptive,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,1.0,explicit,1,0,1,212.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_explicit,1,0,1.0,0.02656666666666667
8,11,0,validation-00001-name,validation,exact_name,fixed_explicit,!!ref:tool:synthetic:tool_vex_00004:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,99.9,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.02656666666666667
8,11,0,validation-00001-name,validation,exact_name,fixed_token,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,0.7463235294117647,0.10674019607843144,token,1,0,1,104.3,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.3653833333333334
8,11,0,validation-00001-name,validation,exact_name,fixed_index,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,0.5724742334901447,index,1,0,1,96.2,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00001-name,validation,exact_name,fixed_semantic,!!ref:tool:synthetic:tool_vex_00004:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,80.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.39390000000000003
8,11,0,validation-00001-name,validation,exact_name,fixed_hybrid,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,0,select,ask,0,0.5358455882352942,0.16252793493332313,hybrid,1,0,1,78.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,4.5,1.7987333333333333
8,11,0,validation-00001-name,validation,exact_name,auto,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,0.5724742334901447,index,1,0,1,84.3,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00001-name,validation,exact_name,user_hint,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,0.7463235294117647,0.10674019607843144,token,1,0,1,85.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,1.3653833333333334
8,11,0,validation-00001-name,validation,exact_name,adaptive,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,0.7463235294117647,0.10674019607843144,explicit>token,2,1,1,123.0,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.39195
8,11,0,validation-00001-alias,validation,alias,fixed_explicit,!!ref:tool:synthetic:tool_vex_00004:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,116.6,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.02656666666666667
8,11,0,validation-00001-alias,validation,alias,fixed_token,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,0,select,ask,0,0.5882352941176471,0.3239495798319328,token,1,0,1,84.2,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.3653833333333334
8,11,0,validation-00001-alias,validation,alias,fixed_index,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,1.0,index,1,0,1,136.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00001-alias,validation,alias,fixed_semantic,!!ref:tool:synthetic:tool_vex_00004:v1!!,,0,0,select,abstain,0,0.0,0.0,semantic,1,0,1,702.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.39390000000000003
8,11,0,validation-00001-alias,validation,alias,fixed_hybrid,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,0,select,ask,0,0.4647058823529412,0.34577731092436975,hybrid,1,0,1,244.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,4.5,1.7987333333333333
8,11,0,validation-00001-alias,validation,alias,auto,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,1.0,index,1,0,1,152.1,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,0.18714999999999998
8,11,0,validation-00001-alias,validation,alias,user_hint,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,1.0,token>explicit>index,3,2,1,265.3,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.0,1.5791
8,11,0,validation-00001-alias,validation,alias,adaptive,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,1,select,select,0,1.0,1.0,explicit>token>index,3,2,1,262.5,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.5791
8,11,0,validation-00001-typo,validation,typo,fixed_explicit,!!ref:tool:synthetic:tool_vex_00004:v1!!,,0,0,select,abstain,0,0.0,0.0,explicit,1,0,1,129.3,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,1,,0.02656666666666667
8,11,0,validation-00001-typo,validation,typo,fixed_token,!!ref:tool:synthetic:tool_vex_00004:v1!!,!!ref:tool:synthetic:tool_vex_00004:v1!!,1,0,select,ask,0,0.59625,0.09982142857142856,token,1,0,1,118.8,8,0eefc1b92448bf3b7f1bc16d6413360bf0a063be8f9e4eb076ef05f7553d125b,fixed_index,1,0,0.5,1.3653833333333334
