all_candidate_full_tokens,amortized_wall_seconds,batch_size,batch_wall_seconds,candidate_count,candidate_names,candidate_ranks,candidate_sources,candidate_view,catalog_size,channel_agreement,choice_correct,choice_margin,chosen_tool,conditional_choice_denominator,generated_text,generated_tokens,max_candidates,policy,prompt_tokens,query_id,raw_label_response,scoring_device,seed,selected_mean_log_probability,selection_view_tokens,target_in_palette,target_name,ttft_method,ttft_seconds_upper_bound,unsafe_candidates,unsafe_choice,unsafe_exposure,useful_candidates
3249,8.014708099886775,1,8.014708099886775,10,add_issue_02605|update_issue|erase_issue_00494|add_issue_06133|erase_issue_03214|add_issue_07642|erase_issue_04434|add_task_03242|erase_issue_01014|alert_issue_02128,bm25:2|auto_keyword:1|keyword_synonym:1|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_issue_02605,1,"{""capability"":""add_issue_02605""}",2,10,A2_raw_union,1643,update_issue-h2-en-1, 0,cpu:q4_ollama,11,,1473,1,update_issue,ollama_total_call_upper_bound,8.014708099886775,,0,0,update_issue
3249,26.064731700113043,1,26.064731700113043,10,add_issue_06133|add_issue_02605|add_issue_07642|erase_issue_00494|erase_issue_03214|erase_issue_04434|erase_issue_01014|alert_issue_02128|update_issue|add_task_03242,bm25:3|auto_keyword:2|keyword_synonym:2|auto_tag_concept:2,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_issue_06133,1,"{""capability"":""add_issue_06133""}",2,10,A4_agreement_union,1643,update_issue-h2-en-1, 0,cpu:q4_ollama,11,,1473,1,update_issue,ollama_total_call_upper_bound,26.064731700113043,,0,0,update_issue
3217,7.944426300004125,1,7.944426300004125,10,add_package_00588|export_document|export_digest_02427|export_digest_00160|add_package_00738|build_digest_02412|notify_user|export_digest_01707|add_artifact_00151|add_package_01052,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_package_00588,0,"{""capability"":""add_package_00588""}",2,10,A2_raw_union,1617,create_report-h2-en-1, 0,cpu:q4_ollama,11,,1449,0,create_report,ollama_total_call_upper_bound,7.944426300004125,,0,0,export_document
3217,23.67644999991171,1,23.67644999991171,10,export_document|export_digest_02427|export_digest_00160|export_digest_01707|build_digest_02412|add_artifact_00151|add_package_00588|add_package_01052|add_package_00738|notify_user,bm25:1|auto_keyword:1|keyword_synonym:10,bm25|auto_keyword|keyword_synonym,compact,8192,3,0,,export_document,0,"{""capability"":""export_document""}",2,10,A4_agreement_union,1617,create_report-h2-en-1, 0,cpu:q4_ollama,11,,1449,0,create_report,ollama_total_call_upper_bound,23.67644999991171,,0,0,export_document
3223,7.9706057999283075,1,7.9706057999283075,10,add_analysis_02840|archive_report|purge_report_07734|add_report_03500|add_analysis_03412|erase_report_00739|add_report_05402|add_analysis_07982|remove_report_07494|add_report_08110,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_analysis_02840,1,"{""capability"":""add_analysis_02840""}",2,10,A2_raw_union,1633,archive_report-h2-en-1, 0,cpu:q4_ollama,11,,1461,1,archive_report,ollama_total_call_upper_bound,7.9706057999283075,purge_report_07734|remove_report_07494,0,1,archive_report
3223,25.92469389992766,1,25.92469389992766,10,purge_report_07734|archive_report|erase_report_00739|remove_report_07494|add_report_08110|add_report_03500|add_report_05402|add_analysis_07982|add_analysis_03412|add_analysis_02840,embedding:1,embedding,compact,8192,1,0,,purge_report_07734,1,"{""capability"":""purge_report_07734""}",2,10,A4_agreement_union,1633,archive_report-h2-en-1, 0,cpu:q4_ollama,11,,1461,1,archive_report,ollama_total_call_upper_bound,25.92469389992766,purge_report_07734|remove_report_07494,1,1,archive_report
3295,27.04339070012793,1,27.04339070012793,10,fetch_account_01631|inform_account_00557|lookup_user_01817|get_account_01027|add_account_00792|fetch_account_02155|inform_account_02387|fetch_text_03717|get_account_01445|add_account_01692,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,fetch_account_01631,0,"{""capability"":""fetch_account_01631""}",2,10,A2_raw_union,1686,get_user-h2-en-1, 0,cpu:q4_ollama,23,,1512,0,get_user,ollama_total_call_upper_bound,27.04339070012793,,0,0,
3295,27.151103699812666,1,27.151103699812666,10,get_account_01445|get_account_01027|lookup_user_01817|fetch_text_03717|fetch_account_02155|fetch_account_01631|inform_account_00557|inform_account_02387|add_account_00792|add_account_01692,keyword_synonym:2,keyword_synonym,compact,8192,1,0,,get_account_01445,0,"{""capability"":""get_account_01445""}",2,10,A4_agreement_union,1686,get_user-h2-en-1, 0,cpu:q4_ollama,23,,1512,0,get_user,ollama_total_call_upper_bound,27.151103699812666,,0,0,
3273,26.99870179989375,1,26.99870179989375,10,add_account_00792|add_article_00891|verify_account_08173|add_user_00375|add_account_01692|add_article_01357|verify_user_01173|add_user_00935|add_account_05008|add_article_01366,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_00792,0,"{""capability"":""add_account_00792""}",2,10,A2_raw_union,1690,update_user-h4-en-1, 0,cpu:q4_ollama,23,,1504,0,update_user,ollama_total_call_upper_bound,26.99870179989375,,0,0,
3273,27.285906200064346,1,27.285906200064346,10,verify_user_01173|verify_account_08173|add_user_00375|add_user_00935|add_account_00792|add_account_01692|add_account_05008|add_article_01357|add_article_01366|add_article_00891,embedding:2,embedding,compact,8192,1,0,,verify_user_01173,0,"{""capability"":""verify_user_01173""}",2,10,A4_agreement_union,1690,update_user-h4-en-1, 0,cpu:q4_ollama,23,,1504,0,update_user,ollama_total_call_upper_bound,27.285906200064346,,0,0,
3133,25.04134129988961,1,25.04134129988961,10,find_account_00695|get_user|archive_report_03927|search_account_00438|add_account_00792|find_account_00970|read_document|lookup_issue_03208|search_account_00612|add_account_01692,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_00695,0,"{""capability"":""find_account_00695""}",2,10,A2_raw_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,23,,1414,0,search_document,ollama_total_call_upper_bound,25.04134129988961,,0,0,
3133,25.00321409991011,1,25.00321409991011,10,search_account_00438|search_account_00612|find_account_00970|find_account_00695|lookup_issue_03208|read_document|get_user|archive_report_03927|add_account_01692|add_account_00792,keyword_synonym:1,keyword_synonym,compact,8192,1,0,,search_account_00438,0,"{""capability"":""search_account_00438""}",2,10,A4_agreement_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,23,,1414,0,search_document,ollama_total_call_upper_bound,25.00321409991011,,0,0,
3169,25.47432559984736,1,25.47432559984736,10,add_package_00620|archive_report|archive_package_04745|export_package_01442|add_package_01745|export_document|archive_package_00759|export_package_01667|add_package_03773|package_package_06358,bm25:5|auto_keyword:1|keyword_synonym:9|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_package_00620,1,"{""capability"":""add_package_00620""}",2,10,A2_raw_union,1606,export_document-h2-en-1, 0,cpu:q4_ollama,23,,1440,1,export_document,ollama_total_call_upper_bound,25.47432559984736,,0,0,export_document
3169,25.689147099852562,1,25.689147099852562,10,export_document|archive_package_00759|add_package_01745|export_package_01442|archive_package_04745|add_package_00620|export_package_01667|package_package_06358|add_package_03773|archive_report,bm25:2|keyword_synonym:8|embedding:3,bm25|keyword_synonym|embedding,compact,8192,3,1,,export_document,1,"{""capability"":""export_document""}",2,10,A4_agreement_union,1606,export_document-h2-en-1, 0,cpu:q4_ollama,23,,1440,1,export_document,ollama_total_call_upper_bound,25.689147099852562,,0,0,export_document
3261,26.52325000008568,1,26.52325000008568,10,add_article_00891|update_issue|archive_repo_06745|create_work_item_04412|add_work_item_02885|add_article_01357|archive_repo_04595|create_work_item_04907|add_work_item_04720|add_article_01366,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_article_00891,0,"{""capability"":""add_article_00891""}",2,10,A2_raw_union,1667,create_issue-h1-en-1, 0,cpu:q4_ollama,23,,1491,0,create_issue,ollama_total_call_upper_bound,26.52325000008568,,0,0,
3261,26.700576700037345,1,26.700576700037345,10,create_work_item_04907|add_work_item_04720|create_work_item_04412|add_work_item_02885|update_issue|add_article_00891|add_article_01357|add_article_01366|archive_repo_06745|archive_repo_04595,keyword_synonym:2,keyword_synonym,compact,8192,1,0,,create_work_item_04907,0,"{""capability"":""create_work_item_04907""}",2,10,A4_agreement_union,1667,create_issue-h1-en-1, 0,cpu:q4_ollama,23,,1491,0,create_issue,ollama_total_call_upper_bound,26.700576700037345,,0,0,
3232,26.35885199997574,1,26.35885199997574,10,add_issue_01715|update_issue|erase_issue_04444|add_issue_03101|erase_issue_04604|add_issue_05411|erase_issue_02444|add_issue_06286|erase_issue_03664|add_task_03010,bm25:2|auto_keyword:1|keyword_synonym:1|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_issue_01715,1,"{""capability"":""add_issue_01715""}",2,10,A2_raw_union,1641,update_issue-h2-en-1, 0,cpu:q4_ollama,23,,1471,1,update_issue,ollama_total_call_upper_bound,26.35885199997574,,0,0,update_issue
3232,26.229667600011453,1,26.229667600011453,10,add_issue_06286|add_issue_03101|add_issue_05411|add_issue_01715|erase_issue_04444|erase_issue_04604|erase_issue_02444|erase_issue_03664|update_issue|add_task_03010,bm25:5|auto_keyword:4|keyword_synonym:4|auto_tag_concept:4,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_issue_06286,1,"{""capability"":""add_issue_06286""}",2,10,A4_agreement_union,1641,update_issue-h2-en-1, 0,cpu:q4_ollama,23,,1471,1,update_issue,ollama_total_call_upper_bound,26.229667600011453,,0,0,update_issue
3215,25.769123200094327,1,25.769123200094327,10,add_package_00620|export_document|export_digest_03428|export_digest_02493|add_package_01745|notify_user|archive_artifact_04536|export_digest_02957|add_artifact_00760|add_package_03773,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_package_00620,0,"{""capability"":""add_package_00620""}",2,10,A2_raw_union,1622,create_report-h2-en-1, 0,cpu:q4_ollama,23,,1453,0,create_report,ollama_total_call_upper_bound,25.769123200094327,,0,0,export_document
3215,24.08473730017431,1,24.08473730017431,10,export_document|export_digest_03428|export_digest_02493|export_digest_02957|archive_artifact_04536|add_artifact_00760|add_package_01745|add_package_00620|add_package_03773|notify_user,bm25:1|auto_keyword:1,bm25|auto_keyword,compact,8192,2,0,,export_document,0,"{""capability"":""export_document""}",2,10,A4_agreement_union,1622,create_report-h2-en-1, 0,cpu:q4_ollama,23,,1453,0,create_report,ollama_total_call_upper_bound,24.08473730017431,,0,0,export_document
3216,26.236574799986556,1,26.236574799986556,10,add_analysis_00636|archive_report|purge_report_07797|add_report_00508|add_analysis_01058|purge_report_07764|add_report_02592|add_analysis_02687|erase_report_00738|add_report_03512,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_analysis_00636,1,"{""capability"":""add_analysis_00636""}",2,10,A2_raw_union,1638,archive_report-h2-en-1, 0,cpu:q4_ollama,23,,1466,1,archive_report,ollama_total_call_upper_bound,26.236574799986556,purge_report_07797|purge_report_07764,0,1,archive_report
3216,26.05255870008841,1,26.05255870008841,10,purge_report_07797|purge_report_07764|erase_report_00738|add_report_03512|add_report_02592|add_report_00508|archive_report|add_analysis_02687|add_analysis_00636|add_analysis_01058,embedding:1,embedding,compact,8192,1,0,,purge_report_07797,1,"{""capability"":""purge_report_07797""}",2,10,A4_agreement_union,1638,archive_report-h2-en-1, 0,cpu:q4_ollama,23,,1466,1,archive_report,ollama_total_call_upper_bound,26.05255870008841,purge_report_07797|purge_report_07764,1,1,archive_report
3275,27.094421199988574,1,27.094421199988574,10,fetch_account_00271|inform_account_00631|convert_user_06171|get_account_03128|add_account_00032|fetch_account_00947|inform_account_04181|fetch_account_03173|get_account_03253|add_account_00268,auto_tag_concept:2,auto_tag_concept,compact,8192,1,0,,fetch_account_00947,0,"{""capability"":""fetch_account_00947""}",2,10,A2_raw_union,1684,get_user-h2-en-1, 5,cpu:q4_ollama,37,,1510,0,get_user,ollama_total_call_upper_bound,27.094421199988574,,0,0,
3275,27.07882779999636,1,27.07882779999636,10,get_account_03128|get_account_03253|fetch_account_03173|fetch_account_00947|fetch_account_00271|inform_account_04181|inform_account_00631|convert_user_06171|add_account_00268|add_account_00032,keyword_synonym:1,keyword_synonym,compact,8192,1,0,,get_account_03128,0,"{""capability"":""get_account_03128""}",2,10,A4_agreement_union,1684,get_user-h2-en-1, 0,cpu:q4_ollama,37,,1510,0,get_user,ollama_total_call_upper_bound,27.07882779999636,,0,0,
3208,26.2119617999997,1,26.2119617999997,10,add_account_00032|add_article_00926|validate_user|add_user_00396|add_account_00268|add_article_02653|verify_ticket_01176|add_user_00652|add_account_00872|add_article_02873,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_00032,0,"{""capability"":""add_account_00032""}",2,10,A2_raw_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,37,,1458,0,update_user,ollama_total_call_upper_bound,26.2119617999997,,0,0,validate_user
3208,27.310871199937537,1,27.310871199937537,10,validate_user|add_account_00268|add_account_00872|add_user_00652|add_account_00032|add_user_00396|add_article_00926|add_article_02653|add_article_02873|verify_ticket_01176,embedding:1,embedding,compact,8192,1,0,,validate_user,0,"{""capability"":""validate_user""}",2,10,A4_agreement_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,37,,1458,0,update_user,ollama_total_call_upper_bound,27.310871199937537,,0,0,validate_user
3151,28.129197399830446,1,28.129197399830446,10,find_account_02657|get_user|lookup_issue_02560|search_account_00321|add_account_00032|find_account_03600|read_document|lookup_article_03748|search_account_00917|add_account_00268,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_02657,0,"{""capability"":""find_account_02657""}",2,10,A2_raw_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,37,,1414,0,search_document,ollama_total_call_upper_bound,28.129197399830446,,0,0,
3151,26.89887719997205,1,26.89887719997205,10,search_account_00917|search_account_00321|find_account_03600|find_account_02657|lookup_issue_02560|lookup_article_03748|read_document|get_user|add_account_00268|add_account_00032,keyword_synonym:2,keyword_synonym,compact,8192,1,0,,search_account_00917,0,"{""capability"":""search_account_00917""}",2,10,A4_agreement_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,37,,1414,0,search_document,ollama_total_call_upper_bound,26.89887719997205,,0,0,
3195,26.793160600122064,1,26.793160600122064,10,add_package_00460|archive_report|lookup_package_04042|export_package_01791|add_package_00846|export_document|package_document_02537|export_package_03643|add_package_01108|package_package_02361,bm25:7|auto_keyword:1|keyword_synonym:5|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_package_00460,1,"{""capability"":""add_package_00460""}",2,10,A2_raw_union,1605,export_document-h2-en-1, 0,cpu:q4_ollama,37,,1439,1,export_document,ollama_total_call_upper_bound,26.793160600122064,,0,0,export_document
3195,26.779011700069532,1,26.779011700069532,10,export_document|add_package_00846|add_package_00460|lookup_package_04042|export_package_03643|add_package_01108|export_package_01791|package_document_02537|package_package_02361|archive_report,bm25:2|keyword_synonym:4|embedding:3,bm25|keyword_synonym|embedding,compact,8192,3,1,,export_document,1,"{""capability"":""export_document""}",2,10,A4_agreement_union,1605,export_document-h2-en-1, 0,cpu:q4_ollama,37,,1439,1,export_document,ollama_total_call_upper_bound,26.779011700069532,,0,0,export_document
3266,27.8822064998094,1,27.8822064998094,10,add_article_00926|update_issue|archive_repo_04795|create_work_item_00001|add_work_item_01038|add_article_02653|archive_repo_01427|create_work_item_06388|add_work_item_04522|add_article_02873,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_article_00926,0,"{""capability"":""add_article_00926""}",2,10,A2_raw_union,1667,create_issue-h1-en-1, 0,cpu:q4_ollama,37,,1491,0,create_issue,ollama_total_call_upper_bound,27.8822064998094,,0,0,
3266,27.752878800034523,1,27.752878800034523,10,add_work_item_04522|add_work_item_01038|create_work_item_00001|create_work_item_06388|update_issue|add_article_00926|add_article_02873|add_article_02653|archive_repo_04795|archive_repo_01427,bm25:3|auto_keyword:2|keyword_synonym:5,bm25|auto_keyword|keyword_synonym,compact,8192,3,0,,add_work_item_04522,0,"{""capability"":""add_work_item_04522""}",2,10,A4_agreement_union,1667,create_issue-h1-en-1, 0,cpu:q4_ollama,37,,1491,0,create_issue,ollama_total_call_upper_bound,27.752878800034523,,0,0,
3245,27.55243039992638,1,27.55243039992638,10,add_issue_05658|update_issue|erase_issue_00974|add_task_00968|erase_issue_05074|alert_issue_03158|add_task_03702|erase_issue_03374|alert_issue_05373|add_task_06615,bm25:2|auto_keyword:1|keyword_synonym:1|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_issue_05658,1,"{""capability"":""add_issue_05658""}",2,10,A2_raw_union,1642,update_issue-h2-en-1, 0,cpu:q4_ollama,37,,1472,1,update_issue,ollama_total_call_upper_bound,27.55243039992638,,0,0,update_issue
3245,27.474088200135157,1,27.474088200135157,10,add_issue_05658|erase_issue_00974|erase_issue_05074|erase_issue_03374|alert_issue_05373|alert_issue_03158|update_issue|add_task_00968|add_task_03702|add_task_06615,bm25:2|auto_keyword:1|keyword_synonym:1|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_issue_05658,1,"{""capability"":""add_issue_05658""}",2,10,A4_agreement_union,1642,update_issue-h2-en-1, 0,cpu:q4_ollama,37,,1472,1,update_issue,ollama_total_call_upper_bound,27.474088200135157,,0,0,update_issue
3222,27.233661300037056,1,27.233661300037056,10,add_package_00460|export_document|inspect_artifact_03042|export_digest_00180|add_package_00846|parse_artifact_07429|notify_user|export_digest_00276|add_artifact_00646|add_package_01108,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_package_00460,0,"{""capability"":""add_package_00460""}",2,10,A2_raw_union,1628,create_report-h2-en-1, 0,cpu:q4_ollama,37,,1458,0,create_report,ollama_total_call_upper_bound,27.233661300037056,,0,0,export_document
3222,23.13182760006748,1,23.13182760006748,10,export_document|export_digest_00180|export_digest_00276|inspect_artifact_03042|parse_artifact_07429|add_artifact_00646|add_package_00846|add_package_00460|add_package_01108|notify_user,bm25:1|auto_keyword:1,bm25|auto_keyword,compact,8192,2,0,,export_document,0,"{""capability"":""export_document""}",2,10,A4_agreement_union,1628,create_report-h2-en-1, 0,cpu:q4_ollama,37,,1458,0,create_report,ollama_total_call_upper_bound,23.13182760006748,,0,0,export_document
3215,27.78139970009215,1,27.78139970009215,10,add_analysis_05380|archive_report|erase_report_00777|add_report_01528|add_analysis_06590|remove_report_01774|add_report_02231|add_digest_00150|remove_report_00712|add_report_04376,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_analysis_05380,1,"{""capability"":""add_analysis_05380""}",2,10,A2_raw_union,1628,archive_report-h2-en-1, 0,cpu:q4_ollama,37,,1456,1,archive_report,ollama_total_call_upper_bound,27.78139970009215,remove_report_01774|remove_report_00712,0,1,archive_report
3215,27.75272460002452,1,27.75272460002452,10,erase_report_00777|archive_report|remove_report_01774|remove_report_00712|add_report_04376|add_report_02231|add_report_01528|add_analysis_05380|add_analysis_06590|add_digest_00150,embedding:1,embedding,compact,8192,1,0,,erase_report_00777,1,"{""capability"":""erase_report_00777""}",2,10,A4_agreement_union,1628,archive_report-h2-en-1, 0,cpu:q4_ollama,37,,1456,1,archive_report,ollama_total_call_upper_bound,27.75272460002452,remove_report_01774|remove_report_00712,0,1,archive_report
3282,29.070279699983075,1,29.070279699983075,10,fetch_account_01185|inform_account_00105|retrieve_user_06917|get_account_00601|add_account_01177|fetch_account_02599|inform_account_01145|lookup_user_05017|get_account_00671|add_account_02043,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,fetch_account_01185,0,"{""capability"":""fetch_account_01185""}",2,10,A2_raw_union,1686,get_user-h2-en-1, 0,cpu:q4_ollama,53,,1512,0,get_user,ollama_total_call_upper_bound,29.070279699983075,,0,0,
3282,28.368418800178915,1,28.368418800178915,10,retrieve_user_06917|get_account_00671|get_account_00601|lookup_user_05017|fetch_account_01185|fetch_account_02599|inform_account_01145|inform_account_00105|add_account_01177|add_account_02043,embedding:1,embedding,compact,8192,1,0,,retrieve_user_06917,0,"{""capability"":""retrieve_user_06917""}",2,10,A4_agreement_union,1686,get_user-h2-en-1, 0,cpu:q4_ollama,53,,1512,0,get_user,ollama_total_call_upper_bound,28.368418800178915,,0,0,
3202,27.387269299943,1,27.387269299943,10,add_account_01177|add_article_01448|verify_account_04845|add_user_00395|add_account_02043|add_article_01455|validate_user|add_user_00740|add_account_02240|add_article_01821,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_01177,0,"{""capability"":""add_account_01177""}",2,10,A2_raw_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,53,,1458,0,update_user,ollama_total_call_upper_bound,27.387269299943,,0,0,validate_user
3202,27.30825320002623,1,27.30825320002623,10,validate_user|verify_account_04845|add_account_01177|add_account_02240|add_account_02043|add_user_00740|add_user_00395|add_article_01455|add_article_01821|add_article_01448,embedding:2,embedding,compact,8192,1,0,,validate_user,0,"{""capability"":""validate_user""}",2,10,A4_agreement_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,53,,1458,0,update_user,ollama_total_call_upper_bound,27.30825320002623,,0,0,validate_user
3144,26.03205920010805,1,26.03205920010805,10,find_account_00721|get_user|lookup_issue_01950|search_account_00867|add_account_01177|find_account_01116|read_document|archive_issue_03521|search_account_01310|add_account_02043,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_00721,0,"{""capability"":""find_account_00721""}",2,10,A2_raw_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,53,,1414,0,search_document,ollama_total_call_upper_bound,26.03205920010805,,0,0,
3144,25.985229900106788,1,25.985229900106788,10,search_account_00867|search_account_01310|find_account_01116|find_account_00721|lookup_issue_01950|read_document|get_user|archive_issue_03521|add_account_02043|add_account_01177,keyword_synonym:1,keyword_synonym,compact,8192,1,0,,search_account_00867,0,"{""capability"":""search_account_00867""}",2,10,A4_agreement_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,53,,1414,0,search_document,ollama_total_call_upper_bound,25.985229900106788,,0,0,
