split,dataset,example_id,condition,evidence_recall,precision,mrr,ndcg,any_hit,path_completion,missed_evidence,logical_chunks,requested_chunks,resident_chunks,materialized_chunks,materialized_tokens,active_fraction,distractor_requests,routing_ms,gist_index_build_ms,token_index_build_ms,cold_discovery_ms,semantic_comparisons,token_comparisons,selected_chunk_ids,positive_chunk_ids,selected_hops,selected_hop_pairs,channel
validation,hotpotqa,5ac4f8705542995c82c4ad8d,H2_token_semantic,0.2,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.8,65,4,65,0,0,0.0,3,88.29310000874102,5.580600118264556,28.292599832639098,122.16629995964468,65,65,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=21,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=0|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=19|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=2,1|1|1|1,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16@1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17@1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18@1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=21@1,hybrid
validation,hotpotqa,5ac4f8705542995c82c4ad8d,H5_iterative_hybrid,0.4,0.5,0.3333333333333333,0.36331756126716835,1.0,0.0,0.6,65,4,65,0,0,0.0,2,181.50219996459782,5.161900073289871,29.27069994620979,215.93479998409748,195,195,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=19,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=0|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=19|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=2,1|1|2|2,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16@1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17@1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18@2|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=19@2,iterative_hybrid
validation,hotpotqa,5ae4be5c5542995ad6573e3a,B0_gist,0.16666666666666666,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.8333333333333334,43,4,43,0,0,0.0,3,1.7377000767737627,3.4469999372959137,0.0,5.184700014069676,43,0,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=31|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=30,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=27|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=28|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=29|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=40|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=41,1|1|1|1,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=31@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=30@1,gist
validation,hotpotqa,5ae4be5c5542995ad6573e3a,B2_exact,0.16666666666666666,0.25,0.5,0.24630238874073,1.0,0.0,0.8333333333333334,43,4,43,0,0,0.0,3,28.60479988157749,3.2359000761061907,18.31010007299483,50.15080003067851,43,43,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=0|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=10,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=27|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=28|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=29|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=40|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=41,1|1|1|1,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=0@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=10@1,exact
validation,hotpotqa,5ae4be5c5542995ad6573e3a,B1_bm25,0.3333333333333333,0.5,1.0,0.5855700749881525,1.0,0.0,0.6666666666666667,43,4,43,0,0,0.0,2,29.379399958997965,3.4984999801963568,20.31010016798973,53.18800010718405,43,43,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=29|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=27|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=28|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=29|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=40|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=41,1|1|1|1,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=29@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21@1,bm25
validation,hotpotqa,5ae4be5c5542995ad6573e3a,B4_approx,0.16666666666666666,0.25,1.0,0.3903800499921017,1.0,0.0,0.8333333333333334,43,4,43,0,0,0.0,3,37.44210000149906,4.600699990987778,19.476499874144793,61.51929986663163,43,43,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=31|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=27|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=28|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=29|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=40|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=41,1|1|1|1,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=31@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11@1,approx
validation,hotpotqa,5ae4be5c5542995ad6573e3a,H2_token_semantic,0.16666666666666666,0.25,1.0,0.3903800499921017,1.0,0.0,0.8333333333333334,43,4,43,0,0,0.0,3,35.27999995276332,3.928299993276596,25.041700107976794,64.25000005401671,43,43,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=31,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=27|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=28|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=29|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=40|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=41,1|1|1|1,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=31@1,hybrid
validation,hotpotqa,5ae4be5c5542995ad6573e3a,H5_iterative_hybrid,0.16666666666666666,0.25,1.0,0.3903800499921017,1.0,0.0,0.8333333333333334,43,4,43,0,0,0.0,3,100.52530001848936,4.175200127065182,19.8405000846833,124.54100023023784,129,129,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=27|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=28|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=29|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=40|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=41,1|1|2|2,benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=39@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=21@1|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=1@2|benchmark://hotpotqa/5ae4be5c5542995ad6573e3a#chunk=11@2,iterative_hybrid
validation,hotpotqa,5abcd77755429965836004ce,B0_gist,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,61,4,61,0,0,0.0,2,1.8565000500530005,5.082100164145231,0.0,6.938600214198232,61,0,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=7|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=9|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=45,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=53|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=9,1|1|1|1,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=7@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=9@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=45@1,gist
validation,hotpotqa,5abcd77755429965836004ce,B2_exact,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,61,4,61,0,0,0.0,3,95.05749982781708,4.519999958574772,27.05559995956719,126.63309974595904,61,61,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=10|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=27|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=38,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=53|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=9,1|1|1|1,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=10@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=27@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=38@1,exact
validation,hotpotqa,5abcd77755429965836004ce,B1_bm25,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,61,4,61,0,0,0.0,3,95.51710006780922,5.035500042140484,28.76079990528524,129.31340001523495,61,61,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=60|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=41|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=27,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=53|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=9,1|1|1|1,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=60@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=41@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=27@1,bm25
validation,hotpotqa,5abcd77755429965836004ce,B4_approx,0.5,0.5,1.0,0.5855700749881525,1.0,0.0,0.5,61,4,61,0,0,0.0,2,99.14029994979501,5.64919994212687,28.841699939221144,133.63119983114302,61,61,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=27|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=38,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=53|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=9,1|1|1|1,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=27@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=38@1,approx
validation,hotpotqa,5abcd77755429965836004ce,H2_token_semantic,0.5,0.5,1.0,0.6366824387328317,1.0,0.0,0.5,61,4,61,0,0,0.0,2,104.37670000828803,4.941999912261963,29.095300007611513,138.4139999281615,61,61,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=10|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=38,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=53|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=9,1|1|1|1,benchmark://hotpotqa/5abcd77755429965836004ce#chunk=8@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=54@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=10@1|benchmark://hotpotqa/5abcd77755429965836004ce#chunk=38@1,hybrid
