split,dataset,example_id,left_channel,right_channel,selected_jaccard,shared_gold_chunks
validation,hotpotqa,5ac4f8705542995c82c4ad8d,bm25,hybrid,0.6,1
validation,hotpotqa,5ac4f8705542995c82c4ad8d,bm25,iterative_hybrid,0.6,1
validation,hotpotqa,5ac4f8705542995c82c4ad8d,approx,hybrid,1.0,1
validation,hotpotqa,5ac4f8705542995c82c4ad8d,approx,iterative_hybrid,0.6,1
validation,hotpotqa,5ac4f8705542995c82c4ad8d,hybrid,iterative_hybrid,0.6,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,gist,exact,0.14285714285714285,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,gist,bm25,0.3333333333333333,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,gist,approx,0.6,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,gist,hybrid,0.6,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,gist,iterative_hybrid,0.3333333333333333,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,exact,bm25,0.3333333333333333,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,exact,approx,0.3333333333333333,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,exact,hybrid,0.3333333333333333,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,exact,iterative_hybrid,0.3333333333333333,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,bm25,approx,0.6,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,bm25,hybrid,0.6,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,bm25,iterative_hybrid,0.6,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,approx,hybrid,1.0,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,approx,iterative_hybrid,0.6,1
validation,hotpotqa,5ae4be5c5542995ad6573e3a,hybrid,iterative_hybrid,0.6,1
validation,hotpotqa,5abcd77755429965836004ce,gist,exact,0.14285714285714285,1
validation,hotpotqa,5abcd77755429965836004ce,gist,bm25,0.14285714285714285,1
validation,hotpotqa,5abcd77755429965836004ce,gist,approx,0.14285714285714285,1
validation,hotpotqa,5abcd77755429965836004ce,gist,hybrid,0.14285714285714285,1
validation,hotpotqa,5abcd77755429965836004ce,gist,iterative_hybrid,0.3333333333333333,1
validation,hotpotqa,5abcd77755429965836004ce,exact,bm25,0.3333333333333333,1
validation,hotpotqa,5abcd77755429965836004ce,exact,approx,0.6,1
validation,hotpotqa,5abcd77755429965836004ce,exact,hybrid,0.6,1
validation,hotpotqa,5abcd77755429965836004ce,exact,iterative_hybrid,0.14285714285714285,1
validation,hotpotqa,5abcd77755429965836004ce,bm25,approx,0.3333333333333333,1
validation,hotpotqa,5abcd77755429965836004ce,bm25,hybrid,0.14285714285714285,1
validation,hotpotqa,5abcd77755429965836004ce,bm25,iterative_hybrid,0.14285714285714285,1
validation,hotpotqa,5abcd77755429965836004ce,approx,hybrid,0.6,2
validation,hotpotqa,5abcd77755429965836004ce,approx,iterative_hybrid,0.3333333333333333,2
validation,hotpotqa,5abcd77755429965836004ce,hybrid,iterative_hybrid,0.3333333333333333,2
validation,hotpotqa,5ae0d5335542990adbacf674,gist,exact,0.3333333333333333,2
validation,hotpotqa,5ae0d5335542990adbacf674,gist,bm25,0.3333333333333333,1
validation,hotpotqa,5ae0d5335542990adbacf674,gist,approx,0.3333333333333333,2
validation,hotpotqa,5ae0d5335542990adbacf674,gist,hybrid,0.3333333333333333,2
validation,hotpotqa,5ae0d5335542990adbacf674,gist,iterative_hybrid,0.6,2
validation,hotpotqa,5ae0d5335542990adbacf674,exact,bm25,0.14285714285714285,1
validation,hotpotqa,5ae0d5335542990adbacf674,exact,approx,1.0,2
validation,hotpotqa,5ae0d5335542990adbacf674,exact,hybrid,1.0,2
validation,hotpotqa,5ae0d5335542990adbacf674,exact,iterative_hybrid,0.3333333333333333,2
validation,hotpotqa,5ae0d5335542990adbacf674,bm25,approx,0.14285714285714285,1
validation,hotpotqa,5ae0d5335542990adbacf674,bm25,hybrid,0.14285714285714285,1
validation,hotpotqa,5ae0d5335542990adbacf674,bm25,iterative_hybrid,0.6,1
validation,hotpotqa,5ae0d5335542990adbacf674,approx,hybrid,1.0,2
validation,hotpotqa,5ae0d5335542990adbacf674,approx,iterative_hybrid,0.3333333333333333,2
validation,hotpotqa,5ae0d5335542990adbacf674,hybrid,iterative_hybrid,0.3333333333333333,2
validation,hotpotqa,5a8a1a975542992e4fca8505,gist,exact,0.0,0
validation,hotpotqa,5a8a1a975542992e4fca8505,gist,bm25,0.14285714285714285,0
validation,hotpotqa,5a8a1a975542992e4fca8505,gist,approx,0.0,0
validation,hotpotqa,5a8a1a975542992e4fca8505,gist,hybrid,0.0,0
validation,hotpotqa,5a8a1a975542992e4fca8505,gist,iterative_hybrid,0.0,0
validation,hotpotqa,5a8a1a975542992e4fca8505,exact,bm25,0.14285714285714285,0
validation,hotpotqa,5a8a1a975542992e4fca8505,exact,approx,1.0,0
validation,hotpotqa,5a8a1a975542992e4fca8505,exact,hybrid,1.0,0
validation,hotpotqa,5a8a1a975542992e4fca8505,exact,iterative_hybrid,0.3333333333333333,0
validation,hotpotqa,5a8a1a975542992e4fca8505,bm25,approx,0.14285714285714285,0
validation,hotpotqa,5a8a1a975542992e4fca8505,bm25,hybrid,0.14285714285714285,0
validation,hotpotqa,5a8a1a975542992e4fca8505,bm25,iterative_hybrid,0.14285714285714285,0
validation,hotpotqa,5a8a1a975542992e4fca8505,approx,hybrid,1.0,0
validation,hotpotqa,5a8a1a975542992e4fca8505,approx,iterative_hybrid,0.3333333333333333,0
validation,hotpotqa,5a8a1a975542992e4fca8505,hybrid,iterative_hybrid,0.3333333333333333,0
validation,hotpotqa,5adf5cd25542992d7e9f9320,gist,exact,0.14285714285714285,0
validation,hotpotqa,5adf5cd25542992d7e9f9320,gist,bm25,0.14285714285714285,0
validation,hotpotqa,5adf5cd25542992d7e9f9320,gist,approx,0.14285714285714285,0
validation,hotpotqa,5adf5cd25542992d7e9f9320,gist,hybrid,0.14285714285714285,0
validation,hotpotqa,5adf5cd25542992d7e9f9320,gist,iterative_hybrid,0.14285714285714285,0
validation,hotpotqa,5adf5cd25542992d7e9f9320,exact,bm25,0.3333333333333333,1
validation,hotpotqa,5adf5cd25542992d7e9f9320,exact,approx,0.6,2
validation,hotpotqa,5adf5cd25542992d7e9f9320,exact,hybrid,0.6,1
validation,hotpotqa,5adf5cd25542992d7e9f9320,exact,iterative_hybrid,0.3333333333333333,1
validation,hotpotqa,5adf5cd25542992d7e9f9320,bm25,approx,0.3333333333333333,1
validation,hotpotqa,5adf5cd25542992d7e9f9320,bm25,hybrid,0.3333333333333333,1
validation,hotpotqa,5adf5cd25542992d7e9f9320,bm25,iterative_hybrid,0.6,1
validation,hotpotqa,5adf5cd25542992d7e9f9320,approx,hybrid,0.6,1
validation,hotpotqa,5adf5cd25542992d7e9f9320,approx,iterative_hybrid,0.3333333333333333,1
validation,hotpotqa,5adf5cd25542992d7e9f9320,hybrid,iterative_hybrid,0.3333333333333333,1
validation,hotpotqa,5a7415cf55429979e28828a6,gist,exact,0.0,0
validation,hotpotqa,5a7415cf55429979e28828a6,gist,bm25,0.14285714285714285,0
validation,hotpotqa,5a7415cf55429979e28828a6,gist,approx,0.0,0
validation,hotpotqa,5a7415cf55429979e28828a6,gist,hybrid,0.0,0
validation,hotpotqa,5a7415cf55429979e28828a6,gist,iterative_hybrid,0.0,0
validation,hotpotqa,5a7415cf55429979e28828a6,exact,bm25,0.14285714285714285,0
validation,hotpotqa,5a7415cf55429979e28828a6,exact,approx,1.0,0
validation,hotpotqa,5a7415cf55429979e28828a6,exact,hybrid,0.3333333333333333,0
validation,hotpotqa,5a7415cf55429979e28828a6,exact,iterative_hybrid,0.6,0
validation,hotpotqa,5a7415cf55429979e28828a6,bm25,approx,0.14285714285714285,0
validation,hotpotqa,5a7415cf55429979e28828a6,bm25,hybrid,0.14285714285714285,0
validation,hotpotqa,5a7415cf55429979e28828a6,bm25,iterative_hybrid,0.14285714285714285,0
validation,hotpotqa,5a7415cf55429979e28828a6,approx,hybrid,0.3333333333333333,0
validation,hotpotqa,5a7415cf55429979e28828a6,approx,iterative_hybrid,0.6,0
validation,hotpotqa,5a7415cf55429979e28828a6,hybrid,iterative_hybrid,0.3333333333333333,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,gist,exact,0.0,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,gist,bm25,0.14285714285714285,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,gist,approx,0.14285714285714285,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,gist,hybrid,0.14285714285714285,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,gist,iterative_hybrid,0.14285714285714285,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,exact,bm25,0.3333333333333333,1
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,exact,approx,0.6,1
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,exact,hybrid,0.6,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,exact,iterative_hybrid,0.3333333333333333,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,bm25,approx,0.6,1
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,bm25,hybrid,0.3333333333333333,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,bm25,iterative_hybrid,0.3333333333333333,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,approx,hybrid,0.6,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,approx,iterative_hybrid,0.6,0
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,hybrid,iterative_hybrid,0.6,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,gist,exact,0.14285714285714285,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,gist,bm25,0.14285714285714285,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,gist,approx,0.14285714285714285,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,gist,hybrid,0.14285714285714285,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,gist,iterative_hybrid,0.14285714285714285,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,exact,bm25,0.3333333333333333,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,exact,approx,0.6,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,exact,hybrid,0.6,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,exact,iterative_hybrid,0.3333333333333333,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,bm25,approx,0.3333333333333333,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,bm25,hybrid,0.14285714285714285,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,bm25,iterative_hybrid,0.14285714285714285,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,approx,hybrid,0.6,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,approx,iterative_hybrid,0.6,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,hybrid,iterative_hybrid,0.6,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,gist,exact,0.0,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,gist,bm25,0.0,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,gist,approx,0.0,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,gist,hybrid,0.0,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,gist,iterative_hybrid,0.0,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,exact,bm25,0.0,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,exact,approx,0.14285714285714285,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,exact,hybrid,0.14285714285714285,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,exact,iterative_hybrid,0.14285714285714285,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,bm25,approx,0.3333333333333333,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,bm25,hybrid,0.3333333333333333,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,bm25,iterative_hybrid,0.14285714285714285,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,approx,hybrid,0.6,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,approx,iterative_hybrid,0.3333333333333333,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,hybrid,iterative_hybrid,0.3333333333333333,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,gist,exact,0.0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,gist,bm25,0.0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,gist,approx,0.14285714285714285,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,gist,hybrid,1.0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,gist,iterative_hybrid,0.6,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,exact,bm25,0.14285714285714285,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,exact,approx,0.14285714285714285,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,exact,hybrid,0.0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,exact,iterative_hybrid,0.0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,bm25,approx,0.0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,bm25,hybrid,0.0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,bm25,iterative_hybrid,0.0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,approx,hybrid,0.14285714285714285,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,approx,iterative_hybrid,0.14285714285714285,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,hybrid,iterative_hybrid,0.6,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,gist,exact,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,gist,bm25,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,gist,approx,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,gist,hybrid,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,gist,iterative_hybrid,0.14285714285714285,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,exact,bm25,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,exact,approx,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,exact,hybrid,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,exact,iterative_hybrid,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,bm25,approx,0.6,1
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,bm25,hybrid,0.3333333333333333,1
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,bm25,iterative_hybrid,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,approx,hybrid,0.3333333333333333,1
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,approx,iterative_hybrid,0.0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,hybrid,iterative_hybrid,0.14285714285714285,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,gist,exact,0.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,gist,bm25,0.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,gist,approx,0.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,gist,hybrid,0.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,gist,iterative_hybrid,0.14285714285714285,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,exact,bm25,0.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,exact,approx,0.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,exact,hybrid,0.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,exact,iterative_hybrid,0.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,bm25,approx,0.6,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,bm25,hybrid,1.0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,bm25,iterative_hybrid,0.3333333333333333,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,approx,hybrid,0.6,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,approx,iterative_hybrid,0.3333333333333333,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,hybrid,iterative_hybrid,0.3333333333333333,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,gist,exact,0.14285714285714285,1
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,gist,bm25,0.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,gist,approx,0.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,gist,hybrid,0.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,gist,iterative_hybrid,0.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact,bm25,0.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact,approx,0.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact,hybrid,0.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact,iterative_hybrid,0.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25,approx,1.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25,hybrid,1.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25,iterative_hybrid,0.3333333333333333,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,approx,hybrid,1.0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,approx,iterative_hybrid,0.3333333333333333,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,hybrid,iterative_hybrid,0.3333333333333333,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,gist,exact,0.0,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,gist,bm25,0.0,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,gist,approx,0.0,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,gist,hybrid,0.0,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,gist,iterative_hybrid,0.0,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact,bm25,0.14285714285714285,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact,approx,0.14285714285714285,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact,hybrid,0.14285714285714285,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact,iterative_hybrid,0.14285714285714285,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25,approx,0.6,1
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25,hybrid,0.6,1
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25,iterative_hybrid,0.14285714285714285,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,approx,hybrid,0.3333333333333333,1
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,approx,iterative_hybrid,0.14285714285714285,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,hybrid,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5adc3aff5542996e685252eb,gist,exact,0.14285714285714285,0
test,hotpotqa,5adc3aff5542996e685252eb,gist,bm25,0.14285714285714285,0
test,hotpotqa,5adc3aff5542996e685252eb,gist,approx,0.14285714285714285,0
test,hotpotqa,5adc3aff5542996e685252eb,gist,hybrid,0.3333333333333333,0
test,hotpotqa,5adc3aff5542996e685252eb,gist,iterative_hybrid,0.14285714285714285,0
test,hotpotqa,5adc3aff5542996e685252eb,exact,bm25,0.3333333333333333,0
test,hotpotqa,5adc3aff5542996e685252eb,exact,approx,0.6,1
test,hotpotqa,5adc3aff5542996e685252eb,exact,hybrid,0.6,1
test,hotpotqa,5adc3aff5542996e685252eb,exact,iterative_hybrid,0.6,1
test,hotpotqa,5adc3aff5542996e685252eb,bm25,approx,0.6,0
test,hotpotqa,5adc3aff5542996e685252eb,bm25,hybrid,0.3333333333333333,0
test,hotpotqa,5adc3aff5542996e685252eb,bm25,iterative_hybrid,0.3333333333333333,0
test,hotpotqa,5adc3aff5542996e685252eb,approx,hybrid,0.6,1
test,hotpotqa,5adc3aff5542996e685252eb,approx,iterative_hybrid,0.6,1
test,hotpotqa,5adc3aff5542996e685252eb,hybrid,iterative_hybrid,0.6,1
test,hotpotqa,5ab56db7554299494045efc6,gist,exact,0.14285714285714285,1
test,hotpotqa,5ab56db7554299494045efc6,gist,bm25,0.14285714285714285,0
test,hotpotqa,5ab56db7554299494045efc6,gist,approx,0.14285714285714285,1
test,hotpotqa,5ab56db7554299494045efc6,gist,hybrid,0.14285714285714285,1
test,hotpotqa,5ab56db7554299494045efc6,gist,iterative_hybrid,0.14285714285714285,1
test,hotpotqa,5ab56db7554299494045efc6,exact,bm25,0.14285714285714285,0
test,hotpotqa,5ab56db7554299494045efc6,exact,approx,1.0,3
test,hotpotqa,5ab56db7554299494045efc6,exact,hybrid,1.0,3
test,hotpotqa,5ab56db7554299494045efc6,exact,iterative_hybrid,0.6,3
test,hotpotqa,5ab56db7554299494045efc6,bm25,approx,0.14285714285714285,0
test,hotpotqa,5ab56db7554299494045efc6,bm25,hybrid,0.14285714285714285,0
test,hotpotqa,5ab56db7554299494045efc6,bm25,iterative_hybrid,0.0,0
test,hotpotqa,5ab56db7554299494045efc6,approx,hybrid,1.0,3
test,hotpotqa,5ab56db7554299494045efc6,approx,iterative_hybrid,0.6,3
test,hotpotqa,5ab56db7554299494045efc6,hybrid,iterative_hybrid,0.6,3
test,hotpotqa,5ab2b863554299295394685a,gist,exact,0.0,0
test,hotpotqa,5ab2b863554299295394685a,gist,bm25,0.14285714285714285,1
test,hotpotqa,5ab2b863554299295394685a,gist,approx,0.0,0
test,hotpotqa,5ab2b863554299295394685a,gist,hybrid,0.3333333333333333,0
test,hotpotqa,5ab2b863554299295394685a,gist,iterative_hybrid,0.0,0
test,hotpotqa,5ab2b863554299295394685a,exact,bm25,0.0,0
test,hotpotqa,5ab2b863554299295394685a,exact,approx,0.3333333333333333,1
test,hotpotqa,5ab2b863554299295394685a,exact,hybrid,0.3333333333333333,1
test,hotpotqa,5ab2b863554299295394685a,exact,iterative_hybrid,0.6,1
test,hotpotqa,5ab2b863554299295394685a,bm25,approx,0.14285714285714285,0
test,hotpotqa,5ab2b863554299295394685a,bm25,hybrid,0.0,0
