seed,variant,dataset,example_id,condition,answer,generated_answer,trainable_parameter_count,trainable_memory_bytes,gold_mean_logprob_delta_vs_none,gold_first_token_rank_delta_vs_none,gold_first_token_margin_delta_vs_none,no_pra_gold_logprob_delta_vs_frozen,no_pra_first_token_rank_delta_vs_frozen,no_pra_first_token_margin_delta_vs_frozen,pra_off_gold_metrics_exact,teacher_forced_seconds,generation_seconds,active_memory_tokens,gold_sequence_logprob,gold_mean_token_logprob,gold_first_token_probability,gold_first_token_rank,gold_first_token_margin,em,f1,answer_contained,trainable_parameter_percent,trainable_memory_bytes_fp32
11,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,"Yes, the template-based model is realistic",0,0,-0.44658946990966797,7,-0.15625,0.0,0,0.0,True,0.15139040001668036,0.7785941999754868,384,-7.393328666687012,-7.393328666687012,0.000615344091784209,17,-6.765625,0.0,0.25,1.0,0.0,0
11,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,direct_text,yes,The template-based model is realistic because it,0,0,-3.8341102600097656,27,-3.9765625,0.0,0,0.0,True,0.9213869000086561,1.3365398999885656,0,-10.78084945678711,-10.78084945678711,2.0793922885786742e-05,37,-10.5859375,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",0,0,0.0,0,0.0,0.0,0,0.0,True,0.1473575999843888,0.7006912999786437,0,-8.724849700927734,-8.724849700927734,0.00016249713371507823,16,-8.015625,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"No, the dataset does not feature only",0,0,0.06806755065917969,-3,0.09375,0.0,0,0.0,True,0.15489260002505034,0.7860902999527752,896,-8.656782150268555,-8.656782150268555,0.00017394314636476338,13,-7.921875,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"No, the dataset does not feature only",0,0,-1.148672103881836,8,-1.265625,0.0,0,0.0,True,0.15063609997741878,0.7858951999805868,384,-9.87352180480957,-9.87352180480957,5.152096491656266e-05,24,-9.28125,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,direct_text,yes,"No, the dataset does not feature only",0,0,-0.6274328231811523,5,-0.671875,0.0,0,0.0,True,0.43185900000389665,0.956201900029555,0,-9.352282524108887,-9.352282524108887,8.676712604938075e-05,21,-8.6875,0.0,0.0,0.0,0.0,0
11,lm_head_lora_r8,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,1223680,4894720,0.0,0,0.0,0.2497391700744629,4,1.6276302337646484,False,0.16313500003889203,0.7226919999811798,0,-36.503440856933594,-7.30068826675415,0.003895027097314596,8,-4.934869766235352,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,The star in the film *Up at,1223680,4894720,1.2428884506225586,0,1.2073822021484375,0.2497391700744629,4,1.6276302337646484,False,0.16972300002817065,0.7862478000461124,388,-30.288997650146484,-6.057799816131592,0.012013406492769718,8,-3.727487564086914,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,The star in the film *Up at,1223680,4894720,-0.06858968734741211,9,-0.8657751083374023,0.2497391700744629,4,1.6276302337646484,False,0.16858310002135113,0.7689342999947257,384,-36.84638977050781,-7.3692779541015625,0.0015779667301103473,17,-5.800644874572754,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5adc3aff5542996e685252eb,direct_text,Sir Derek George Jacobi,Derek Jacobi.,1223680,4894720,6.289164900779724,0,0.7256412506103516,0.2497391700744629,4,1.6276302337646484,False,0.24396530003286898,0.6235326000023633,0,-5.057616710662842,-1.0115233659744263,0.0067318459041416645,8,-4.209228515625,0.0,0.6666666666666666,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,1223680,4894720,0.0,0,0.0,-0.19602680206298828,649,-0.40058326721191406,False,0.16176450002240017,0.7202945000026375,0,-24.39911460876465,-12.199557304382324,2.556856809610153e-11,4157,-24.369333267211914,0.0,0.22222222222222224,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Alfred is in the county of Maine,1223680,4894720,2.186976432800293,-3304,4.413963317871094,-0.19602680206298828,649,-0.40058326721191406,False,0.16778489999705926,0.7828066000365652,512,-20.025161743164062,-10.012580871582031,2.0270811695866087e-09,853,-19.95536994934082,0.0,0.22222222222222224,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5ab56db7554299494045efc6,routed,York County,Alfred is in the county of Maine,1223680,4894720,1.226670265197754,-2467,2.4418678283691406,-0.19602680206298828,649,-0.40058326721191406,False,0.1676418000133708,0.7725831000134349,384,-21.94577407836914,-10.97288703918457,2.9717106553306394e-10,1690,-21.927465438842773,0.0,0.22222222222222224,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5ab56db7554299494045efc6,direct_text,York County,"Alfred is in York County, Maine",1223680,4894720,1.3033447265625,-2968,2.577116012573242,-0.19602680206298828,649,-0.40058326721191406,False,0.3885038999724202,0.7943721000337973,0,-21.79242515563965,-10.896212577819824,3.433303363831186e-10,1189,-21.792217254638672,0.0,0.5,1.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,1223680,4894720,0.0,0,0.0,0.11857223510742188,2,0.17778778076171875,False,0.16287360002752393,0.7219551000162028,0,-20.75061798095703,-10.375308990478516,0.00010231806663796306,35,-9.087837219238281,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,New Hampshire Route 118 runs,1223680,4894720,1.3266716003417969,-15,1.7001113891601562,0.11857223510742188,2,0.17778778076171875,False,0.16773250000551343,0.766513499955181,384,-18.097274780273438,-9.048637390136719,0.0005083910655230284,20,-7.387725830078125,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5ab2b863554299295394685a,routed,Cushman,New Hampshire Route 118 runs,1223680,4894720,0.01866912841796875,-11,0.8713369369506836,0.11857223510742188,2,0.17778778076171875,False,0.16743759997189045,0.7660621000104584,384,-20.713279724121094,-10.356639862060547,0.0002478580572642386,24,-8.216500282287598,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5ab2b863554299295394685a,direct_text,Cushman,New Hampshire Route 118 runs,1223680,4894720,9.672139883041382,-33,8.203052520751953,0.11857223510742188,2,0.17778778076171875,False,0.23618720000376925,0.7633018000051379,0,-1.4063382148742676,-0.7031691074371338,0.24507242441177368,2,-0.8847846984863281,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5a710a915542994082a3e504,none,Scott Treleaven,Edmund Mortimer.,1223680,4894720,0.0,0,0.0,0.1980513334274292,0,0.8027305603027344,False,0.169497599999886,0.5730387999792583,0,-7.0615081787109375,-1.7653770446777344,0.0012698182836174965,2,-6.666019439697266,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,1223680,4894720,-0.7975354194641113,1,-1.792795181274414,0.1980513334274292,0,0.8027305603027344,False,0.17307580000488088,0.5985891000018455,512,-10.251649856567383,-2.5629124641418457,0.00021171731350477785,3,-8.45881462097168,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,1223680,4894720,-0.7456374168395996,1,-2.078767776489258,0.1980513334274292,0,0.8027305603027344,False,0.17317299998831004,0.5886102000367828,384,-10.044057846069336,-2.511014461517334,0.0001590986648807302,3,-8.744787216186523,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,hotpotqa,5a710a915542994082a3e504,direct_text,Scott Treleaven,Edmund Mortimer.,1223680,4894720,1.0148025155067444,0,3.8360328674316406,0.1980513334274292,0,0.8027305603027344,False,0.24747180001577362,0.7602526000118814,0,-3.00229811668396,-0.75057452917099,0.0556555911898613,2,-2.829986572265625,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",1223680,4894720,0.0,0,0.0,0.6865673065185547,-2,0.7660007476806641,False,0.151900100056082,0.8216217000153847,0,-6.438108444213867,-6.438108444213867,0.0015994292916730046,6,-6.265249252319336,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Yes, they did collect their own data",1223680,4894720,-0.26190996170043945,1,-0.1641063690185547,0.6865673065185547,-2,0.7660007476806641,False,0.1557016999577172,0.7808795000310056,384,-6.700018405914307,-6.700018405914307,0.0012308892328292131,7,-6.429355621337891,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Yes, they collected their own data.",1223680,4894720,0.01432657241821289,1,0.11327075958251953,0.6865673065185547,-2,0.7660007476806641,False,0.15541109995683655,0.7774933999753557,384,-6.423781871795654,-6.423781871795654,0.0016225085128098726,7,-6.151978492736816,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,direct_text,no,"Yes, they collected their own data.",1223680,4894720,-0.9638738632202148,4,-1.0079326629638672,0.6865673065185547,-2,0.7660007476806641,False,0.23481230001198128,0.7790081000421196,0,-7.401982307434082,-7.401982307434082,0.0006100421887822449,10,-7.273181915283203,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,none,yes,"Yes, the paper clearly establishes that the",1223680,4894720,0.0,0,0.0,0.805485725402832,-2,1.015054702758789,False,0.16212209995137528,0.7176853999844752,0,-5.12025785446167,-5.12025785446167,0.0059744818136096,8,-4.422445297241211,0.0,0.25,1.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,oracle,yes,"Yes, the paper clearly establishes that the",1223680,4894720,-0.37601518630981445,0,-0.1582317352294922,0.805485725402832,-2,1.015054702758789,False,0.17002900002989918,0.7885291000129655,896,-5.496273040771484,-5.496273040771484,0.004102031234651804,8,-4.580677032470703,0.0,0.25,1.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,routed,yes,"Yes, the paper clearly establishes that the",1223680,4894720,-0.27747011184692383,1,-0.09070968627929688,0.805485725402832,-2,1.015054702758789,False,0.16816860000835732,0.7878863000078127,384,-5.397727966308594,-5.397727966308594,0.004526854958385229,9,-4.513154983520508,0.0,0.25,1.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,direct_text,yes,"No, the paper does not explicitly address",1223680,4894720,-1.7345995903015137,7,-1.6729660034179688,0.805485725402832,-2,1.015054702758789,False,0.48238240001956,0.9511962000397034,0,-6.854857444763184,-6.854857444763184,0.0010543217649683356,15,-6.09541130065918,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,none,yes,"Yes, the template-based model is realistic",1223680,4894720,0.0,0,0.0,0.9484539031982422,1,0.9691877365112305,False,0.14942149998387322,0.7212458999711089,0,-5.998285293579102,-5.998285293579102,0.002483006799593568,11,-5.6401872634887695,0.0,0.25,1.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,oracle,yes,"Yes, the template-based model is generally",1223680,4894720,-0.11973333358764648,0,0.08313560485839844,0.9484539031982422,1,0.9691877365112305,False,0.1603783000027761,0.817159999976866,1664,-6.118018627166748,-6.118018627166748,0.002202816540375352,11,-5.557051658630371,0.0,0.25,1.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,"Yes, the template-based model is realistic",1223680,4894720,-0.5116205215454102,4,-0.11997699737548828,0.9484539031982422,1,0.9691877365112305,False,0.15585310000460595,0.7926606999826618,384,-6.509905815124512,-6.509905815124512,0.0014886201824992895,15,-5.760164260864258,0.0,0.25,1.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,direct_text,yes,The template-based model is realistic because it,1223680,4894720,-3.616107940673828,25,-3.54140567779541,0.9484539031982422,1,0.9691877365112305,False,1.0232014000066556,1.324669499997981,0,-9.61439323425293,-9.61439323425293,6.676089105894789e-05,36,-9.18159294128418,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",1223680,4894720,0.0,0,0.0,0.6342687606811523,-1,0.31612586975097656,False,0.15146369999274611,0.7255964000360109,0,-8.090580940246582,-8.090580940246582,0.0003064117336180061,15,-7.699499130249023,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"No, the dataset does not feature only",1223680,4894720,0.058899879455566406,-3,0.08263778686523438,0.6342687606811523,-1,0.31612586975097656,False,0.16038359998492524,0.7859443000052124,896,-8.031681060791016,-8.031681060791016,0.0003250014269724488,12,-7.616861343383789,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"No, the dataset does not feature only",1223680,4894720,-1.1720609664916992,6,-1.2572832107543945,0.6342687606811523,-1,0.31612586975097656,False,0.1558214999968186,0.785129500029143,384,-9.262641906738281,-9.262641906738281,9.490431693848222e-05,21,-8.956782341003418,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head_lora_r8,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,direct_text,yes,"No, the dataset does not feature only",1223680,4894720,-0.6617193222045898,4,-0.6749906539916992,0.6342687606811523,-1,0.31612586975097656,False,0.468644599954132,0.963112999976147,0,-8.752300262451172,-8.752300262451172,0.00015809718752279878,19,-8.374489784240723,0.0,0.0,0.0,0.20529824079164377,4894720
11,lm_head,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,155582464,311164928,0.0,0,0.0,-0.0398101806640625,4,-0.8125,False,0.15482449997216463,0.7022533999988809,0,-37.95118713378906,-7.590237617492676,0.000597591744735837,8,-7.375,0.0,0.0,0.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,The star in the film *Up at,155582464,311164928,1.2568974494934082,-1,1.703125,-0.0398101806640625,4,-0.8125,False,0.16250949999084696,0.7659573000273667,388,-31.66670036315918,-6.333340167999268,0.0030421623960137367,7,-5.671875,0.0,0.0,0.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,The star in the film *Up at,155582464,311164928,-0.028597354888916016,9,-0.453125,-0.0398101806640625,4,-0.8125,False,0.16309139999793842,0.7665259999921545,384,-38.094173431396484,-7.618834972381592,0.00037032226100564003,17,-7.828125,0.0,0.0,0.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5adc3aff5542996e685252eb,direct_text,Sir Derek George Jacobi,The star in the film Up at the,155582464,311164928,6.492527008056641,-1,2.484375,-0.0398101806640625,4,-0.8125,False,0.2264570000115782,0.7812011000351049,0,-5.488553047180176,-1.0977106094360352,0.004370131995528936,7,-4.890625,0.0,0.0,0.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,155582464,311164928,0.0,0,0.0,0.08102035522460938,0,0.15625,False,0.15503939997870475,0.7132162000052631,0,-23.845020294189453,-11.922510147094727,4.445163334643176e-11,3508,-23.8125,0.0,0.22222222222222224,0.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Alfred is in the county of Maine,155582464,311164928,2.176332473754883,-2582,4.3984375,0.08102035522460938,0,0.15625,False,0.16124039998976514,0.7621637000120245,512,-19.492355346679688,-9.746177673339844,3.4461191678047953e-09,926,-19.4140625,0.0,0.22222222222222224,0.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5ab56db7554299494045efc6,routed,York County,Alfred is in the county of Maine,155582464,311164928,1.2221441268920898,-1779,2.4296875,0.08102035522460938,0,0.15625,False,0.16152229998260736,0.7811749000102282,384,-21.400732040405273,-10.700366020202637,5.113930945377376e-10,1729,-21.3828125,0.0,0.22222222222222224,0.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5ab56db7554299494045efc6,direct_text,York County,"Alfred is in York County, Maine",155582464,311164928,1.297332763671875,-2245,2.5625,0.08102035522460938,0,0.15625,False,0.3616997000062838,0.7670612999936566,0,-21.250354766845703,-10.625177383422852,5.903836863829781e-10,1263,-21.25,0.0,0.5,1.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,155582464,311164928,0.0,0,0.0,-0.04438018798828125,5,0.1875,False,0.1543017000076361,0.7276129999663681,0,-21.076522827148438,-10.538261413574219,7.909159467089921e-05,38,-9.078125,0.0,0.0,0.0,26.102253985706433,622329856
11,lm_head,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,New Hampshire Route 118 runs,155582464,311164928,1.3663396835327148,-17,1.71875,-0.04438018798828125,5,0.1875,False,0.16008970001712441,0.7644480000017211,384,-18.343843460083008,-9.171921730041504,0.0004258326953276992,21,-7.359375,0.0,0.0,0.0,26.102253985706433,622329856
