phase,dataset,example_id,question_type,annotated_hops,condition,selection_policy,oracle_labels_used,geometry_source,materialization_policy,radius_left,radius_right,kv_budget,budget_allocation,materialization_band,position_mode,query_position_offset,reference_position_policy,attention_composition,logical_source_tokens,encoding_granularity_tokens,cpu_reference_cache_bytes,gpu_reference_cache_bytes,conceptual_selected_parents,requested_materialization_tokens,deduplicated_materialization_tokens,active_kv_fraction,h2d_kv_bytes,whole_parent_tokens,kv_reduction_vs_whole,evidence_kv_tokens,evidence_source_tokens,evidence_coverage,non_evidence_kv_tokens,evidence_density,reference_answer,materialized_unique_tokens,native_kv_token_states,native_kv_bytes,interval_resolution_seconds,logical_gather_seconds,logical_h2d_seconds,cross_shard_interval_count,gold_sequence_logprob,gold_mean_token_logprob,teacher_forced_seconds,answer_tokens,memory_attention_mass,evidence_attention_mass,non_evidence_attention_mass,attention_entropy,generated_answer,raw_answer,generated_tokens,ttft_seconds,tpot_seconds,total_generation_seconds,tokens_per_second,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,exact_match,token_f1,answer_contained,normalized_answer_accuracy,gold_mean_logprob_delta_vs_none,gold_mean_logprob_delta_vs_whole
heldout,musique,2hop__104095_40501,2hop,2,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2802,source_relative,shared_softmax_local_plus_native_memory,2802,256,321355776,0,0,0,0,0.0,0.0,384,1.0,0,321,0.0,0,0.0,"75,000 to 100,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.96586799621582,-1.9310579299926758,0.22022989997640252,15,,,,,1,1,1,0.20152969984337687,0.0,0.20297369989566505,4.926746669711553,1211450880,1241513984,0.0,0.0,0.0,0.0,0.0,-1.2355698943138123
heldout,musique,2hop__104095_40501,2hop,2,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2802,source_relative,shared_softmax_local_plus_native_memory,2802,256,321355776,0,12,12,12,0.004282655246252677,1376256.0,384,0.96875,0,321,0.0,12,0.0,"75,000 to 100,000",12,336,1376256.0,0.0,0.0,0.11268920032307506,0.0,-100.53604125976562,-6.7024030685424805,0.7043596999719739,15,0.004180633812211454,0.0,0.004180633812211454,1.920638918876648,ُ,ُ,1,0.7519685002043843,0.0,0.7533360000234097,1.3274289294138675,1212077056,1241513984,0.0,0.0,0.0,0.0,-4.771345138549805,-6.006915032863617
heldout,musique,2hop__104095_40501,2hop,2,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2802,source_relative,shared_softmax_local_plus_native_memory,2802,256,321355776,0,12,384,384,0.13704496788008566,44040192.0,384,0.0,321,321,1.0,63,0.8359375,"75,000 to 100,000",384,10752,44040192.0,0.0,0.10828459821641445,0.06289090099744499,0.0,-10.432319641113281,-0.6954880356788635,0.5288278001826257,15,0.6245010316904102,0.35561715132955996,0.2688838902561526,2.0959021789687022,1,1,1,0.3669135000091046,0.0,0.3678071000613272,2.7188164661129774,1220563968,1241513984,0.0,0.0,0.0,0.0,1.2355698943138123,0.0
heldout,musique,2hop__104095_40501,2hop,2,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2802,source_relative,shared_softmax_local_plus_native_memory,2802,256,321355776,0,12,321,321,0.1145610278372591,36814848.0,384,0.1640625,321,321,1.0,0,1.0,"75,000 to 100,000",321,8988,36814848.0,0.013837900012731552,0.01992429979145527,0.0913044000044465,56.0,-7.976129531860352,-0.5317419767379761,0.5394029999151826,15,0.5819827163858073,0.5819827163858073,0.0,1.7703288197517395,2,2,1,0.6303071000147611,0.0,0.6314214998856187,1.5837281438486794,1219237376,1241513984,0.0,0.0,0.0,0.0,1.3993159532546997,0.16374605894088745
heldout,musique,2hop__104095_40501,2hop,2,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2802,source_relative,shared_softmax_local_plus_native_memory,2802,256,321355776,0,12,329,329,0.11741613133476088,37732352.0,384,0.14322916666666663,321,321,1.0,8,0.9756838905775076,"75,000 to 100,000",329,9212,37732352.0,0.024464499671012163,0.025992500130087137,0.1257391006220132,56.0,-7.800509452819824,-0.5200340151786804,0.6779124001041055,15,0.5826188478884953,0.5797399364944015,0.002878902905130027,1.779003428561347,2,2,1,0.6084785999264568,0.0,0.60980169987306,1.6398773571936025,1219377152,1241513984,0.0,0.0,0.0,0.0,1.4110239148139954,0.1754540205001831
heldout,musique,2hop__104095_40502,2hop,2,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2289,source_relative,shared_softmax_local_plus_native_memory,2289,256,262520832,0,0,0,0,0.0,0.0,384,1.0,0,321,0.0,0,0.0,2 million,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.469318389892578,-3.734659194946289,0.19202539999969304,2,,,,,The,The,1,0.1493319000583142,0.0,0.15003510005772114,6.665107029057084,1210529280,1243611136,0.0,0.0,0.0,0.0,0.0,1.6648502349853516
heldout,musique,2hop__104095_40502,2hop,2,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2289,source_relative,shared_softmax_local_plus_native_memory,2289,256,262520832,0,12,12,12,0.005242463958060288,1376256.0,384,0.96875,0,321,0.0,12,0.0,2 million,12,336,1376256.0,0.0,0.0,0.10797350015491247,0.0,-36.12434005737305,-18.062170028686523,0.5870215001050383,2,0.002715066873601505,0.0,0.002715066873601505,1.433423740523202,,,1,0.6442986000329256,0.0,0.6453895999584347,1.5494516801392577,1211155456,1243611136,0.0,0.0,0.0,0.0,-14.327510833740234,-12.662660598754883
heldout,musique,2hop__104095_40502,2hop,2,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2289,source_relative,shared_softmax_local_plus_native_memory,2289,256,262520832,0,12,384,384,0.16775884665792923,44040192.0,384,0.0,321,321,1.0,63,0.8359375,2 million,384,10752,44040192.0,0.0,0.10778920003212988,0.06087160063907504,0.0,-10.799018859863281,-5.399509429931641,0.4893497000448406,2,0.5961351330791201,0.5660231070859092,0.030112032778561115,1.8488868091787611,The,The,1,0.574627700028941,0.0,0.5773540001828223,1.732039614661619,1219642368,1243611136,0.0,0.0,0.0,0.0,-1.6648502349853516,0.0
heldout,musique,2hop__104095_40502,2hop,2,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2289,source_relative,shared_softmax_local_plus_native_memory,2289,256,262520832,0,12,321,321,0.1402359108781127,36814848.0,384,0.1640625,321,321,1.0,0,1.0,2 million,321,8988,36814848.0,0.01592930033802986,0.025327600305899978,0.11404130002483726,56.0,-8.18325424194336,-4.09162712097168,0.6659421999938786,2,0.5840522593685559,0.5840522593685559,0.0,1.8024129165070397,The,The,1,0.6111498998943716,0.0,0.6126405000686646,1.6322786363094186,1218315776,1243611136,0.0,0.0,0.0,0.0,-0.3569679260253906,1.307882308959961
heldout,musique,2hop__104095_40502,2hop,2,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2289,source_relative,shared_softmax_local_plus_native_memory,2289,256,262520832,0,12,329,329,0.1437308868501529,37732352.0,384,0.14322916666666663,321,321,1.0,8,0.9756838905775076,2 million,329,9212,37732352.0,0.013671300141140819,0.024512899806723,0.11657020053826272,56.0,-9.359317779541016,-4.679658889770508,0.625800299923867,2,0.588392228952476,0.5817811542323658,0.0066110737222645965,1.8110664912632533,The,The,1,0.5745061000343412,0.0,0.5751968999393284,1.738535100076999,1218455552,1243611136,0.0,0.0,0.0,0.0,-0.9449996948242188,0.7198505401611328
heldout,musique,2hop__10620_49084,2hop,2,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,2163,source_relative,shared_softmax_local_plus_native_memory,2163,256,248070144,0,0,0,0,0.0,0.0,352,1.0,0,314,0.0,0,0.0,Liam Thomas Garrigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.73541259765625,-7.94708251953125,0.24465029989369214,5,,,,,The,The,1,0.2586431000381708,0.0,0.2599635000806302,3.8466938615991872,1210877440,1233125376,0.0,0.0,0.0,0.0,0.0,-5.878785610198975
heldout,musique,2hop__10620_49084,2hop,2,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,2163,source_relative,shared_softmax_local_plus_native_memory,2163,256,248070144,0,11,11,11,0.005085529357374018,1261568.0,352,0.96875,0,314,0.0,11,0.0,Liam Thomas Garrigan,11,308,1261568.0,0.0,0.0,0.10872619948349893,0.0,-88.49629974365234,-17.699260711669922,0.7013261001557112,5,0.002560726011324732,0.0,0.002560726011324732,1.689004225390298,ByPrimaryKey,ByPrimaryKey,1,0.6777939000166953,0.0,0.6789186999667436,1.4729304113275778,1211529216,1233125376,0.0,0.0,0.0,0.0,-9.752178192138672,-15.630963802337646
heldout,musique,2hop__10620_49084,2hop,2,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,2163,source_relative,shared_softmax_local_plus_native_memory,2163,256,248070144,0,11,352,352,0.16273693943596856,40370176.0,352,0.0,314,314,1.0,38,0.8920454545454546,Liam Thomas Garrigan,352,9856,40370176.0,0.0,0.08909740066155791,0.05201390013098717,0.0,-10.341484069824219,-2.0682969093322754,0.47118419990874827,5,0.6837405895016023,0.637355576934559,0.046385029779880176,2.0272481994969502,The,The,1,0.4799636001698673,0.0,0.4812145000323653,2.078075369575818,1219609088,1233125376,0.0,0.0,0.0,0.0,5.878785610198975,0.0
heldout,musique,2hop__10620_49084,2hop,2,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,2163,source_relative,shared_softmax_local_plus_native_memory,2163,256,248070144,0,11,314,314,0.14516874711049468,36012032.0,352,0.10795454545454541,314,314,1.0,0,1.0,Liam Thomas Garrigan,314,8792,36012032.0,0.012579899979755282,0.020646399818360806,0.09168860013596714,56.0,-6.407751083374023,-1.2815502882003784,0.5691626002080739,5,0.6824768983892032,0.6824768983892032,0.0,1.9497454464435577,The,The,1,0.694425699999556,0.0,0.6962055000476539,1.4363575121592,1218729472,1233125376,0.0,0.0,0.0,0.0,6.665532231330872,0.786746621131897
heldout,musique,2hop__10620_49084,2hop,2,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,2163,source_relative,shared_softmax_local_plus_native_memory,2163,256,248070144,0,11,322,322,0.1488673139158576,36929536.0,352,0.08522727272727271,314,314,1.0,8,0.9751552795031055,Liam Thomas Garrigan,322,9016,36929536.0,0.018740199506282806,0.031760900281369686,0.12777719995938241,56.0,-5.508759498596191,-1.1017519235610962,0.7102138998452574,5,0.6812940487372023,0.6672011808093105,0.01409286781355539,1.973433643579483,The,The,1,0.7002694001421332,0.0,0.7014616001397371,1.4255947863728984,1218873344,1233125376,0.0,0.0,0.0,0.0,6.845330595970154,0.9665449857711792
heldout,musique,2hop__107238_64918,2hop,2,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,3510,source_relative,shared_softmax_local_plus_native_memory,3510,256,402554880,0,0,0,0,0.0,0.0,256,1.0,0,229,0.0,0,0.0,President McKinley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.770793914794922,-3.923598051071167,0.22792540001682937,3,,,,,George,George,1,0.22603890020400286,0.0,0.2270344002172351,4.404618855306342,1212718080,1243611136,0.0,0.0,0.0,0.0,0.0,-2.888558030128479
heldout,musique,2hop__107238_64918,2hop,2,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,3510,source_relative,shared_softmax_local_plus_native_memory,3510,256,402554880,0,8,8,8,0.002279202279202279,917504.0,256,0.96875,0,229,0.0,8,0.0,President McKinley,8,224,917504.0,0.0,0.0,0.09521190030500293,0.0,-52.273681640625,-17.424560546875,0.6678834001068026,3,0.001008809034764064,0.0,0.001008809034764064,1.6961221482072557,مع,مع,1,0.8017130000516772,0.0,0.8026640999596566,1.2458511599687365,1213273088,1243611136,0.0,0.0,0.0,0.0,-13.500962495803833,-16.389520525932312
heldout,musique,2hop__107238_64918,2hop,2,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,3510,source_relative,shared_softmax_local_plus_native_memory,3510,256,402554880,0,8,256,256,0.07293447293447293,29360128.0,256,0.0,229,229,1.0,27,0.89453125,President McKinley,256,7168,29360128.0,0.0,0.073407799936831,0.040055699879303575,0.0,-3.1051199436187744,-1.035040020942688,0.46466070017777383,3,0.6006377237582845,0.5831840381225837,0.01745367523731797,1.5210205231394087,Spain,Spain,1,0.45989379985257983,0.0,0.46084519987925887,2.1699260408093637,1219465728,1243611136,0.0,0.0,0.0,0.0,2.888558030128479,0.0
heldout,musique,2hop__107238_64918,2hop,2,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,3510,source_relative,shared_softmax_local_plus_native_memory,3510,256,402554880,0,8,229,229,0.06524216524216524,26263552.0,256,0.10546875,229,229,1.0,0,1.0,President McKinley,229,6412,26263552.0,0.01953530008904636,0.019195499131456017,0.08091040048748255,56.0,-2.448760509490967,-0.8162535429000854,0.6262254000175744,3,0.5964594877191952,0.5964594877191952,0.0,1.4646988532372884,Spain,Spain,1,0.6257225000299513,0.0,0.627030499977991,1.594818752891766,1219104768,1243611136,0.0,0.0,0.0,0.0,3.1073445081710815,0.21878647804260254
heldout,musique,2hop__107238_64918,2hop,2,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,3510,source_relative,shared_softmax_local_plus_native_memory,3510,256,402554880,0,8,237,237,0.06752136752136752,27181056.0,256,0.07421875,229,229,1.0,8,0.9662447257383966,President McKinley,237,6636,27181056.0,0.020940599963068962,0.021666900720447302,0.0815694008488208,56.0,-2.25754714012146,-0.7525157332420349,0.5928736999630928,3,0.5973637993447483,0.5924298918273833,0.004933909499543786,1.4868821203708649,Spain,Spain,1,0.6147479000501335,0.0,0.6161640998907387,1.6229442776320868,1219211776,1243611136,0.0,0.0,0.0,0.0,3.171082317829132,0.2825242877006531
heldout,musique,3hop1__102087_214799_259594,3hop,3,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,1939,source_relative,shared_softmax_local_plus_native_memory,1939,256,222380032,0,0,0,0,0.0,0.0,320,1.0,0,232,0.0,0,0.0,GDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.268060684204102,-4.634030342102051,0.16391249978914857,2,,,,,AB,AB,1,0.18334570014849305,0.0,0.18479850003495812,5.411299333115967,1211054080,1235222528,0.0,0.0,0.0,0.0,0.0,-1.8915293216705322
heldout,musique,3hop1__102087_214799_259594,3hop,3,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,1939,source_relative,shared_softmax_local_plus_native_memory,1939,256,222380032,0,10,10,10,0.005157297576070139,1146880.0,320,0.96875,0,232,0.0,10,0.0,GDR,10,280,1146880.0,0.0,0.0,0.09702940005809069,0.0,-45.298500061035156,-22.649250030517578,0.699127099942416,2,0.0029154662042856216,0.0,0.0029154662042856216,1.4748251054968153,ُ,ُ,1,0.7414063999895006,0.0,0.7424383999314159,1.3469130908266287,1211730432,1235222528,0.0,0.0,0.0,0.0,-18.015219688415527,-19.90674901008606
heldout,musique,3hop1__102087_214799_259594,3hop,3,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,1939,source_relative,shared_softmax_local_plus_native_memory,1939,256,222380032,0,10,320,320,0.16503352243424446,36700160.0,320,0.0,232,232,1.0,88,0.725,GDR,320,8960,36700160.0,0.0,0.08749559964053333,0.05234450032003224,0.0,-5.485002040863037,-2.7425010204315186,0.4916740998160094,2,0.6186047749859946,0.3156704764946231,0.302934305742383,1.9636630032743727,AB,AB,1,0.470901699969545,0.0,0.47373119997791946,2.1109017097599017,1219387904,1235222528,0.0,0.0,0.0,0.0,1.8915293216705322,0.0
heldout,musique,3hop1__102087_214799_259594,3hop,3,M2_evidence_only,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,0,0,,,all_28,corrected,1939,source_relative,shared_softmax_local_plus_native_memory,1939,256,222380032,0,10,232,232,0.11964930376482723,26607616.0,320,0.275,232,232,1.0,0,1.0,GDR,232,6496,26607616.0,0.016579799819737673,0.02270919969305396,0.11167139979079366,84.0,-4.1056365966796875,-2.0528182983398438,0.6606509999837726,2,0.5806921725161374,0.5806921725161374,0.0,1.5446806507451194,GD,GD,1,0.6462919998448342,0.0,0.6471491998527199,1.54523871810022,1217741312,1235222528,0.0,0.0,0.0,0.0,2.581212043762207,0.6896827220916748
heldout,musique,3hop1__102087_214799_259594,3hop,3,M3_radius_2,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,logical_intervals,2,2,,,all_28,corrected,1939,source_relative,shared_softmax_local_plus_native_memory,1939,256,222380032,0,10,244,244,0.1258380608561114,27983872.0,320,0.23750000000000004,232,232,1.0,12,0.9508196721311475,GDR,244,6832,27983872.0,0.01649900060147047,0.02518919948488474,0.09826690005138516,84.0,-4.4655375480651855,-2.2327687740325928,0.6353207000065595,2,0.582971046811768,0.5750557635245579,0.007915283486779248,1.5702027582696505,GD,GD,1,0.5094523997977376,0.0,0.5101478998549283,1.9602158516860932,1217914368,1235222528,0.0,0.0,0.0,0.0,2.401261568069458,0.5097322463989258
heldout,musique,3hop1__103197_214799_259594,3hop,3,M_none,none,False,frozen_paper2_5_discovery_manifest,none,,,,,none,corrected,1964,source_relative,shared_softmax_local_plus_native_memory,1964,256,225247232,0,0,0,0,0.0,0.0,364,1.0,0,281,0.0,0,0.0,GDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.33078384399414,-6.16539192199707,0.21251880005002022,2,,,,,Germany,Germany,1,0.22439290001057088,0.0,0.2257024000864476,4.430613053370209,1210822144,1233125376,0.0,0.0,0.0,0.0,0.0,13.736988067626953
heldout,musique,3hop1__103197_214799_259594,3hop,3,M0_native_gist,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,native_gist_only,,,,,all_28,corrected,1964,source_relative,shared_softmax_local_plus_native_memory,1964,256,225247232,0,12,12,12,0.006109979633401222,1376256.0,364,0.967032967032967,0,281,0.0,12,0.0,GDR,12,336,1376256.0,0.0,0.0,0.14887879975140095,0.0,-39.76207733154297,-19.881038665771484,0.7684345999732614,2,0.0021823554831956115,0.0,0.0021823554831956115,1.4682980818407876,мещ,мещ,1,0.7849486998748034,0.0,0.7870169000234455,1.2706207452091685,1211512832,1233125376,0.0,0.0,0.0,0.0,-13.715646743774414,0.021341323852539062
heldout,musique,3hop1__103197_214799_259594,3hop,3,M1_whole_parent,annotated_evidence_oracle,True,frozen_paper2_5_discovery_manifest,selected_chunks,,,,,all_28,corrected,1964,source_relative,shared_softmax_local_plus_native_memory,1964,256,225247232,0,12,364,364,0.18533604887983707,41746432.0,364,0.0,281,281,1.0,83,0.771978021978022,GDR,364,10192,41746432.0,0.0,0.11658979952335358,0.06173619884066284,0.0,-39.80475997924805,-19.902379989624023,0.7357249001506716,2,0.06112313396962626,0.042210735247603486,0.018912399520299265,1.8918133080005646,,,1,0.6490526997949928,0.0,0.6501901999581605,1.538011492736048,1219785728,1235222528,0.0,0.0,0.0,0.0,-13.736988067626953,0.0
