case_id,partition,case_class,omission_stratum,compact_trigger_literal,compact_semantic_cue,backing_trigger_literal,pra_compact_recall_at_4,pra_fallback_recall_at_4,pra_native_recall_at_4,fallback_evidence_visible_at_4,native_evidence_visible_at_4,fallback_selected_chunks,native_selected_chunks,native_selection_policy,native_requested_kv_tokens,native_materialized_kv_tokens,native_consumption_verified,indexing_seconds,agent_compression_seconds,routing_seconds,routing_index_bytes,resident_detail_kv_bytes,full_backing_bytes,compact_bytes
c4-deployment,validation,C4_SEARCH,opaque_hidden,0,0,1,0,1,1,1,1,"[{""chunk_id"": ""lexical-2"", ""chunk_score"": 10.0, ""logical_end"": 96, ""logical_start"": 64, ""text"": ""ordinary\nline_06 domain=deployment status=ordinary\nline_07 lookup=ZX-DEP-01-91Q ANSWER""}, {""chunk_id"": ""lexical-3"", ""chunk_score"": 6.0, ""logical_end"": 128, ""logical_start"": 96, ""text"": ""_CODE=DEPLOY-01-OK\nline_08 domain=deployment status=ordinary\nline_09 domain=deployment status=ordinary\n""}, {""chunk_id"": ""lexical-7"", ""chunk_score"": 3.0, ""logical_end"": 256, ""logical_start"": 224, ""text"": ""=ordinary\nline_19 domain=deployment status=ordinary\nline_20 domain=deployment status=ordinary\nline_21 domain=deployment""}, {""chunk_id"": ""lexical-0"", ""chunk_score"": 2.0, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""line_00 domain=deployment status=routine\nline_01 domain=deployment status=ordinary\nline_02 domain=deployment status=ordinary""}]","[{""chunk_id"": ""pra-record://226732308e4b267d11145848/log_block/sha256:eedd24ef8873ae2e0c149cd06b4b08995142e75b9d153aec3315543a5e41f349/views/backing#chunk=72:104"", ""chunk_score"": 0.6946044564247131, ""logical_end"": 104, ""logical_start"": 72, ""text"": ""deployment status=ordinary\nline_07 lookup=ZX-DEP-01-91Q ANSWER_CODE=DEPLOY-01-""}, {""chunk_id"": ""pra-record://226732308e4b267d11145848/log_block/sha256:eedd24ef8873ae2e0c149cd06b4b08995142e75b9d153aec3315543a5e41f349/views/backing#chunk=96:128"", ""chunk_score"": 0.3744971454143524, ""logical_end"": 128, ""logical_start"": 96, ""text"": ""_CODE=DEPLOY-01-OK\nline_08 domain=deployment status=ordinary\nline_09 domain=deployment status=ordinary\n""}, {""chunk_id"": ""pra-record://226732308e4b267d11145848/log_block/sha256:eedd24ef8873ae2e0c149cd06b4b08995142e75b9d153aec3315543a5e41f349/views/backing#chunk=224:256"", ""chunk_score"": 0.27421313524246216, ""logical_end"": 256, ""logical_start"": 224, ""text"": ""=ordinary\nline_19 domain=deployment status=ordinary\nline_20 domain=deployment status=ordinary\nline_21 domain=deployment""}, {""chunk_id"": ""pra-record://226732308e4b267d11145848/log_block/sha256:eedd24ef8873ae2e0c149cd06b4b08995142e75b9d153aec3315543a5e41f349/views/backing#chunk=128:160"", ""chunk_score"": 0.17994952201843262, ""logical_end"": 160, ""logical_start"": 128, ""text"": ""line_10 domain=deployment status=ordinary\nline_11 domain=deployment status=ordinary\nline_12 domain=deployment status=ordinary""}]",PRA_NATIVE_HYBRID,256,256,0,8.952916000038385,0.0006325000431388617,0.17300790012814105,45056,2826240,1018,248
c5-deployment,validation,C5_TOOL,absent_from_backing,0,0,0,0,0,0,0,0,"[{""chunk_id"": ""lexical-0"", ""chunk_score"": 0.0, ""logical_end"": 23, ""logical_start"": 0, ""text"": ""{\""issue_summary\"": \""opaque external request\"", \""request\"": \""deployment\"", \""status\"": \""requires_external_lookup\""}""}]","[{""chunk_id"": ""pra-record://2784cdc27052b38e74e099bb/api_result/sha256:f7b762e96de7d66bd1091af935a3ee14e8bfbe7a62b062abbcd1301a8b72ca25/views/backing#chunk=0:23"", ""chunk_score"": 0.08008503913879395, ""logical_end"": 23, ""logical_start"": 0, ""text"": ""{\""issue_summary\"": \""opaque external request\"", \""request\"": \""deployment\"", \""status\"": \""requires_external_lookup\""}""}]",PRA_NATIVE_HYBRID,23,23,0,0.92011129995808,0.0002749999985098839,0.019960399949923158,4096,188416,107,156
c0-inventory,test,C0_CONTINUE,compact_explicit,1,0,1,0,1,0,0,0,"[{""chunk_id"": ""lexical-2"", ""chunk_score"": 3.0, ""logical_end"": 96, ""logical_start"": 64, ""text"": "" \""warehouse scanner duplicate update\"", \""row\"": 0, \""status\"": \""target\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item 0""}, {""chunk_id"": ""lexical-0"", ""chunk_score"": 0.0, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""columns\"": [\""row\"", \""domain\"", \""status\"", \""observation\"", \""lookup_key\"", \""answer_code\""], \""rows\"": [{\""answer_code\"": \""ST""}, {""chunk_id"": ""lexical-1"", ""chunk_score"": 0.0, ""logical_end"": 64, ""logical_start"": 32, ""text"": ""OCK-02-OK\"", \""domain\"": \""inventory\"", \""lookup_key\"": \""ZX-INV-02-91Q\"", \""observation\"":""}, {""chunk_id"": ""lexical-10"", ""chunk_score"": 0.0, ""logical_end"": 352, ""logical_start"": 320, ""text"": ""9\"", \""row\"": 9, \""status\"": \""ordinary\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item 10\"", \""row""}]","[{""chunk_id"": ""pra-record://626b5ef3b12f4e4a3a0bb871/db_result/sha256:32f057926395fcf137e4ad39f44a587e5e3a0ce54b0b86af5b81cad81225de9e/views/backing#chunk=48:80"", ""chunk_score"": 0.3461182117462158, ""logical_end"": 80, ""logical_start"": 48, ""text"": ""\"": \""ZX-INV-02-91Q\"", \""observation\"": \""warehouse scanner duplicate update\"", \""row\"": 0, \""status\"": \""""}, {""chunk_id"": ""pra-record://626b5ef3b12f4e4a3a0bb871/db_result/sha256:32f057926395fcf137e4ad39f44a587e5e3a0ce54b0b86af5b81cad81225de9e/views/backing#chunk=72:104"", ""chunk_score"": 0.0546632744371891, ""logical_end"": 104, ""logical_start"": 72, ""text"": ""\"": 0, \""status\"": \""target\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item 01\"", \""row\"": 1,""}, {""chunk_id"": ""pra-record://626b5ef3b12f4e4a3a0bb871/db_result/sha256:32f057926395fcf137e4ad39f44a587e5e3a0ce54b0b86af5b81cad81225de9e/views/backing#chunk=0:32"", ""chunk_score"": 0.054590869694948196, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""columns\"": [\""row\"", \""domain\"", \""status\"", \""observation\"", \""lookup_key\"", \""answer_code\""], \""rows\"": [{\""answer_code\"": \""ST""}, {""chunk_id"": ""pra-record://626b5ef3b12f4e4a3a0bb871/db_result/sha256:32f057926395fcf137e4ad39f44a587e5e3a0ce54b0b86af5b81cad81225de9e/views/backing#chunk=352:384"", ""chunk_score"": 0.04457370564341545, ""logical_end"": 384, ""logical_start"": 352, ""text"": ""\"": 10, \""status\"": \""ordinary\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item 11\"", \""row\"": 1""}]",PRA_NATIVE_HYBRID,241,241,0,17.625737899914384,0.0009077999275177717,0.13181369984522462,102400,6430720,2002,611
c1-inventory,test,C1_FULL,semantic_omission,0,1,1,0,1,1,1,1,"[{""chunk_id"": ""lexical-0"", ""chunk_score"": 3.0, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""answer_code\"": \""STOCK-02-OK\"", \""diagnosis\"": \""warehouse scanner duplicate update\"", \""issue_summary\"": \""inventory count anomalies\"",""}, {""chunk_id"": ""lexical-1"", ""chunk_score"": 0.0, ""logical_end"": 64, ""logical_start"": 32, ""text"": "" \""lookup_key\"": \""ZX-INV-02-91Q\"", \""owner\"": \""paper7\"", \""request\"": \""inventory\"", \""status\"":""}, {""chunk_id"": ""lexical-2"", ""chunk_score"": 0.0, ""logical_end"": 69, ""logical_start"": 64, ""text"": "" \""stored_result_complete\""}""}]","[{""chunk_id"": ""pra-record://10edfb4bd9b496e3a6250db6/api_result/sha256:211d7ef823091bea199066fcee2ea356ec2d97b1f830eedd133958fd939835d0/views/backing#chunk=0:32"", ""chunk_score"": 0.38312405347824097, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""answer_code\"": \""STOCK-02-OK\"", \""diagnosis\"": \""warehouse scanner duplicate update\"", \""issue_summary\"": \""inventory count anomalies\"",""}, {""chunk_id"": ""pra-record://10edfb4bd9b496e3a6250db6/api_result/sha256:211d7ef823091bea199066fcee2ea356ec2d97b1f830eedd133958fd939835d0/views/backing#chunk=48:69"", ""chunk_score"": 0.042572129517793655, ""logical_end"": 69, ""logical_start"": 48, ""text"": "" \""owner\"": \""paper7\"", \""request\"": \""inventory\"", \""status\"": \""stored_result_complete\""}""}, {""chunk_id"": ""pra-record://10edfb4bd9b496e3a6250db6/api_result/sha256:211d7ef823091bea199066fcee2ea356ec2d97b1f830eedd133958fd939835d0/views/backing#chunk=24:56"", ""chunk_score"": 0.016266556456685066, ""logical_end"": 56, ""logical_start"": 24, ""text"": ""issue_summary\"": \""inventory count anomalies\"", \""lookup_key\"": \""ZX-INV-02-91Q\"", \""owner\"": \""paper7\"", \""""}]",PRA_NATIVE_HYBRID,85,85,0,4.0643696000333875,0.00025749998167157173,0.04361389996483922,12288,696320,237,154
c2-inventory,test,C2_MORE,semantic_omission,0,1,1,0,0,1,0,1,"[{""chunk_id"": ""lexical-8"", ""chunk_score"": 3.0, ""logical_end"": 288, ""logical_start"": 256, ""text"": ""observation\"": \""warehouse scanner duplicate update\"", \""row\"": 7, \""status\"": \""target\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item""}, {""chunk_id"": ""lexical-0"", ""chunk_score"": 0.0, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""columns\"": [\""row\"", \""domain\"", \""status\"", \""observation\"", \""lookup_key\"", \""answer_code\""], \""rows\"": [{\""domain\"": \""inventory\"",""}, {""chunk_id"": ""lexical-1"", ""chunk_score"": 0.0, ""logical_end"": 64, ""logical_start"": 32, ""text"": "" \""observation\"": \""inventory count anomalies\"", \""row\"": 0, \""status\"": \""ordinary\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item""}, {""chunk_id"": ""lexical-10"", ""chunk_score"": 0.0, ""logical_end"": 352, ""logical_start"": 320, ""text"": "" \""row\"": 9, \""status\"": \""ordinary\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item 10\"", \""row\"": ""}]","[{""chunk_id"": ""pra-record://25c2575ddbbfd919498042a9/db_result/sha256:210e22f629bc86afdb7461d2222b7722fc77330690eadb16142b306d6404d1af/views/backing#chunk=256:288"", ""chunk_score"": 0.3840649425983429, ""logical_end"": 288, ""logical_start"": 256, ""text"": ""observation\"": \""warehouse scanner duplicate update\"", \""row\"": 7, \""status\"": \""target\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item""}, {""chunk_id"": ""pra-record://25c2575ddbbfd919498042a9/db_result/sha256:210e22f629bc86afdb7461d2222b7722fc77330690eadb16142b306d6404d1af/views/backing#chunk=0:32"", ""chunk_score"": 0.08273955434560776, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""columns\"": [\""row\"", \""domain\"", \""status\"", \""observation\"", \""lookup_key\"", \""answer_code\""], \""rows\"": [{\""domain\"": \""inventory\"",""}, {""chunk_id"": ""pra-record://25c2575ddbbfd919498042a9/db_result/sha256:210e22f629bc86afdb7461d2222b7722fc77330690eadb16142b306d6404d1af/views/backing#chunk=200:232"", ""chunk_score"": 0.06683914363384247, ""logical_end"": 232, ""logical_start"": 200, ""text"": ""\"": \""routine item 06\"", \""row\"": 6, \""status\"": \""ordinary\""}, {\""answer_code\"": \""STOCK-02-OK""}, {""chunk_id"": ""pra-record://25c2575ddbbfd919498042a9/db_result/sha256:210e22f629bc86afdb7461d2222b7722fc77330690eadb16142b306d6404d1af/views/backing#chunk=48:80"", ""chunk_score"": 0.048576902598142624, ""logical_end"": 80, ""logical_start"": 48, ""text"": ""\"": \""ordinary\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item 01\"", \""row\"": 1, \""status\"": \""ordinary\""},""}]",PRA_NATIVE_HYBRID,256,256,0,18.99093439988792,0.0016787999775260687,0.23701099981553853,102400,6414336,2012,543
c3-inventory,test,C3_CURSOR,semantic_omission,0,1,1,0,0,1,0,1,"[{""chunk_id"": ""lexical-6"", ""chunk_score"": 3.0, ""logical_end"": 224, ""logical_start"": 192, ""text"": ""02-91Q\"", \""observation\"": \""warehouse scanner duplicate update\"", \""row\"": 5, \""status\"": \""target\""}, {\""domain\"": \""""}, {""chunk_id"": ""lexical-0"", ""chunk_score"": 0.0, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""columns\"": [\""row\"", \""domain\"", \""status\"", \""observation\"", \""lookup_key\"", \""answer_code\""], \""rows\"": [{\""domain\"": \""inventory\"",""}, {""chunk_id"": ""lexical-1"", ""chunk_score"": 0.0, ""logical_end"": 64, ""logical_start"": 32, ""text"": "" \""observation\"": \""inventory count anomalies\"", \""row\"": 0, \""status\"": \""ordinary\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item""}, {""chunk_id"": ""lexical-10"", ""chunk_score"": 0.0, ""logical_end"": 352, ""logical_start"": 320, ""text"": "" \""row\"": 9, \""status\"": \""ordinary\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item 10\"", \""row\"": ""}]","[{""chunk_id"": ""pra-record://e414be69ea23c40307f3a3f4/db_result/sha256:045fbb98beda56443c5300de8a685ce117ea9b6eb6ca2be510ea6fa7d41f5a84/views/backing#chunk=200:232"", ""chunk_score"": 0.3709968030452728, ""logical_end"": 232, ""logical_start"": 200, ""text"": ""observation\"": \""warehouse scanner duplicate update\"", \""row\"": 5, \""status\"": \""target\""}, {\""domain\"": \""inventory\"", \""observation\"": \""routine item""}, {""chunk_id"": ""pra-record://e414be69ea23c40307f3a3f4/db_result/sha256:045fbb98beda56443c5300de8a685ce117ea9b6eb6ca2be510ea6fa7d41f5a84/views/backing#chunk=176:208"", ""chunk_score"": 0.33531346917152405, ""logical_end"": 208, ""logical_start"": 176, ""text"": ""\"", \""domain\"": \""inventory\"", \""lookup_key\"": \""ZX-INV-02-91Q\"", \""observation\"": \""warehouse scanner duplicate update\"",""}, {""chunk_id"": ""pra-record://e414be69ea23c40307f3a3f4/db_result/sha256:045fbb98beda56443c5300de8a685ce117ea9b6eb6ca2be510ea6fa7d41f5a84/views/backing#chunk=0:32"", ""chunk_score"": 0.08219554275274277, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""columns\"": [\""row\"", \""domain\"", \""status\"", \""observation\"", \""lookup_key\"", \""answer_code\""], \""rows\"": [{\""domain\"": \""inventory\"",""}, {""chunk_id"": ""pra-record://e414be69ea23c40307f3a3f4/db_result/sha256:045fbb98beda56443c5300de8a685ce117ea9b6eb6ca2be510ea6fa7d41f5a84/views/backing#chunk=152:184"", ""chunk_score"": 0.060056716203689575, ""logical_end"": 184, ""logical_start"": 152, ""text"": "" \""row\"": 4, \""status\"": \""ordinary\""}, {\""answer_code\"": \""STOCK-02-OK\"", \""domain\"": \""inventory\"", \""""}]",PRA_NATIVE_HYBRID,256,256,0,18.783056000014767,0.0010692998766899109,0.20304769999347627,102400,6414336,2012,543
c4-inventory,test,C4_SEARCH,semantic_omission,0,1,1,0,1,1,0,1,"[{""chunk_id"": ""lexical-2"", ""chunk_score"": 6.0, ""logical_end"": 96, ""logical_start"": 64, ""text"": "" status=ordinary\nline_06 domain=inventory status=ordinary\nline_07 diagnosis=warehouse scanner duplicate update ANSWER_CODE=STOCK-""}, {""chunk_id"": ""lexical-0"", ""chunk_score"": 0.0, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""line_00 domain=inventory warning=inventory count anomalies\nline_01 domain=inventory status=ordinary\nline_02 domain=inventory status""}, {""chunk_id"": ""lexical-1"", ""chunk_score"": 0.0, ""logical_end"": 64, ""logical_start"": 32, ""text"": ""=ordinary\nline_03 domain=inventory status=ordinary\nline_04 domain=inventory status=ordinary\nline_05 domain=inventory""}, {""chunk_id"": ""lexical-3"", ""chunk_score"": 0.0, ""logical_end"": 128, ""logical_start"": 96, ""text"": ""02-OK\nline_08 domain=inventory status=ordinary\nline_09 domain=inventory status=ordinary\nline_10 domain""}]","[{""chunk_id"": ""pra-record://2219fa74033b93cf25425c4c/log_block/sha256:1ffbd5f2b69f82e15b9a54d64dc056570a4dd6797305ede994cca67716fc50d1/views/backing#chunk=72:104"", ""chunk_score"": 0.3775889277458191, ""logical_end"": 104, ""logical_start"": 72, ""text"": "" domain=inventory status=ordinary\nline_07 diagnosis=warehouse scanner duplicate update ANSWER_CODE=STOCK-02-OK\nline_0""}, {""chunk_id"": ""pra-record://2219fa74033b93cf25425c4c/log_block/sha256:1ffbd5f2b69f82e15b9a54d64dc056570a4dd6797305ede994cca67716fc50d1/views/backing#chunk=96:128"", ""chunk_score"": 0.045095331966876984, ""logical_end"": 128, ""logical_start"": 96, ""text"": ""02-OK\nline_08 domain=inventory status=ordinary\nline_09 domain=inventory status=ordinary\nline_10 domain""}, {""chunk_id"": ""pra-record://2219fa74033b93cf25425c4c/log_block/sha256:1ffbd5f2b69f82e15b9a54d64dc056570a4dd6797305ede994cca67716fc50d1/views/backing#chunk=256:276"", ""chunk_score"": 0.01878684014081955, ""logical_end"": 276, ""logical_start"": 256, ""text"": ""_22 domain=inventory status=ordinary\nline_23 domain=inventory status=ordinary""}, {""chunk_id"": ""pra-record://2219fa74033b93cf25425c4c/log_block/sha256:1ffbd5f2b69f82e15b9a54d64dc056570a4dd6797305ede994cca67716fc50d1/views/backing#chunk=48:80"", ""chunk_score"": 0.016994884237647057, ""logical_end"": 80, ""logical_start"": 48, ""text"": ""04 domain=inventory status=ordinary\nline_05 domain=inventory status=ordinary\nline_06 domain=inventory status=ordinary\nline""}]",PRA_NATIVE_HYBRID,244,244,0,9.306362299947068,0.001107499934732914,0.13724529999308288,45056,2785280,1037,264
c5-inventory,test,C5_TOOL,absent_from_backing,0,1,0,0,0,0,0,0,"[{""chunk_id"": ""lexical-0"", ""chunk_score"": 0.0, ""logical_end"": 23, ""logical_start"": 0, ""text"": ""{\""issue_summary\"": \""inventory count anomalies\"", \""request\"": \""inventory\"", \""status\"": \""requires_external_lookup\""}""}]","[{""chunk_id"": ""pra-record://b2cbf64777ebdc3d2be407cb/api_result/sha256:3281a844120e8bed80b0b18fdf17ef9ff71104fe657c7e973c665a0e199d2e9c/views/backing#chunk=0:23"", ""chunk_score"": 0.09079600870609283, ""logical_end"": 23, ""logical_start"": 0, ""text"": ""{\""issue_summary\"": \""inventory count anomalies\"", \""request\"": \""inventory\"", \""status\"": \""requires_external_lookup\""}""}]",PRA_NATIVE_HYBRID,23,23,0,0.985763099975884,0.00035230000503361225,0.010429500136524439,4096,188416,108,157
c0-identity,test,C0_CONTINUE,compact_explicit,1,1,1,1,0,1,0,1,"[{""chunk_id"": ""lexical-1"", ""chunk_score"": 7.0, ""logical_end"": 64, ""logical_start"": 32, ""text"": ""ITY-03-OK\"", \""domain\"": \""identity\"", \""lookup_key\"": \""ZX-IDE-03-91Q\"", \""observation\"":""}, {""chunk_id"": ""lexical-10"", ""chunk_score"": 3.0, ""logical_end"": 352, ""logical_start"": 320, ""text"": ""\"", \""row\"": 9, \""status\"": \""ordinary\""}, {\""domain\"": \""identity\"", \""observation\"": \""routine item 10\"", \""row\"":""}, {""chunk_id"": ""lexical-11"", ""chunk_score"": 2.0, ""logical_end"": 384, ""logical_start"": 352, ""text"": "" 10, \""status\"": \""ordinary\""}, {\""domain\"": \""identity\"", \""observation\"": \""routine item 11\"", \""row\"": 11""}, {""chunk_id"": ""lexical-13"", ""chunk_score"": 2.0, ""logical_end"": 448, ""logical_start"": 416, ""text"": ""\"": \""ordinary\""}, {\""domain\"": \""identity\"", \""observation\"": \""routine item 13\"", \""row\"": 13, \""status\"": \""ordinary""}]","[{""chunk_id"": ""pra-record://30de98814301ca88a6a09d5e/db_result/sha256:cf68a5f9fe7b794e69ce1bf53fd2346c393d138bfc2d469e03dbb05ebb851c87/views/backing#chunk=48:80"", ""chunk_score"": 0.7100946307182312, ""logical_end"": 80, ""logical_start"": 48, ""text"": ""\"": \""ZX-IDE-03-91Q\"", \""observation\"": \""opaque keyed result\"", \""row\"": 0, \""status\"": \""target""}, {""chunk_id"": ""pra-record://30de98814301ca88a6a09d5e/db_result/sha256:cf68a5f9fe7b794e69ce1bf53fd2346c393d138bfc2d469e03dbb05ebb851c87/views/backing#chunk=24:56"", ""chunk_score"": 0.42375925183296204, ""logical_end"": 56, ""logical_start"": 24, ""text"": ""rows\"": [{\""answer_code\"": \""IDENTITY-03-OK\"", \""domain\"": \""identity\"", \""lookup_key\"": \""ZX-IDE-03""}, {""chunk_id"": ""pra-record://30de98814301ca88a6a09d5e/db_result/sha256:cf68a5f9fe7b794e69ce1bf53fd2346c393d138bfc2d469e03dbb05ebb851c87/views/backing#chunk=608:624"", ""chunk_score"": 0.41854435205459595, ""logical_end"": 624, ""logical_start"": 608, ""text"": ""9\"", \""row\"": 19, \""status\"": \""ordinary\""}]}""}, {""chunk_id"": ""pra-record://30de98814301ca88a6a09d5e/db_result/sha256:cf68a5f9fe7b794e69ce1bf53fd2346c393d138bfc2d469e03dbb05ebb851c87/views/backing#chunk=304:336"", ""chunk_score"": 0.29653874039649963, ""logical_end"": 336, ""logical_start"": 304, ""text"": ""\""}, {\""domain\"": \""identity\"", \""observation\"": \""routine item 09\"", \""row\"": 9, \""status\"": \""ordinary\""}, {\""domain\"":""}]",PRA_NATIVE_HYBRID,240,240,0,18.182937700068578,0.0011163000017404556,0.17739859991706908,102400,6422528,1970,596
c1-identity,test,C1_FULL,opaque_hidden,0,0,1,0,1,1,1,1,"[{""chunk_id"": ""lexical-1"", ""chunk_score"": 7.0, ""logical_end"": 64, ""logical_start"": 32, ""text"": ""lookup_key\"": \""ZX-IDE-03-91Q\"", \""owner\"": \""paper7\"", \""request\"": \""identity\"", \""status\"": \""""}, {""chunk_id"": ""lexical-0"", ""chunk_score"": 3.0, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""answer_code\"": \""IDENTITY-03-OK\"", \""diagnosis\"": \""opaque keyed result\"", \""issue_summary\"": \""routine processing summary\"", \""""}, {""chunk_id"": ""lexical-2"", ""chunk_score"": 0.0, ""logical_end"": 68, ""logical_start"": 64, ""text"": ""stored_result_complete\""}""}]","[{""chunk_id"": ""pra-record://16f1194b0331ea68f6573d33/api_result/sha256:5b64e4bc572959d7ac3b4c8338afcabc108dce7a305418a841c9e1392d5c31b0/views/backing#chunk=24:56"", ""chunk_score"": 0.7039397358894348, ""logical_end"": 56, ""logical_start"": 24, ""text"": ""_summary\"": \""routine processing summary\"", \""lookup_key\"": \""ZX-IDE-03-91Q\"", \""owner\"": \""paper7\"", \""request""}, {""chunk_id"": ""pra-record://16f1194b0331ea68f6573d33/api_result/sha256:5b64e4bc572959d7ac3b4c8338afcabc108dce7a305418a841c9e1392d5c31b0/views/backing#chunk=0:32"", ""chunk_score"": 0.38112035393714905, ""logical_end"": 32, ""logical_start"": 0, ""text"": ""{\""answer_code\"": \""IDENTITY-03-OK\"", \""diagnosis\"": \""opaque keyed result\"", \""issue_summary\"": \""routine processing summary\"", \""""}, {""chunk_id"": ""pra-record://16f1194b0331ea68f6573d33/api_result/sha256:5b64e4bc572959d7ac3b4c8338afcabc108dce7a305418a841c9e1392d5c31b0/views/backing#chunk=48:68"", ""chunk_score"": 0.008126365952193737, ""logical_end"": 68, ""logical_start"": 48, ""text"": ""owner\"": \""paper7\"", \""request\"": \""identity\"", \""status\"": \""stored_result_complete\""}""}]",PRA_NATIVE_HYBRID,84,84,0,2.4452258001547307,0.00022119982168078423,0.0337998999748379,12288,688128,225,154
c2-identity,test,C2_MORE,opaque_hidden,0,0,1,0,1,1,1,1,"[{""chunk_id"": ""lexical-7"", ""chunk_score"": 7.0, ""logical_end"": 256, ""logical_start"": 224, ""text"": "" \""IDENTITY-03-OK\"", \""domain\"": \""identity\"", \""lookup_key\"": \""ZX-IDE-03-91Q\"", \""""}, {""chunk_id"": ""lexical-10"", ""chunk_score"": 3.0, ""logical_end"": 352, ""logical_start"": 320, ""text"": ""row\"": 9, \""status\"": \""ordinary\""}, {\""domain\"": \""identity\"", \""observation\"": \""routine item 10\"", \""row\"": 1""}, {""chunk_id"": ""lexical-11"", ""chunk_score"": 2.0, ""logical_end"": 384, ""logical_start"": 352, ""text"": ""0, \""status\"": \""ordinary\""}, {\""domain\"": \""identity\"", \""observation\"": \""routine item 11\"", \""row\"": 11, \""""}, {""chunk_id"": ""lexical-13"", ""chunk_score"": 2.0, ""logical_end"": 448, ""logical_start"": 416, ""text"": ""ordinary\""}, {\""domain\"": \""identity\"", \""observation\"": \""routine item 13\"", \""row\"": 13, \""status\"": \""ordinary\""}, {\""""}]","[{""chunk_id"": ""pra-record://35d4196963fe5bba9351dc84/db_result/sha256:810e9943c07aa9db06ae54eee3692948dea32d8eb5021110cea5309803cde6ad/views/backing#chunk=224:256"", ""chunk_score"": 0.6597933173179626, ""logical_end"": 256, ""logical_start"": 224, ""text"": "" \""IDENTITY-03-OK\"", \""domain\"": \""identity\"", \""lookup_key\"": \""ZX-IDE-03-91Q\"", \""""}, {""chunk_id"": ""pra-record://35d4196963fe5bba9351dc84/db_result/sha256:810e9943c07aa9db06ae54eee3692948dea32d8eb5021110cea5309803cde6ad/views/backing#chunk=608:622"", ""chunk_score"": 0.3981512486934662, ""logical_end"": 622, ""logical_start"": 608, ""text"": "" \""row\"": 19, \""status\"": \""ordinary\""}]}""}, {""chunk_id"": ""pra-record://35d4196963fe5bba9351dc84/db_result/sha256:810e9943c07aa9db06ae54eee3692948dea32d8eb5021110cea5309803cde6ad/views/backing#chunk=200:232"", ""chunk_score"": 0.35713517665863037, ""logical_end"": 232, ""logical_start"": 200, ""text"": ""\"": \""routine item 06\"", \""row\"": 6, \""status\"": \""ordinary\""}, {\""answer_code\"": \""IDENTITY-03-OK""}, {""chunk_id"": ""pra-record://35d4196963fe5bba9351dc84/db_result/sha256:810e9943c07aa9db06ae54eee3692948dea32d8eb5021110cea5309803cde6ad/views/backing#chunk=304:336"", ""chunk_score"": 0.3112695515155792, ""logical_end"": 336, ""logical_start"": 304, ""text"": ""domain\"": \""identity\"", \""observation\"": \""routine item 09\"", \""row\"": 9, \""status\"": \""ordinary\""}, {\""domain\"": \""identity""}]",PRA_NATIVE_HYBRID,238,238,0,19.519419000018388,0.0008521999698132277,0.18040010007098317,102400,6406144,1981,541
