answer_contained,condition,constrained_polarity,dataset,decoded_polarity,decoded_token_count,em,eos_emitted,error_class,example_id,f1,finish_reason,format_correct,gate_alpha,generated_text,generated_token_count,generation_seconds,gold_first_token_margin,gold_first_token_probability,gold_first_token_rank,gold_mean_token_logprob,gold_polarity_margin,gold_sequence_logprob,hit_max_new_tokens,hotpot_relation_distance,max_new_tokens,no_logprob,old_8_token_text,polarity_correct,question,rationale_consistent,reference_answer,routing_selected_entropy,routing_selected_fraction,routing_selected_score_mean,routing_top1_score,routing_top1_top2_margin,seed,terminal_punctuation,variant,yes_logprob,yes_minus_no_logprob,checkpoint_bytes
False,native_no_context,no,hotpotqa,,22,0.0,True,no_behavioral_displacement,5a80d6be55429938b6142206,0.1818181818181818,eos,,1.0,The winner of the 2014 CFL's Most Outstanding Defensive Player Award attended the University of Toronto.,23,2.3493714000214823,-5.09375,0.006089285481721163,2,-3.79738712310791,,-22.78432273864746,False,1,32,-10.991371154785156,The winner of the 201,,What university did the winner of the 2014 CFL's Most Outstanding Defensive Player Award attend?,,University of Hawaii at Manoa,1.0961397886276245,0.06382978723404255,0.4808991352717082,0.5591569542884827,0.06308060884475708,,True,context_baseline,-13.732215881347656,-2.7408447265625,
True,native_direct_evidence,no,hotpotqa,,25,0.0,True,correct_semantically_equivalent,5a80d6be55429938b6142206,0.4166666666666667,eos,,1.0,The winner of the 2014 CFL's Most Outstanding Defensive Player Award attended the University of Hawaii at Manoa.,26,2.6223037999588996,-5.71875,0.0032082253601402044,3,-0.957108199596405,,-5.742649078369141,False,0,32,-13.471136093139648,The winner of the 201,,What university did the winner of the 2014 CFL's Most Outstanding Defensive Player Award attend?,,University of Hawaii at Manoa,1.0961397886276245,0.06382978723404255,0.4808991352717082,0.5591569542884827,0.06308060884475708,,True,context_baseline,-16.069442749023438,-2.598306655883789,
True,native_full_context,no,hotpotqa,,25,0.0,True,correct_semantically_equivalent,5a80d6be55429938b6142206,0.4166666666666667,eos,,1.0,The winner of the 2014 CFL's Most Outstanding Defensive Player Award attended the University of Hawaii at Manoa.,26,6.9313531999941915,-8.03125,0.0003246711567044258,4,-1.9277747869491577,,-11.566648483276367,False,0,32,-13.48116397857666,The winner of the 201,,What university did the winner of the 2014 CFL's Most Outstanding Defensive Player Award attend?,,University of Hawaii at Manoa,1.0961397886276245,0.06382978723404255,0.4808991352717082,0.5591569542884827,0.06308060884475708,,True,context_baseline,-16.460460662841797,-2.9792966842651367,
False,native_no_context,no,hotpotqa,,12,0.0,True,no_behavioral_displacement,5ab88c075542991b5579efbe,0.0,eos,,1.0,The character is **Lucy Pevensie**.,13,1.1913095000199974,-8.640625,0.00016949298151303083,37,-3.1965787410736084,,-15.982892990112305,False,1,32,-9.721400260925293,The character is **Lucy Pev,,"Which ""The Chronicles of Narnia"" character is prominently featured in ""The Lion, the Witch and the Wardrobe"" and is a close friend with Lucy Pevensie whom she meets in the Lantern Waste.",,Mr. Tumnus,1.0985864400863647,0.058823529411764705,0.10549220442771912,0.11272088438272476,0.0046084970235824585,,True,context_baseline,-13.080840110778809,-3.3594398498535156,
True,native_direct_evidence,no,hotpotqa,,9,0.0,True,correct_semantically_equivalent,5ab88c075542991b5579efbe,0.5714285714285715,eos,,1.0,The answer is Mr. Tumnus.,10,1.0984150000149384,-0.953125,0.26238441467285156,2,-0.2681802809238434,,-1.3409013748168945,False,0,32,-10.368494987487793,The answer is Mr. Tumnus,,"Which ""The Chronicles of Narnia"" character is prominently featured in ""The Lion, the Witch and the Wardrobe"" and is a close friend with Lucy Pevensie whom she meets in the Lantern Waste.",,Mr. Tumnus,1.0985864400863647,0.058823529411764705,0.10549220442771912,0.11272088438272476,0.0046084970235824585,,True,context_baseline,-12.423304557800293,-2.0548095703125,
True,native_full_context,yes,hotpotqa,,6,1.0,True,correct_semantically_equivalent,5ab88c075542991b5579efbe,1.0,eos,,1.0,Mr. Tumnus.,7,5.465081000002101,1.515625,0.7410253882408142,1,-0.05998846888542175,,-0.29994234442710876,False,0,32,-12.649211883544922,Mr. Tumnus.,,"Which ""The Chronicles of Narnia"" character is prominently featured in ""The Lion, the Witch and the Wardrobe"" and is a close friend with Lucy Pevensie whom she meets in the Lantern Waste.",,Mr. Tumnus,1.0985864400863647,0.058823529411764705,0.10549220442771912,0.11272088438272476,0.0046084970235824585,,True,context_baseline,-11.557174682617188,1.0920372009277344,
False,native_no_context,no,hotpotqa,,21,0.0,True,no_behavioral_displacement,5a714b645542994082a3e78b,0.0,eos,,1.0,Lindsey Broad starred in the movie with Russell Brand and Jonah Hill in 2017.,22,2.030044899962377,-6.5,0.0014669063966721296,3,-2.37614369392395,,-9.5045747756958,False,1,32,-10.373091697692871,Lindsey Broad starred in the movie,,What year did Lindsey Broad star in the movie with Russell Brand and Jonah Hill?,,2010,1.0985746383666992,0.075,0.18492838740348816,0.19572412967681885,0.011146008968353271,,True,context_baseline,-12.303902626037598,-1.9308109283447266,
True,native_direct_evidence,yes,hotpotqa,,26,0.0,True,correct_semantically_equivalent,5a714b645542994082a3e78b,0.1111111111111111,eos,,1.0,Lindsey Broad starred in *Get Him to the Greek* with Russell Brand and Jonah Hill in 2010.,27,2.504027099988889,-0.21875,0.362368106842041,2,-0.2703300416469574,,-1.0813201665878296,False,0,32,-14.264715194702148,Lindsey Broad starred in *Get,,What year did Lindsey Broad star in the movie with Russell Brand and Jonah Hill?,,2010,1.0985746383666992,0.075,0.18492838740348816,0.19572412967681885,0.011146008968353271,,True,context_baseline,-12.357198715209961,1.9075164794921875,
True,native_full_context,no,hotpotqa,,26,0.0,True,correct_semantically_equivalent,5a714b645542994082a3e78b,0.1,eos,,1.0,"The movie with Russell Brand and Jonah Hill is *Get Him to the Greek*, which was released in 2010.",27,6.308973299979698,-0.1875,0.30359992384910583,3,-0.3462976813316345,,-1.385190725326538,False,0,32,-11.598669052124023,The movie with Russell Brand and Jonah Hill,,What year did Lindsey Broad star in the movie with Russell Brand and Jonah Hill?,,2010,1.0985746383666992,0.075,0.18492838740348816,0.19572412967681885,0.011146008968353271,,True,context_baseline,-12.94924545288086,-1.350576400756836,
True,native_no_context,no,hotpotqa,,25,0.0,True,correct_semantically_equivalent,5abce85755429959677d6b3e,0.0,eos,,1.0,Le Rêve was created by the director behind Cirque du Soleil's production from 1998 onward.,26,2.3091177999740466,-11.7890625,6.04901561018778e-06,100,-12.01561450958252,,-12.01561450958252,False,0,32,-10.36595344543457,Le Rêve was created by the,,Le Rêve was created by the director behind what Cirque du Soleil production from 1998 onward?,,O,1.0977483987808228,0.04838709677419355,0.24783439934253693,0.3058084547519684,0.08192691206932068,,True,context_baseline,-11.600496292114258,-1.2345428466796875,
True,native_direct_evidence,yes,hotpotqa,,25,0.0,True,correct_semantically_equivalent,5abce85755429959677d6b3e,0.0,eos,,1.0,Le Rêve was created by the director behind Cirque du Soleil's production from 1998 onward.,26,2.497102099994663,-4.578125,0.008605867624282837,3,-4.755311012268066,,-4.755311012268066,False,0,32,-12.136841773986816,Le Rêve was created by the,,Le Rêve was created by the director behind what Cirque du Soleil production from 1998 onward?,,O,1.0977483987808228,0.04838709677419355,0.24783439934253693,0.3058084547519684,0.08192691206932068,,True,context_baseline,-10.410358428955078,1.7264833450317383,
True,native_full_context,yes,hotpotqa,,32,0.0,False,correct_semantically_equivalent,5abce85755429959677d6b3e,0.1111111111111111,length,,1.0,"The director behind ""Le Rêve"" is Franco Dragone, who directed ""O"" (Cirque du Soleil) from 199",32,9.990775900019798,-5.484375,0.0022100822534412146,5,-6.114725589752197,,-6.114725589752197,True,0,32,-12.457315444946289,"The director behind ""Le Rêve",,Le Rêve was created by the director behind what Cirque du Soleil production from 1998 onward?,,O,1.0977483987808228,0.04838709677419355,0.24783439934253693,0.3058084547519684,0.08192691206932068,,False,context_baseline,-10.410917282104492,2.046398162841797,
True,native_no_context,yes,qasper,yes,13,0.0,True,correct_semantically_equivalent,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.19999999999999998,eos,True,1.0,"Yes, both skip-gram and c-bow are tested.",14,1.209184599982109,-6.28125,0.0013649699976667762,4,-6.596622943878174,1.0324172973632812,-6.596622943878174,False,,32,-1.345894455909729,"Yes, both skip-gram and c",True,Do they test both skipgram and c-bow?,True,yes,1.0971249341964722,0.02702702702702703,0.41759111483891803,0.4822462797164917,0.06021523475646973,,True,context_baseline,-0.31347721815109253,1.0324172973632812,
False,native_direct_evidence,no,qasper,no,12,0.0,True,polarity_inversion,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.0,eos,True,1.0,"No, they test both skipgram and c-bow.",13,1.1583778000203893,-6.3125,0.0009186284733004868,9,-6.992628574371338,-0.3270191550254822,-6.992628574371338,False,,32,-0.6786842942237854,"No, they test both skipgram and",False,Do they test both skipgram and c-bow?,True,yes,1.0971249341964722,0.02702702702702703,0.41759111483891803,0.4822462797164917,0.06021523475646973,,True,context_baseline,-1.0057034492492676,-0.3270191550254822,
False,native_no_context,no,qasper,no,10,0.0,True,polarity_inversion,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0.0,eos,True,1.0,"No, they report results only on English data.",11,0.9704655999667011,-6.75,0.0005506416200660169,22,-7.5044264793396,-9.179115295410156e-06,-7.5044264793396,False,,32,-0.7532087564468384,"No, they report results only on English",False,Do they report results only on English data?,True,yes,1.0899765491485596,0.02027027027027027,0.3542110522588094,0.5347399711608887,0.25671470165252686,,True,context_baseline,-0.7532179355621338,-9.179115295410156e-06,
False,native_direct_evidence,no,qasper,no,24,0.0,True,polarity_inversion,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0.0,eos,True,1.0,"No, they report results on both English and other languages, focusing on how ISIS appeals to western audiences, particularly women.",25,2.7809304000111297,-7.078125,0.0005268524400889874,18,-7.548590183258057,-0.8275262117385864,-7.548590183258057,False,,32,-0.46910741925239563,"No, they report results on both English",False,Do they report results only on English data?,True,yes,1.0899765491485596,0.02027027027027027,0.3542110522588094,0.5347399711608887,0.25671470165252686,,True,context_baseline,-1.2966336011886597,-0.8275262117385864,
True,native_no_context,yes,qasper,yes,10,0.0,True,correct_semantically_equivalent,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,0.2222222222222222,eos,True,1.0,"Yes, active learning is used to create datasets.",11,1.0551872999640182,-8.046875,0.0002575767575763166,14,-8.264192581176758,1.562680721282959,-8.264192581176758,False,,32,-1.7796502113342285,"Yes, active learning is used to create",True,Do they use active learning to create their dataset?,True,yes,1.0956699848175049,0.014563106796116505,0.38242366909980774,0.47940731048583984,0.10385876893997192,,True,context_baseline,-0.21696949005126953,1.562680721282959,
False,native_direct_evidence,no,qasper,no,32,0.0,False,polarity_inversion,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,0.0,length,True,1.0,"No, they do not use active learning to create their dataset. Instead, the model's ""adversary"" is a human annotator who provides hypotheses to",32,3.5114372999523766,-8.875,0.00011363910016370937,21,-9.082483291625977,-1.7340624332427979,-9.082483291625977,True,,32,-0.20698145031929016,"No, they do not use active learning",False,Do they use active learning to create their dataset?,True,yes,1.0956699848175049,0.014563106796116505,0.38242366909980774,0.47940731048583984,0.10385876893997192,,False,context_baseline,-1.9410438537597656,-1.7340624332427979,
False,native_no_context,yes,qasper,yes,19,0.0,True,polarity_inversion,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.0,eos,True,1.0,"Yes, datasets for sentiment analysis are typically balanced to ensure fair representation of positive and negative sentiments.",20,1.8188598999986425,-12.046875,5.609681466012262e-06,79,-12.09101676940918,-3.5634119510650635,-12.09101676940918,False,,32,-3.6064250469207764,"Yes, datasets for sentiment analysis are typically",False,Is datasets for sentiment analysis balanced?,True,no,1.0970356464385986,0.041666666666666664,0.3557124435901642,0.4334805905818939,0.10722029209136963,,True,context_baseline,-0.04301300272345543,3.5634119510650635,
False,native_direct_evidence,yes,qasper,yes,30,0.0,True,polarity_inversion,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.0,eos,True,1.0,"Yes, datasets for sentiment analysis are balanced, with 210 positive, 521 neutral, and 305 negative sentiments.",31,2.9447399999480695,-13.1171875,1.9249791876063682e-06,81,-13.160594940185547,-5.157002925872803,-13.160594940185547,False,,32,-5.199300765991211,"Yes, datasets for sentiment analysis are balanced",False,Is datasets for sentiment analysis balanced?,True,no,1.0970356464385986,0.041666666666666664,0.3557124435901642,0.4334805905818939,0.10722029209136963,,True,context_baseline,-0.04229801520705223,5.157002925872803,
False,native_no_context,yes,qasper,yes,10,0.0,True,polarity_inversion,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.0,eos,True,1.0,"Yes, the experiments focus on a specific domain.",11,1.0432682000100613,-7.8671875,0.0002825849805958569,22,-8.171531677246094,-1.4214898347854614,-8.171531677246094,False,,32,-1.7246196269989014,"Yes, the experiments focus on a specific",False,Does the experiments focus on a specific domain?,True,no,1.0934761762619019,0.04411764705882353,0.2511105537414551,0.391365647315979,0.20503148436546326,,True,context_baseline,-0.30312982201576233,1.4214898347854614,
True,native_direct_evidence,no,qasper,no,10,0.0,True,correct_semantically_equivalent,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.2222222222222222,eos,True,1.0,"No, the experiments focus on a specific domain.",11,1.2347687000292353,-6.796875,0.0004273788654245436,15,-7.757839679718018,0.4840671420097351,-7.757839679718018,False,,32,-0.9598367810249329,"No, the experiments focus on a specific",True,Does the experiments focus on a specific domain?,True,no,1.0934761762619019,0.04411764705882353,0.2511105537414551,0.391365647315979,0.20503148436546326,,True,context_baseline,-1.443903923034668,-0.4840671420097351,
True,native_no_context,yes,qasper,yes,13,0.0,True,correct_semantically_equivalent,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.16666666666666669,eos,True,1.0,"Yes, the student reflection data is different from the newspaper data.",14,1.3451229000347666,-6.015625,0.001909437240101397,8,-6.260946750640869,1.640986442565918,-6.260946750640869,False,,32,-1.8838515281677246,"Yes, the student reflection data is different",True,Is the student reflection data very different from the newspaper data?  ,True,yes,1.098225712776184,0.018633540372670808,0.23908419410387674,0.27678656578063965,0.04740065336227417,,True,context_baseline,-0.24286510050296783,1.640986442565918,
True,native_direct_evidence,yes,qasper,yes,14,0.0,True,correct_semantically_equivalent,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.15384615384615385,eos,True,1.0,"Yes, the student reflection data is very different from the newspaper data.",15,1.564192899968475,-7.9375,0.0003097249718848616,13,-8.079825401306152,2.125098466873169,-8.079825401306152,False,,32,-2.267050266265869,"Yes, the student reflection data is very",True,Is the student reflection data very different from the newspaper data?  ,True,yes,1.098225712776184,0.018633540372670808,0.23908419410387674,0.27678656578063965,0.04740065336227417,,True,context_baseline,-0.14195188879966736,2.125098466873169,
False,native_no_context,yes,qasper,yes,8,0.0,True,polarity_inversion,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.0,eos,True,1.0,"Yes, they collected the two datasets.",9,0.8519041999825276,-9.53125,6.966433284105733e-05,19,-9.571822166442871,-3.59385085105896,-9.571822166442871,False,,32,-3.6316769123077393,"Yes, they collected the two datasets.",False,Did they collected the two datasets?,True,no,1.0983519554138184,0.015873015873015872,0.43621185421943665,0.46538540720939636,0.031896770000457764,,True,context_baseline,-0.03782594949007034,3.59385085105896,
False,native_direct_evidence,yes,qasper,yes,8,0.0,True,polarity_inversion,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.0,eos,True,1.0,"Yes, they collected the two datasets.",9,1.218066599976737,-13.9765625,8.287597665912472e-07,149,-14.003335952758789,-7.249640464782715,-14.003335952758789,False,,32,-7.27556037902832,"Yes, they collected the two datasets.",False,Did they collected the two datasets?,True,no,1.0983519554138184,0.015873015873015872,0.43621185421943665,0.46538540720939636,0.031896770000457764,,True,context_baseline,-0.025919746607542038,7.249640464782715,
False,native_no_context,no,qasper,no,9,0.0,True,polarity_inversion,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.0,eos,True,1.0,"No, the improvement is not statistically significant.",10,0.9319584000040777,-7.7421875,7.299441494978964e-05,91,-9.525127410888672,-0.2186260223388672,-9.525127410888672,False,,32,-1.7824959754943848,"No, the improvement is not statistically significant",False,Is the improvement over state-of-the-art statistically significant?,True,yes,1.098545789718628,0.01764705882352941,0.5021564364433289,0.5148072242736816,0.010039567947387695,,True,context_baseline,-2.001121997833252,-0.2186260223388672,
False,native_direct_evidence,no,qasper,no,9,0.0,True,polarity_inversion,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.0,eos,True,1.0,"No, the improvement is not statistically significant.",10,1.0986791999894194,-9.7421875,2.004736234084703e-05,80,-10.817413330078125,-2.125065803527832,-10.817413330078125,False,,32,-1.0746493339538574,"No, the improvement is not statistically significant",False,Is the improvement over state-of-the-art statistically significant?,True,yes,1.098545789718628,0.01764705882352941,0.5021564364433289,0.5148072242736816,0.010039567947387695,,True,context_baseline,-3.1997151374816895,-2.125065803527832,
False,pra_routed_frozen,no,hotpotqa,,32,0.0,False,generation_truncation,5a84c4bb5542991dd0999dec,0.0,length,,1.0,"The question is asking about the individuals involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama. However, the question is ph",32,4.2497525999788195,-6.3203125,0.000863913563080132,38,-5.950934410095215,,-23.80373764038086,True,1,32,-3.2867679595947266,The question is asking about the individuals involved,,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,,John Charles Cutler,1.098478078842163,0.06382978723404255,0.49867520729700726,0.5169963240623474,0.015147268772125244,11,False,fixed,-8.454951286315918,-5.168183326721191,0
False,pra_oracle_frozen,no,hotpotqa,,9,0.0,True,wrong_related_entity,5a84c4bb5542991dd0999dec,0.0,eos,,1.0,The Tuskegee Syphilis Study.,10,1.453770500025712,-0.921875,0.2655453681945801,2,-1.7526285648345947,,-7.010514259338379,False,2,32,-5.802769184112549,The Tuskegee Syphilis Study,,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,,John Charles Cutler,1.098478078842163,0.06382978723404255,0.49867520729700726,0.5169963240623474,0.015147268772125244,11,True,fixed,-10.166319847106934,-4.363550662994385,0
False,pra_routed_frozen,no,hotpotqa,,32,0.0,False,generation_truncation,5abbd4035542993f40c73bcb,0.07407407407407407,length,,1.0,"The song ""Show 'Em (What You're Made Of)"" was written by American singer/songwriter Kevin O'Grady. It was inducted into",32,4.238483200024348,-7.609375,0.0003919854643754661,57,-3.209695339202881,,-19.25817108154297,True,1,32,-6.612277507781982,"The song ""Show 'Em (What",,"""Show 'Em (What You're Made Of)"" is a song written by a group of people including an American singer/songwriter who was inducted into what on April 10, 2015?",,Kentucky Music Hall of Fame,1.0958874225616455,0.06,0.24732286731402078,0.3448353409767151,0.1159849762916565,11,False,fixed,-7.456682205200195,-0.8444046974182129,0
False,pra_oracle_frozen,yes,hotpotqa,,32,0.0,False,generation_truncation,5abbd4035542993f40c73bcb,0.14285714285714285,length,,1.0,"The song ""Show 'Em (What You're Made Of)"" was written by American singer/songwriter Kevin MacLeod. He was inducted into the Hall",32,4.468690500012599,-8.25,0.0002122915757354349,53,-2.957585334777832,,-17.745512008666992,True,1,32,-9.464959144592285,"The song ""Show 'Em (What",,"""Show 'Em (What You're Made Of)"" is a song written by a group of people including an American singer/songwriter who was inducted into what on April 10, 2015?",,Kentucky Music Hall of Fame,1.0958874225616455,0.06,0.24732286731402078,0.3448353409767151,0.1159849762916565,11,False,fixed,-8.418671607971191,1.0462875366210938,0
False,pra_routed_frozen,no,hotpotqa,,13,0.0,True,no_behavioral_displacement,5ae6143f5542996de7b71b2d,0.0,eos,,1.0,Lela Rochon based on a John Grisham novel.,14,1.8536983999656513,-1.609375,0.16324926912784576,2,-7.248866558074951,,-14.497733116149902,False,1,32,-8.339485168457031,Lela Rochon based on a John,,What film did Lela Rochon based on a John Grisham novel?,,The Chamber,1.0971629619598389,0.05454545454545454,0.07869623973965645,0.15329347550868988,0.10286509618163109,11,True,fixed,-12.514814376831055,-4.175329208374023,0
