aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer,answer_contained,answer_tokens,chunks_budget_rejected,condition,dataset,direct_context_attention_mass,direct_or_local_attention_mass,em,evidence_attention_mass,evidence_guaranteed,evidence_parent_chunks,example_id,f1,first_pra_layer,generated_answer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,kind,last_pra_layer,memory_attention_mass,native_limit_violations,peak_gpu_memory_bytes,pra_layer_count,pra_layer_fraction,process_rss_bytes,prompt_tokens,question,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_layer_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,routing_all_evidence_recall,routing_any_evidence_recall,routing_best_evidence_rank,routing_candidate_chunks,routing_selected_parent_chunks,routing_selected_parent_fraction,routing_target_coverage,schedule,teacher_forced_seconds,ttft_seconds
0.010496399918338284,1344.0,0.0028113920092582706,0.0,0.004830599908018485,5505024.0,Cushman,0.0,2,0.0,learned_last_half,hotpotqa,,,0.0,0.0,False,3,5ab2b863554299295394685a,0.0,14,The norther boundary of New Hampshire Route,1.0977147000085097,0.00925496406853199,4,-2.0093040466308594,-1.0046520233154297,-11.498533248901367,-22.997066497802734,routed,27,0.43953454920223783,0,1225281536,14,0.5,2303479808,39,New Hampshire Route 118 runs through a region whose norther boundary begins at which town?,175357952,688128,24576,0.15257730000303127,0.004758800001582131,0.0,0.0,7,48,3,0.0625,0.0,last_half,0.20199319999665022,0.1915236999921035
0,0,0,0,0,0,Cushman,0.0,2,0,direct_text_oracle,hotpotqa,0.02649688720703125,0.02649688720703125,0.0,,True,0,5ab2b863554299295394685a,0.0,,New Hampshire Route 118 runs,0.8141694999940228,0.20061127841472626,2,19.381227731704712,9.690613865852356,-0.8032673597335815,-1.606534719467163,direct,,,0,1251204608,0,0.0,2303827968,96,New Hampshire Route 118 runs through a region whose norther boundary begins at which town?,175357952,688128,24576,0.0,0.0,,,,,,,,direct,0.21805090000270866,0.19164760000421666
0,0,0,0,0,0,Scott Treleaven,0.0,4,0,no_memory,hotpotqa,,,0.0,,False,0,5a710a915542994082a3e504,0.0,,Edmund Mortimer.,0.6031699999875855,0.0005700837937183678,2,0.0,0.0,-1.9634283781051636,-7.853713512420654,none,,,0,1227526656,0,0.0,2304794624,43,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",132120576,516096,18432,0.0,0.0,,,,,,,,none,0.15558289998443797,0.1433889000036288
0.006567899923538789,768.0,0.0015955839753150941,0.0,0.003130500001134351,3145728.0,Scott Treleaven,0.0,4,0.0,learned_last_8,hotpotqa,,,0.0,0.057067496702075005,False,4,5a710a915542994082a3e504,0.0,20,Edmund Mortimer.,0.7462847999995574,0.004675599746406078,2,1.7121548652648926,0.42803871631622314,-1.5353896617889404,-6.141558647155762,routed,27,0.48000119626522064,0,1228681728,8,0.2857142857142857,2304933888,43,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",132120576,516096,18432,0.15273500001057982,0.004258500004652888,1.0,1.0,1,36,3,0.08333333333333333,1.0,last_8,0.1850552000105381,0.17399470001691952
0.009481600049184635,1344.0,0.002841504007577896,0.0,0.004589099989971146,5505024.0,Scott Treleaven,0.0,4,0.0,learned_last_half,hotpotqa,,,0.0,0.07504533204649176,False,4,5a710a915542994082a3e504,0.0,14,Edmund Mortimer.,0.8439822999935132,0.09332947432994843,2,5.032136917114258,1.2580342292785645,-0.7053941488265991,-2.8215765953063965,routed,27,0.4530950550522123,0,1229548032,14,0.5,2305032192,43,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",132120576,516096,18432,0.15273500001057982,0.004258500004652888,1.0,1.0,1,36,3,0.08333333333333333,1.0,last_half,0.20266200002515689,0.19735159998526797
0,0,0,0,0,0,Scott Treleaven,0.0,4,0,direct_text_oracle,hotpotqa,0.01368801761418581,0.01368801761418581,0.0,,True,0,5a710a915542994082a3e504,0.0,,Edmund Mortimer.,0.6469633000087924,0.026742903515696526,2,4.124067068099976,1.031016767024994,-0.9324116110801697,-3.7296464443206787,direct,,,0,1265756160,0,0.0,2305040384,116,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",132120576,516096,18432,0.0,0.0,,,,,,,,direct,0.22545480000553653,0.20031190000008792
0,0,0,0,0,0,no,0.0,1,0,no_memory,qasper,,,0.0,,False,0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,,"Yes, they collected their own data.",0.8359855000162497,0.0008049940806813538,8,0.0,0.0,-7.124675750732422,-7.124675750732422,none,,,0,1217438208,0,0.0,2794254336,26,did they collect their own data?,645693440,2523136,90112,0.0,0.0,,,,,,,,none,0.14044439999270253,0.1333777999971062
0.005453599995234981,768.0,0.0015002239942550658,0.0,0.0026776000449899584,3145728.0,no,0.0,1,0.0,learned_last_8,qasper,,,0.0,0.4103093035519123,False,3,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,20,"Yes, they did.",0.7294097999983933,0.003168316325172782,8,1.3701210021972656,1.3701210021972656,-5.754554748535156,-5.754554748535156,routed,27,0.48353487253189087,0,1218101760,8,0.2857142857142857,2794414080,26,did they collect their own data?,645693440,2523136,90112,0.14229269998031668,0.009698999987449497,1.0,1.0,1,176,3,0.017045454545454544,1.0,last_8,0.17502450000029057,0.1609145999827888
0.00980819997494109,1344.0,0.0026248959898948665,0.0,0.00484029998187907,5505024.0,no,0.0,1,0.0,learned_last_half,qasper,,,0.0,0.36496335906641825,False,3,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,14,"Yes, they did collect their own data",1.1208507999836002,0.0015127828810364008,25,0.6308712959289551,0.6308712959289551,-6.493804454803467,-6.493804454803467,routed,27,0.45509559554713114,0,1218599424,14,0.5,2794024960,26,did they collect their own data?,645693440,2523136,90112,0.14229269998031668,0.009698999987449497,1.0,1.0,1,176,3,0.017045454545454544,1.0,last_half,0.19661859999177977,0.181382599985227
0,0,0,0,0,0,no,0.0,1,0,direct_text_oracle,qasper,0.02235817164182663,0.02235817164182663,0.0,,True,0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,,"Yes, they collected their own data.",0.8064976000168826,0.0003019336727447808,11,-0.9806270599365234,-0.9806270599365234,-8.105302810668945,-8.105302810668945,direct,,,0,1249960960,0,0.0,2794229760,95,did they collect their own data?,645693440,2523136,90112,0.0,0.0,,,,,,,,direct,0.21752849998301826,0.19186250001075678
0,0,0,0,0,0,yes,1.0,1,0,no_memory,qasper,,,0.0,,False,0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.25,,"Yes, the paper clearly establishes that the",0.7600037999800406,0.0026698217261582613,10,0.0,0.0,-5.925743579864502,-5.925743579864502,none,,,0,1220656640,0,0.0,3090104320,36,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,408862720,1605632,57344,0.0,0.0,,,,,,,,none,0.15036400000099093,0.13820329998270608
0.005944600008660927,768.0,0.001583103984594345,0.0,0.0030636999872513115,3145728.0,yes,1.0,1,0.0,learned_last_8,qasper,,,0.0,0.42268842831254005,False,7,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.25,20,"Yes, the paper clearly establishes that the",0.9387950999953318,0.003050250932574272,10,0.13321208953857422,0.13321208953857422,-5.792531490325928,-5.792531490325928,routed,27,0.4362233355641365,0,1221565952,8,0.2857142857142857,3090243584,36,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,408862720,1605632,57344,0.15038340000319295,0.008496299997204915,1.0,1.0,2,112,3,0.026785714285714284,1.0,last_8,0.17832110001472756,0.1690117999969516
0.009981599927414209,1344.0,0.0027157439887523643,0.0,0.004786300007253885,5505024.0,yes,0.0,1,0.0,learned_last_half,qasper,,,0.0,0.39173231593200136,False,7,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.0,14,The paper does not provide a clear or,1.123974599991925,0.0021335864439606667,11,-0.22420740127563477,-0.22420740127563477,-6.149950981140137,-6.149950981140137,routed,27,0.40543011469500406,0,1222247936,14,0.5,3090079744,36,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,408862720,1605632,57344,0.15038340000319295,0.008496299997204915,1.0,1.0,2,112,3,0.026785714285714284,1.0,last_half,0.2044885999930557,0.19525160000193864
0,0,0,0,0,0,yes,0.0,1,0,direct_text_oracle,qasper,0.016242139041423798,0.016242139041423798,0.0,,True,0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.0,,The paper does not explicitly address whether the,0.9714381000085268,0.0004762775788549334,17,-1.7237658500671387,-1.7237658500671387,-7.649509429931641,-7.649509429931641,direct,,,0,1340329472,0,0.0,3090104320,232,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,408862720,1605632,57344,0.0,0.0,,,,,,,,direct,0.43147849998786114,0.35887369999545626
0,0,0,0,0,0,yes,1.0,1,0,no_memory,qasper,,,0.0,,False,0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.25,,"Yes, the template-based model is realistic",0.7488273999770172,0.0009617661708034575,10,0.0,0.0,-6.946739196777344,-6.946739196777344,none,,,0,1217615872,0,0.0,3092594688,27,Is the template-based model realistic?,590528512,2308096,82432,0.0,0.0,,,,,,,,none,0.14125570000032894,0.13052849998348393
0.007315900060348213,768.0,0.0014802559912204742,0.0,0.003420200024265796,3145728.0,yes,1.0,1,0.0,learned_last_8,qasper,,,0.0,0.0,False,13,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.25,20,"Yes, the template-based model is realistic",0.9756479999923613,0.000817720138002187,17,-0.16225099563598633,-0.16225099563598633,-7.10899019241333,-7.10899019241333,routed,27,0.47438719496130943,0,1218304000,8,0.2857142857142857,3092725760,27,Is the template-based model realistic?,590528512,2308096,82432,0.14202810000278987,0.011291399976471439,0.0,0.0,9,161,3,0.018633540372670808,0.0,last_8,0.1736664999916684,0.162671500002034
0.010239099996397272,1344.0,0.0027304959893226623,0.0,0.004943599982652813,5505024.0,yes,0.0,1,0.0,learned_last_half,qasper,,,0.0,0.0,False,13,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.0,14,The model is based on a template-based,1.1017080999736208,0.0004643811553250998,20,-0.7280659675598145,-0.7280659675598145,-7.674805164337158,-7.674805164337158,routed,27,0.4237129028354372,0,1218820096,14,0.5,3092828160,27,Is the template-based model realistic?,590528512,2308096,82432,0.14202810000278987,0.011291399976471439,0.0,0.0,9,161,3,0.018633540372670808,0.0,last_half,0.20198969999910332,0.18200569998589344
0,0,0,0,0,0,yes,0.0,1,0,direct_text_oracle,qasper,0.02864593267440796,0.02864593267440796,0.0,,True,0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.0,,The template-based model is realistic because it,1.3900870999787003,2.0793922885786742e-05,37,-3.8341102600097656,-3.8341102600097656,-10.78084945678711,-10.78084945678711,direct,,,0,1518322688,0,0.0,3092844544,420,Is the template-based model realistic?,590528512,2308096,82432,0.0,0.0,,,,,,,,direct,0.9220404000079725,0.7428345999796875
0,0,0,0,0,0,yes,0.0,1,0,no_memory,qasper,,,0.0,,False,0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.0,,"No, the dataset does not feature only",0.7570005999878049,0.00016249713371507823,16,0.0,0.0,-8.724849700927734,-8.724849700927734,none,,,0,1217021952,0,0.0,3093270528,28,Does the dataset feature only English language data?,343949312,1347584,48128,0.0,0.0,,,,,,,,none,0.1416194000048563,0.130611400003545
0.005429399985587224,768.0,0.0015176959782838822,0.0,0.0025804999750107527,3145728.0,yes,0.0,1,0.0,learned_last_8,qasper,,,0.0,0.0,False,7,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.0,20,"No, the dataset does not feature only",0.9814711000071838,4.158305091550574e-05,32,-1.3629684448242188,-1.3629684448242188,-10.087818145751953,-10.087818145751953,routed,27,0.09410584438592196,0,1217734656,8,0.2857142857142857,3093385216,28,Does the dataset feature only English language data?,343949312,1347584,48128,0.14532969999709167,0.007533599971793592,0.0,0.0,9,94,3,0.031914893617021274,0.0,last_8,0.1748758000030648,0.16033600000082515
0.010885900032008067,1344.0,0.0026887039840221404,0.0,0.005226300039794296,5505024.0,yes,0.0,1,0.0,learned_last_half,qasper,,,0.0,0.0,False,7,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.0,14,The dataset does not feature only English language,1.125712500012014,0.0001140109816333279,16,-0.3543663024902344,-0.3543663024902344,-9.079216003417969,-9.079216003417969,routed,27,0.09474213660827704,0,1218269184,14,0.5,3092987904,28,Does the dataset feature only English language data?,343949312,1347584,48128,0.14532969999709167,0.007533599971793592,0.0,0.0,9,94,3,0.031914893617021274,0.0,last_half,0.19504019999294542,0.18333240001811646
0,0,0,0,0,0,yes,0.0,1,0,direct_text_oracle,qasper,0.01967441290616989,0.01967441290616989,0.0,,True,0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.0,,"No, the dataset does not feature only",0.9884823999891523,8.676712604938075e-05,21,-0.6274328231811523,-0.6274328231811523,-9.352282524108887,-9.352282524108887,direct,,,0,1345301504,0,0.0,3093053440,237,Does the dataset feature only English language data?,343949312,1347584,48128,0.0,0.0,,,,,,,,direct,0.4290458000032231,0.36184030000003986
