seed,variant,dataset,example_id,condition,answer,generated_answer,trainable_parameter_count,residual_bottleneck,gold_mean_logprob_delta_vs_none,gold_first_token_rank_delta_vs_none,gold_first_token_margin_delta_vs_none,pra_off_gold_logprob_exact,teacher_forced_seconds,generation_seconds,active_memory_tokens,gold_sequence_logprob,gold_mean_token_logprob,gold_first_token_probability,gold_first_token_rank,gold_first_token_margin,em,f1,answer_contained,trainable_parameter_percent,trainable_memory_bytes_fp32
11,single,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,1,0,0.0,0,0.0,True,0.15485970000736415,1.0430173999629915,0,-24.007061004638672,-12.003530502319336,3.8167059790428226e-11,3508,-23.96875,0.0,0.22222222222222224,0.0,1.677711826553051e-07,4
11,single,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Alfred is in the state of Maine,1,0,4.92801570892334,-3384,10.0234375,True,0.2257050999905914,1.0609968999633566,512,-14.151029586791992,-7.075514793395996,7.636597842974879e-07,124,-13.9453125,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,hotpotqa,5ab56db7554299494045efc6,routed,York County,Alfred is in the county of Cumberland,1,0,3.2066726684570312,-2967,6.4375,True,0.16647250001551583,0.8694688000250608,384,-17.59371566772461,-8.796857833862305,2.4248169694374155e-08,541,-17.53125,0.0,0.22222222222222224,0.0,1.677711826553051e-07,4
11,single,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,1,0,0.0,0,0.0,True,0.15481869998620823,0.7321829000138678,0,-20.987762451171875,-10.493881225585938,8.551282371627167e-05,33,-9.265625,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,New Hampshire Route 118 runs,1,0,3.3073768615722656,-26,5.90625,True,0.16916150000179186,0.8411145000136457,384,-14.373008728027344,-7.186504364013672,0.010721996426582336,7,-3.359375,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,hotpotqa,5ab2b863554299295394685a,routed,Cushman,New Hampshire Route 118 runs,1,0,-0.909632682800293,-24,2.765625,True,0.1656710000243038,0.8455306999967434,384,-22.80702781677246,-11.40351390838623,0.0013408518861979246,9,-6.5,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,hotpotqa,5a710a915542994082a3e504,none,Scott Treleaven,Edmund Mortimer.,1,0,0.0,0,0.0,True,0.15809339995030314,0.6975547000183724,0,-7.853713512420654,-1.9634283781051636,0.0005700837937183678,2,-7.46875,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,1,0,-5.386862874031067,57,-4.0078125,True,0.16907349997200072,0.7330900999950245,512,-29.401165008544922,-7.3502912521362305,1.0258157089992892e-05,59,-11.4765625,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,1,0,-2.9743272066116333,41,-4.546875,True,0.1974167000153102,1.3527611999888904,384,-19.751022338867188,-4.937755584716797,6.026698429195676e-06,43,-12.015625,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",1,0,0.0,0,0.0,True,0.145160699961707,0.7508410000009462,0,-7.124675750732422,-7.124675750732422,0.0008049940806813538,8,-7.03125,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Yes, they did.",1,0,0.5945291519165039,6,0.8828125,True,0.1579169999458827,0.7394127000006847,384,-6.530146598815918,-6.530146598815918,0.0014587918994948268,14,-6.1484375,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Yes, they did.",1,0,1.013650894165039,3,1.28125,True,0.16744150000158697,0.6371464999974705,384,-6.111024856567383,-6.111024856567383,0.002218275796622038,11,-5.75,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,none,yes,"Yes, the paper clearly establishes that the",1,0,0.0,0,0.0,True,0.15647520002676174,0.8949754000059329,0,-5.925743579864502,-5.925743579864502,0.0026698217261582613,10,-5.4375,0.0,0.25,1.0,1.677711826553051e-07,4
11,single,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,oracle,yes,"Yes, the model's approach and reasoning",1,0,-0.9990940093994141,2,-0.2265625,True,0.1680966999847442,0.940633499994874,896,-6.924837589263916,-6.924837589263916,0.0009830627823248506,12,-5.6640625,0.0,0.25,1.0,1.677711826553051e-07,4
11,single,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,routed,yes,"Yes, the text explicitly states that the",1,0,-0.7372932434082031,1,-0.203125,True,0.16434359998675063,0.9133397999685258,384,-6.663036823272705,-6.663036823272705,0.0012772618792951107,11,-5.640625,0.0,0.25,1.0,1.677711826553051e-07,4
11,single,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,none,yes,"Yes, the template-based model is realistic",1,0,0.0,0,0.0,True,0.14433660003123805,0.7738301999634132,0,-6.946739196777344,-6.946739196777344,0.0009617661708034575,10,-6.609375,0.0,0.25,1.0,1.677711826553051e-07,4
11,single,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,oracle,yes,The proposed model is not necessarily more accurate,1,0,0.29375505447387695,9,0.9140625,True,0.1640363999758847,0.9353013000218198,1664,-6.652984142303467,-6.652984142303467,0.001290166168473661,19,-5.6953125,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,"No, the model is not considered to",1,0,-0.46810340881347656,27,0.6953125,True,0.1573733999975957,0.8670050000073388,384,-7.41484260559082,-7.41484260559082,0.0006022473098710179,37,-5.9140625,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",1,0,0.0,0,0.0,True,0.14419809996616095,1.4786055000149645,0,-8.724849700927734,-8.724849700927734,0.00016249713371507823,16,-8.015625,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"No, the dataset does not contain only",1,0,0.5674095153808594,3,0.671875,True,0.15887799998745322,0.8740426000440493,896,-8.157440185546875,-8.157440185546875,0.00028659493546001613,19,-7.34375,0.0,0.0,0.0,1.677711826553051e-07,4
11,single,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"No, the dataset does not feature only",1,0,-2.4551467895507812,26,-2.6640625,True,0.1589791000005789,0.9448726999689825,384,-11.179996490478516,-11.179996490478516,1.3950488209957257e-05,42,-10.6796875,0.0,0.0,0.0,1.677711826553051e-07,4
11,per_layer,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,4,0,0.0,0,0.0,True,0.1573115000501275,0.7414395999512635,0,-37.75213623046875,-7.550427436828613,0.001377216773107648,4,-6.5625,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,The star in the film *Up at,4,0,2.3103814125061035,-1,2.6875,True,0.16652690002229065,0.9136519000167027,388,-26.20022964477539,-5.24004602432251,0.018048234283924103,3,-3.875,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,The star in the film *Up at,4,0,-0.17545175552368164,30,-1.609375,True,0.1748706999933347,0.8810863000107929,384,-38.62939453125,-7.725879192352295,0.0002691901463549584,34,-8.171875,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,4,0,0.0,0,0.0,True,0.15809039998566732,0.7617244000430219,0,-24.007061004638672,-12.003530502319336,3.8167059790428226e-11,3508,-23.96875,0.0,0.22222222222222224,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Alfred is in the town of Alfred,4,0,4.498544692993164,-3343,9.1796875,True,0.16694379999535158,0.8651598999858834,512,-15.009971618652344,-7.504985809326172,3.1766023766977014e-07,165,-14.7890625,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5ab56db7554299494045efc6,routed,York County,Alfred is in the county of Cumberland,4,0,2.556365966796875,-2678,5.15625,True,0.16705739998724312,1.0275161999743432,384,-18.894329071044922,-9.447164535522461,6.72045485927697e-09,830,-18.8125,0.0,0.22222222222222224,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,4,0,0.0,0,0.0,True,0.16847480001160875,1.0530049999943003,0,-20.987762451171875,-10.493881225585938,8.551282371627167e-05,33,-9.265625,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,Whitefield.,4,0,3.5961976051330566,-26,5.359375,True,0.16762109997216612,0.4971965000149794,384,-13.795367240905762,-6.897683620452881,0.012261159718036652,7,-3.90625,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5ab2b863554299295394685a,routed,Cushman,New Hampshire Route 118 runs,4,0,0.09380340576171875,-28,2.890625,True,0.16695189999882132,0.880453999969177,384,-20.800155639648438,-10.400077819824219,0.0015028218040242791,5,-6.375,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5a710a915542994082a3e504,none,Scott Treleaven,Edmund Mortimer.,4,0,0.0,0,0.0,True,0.15728899999521673,0.5998495999956504,0,-7.853713512420654,-1.9634283781051636,0.0005700837937183678,2,-7.46875,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,4,0,-8.05670940876007,207,-6.28125,True,0.17024000000674278,0.7732768999994732,512,-40.08055114746094,-10.020137786865234,1.0586563803371973e-06,209,-13.75,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,4,0,-3.3037220239639282,110,-6.8828125,True,0.2001643999828957,0.7666920999763533,384,-21.068601608276367,-5.267150402069092,5.839978598487505e-07,112,-14.3515625,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",4,0,0.0,0,0.0,True,0.14468679996207356,0.7295083000208251,0,-7.124675750732422,-7.124675750732422,0.0008049940806813538,8,-7.03125,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Yes, they did.",4,0,-1.1068716049194336,25,-1.03125,True,0.1564055999624543,0.6493806999642402,384,-8.231547355651855,-8.231547355651855,0.00026612417423166335,33,-8.0625,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Yes, they did.",4,0,-0.5263233184814453,11,-0.4296875,True,0.15883969998685643,0.638910899986513,384,-7.650999069213867,-7.650999069213867,0.00047556875506415963,19,-7.4609375,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,none,yes,"Yes, the paper clearly establishes that the",4,0,0.0,0,0.0,True,0.1526744000148028,0.7301229999866337,0,-5.925743579864502,-5.925743579864502,0.0026698217261582613,10,-5.4375,0.0,0.25,1.0,6.710847306212204e-07,16
11,per_layer,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,oracle,yes,"Yes, the model's approach and the",4,0,-0.8925991058349609,0,-0.609375,True,0.16652109997812659,0.8285768999485299,896,-6.818342685699463,-6.818342685699463,0.0010935318423435092,10,-6.046875,0.0,0.25,1.0,6.710847306212204e-07,16
11,per_layer,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,routed,yes,"Yes, the text explicitly states that the",4,0,-0.5905518531799316,-1,-0.484375,True,0.16288760001771152,0.8313840000191703,384,-6.516295433044434,-6.516295433044434,0.0014791388530284166,9,-5.921875,0.0,0.25,1.0,6.710847306212204e-07,16
11,per_layer,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,none,yes,"Yes, the template-based model is realistic",4,0,0.0,0,0.0,True,0.1434851000085473,0.7210610999609344,0,-6.946739196777344,-6.946739196777344,0.0009617661708034575,10,-6.609375,0.0,0.25,1.0,6.710847306212204e-07,16
11,per_layer,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,oracle,yes,The proposed model is not explicitly stated to,4,0,-0.07145404815673828,7,0.4921875,True,0.16180400003213435,0.8551446000346914,1664,-7.018193244934082,-7.018193244934082,0.0008954418590292335,17,-6.1171875,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,"Yes, the text-based model is considered",4,0,-0.43021249771118164,5,-0.328125,True,0.1544051999808289,0.8306956000160426,384,-7.376951694488525,-7.376951694488525,0.000625504762865603,15,-6.9375,0.0,0.25,1.0,6.710847306212204e-07,16
11,per_layer,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",4,0,0.0,0,0.0,True,0.14555640000617132,0.7352265999652445,0,-8.724849700927734,-8.724849700927734,0.00016249713371507823,16,-8.015625,0.0,0.0,0.0,6.710847306212204e-07,16
11,per_layer,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"Yes, the dataset is primarily composed of",4,0,0.6010818481445312,3,0.8671875,True,0.15927350003039464,0.8297410999657586,896,-8.123767852783203,-8.123767852783203,0.00029640982393175364,19,-7.1484375,0.0,0.25,1.0,6.710847306212204e-07,16
11,per_layer,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"No, the dataset does not feature only",4,0,-1.2689695358276367,10,-1.265625,True,0.15781439997954294,0.8427559999981895,384,-9.993819236755371,-9.993819236755371,4.56814123026561e-05,26,-9.28125,0.0,0.0,0.0,6.710847306212204e-07,16
11,residual_16,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,196672,16,0.0,0,0.0,True,0.15638380002928898,0.7178163999924436,0,-37.75213623046875,-7.550427436828613,0.001377216773107648,4,-6.5625,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,"Preston–Preston,",196672,16,1.5550131797790527,73,-3.015625,True,0.1703807000303641,0.8530386000056751,388,-29.977069854736328,-5.9954142570495605,4.346002606325783e-05,77,-9.578125,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,"Buck Owens, a key character in",196672,16,-1.065699577331543,193,-4.6484375,True,0.17235180002171546,0.8488702999893576,384,-43.08063507080078,-8.616127014160156,6.376526016538264e-06,197,-11.2109375,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,196672,16,0.0,0,0.0,True,0.15666540001984686,0.7283530000131577,0,-24.007061004638672,-12.003530502319336,3.8167059790428226e-11,3508,-23.96875,0.0,0.22222222222222224,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Maine State Route 111,196672,16,6.757978916168213,-3453,14.6015625,True,0.17070109996711835,0.8461724999942817,512,-10.491103172302246,-5.245551586151123,2.8040274628438056e-05,55,-9.3671875,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5ab56db7554299494045efc6,routed,York County,Alfred is in Preston County,196672,16,5.560389995574951,-3281,12.3125,True,0.17279690003488213,0.8564189999597147,384,-12.88628101348877,-6.443140506744385,2.556330855441047e-06,227,-11.65625,0.0,0.28571428571428575,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,196672,16,0.0,0,0.0,True,0.15516379999462515,0.7602515999460593,0,-20.987762451171875,-10.493881225585938,8.551282371627167e-05,33,-9.265625,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,"Preston County, New Hampshire,",196672,16,3.50423526763916,-24,3.53125,True,0.17187220003688708,0.8570974000031129,384,-13.979291915893555,-6.989645957946777,0.0018969338852912188,9,-5.734375,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5ab2b863554299295394685a,routed,Cushman,"Preston County, New Hampshire,",196672,16,0.1298961639404297,-19,2.65625,True,0.17414000001735985,0.970590099983383,384,-20.727970123291016,-10.363985061645508,0.0008803563541732728,14,-6.609375,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5a710a915542994082a3e504,none,Scott Treleaven,Edmund Mortimer.,196672,16,0.0,0,0.0,True,0.16263179999077693,0.8312733999919146,0,-7.853713512420654,-1.9634283781051636,0.0005700837937183678,2,-7.46875,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,196672,16,0.8931447267532349,1,4.796875,True,0.20453260000795126,1.3082667000126094,512,-4.281134605407715,-1.0702836513519287,0.046239204704761505,3,-2.671875,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,196672,16,0.7966314554214478,3,3.78125,True,0.1739246000070125,0.8092652999912389,384,-4.667187690734863,-1.1667969226837158,0.016997728496789932,5,-3.6875,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",196672,16,0.0,0,0.0,True,0.14406820002477616,0.9118201000383124,0,-7.124675750732422,-7.124675750732422,0.0008049940806813538,8,-7.03125,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Briefly and directly: Yes,",196672,16,2.3383140563964844,2,3.234375,True,0.16276310000102967,0.9378751000040211,384,-4.7863616943359375,-4.7863616943359375,0.008342755027115345,10,-3.796875,0.0,0.0,0.0,0.032995894035184166,786688
11,residual_16,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Bilingual, with a focus on key",196672,16,2.481356620788574,2,3.34375,True,0.15984239999670535,1.1963733999873511,384,-4.643319129943848,-4.643319129943848,0.009625693783164024,10,-3.6875,0.0,0.0,0.0,0.032995894035184166,786688
