split,dataset,example_id,initial_recall,oracle_recall,oracle_action,policy,predicted_action,selected_root_method,selected_successor_method,final_recall,action_correct
test,hotpotqa,5a710a915542994082a3e504,0.0,0.25,combined_method_switch,oracle_correction,combined_method_switch,approx,native_semantic,0.25,1
test,hotpotqa,5a714b645542994082a3e78b,0.0,0.2,combined_method_switch,initial_no_retry,stop,semantic,approximate_new_address,0.0,
test,hotpotqa,5a714b645542994082a3e78b,0.0,0.2,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5a714b645542994082a3e78b,0.0,0.2,combined_method_switch,learned_targeted_retry,combined_method_switch,exact,approximate_new_address,0.0,1
test,hotpotqa,5a714b645542994082a3e78b,0.0,0.2,combined_method_switch,oracle_correction,combined_method_switch,hybrid,bm25_state,0.2,1
test,hotpotqa,5a7e513a5542994959419996,0.0,0.5,combined_method_switch,initial_no_retry,stop,semantic,bm25_state,0.0,
test,hotpotqa,5a7e513a5542994959419996,0.0,0.5,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5a7e513a5542994959419996,0.0,0.5,combined_method_switch,learned_targeted_retry,change_root_method,semantic,bm25_state,0.0,0
test,hotpotqa,5a7e513a5542994959419996,0.0,0.5,combined_method_switch,oracle_correction,combined_method_switch,hybrid,native_semantic,0.5,1
test,hotpotqa,5a80d6be55429938b6142206,0.0,0.25,change_successor_method,initial_no_retry,stop,semantic,native_semantic,0.0,
test,hotpotqa,5a80d6be55429938b6142206,0.0,0.25,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5a80d6be55429938b6142206,0.0,0.25,change_successor_method,learned_targeted_retry,stop,semantic,native_semantic,0.0,0
test,hotpotqa,5a80d6be55429938b6142206,0.0,0.25,change_successor_method,oracle_correction,change_successor_method,semantic,approximate_new_address,0.25,1
test,hotpotqa,5a84c4bb5542991dd0999dec,0.0,0.16666666666666666,combined_method_switch,initial_no_retry,stop,bm25,bm25_state,0.0,
test,hotpotqa,5a84c4bb5542991dd0999dec,0.0,0.16666666666666666,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5a84c4bb5542991dd0999dec,0.0,0.16666666666666666,combined_method_switch,learned_targeted_retry,stop,bm25,bm25_state,0.0,0
test,hotpotqa,5a84c4bb5542991dd0999dec,0.0,0.16666666666666666,combined_method_switch,oracle_correction,combined_method_switch,semantic,native_semantic,0.16666666666666666,1
test,hotpotqa,5a8888e35542997e5c09a5f6,0.0,0.25,change_successor_method,initial_no_retry,stop,semantic,approximate_new_address,0.0,
test,hotpotqa,5a8888e35542997e5c09a5f6,0.0,0.25,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.25,
test,hotpotqa,5a8888e35542997e5c09a5f6,0.0,0.25,change_successor_method,learned_targeted_retry,stop,semantic,approximate_new_address,0.0,0
test,hotpotqa,5a8888e35542997e5c09a5f6,0.0,0.25,change_successor_method,oracle_correction,change_successor_method,bm25,native_semantic,0.25,1
test,hotpotqa,5a8c8502554299585d9e36d0,0.0,0.2,change_successor_method,initial_no_retry,stop,semantic,native_semantic,0.0,
test,hotpotqa,5a8c8502554299585d9e36d0,0.0,0.2,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5a8c8502554299585d9e36d0,0.0,0.2,change_successor_method,learned_targeted_retry,change_root_method,bm25,native_semantic,0.0,0
test,hotpotqa,5a8c8502554299585d9e36d0,0.0,0.2,change_successor_method,oracle_correction,change_successor_method,semantic,exact_new_address,0.2,1
test,hotpotqa,5ab2b863554299295394685a,0.3333333333333333,0.3333333333333333,stop,initial_no_retry,stop,semantic,native_semantic,0.3333333333333333,
test,hotpotqa,5ab2b863554299295394685a,0.3333333333333333,0.3333333333333333,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5ab2b863554299295394685a,0.3333333333333333,0.3333333333333333,stop,learned_targeted_retry,change_root_method,bm25,native_semantic,0.0,0
test,hotpotqa,5ab2b863554299295394685a,0.3333333333333333,0.3333333333333333,stop,oracle_correction,stop,semantic,native_semantic,0.3333333333333333,1
test,hotpotqa,5ab56db7554299494045efc6,0.25,0.3333333333333333,change_root_method,initial_no_retry,stop,semantic,exact_new_address,0.25,
test,hotpotqa,5ab56db7554299494045efc6,0.25,0.3333333333333333,change_root_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.25,
test,hotpotqa,5ab56db7554299494045efc6,0.25,0.3333333333333333,change_root_method,learned_targeted_retry,stop,semantic,exact_new_address,0.25,0
test,hotpotqa,5ab56db7554299494045efc6,0.25,0.3333333333333333,change_root_method,oracle_correction,change_root_method,approx,native_semantic,0.3333333333333333,1
test,hotpotqa,5ab7f97a5542991d322237ef,0.3333333333333333,0.3333333333333333,stop,initial_no_retry,stop,exact,exact_new_address,0.3333333333333333,
test,hotpotqa,5ab7f97a5542991d322237ef,0.3333333333333333,0.3333333333333333,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5ab7f97a5542991d322237ef,0.3333333333333333,0.3333333333333333,stop,learned_targeted_retry,change_successor_method,exact,exact_new_address,0.3333333333333333,0
test,hotpotqa,5ab7f97a5542991d322237ef,0.3333333333333333,0.3333333333333333,stop,oracle_correction,stop,bm25,approximate_new_address,0.3333333333333333,1
test,hotpotqa,5ab88c075542991b5579efbe,0.0,0.25,change_successor_method,initial_no_retry,stop,semantic,bm25_state,0.0,
test,hotpotqa,5ab88c075542991b5579efbe,0.0,0.25,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5ab88c075542991b5579efbe,0.0,0.25,change_successor_method,learned_targeted_retry,combined_method_switch,semantic,hybrid_state,0.25,0
test,hotpotqa,5ab88c075542991b5579efbe,0.0,0.25,change_successor_method,oracle_correction,change_successor_method,semantic,hybrid_state,0.25,1
test,hotpotqa,5abbd4035542993f40c73bcb,0.0,0.14285714285714285,combined_method_switch,initial_no_retry,stop,semantic,approximate_new_address,0.0,
test,hotpotqa,5abbd4035542993f40c73bcb,0.0,0.14285714285714285,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.14285714285714285,
test,hotpotqa,5abbd4035542993f40c73bcb,0.0,0.14285714285714285,combined_method_switch,learned_targeted_retry,stop,semantic,approximate_new_address,0.0,0
test,hotpotqa,5abbd4035542993f40c73bcb,0.0,0.14285714285714285,combined_method_switch,oracle_correction,combined_method_switch,exact,native_semantic,0.14285714285714285,1
test,hotpotqa,5abce85755429959677d6b3e,0.0,0.16666666666666666,combined_method_switch,initial_no_retry,stop,semantic,exact_new_address,0.0,
test,hotpotqa,5abce85755429959677d6b3e,0.0,0.16666666666666666,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5abce85755429959677d6b3e,0.0,0.16666666666666666,combined_method_switch,learned_targeted_retry,change_root_method,bm25,exact_new_address,0.0,0
test,hotpotqa,5abce85755429959677d6b3e,0.0,0.16666666666666666,combined_method_switch,oracle_correction,combined_method_switch,exact,approximate_new_address,0.16666666666666666,1
test,hotpotqa,5adc3aff5542996e685252eb,0.0,0.0,stop,initial_no_retry,stop,bm25,bm25_state,0.0,
test,hotpotqa,5adc3aff5542996e685252eb,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5adc3aff5542996e685252eb,0.0,0.0,stop,learned_targeted_retry,stop,bm25,bm25_state,0.0,1
test,hotpotqa,5adc3aff5542996e685252eb,0.0,0.0,stop,oracle_correction,stop,bm25,native_semantic,0.0,1
test,hotpotqa,5adc93a4554299438c868e01,0.0,0.2,change_root_method,initial_no_retry,stop,bm25,approximate_new_address,0.0,
test,hotpotqa,5adc93a4554299438c868e01,0.0,0.2,change_root_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5adc93a4554299438c868e01,0.0,0.2,change_root_method,learned_targeted_retry,stop,bm25,approximate_new_address,0.0,0
test,hotpotqa,5adc93a4554299438c868e01,0.0,0.2,change_root_method,oracle_correction,change_root_method,approx,approximate_new_address,0.2,1
test,hotpotqa,5ae6143f5542996de7b71b2d,0.0,0.2,combined_method_switch,initial_no_retry,stop,hybrid,native_semantic,0.0,
test,hotpotqa,5ae6143f5542996de7b71b2d,0.0,0.2,combined_method_switch,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,hotpotqa,5ae6143f5542996de7b71b2d,0.0,0.2,combined_method_switch,learned_targeted_retry,change_root_method,bm25,native_semantic,0.0,0
test,hotpotqa,5ae6143f5542996de7b71b2d,0.0,0.2,combined_method_switch,oracle_correction,combined_method_switch,bm25,exact_new_address,0.2,1
test,musique,2hop__10114_599630,0.0,0.0,stop,initial_no_retry,stop,hybrid,native_semantic,0.0,
test,musique,2hop__10114_599630,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,2hop__10114_599630,0.0,0.0,stop,learned_targeted_retry,change_root_method,exact,native_semantic,0.0,0
test,musique,2hop__10114_599630,0.0,0.0,stop,oracle_correction,stop,approx,native_semantic,0.0,1
test,musique,2hop__103889_86452,0.0,0.0,stop,initial_no_retry,stop,semantic,native_semantic,0.0,
test,musique,2hop__103889_86452,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,2hop__103889_86452,0.0,0.0,stop,learned_targeted_retry,change_successor_method,semantic,native_semantic,0.0,0
test,musique,2hop__103889_86452,0.0,0.0,stop,oracle_correction,stop,semantic,native_semantic,0.0,1
test,musique,2hop__104095_40501,0.0,0.14285714285714285,change_successor_method,initial_no_retry,stop,semantic,native_semantic,0.0,
test,musique,2hop__104095_40501,0.0,0.14285714285714285,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.14285714285714285,
test,musique,2hop__104095_40501,0.0,0.14285714285714285,change_successor_method,learned_targeted_retry,change_root_method,bm25,native_semantic,0.14285714285714285,0
test,musique,2hop__104095_40501,0.0,0.14285714285714285,change_successor_method,oracle_correction,change_successor_method,hybrid,bm25_state,0.14285714285714285,1
test,musique,2hop__104095_40502,0.0,0.0,stop,initial_no_retry,stop,exact,exact_new_address,0.0,
test,musique,2hop__104095_40502,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,2hop__104095_40502,0.0,0.0,stop,learned_targeted_retry,change_root_method,semantic,exact_new_address,0.0,0
test,musique,2hop__104095_40502,0.0,0.0,stop,oracle_correction,stop,hybrid,native_semantic,0.0,1
test,musique,2hop__10620_49084,0.0,0.0,stop,initial_no_retry,stop,semantic,bm25_state,0.0,
test,musique,2hop__10620_49084,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,2hop__10620_49084,0.0,0.0,stop,learned_targeted_retry,stop,semantic,bm25_state,0.0,1
test,musique,2hop__10620_49084,0.0,0.0,stop,oracle_correction,stop,approx,native_semantic,0.0,1
test,musique,2hop__107238_64918,0.0,0.0,stop,initial_no_retry,stop,semantic,native_semantic,0.0,
test,musique,2hop__107238_64918,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,2hop__107238_64918,0.0,0.0,stop,learned_targeted_retry,change_root_method,semantic,native_semantic,0.0,0
test,musique,2hop__107238_64918,0.0,0.0,stop,oracle_correction,stop,bm25,native_semantic,0.0,1
test,musique,3hop1__102087_214799_259594,0.125,0.25,change_root_method,initial_no_retry,stop,bm25,bm25_state,0.125,
test,musique,3hop1__102087_214799_259594,0.125,0.25,change_root_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.125,
test,musique,3hop1__102087_214799_259594,0.125,0.25,change_root_method,learned_targeted_retry,change_root_method,bm25,bm25_state,0.125,1
test,musique,3hop1__102087_214799_259594,0.125,0.25,change_root_method,oracle_correction,change_root_method,exact,native_semantic,0.25,1
test,musique,3hop1__103197_214799_259594,0.0,0.125,change_root_method,initial_no_retry,stop,bm25,bm25_state,0.0,
test,musique,3hop1__103197_214799_259594,0.0,0.125,change_root_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,3hop1__103197_214799_259594,0.0,0.125,change_root_method,learned_targeted_retry,change_root_method,semantic,bm25_state,0.125,1
test,musique,3hop1__103197_214799_259594,0.0,0.125,change_root_method,oracle_correction,change_root_method,semantic,bm25_state,0.125,1
test,musique,3hop1__103254_214799_259594,0.0,0.0,stop,initial_no_retry,stop,semantic,native_semantic,0.0,
test,musique,3hop1__103254_214799_259594,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,3hop1__103254_214799_259594,0.0,0.0,stop,learned_targeted_retry,stop,semantic,native_semantic,0.0,1
test,musique,3hop1__103254_214799_259594,0.0,0.0,stop,oracle_correction,stop,hybrid,native_semantic,0.0,1
test,musique,3hop2__101809_30152_20999,0.0,0.0,stop,initial_no_retry,stop,bm25,bm25_state,0.0,
test,musique,3hop2__101809_30152_20999,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,3hop2__101809_30152_20999,0.0,0.0,stop,learned_targeted_retry,change_root_method,semantic,bm25_state,0.0,0
test,musique,3hop2__101809_30152_20999,0.0,0.0,stop,oracle_correction,stop,semantic,native_semantic,0.0,1
test,musique,3hop2__106842_30645_84681,0.0,0.0,stop,initial_no_retry,stop,exact,exact_new_address,0.0,
test,musique,3hop2__106842_30645_84681,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,3hop2__106842_30645_84681,0.0,0.0,stop,learned_targeted_retry,change_root_method,bm25,exact_new_address,0.0,0
test,musique,3hop2__106842_30645_84681,0.0,0.0,stop,oracle_correction,stop,semantic,native_semantic,0.0,1
test,musique,3hop2__11282_57233_56883,0.0,0.0,stop,initial_no_retry,stop,hybrid,native_semantic,0.0,
test,musique,3hop2__11282_57233_56883,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,3hop2__11282_57233_56883,0.0,0.0,stop,learned_targeted_retry,change_root_method,bm25,native_semantic,0.0,0
test,musique,3hop2__11282_57233_56883,0.0,0.0,stop,oracle_correction,stop,approx,native_semantic,0.0,1
test,musique,4hop1__105401_17130_70784_61381,0.0,0.034482758620689655,change_successor_method,initial_no_retry,stop,bm25,exact_new_address,0.0,
test,musique,4hop1__105401_17130_70784_61381,0.0,0.034482758620689655,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.034482758620689655,
test,musique,4hop1__105401_17130_70784_61381,0.0,0.034482758620689655,change_successor_method,learned_targeted_retry,change_root_method,exact,exact_new_address,0.0,0
test,musique,4hop1__105401_17130_70784_61381,0.0,0.034482758620689655,change_successor_method,oracle_correction,change_successor_method,bm25,native_semantic,0.034482758620689655,1
test,musique,4hop1__105688_17130_70784_61381,0.0,0.07407407407407407,change_successor_method,initial_no_retry,stop,semantic,native_semantic,0.0,
test,musique,4hop1__105688_17130_70784_61381,0.0,0.07407407407407407,change_successor_method,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,4hop1__105688_17130_70784_61381,0.0,0.07407407407407407,change_successor_method,learned_targeted_retry,change_root_method,semantic,native_semantic,0.0,0
test,musique,4hop1__105688_17130_70784_61381,0.0,0.07407407407407407,change_successor_method,oracle_correction,change_successor_method,exact,exact_new_address,0.07407407407407407,1
test,musique,4hop1__105688_17130_70784_79935,0.043478260869565216,0.043478260869565216,stop,initial_no_retry,stop,exact,bm25_state,0.043478260869565216,
test,musique,4hop1__105688_17130_70784_79935,0.043478260869565216,0.043478260869565216,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.043478260869565216,
test,musique,4hop1__105688_17130_70784_79935,0.043478260869565216,0.043478260869565216,stop,learned_targeted_retry,change_root_method,semantic,bm25_state,0.0,0
test,musique,4hop1__105688_17130_70784_79935,0.043478260869565216,0.043478260869565216,stop,oracle_correction,stop,bm25,native_semantic,0.043478260869565216,1
test,musique,4hop2__103790_14670_8987_8974,0.0,0.0,stop,initial_no_retry,stop,semantic,native_semantic,0.0,
test,musique,4hop2__103790_14670_8987_8974,0.0,0.0,stop,always_switch_channel,always_switch_channel,bm25,native_semantic,0.0,
test,musique,4hop2__103790_14670_8987_8974,0.0,0.0,stop,learned_targeted_retry,change_successor_method,semantic,native_semantic,0.0,0
test,musique,4hop2__103790_14670_8987_8974,0.0,0.0,stop,oracle_correction,stop,bm25,approximate_new_address,0.0,1
