dataset,split,budget_chunks,condition,identities,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,teacher_top4_overlap,spearman,kl,index_bytes_per_chunk,routing_setup_plus_score_ms,materialized_native_kv_tokens,active_memory_fraction,transfer_bytes
musique,test,8,lexical_lowrank_retrained,100,0.1728012041267089,0.255,0.92,0.31,0.0,0.5373571428571429,0.2875,0.5621781472861767,0.11238145668059588,2048.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,lexical_lowrank_zero_shot,100,0.18900799445727096,0.28125,0.97,0.45,0.0,0.7371785714285715,0.0775,0.2125393326068297,0.14473363049328328,2048.0,0.0,255.71,0.10400157708895472,1047388.16
musique,test,8,native_farthest_m2,100,0.10723438787771807,0.16375,0.88,0.28,0.0,0.3992142857142857,0.54,0.6350213059782982,0.5350610008835792,8192.0,0.0,254.96,0.10367619698439552,1044316.16
musique,test,8,native_mean,100,0.13337960738353793,0.1925,0.86,0.31,0.0,0.38064285714285717,0.555,0.7707626587152481,0.06819170521572232,4096.0,0.0,252.37,0.10267016979054111,1033707.52
musique,test,8,rank16_mixed,100,0.12729382879575368,0.20125,0.84,0.31,0.0,0.3836428571428571,0.1225,0.5166312970221043,0.20598386615514755,2048.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,rank16_retrained,100,0.1304591104185296,0.19875,0.78,0.26,0.0,0.37907142857142856,0.335,0.590131989121437,0.1344013286754489,2048.0,0.0,255.48,0.10397373569556859,1046446.08
musique,test,8,rank16_zero_shot,100,0.13120771465414083,0.19625,0.78,0.22,0.0,0.36904761904761907,0.205,0.47288205280900003,0.20008901990950106,2048.0,0.0,255.88,0.10405594594459039,1048084.48
musique,test,8,rank8_centroid8_mixed,100,0.1352629002258865,0.20875,0.81,0.23,0.0,0.4275595238095238,0.2575,0.5214728780090809,0.11129299115389585,256.0,0.0,254.4,0.10344625116444105,1042022.4
musique,test,8,rank8_centroid8_retrained,100,0.1350731446665388,0.20125,0.79,0.22,0.0,0.35896428571428574,0.16,0.392305309548974,0.20786301888525485,256.0,0.0,251.82,0.10262272880904465,1031454.72
musique,test,8,rank8_centroid8_zero_shot,100,0.12094590627623675,0.175,0.73,0.17,0.0,0.2888809523809524,0.1125,0.27514502545818686,0.36880073204636576,256.0,0.0,251.64,0.10235774014379173,1030717.44
musique,test,8,rank8_mixed,100,0.13518529085555267,0.20875,0.78,0.22,0.0,0.4101190476190476,0.2525,0.5772957679629326,0.11113352164626121,1024.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,rank8_retrained,100,0.15323671547152837,0.22,0.81,0.26,0.0,0.3988214285714286,0.215,0.5218953438475729,0.1588091742247343,1024.0,0.0,255.1,0.10383856535952722,1044889.6
musique,test,8,rank8_zero_shot,100,0.11352660775159093,0.17,0.73,0.2,0.0,0.30714285714285716,0.165,0.42514979511499407,0.28164345398545265,1024.0,0.0,255.74,0.10402120207877948,1047511.04
musique,validation,4,approximate,20,0.12697986653869006,0.3375,0.8,0.1,0.0,0.5958333333333333,0.025,0.06273663835600019,0.12719561606645585,0.0,46.763623753213324,128.0,0.04885052911301602,524288.0
musique,validation,4,best_lexical,20,0.1531604424986778,0.475,0.85,0.2,0.0,0.7166666666666667,0.05,0.057138993265107275,0.14606642201542855,0.0,46.763623753213324,128.0,0.04885052911301602,524288.0
musique,validation,4,bm25,20,0.1531604424986778,0.475,0.85,0.2,0.0,0.7166666666666667,0.05,0.057138993265107275,0.14606642201542855,0.0,46.763623753213324,128.0,0.04885052911301602,524288.0
musique,validation,4,exact,20,0.13964049022872552,0.3875,0.85,0.1,0.0,0.6791666666666667,0.05,0.028874167567119004,0.13461825922131537,0.0,46.763623753213324,128.0,0.04885052911301602,524288.0
musique,validation,4,inherited_hybrid,20,0.09095389904213433,0.275,0.75,0.15,0.0,0.425,0.4625,0.6985593050718307,0.08839084040373564,0.0,46.763623753213324,125.25,0.04776767667844645,513024.0
musique,validation,4,lexical_lowrank_mixed,20,0.20082619994384698,0.5875,1.0,0.4,0.0,0.95,0.0875,0.4558067537844181,0.10824618078768253,2048.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,lexical_lowrank_retrained,20,0.3359646154499096,0.9625,1.0,0.55,0.0,1.0,0.125,0.5032297611236572,0.1026108518242836,2048.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,lexical_lowrank_zero_shot,20,0.16818980855745563,0.5,0.9,0.25,0.0,0.7166666666666667,0.0625,0.18732680855318903,0.1258142191916704,2048.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,native_farthest_m2,20,0.03624467852409029,0.125,0.45,0.0,0.0,0.17916666666666667,0.5125,0.6221530556678772,0.5129553332924843,8192.0,0.0,126.8,0.04826687152546738,519372.8
musique,validation,4,native_mean,20,0.06322709153591508,0.1875,0.5,0.1,0.0,0.3625,0.5375,0.75190369784832,0.06192690469324589,4096.0,0.0,123.7,0.04738027352923375,506675.2
musique,validation,4,rank16_mixed,20,0.18401421291127174,0.55,0.95,0.2,0.0,0.7791666666666667,0.1,0.46918090209364893,0.21337720975279809,2048.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,rank16_retrained,20,0.3505479487832429,1.0,1.0,0.7,0.0,1.0,0.0875,0.5399608492851258,0.3186265408992767,2048.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,rank16_zero_shot,20,0.051461406240818006,0.15,0.5,0.0,0.0,0.23333333333333334,0.25,0.4424273185431957,0.15258353278040887,2048.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,rank8_centroid8_mixed,20,0.16365448277212985,0.4875,0.9,0.3,0.0,0.7541666666666667,0.175,0.4594788648188114,0.12039198875427246,256.0,0.0,126.8,0.04826687152546738,519372.8
musique,validation,4,rank8_centroid8_retrained,20,0.3436035043387985,0.975,1.0,0.65,0.0,0.95,0.0375,0.3934348665177822,0.32775412797927855,256.0,0.0,126.45,0.048463125963803325,517939.2
musique,validation,4,rank8_centroid8_zero_shot,20,0.03925106755989109,0.1125,0.35,0.0,0.0,0.22916666666666666,0.1,0.31955036949366333,0.32837669625878335,256.0,0.0,124.8,0.04767180801631006,511180.8
musique,validation,4,rank8_mixed,20,0.18829507094212977,0.575,1.0,0.45,0.0,0.7833333333333333,0.1625,0.48343553841114045,0.1278798919171095,1024.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,rank8_retrained,20,0.3505479487832429,1.0,1.0,0.5,0.0,1.0,0.0875,0.5209679931402207,0.3512878708541393,1024.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,rank8_zero_shot,20,0.03763944388944389,0.1,0.35,0.0,0.0,0.15416666666666667,0.1875,0.4550795130431652,0.2290343798696995,1024.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,8,approximate,20,0.1909353065235418,0.26875,0.95,0.25,0.0,0.6258333333333334,0.025,0.06273663835600019,0.12719561606645585,0.0,46.763623753213324,255.75,0.0976110978086157,1047552.0
musique,validation,8,best_lexical,20,0.22258258897964778,0.325,0.95,0.4,0.0,0.7333333333333333,0.05,0.057138993265107275,0.14606642201542855,0.0,46.763623753213324,256.0,0.09770105822603203,1048576.0
musique,validation,8,bm25,20,0.22258258897964778,0.325,0.95,0.4,0.0,0.7333333333333333,0.05,0.057138993265107275,0.14606642201542855,0.0,46.763623753213324,256.0,0.09770105822603203,1048576.0
musique,validation,8,exact,20,0.21378814812638341,0.29375,0.95,0.25,0.0,0.6954166666666667,0.05,0.028874167567119004,0.13461825922131537,0.0,46.763623753213324,256.0,0.09770105822603203,1048576.0
musique,validation,8,inherited_hybrid,20,0.1450775939746528,0.20625,0.85,0.25,0.0,0.445,0.4625,0.6985593050718307,0.08839084040373564,0.0,46.763623753213324,253.25,0.09661820579146246,1037312.0
musique,validation,8,lexical_lowrank_mixed,20,0.3528016672869614,0.51875,1.0,0.65,0.0,0.95,0.0875,0.4558067537844181,0.10824618078768253,2048.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,lexical_lowrank_retrained,20,0.6272446099651983,0.925,1.0,0.95,0.05,1.0,0.125,0.5032297611236572,0.1026108518242836,2048.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,lexical_lowrank_zero_shot,20,0.23063708350473058,0.34375,1.0,0.35,0.0,0.7366666666666666,0.0625,0.18732680855318903,0.1258142191916704,2048.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,native_farthest_m2,20,0.09503037811861341,0.14375,0.8,0.15,0.0,0.24011904761904762,0.5125,0.6221530556678772,0.5129553332924843,8192.0,0.0,254.8,0.0971174006384834,1043660.8
musique,validation,8,native_mean,20,0.12939323748147277,0.19375,0.8,0.2,0.0,0.4139285714285714,0.5375,0.75190369784832,0.06192690469324589,4096.0,0.0,251.7,0.09623080264224977,1030963.2
musique,validation,8,rank16_mixed,20,0.30987514936044347,0.475,1.0,0.6,0.0,0.7875,0.1,0.46918090209364893,0.21337720975279809,2048.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,rank16_retrained,20,0.641036373756962,0.95,1.0,0.85,0.05,1.0,0.0875,0.5399608492851258,0.3186265408992767,2048.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,rank16_zero_shot,20,0.08493829699712052,0.1125,0.7,0.05,0.0,0.2613095238095238,0.25,0.4424273185431957,0.15258353278040887,2048.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,rank8_centroid8_mixed,20,0.3164683682330741,0.48125,1.0,0.45,0.0,0.7696428571428571,0.175,0.4594788648188114,0.12039198875427246,256.0,0.0,254.75,0.09708948327388262,1043456.0
musique,validation,8,rank8_centroid8_retrained,20,0.6209925287131169,0.9125,1.0,0.85,0.05,0.95,0.0375,0.3934348665177822,0.32775412797927855,256.0,0.0,251.7,0.09623080264224977,1030963.2
musique,validation,8,rank8_centroid8_zero_shot,20,0.10839719920602273,0.15,0.55,0.1,0.0,0.26,0.1,0.31955036949366333,0.32837669625878335,256.0,0.0,251.55,0.09608450875804761,1030348.8
musique,validation,8,rank8_mixed,20,0.31008466206995616,0.46875,1.0,0.5,0.0,0.7833333333333333,0.1625,0.48343553841114045,0.1278798919171095,1024.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,rank8_retrained,20,0.6577030404236287,0.96875,1.0,0.8,0.05,1.0,0.0875,0.5209679931402207,0.3512878708541393,1024.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,rank8_zero_shot,20,0.08224973555855909,0.125,0.65,0.05,0.0,0.20422619047619048,0.1875,0.4550795130431652,0.2290343798696995,1024.0,0.0,255.55,0.0974933978660874,1046732.8
