W,allocation,attention_entropy,attention_mass_sum,attention_update_displacement,brier_score,budget,consumer_layer,correct,correct_logit,correct_margin,correct_probability,cross_shard_interval_count,depth,distractor_attention_mass,distractor_tokens,effective_support,evidence_attention_mass,evidence_coverage,evidence_density,evidence_region_count,evidence_source_tokens,evidence_span,evidence_tokens,example_id,fact_tokens,final_margin_delta_vs_none,full_vocabulary_correct,immediate_margin_delta_vs_none,interval_count,intervals,latency_seconds,later_erased,layer_token_kv_states,materialized_tokens,max_evidence_gap,max_wrong_logit,memory_attention_mass,mode,native_attention_mass,nll,oracle_identity_selected,parent_tokens,partition,policy,prediction_entropy,query_tokens,radius,region_groups,requested_tokens_pre_dedup,residual_displacement,seed,selected_reference_count,surrounding_attention_mass,surrounding_non_evidence_tokens,window,wrong_memory
w16,,0.0,1.0,0.0,1.4408291578292847,,0,0,1.7664053440093994,-3.9819767475128174,0.011700758710503578,0.0,3,0.0,0,1.0,0.0,0.0,0.0,3,9,36,0,chain-204733-d3,5,0.0,0,0.0,0,[],0.014661299996078014,0,0,0,11,5.748382091522217,0.0,none,1.0,4.44810152053833,1,89,validation,T0_none,1.0420637130737305,7,,,0,0.0,17,0,0.0,0,w16,False
w16,,0.6657886731612366,1.0,0.0,1.3610941171646118,,0,0,2.4255247116088867,-3.403228759765625,0.018880892544984818,0.0,3,0.0,0,1.9460246937240595,0.38357816748248297,1.0,1.0,3,9,36,9,chain-204733-d3,5,0.5787472724914551,0,0.20419692993164062,3,"[[35, 38], [57, 60], [68, 71]]",0.02407609997317195,0,9,9,11,5.828753471374512,0.38357816748248297,logical_intervals,0.616421832517517,3.969604969024658,1,89,validation,T1_radius_0,1.1922985315322876,7,0,,9,0.8226362466812134,17,1,0.0,0,w16,False
w16,,1.0544297186115523,1.0,0.0,1.334465503692627,,0,0,3.3440237045288086,-2.57938289642334,0.0379691943526268,0.0,3,0.0,0,2.870337786847346,0.2539268857544812,1.0,0.42857142857142855,3,9,36,9,chain-204733-d3,5,1.4025943279266357,0,0.3805215358734131,3,"[[33, 40], [55, 62], [66, 73]]",0.02249210001900792,0,21,21,11,5.923406600952148,0.5230773818075249,logical_intervals,0.47692261819247506,3.2709801197052,1,89,validation,T2_radius_2,1.0958759784698486,7,2,,21,1.1946911811828613,17,1,0.26915049605304375,12,w16,False
w16,,1.035484214821588,1.0,0.0,1.2768232822418213,,0,0,3.387911081314087,-2.42102313041687,0.043240953236818314,0.0,3,0.0,0,2.816469681861496,0.19295254858479893,1.0,0.2727272727272727,3,9,36,9,chain-204733-d3,5,1.5609536170959473,0,0.7468245029449463,3,"[[31, 42], [53, 75]]",0.027135500102303922,0,33,33,11,5.808934211730957,0.6724623111313122,logical_intervals,0.32753768886868784,3.14096736907959,1,89,validation,T3_radius_4,1.2459787130355835,7,4,,33,1.7310471534729004,17,1,0.47950976254651323,24,w16,False
w16,,1.1621520781128492,1.0,0.0,1.2775503396987915,,0,0,3.0623061656951904,-2.6639435291290283,0.034467797726392746,0.0,3,0.07424819403968286,4,3.1968056539957552,0.14874549477190158,1.0,0.1836734693877551,3,9,36,9,chain-204733-d3,5,1.318033218383789,0,0.6896424293518066,3,"[[27, 46], [49, 79]]",0.02962739998474717,0,49,49,11,5.726249694824219,0.7479717820665428,logical_intervals,0.2520282179334572,3.367729902267456,1,89,validation,T4_radius_8,1.3184453248977661,7,8,,57,1.888251781463623,17,1,0.5249780932549584,36,w16,False
w16,,1.2286797431339367,1.0,0.0,1.2769666910171509,,0,0,2.8053243160247803,-2.754948854446411,0.02711898274719715,0.0,3,0.17513196352956584,15,3.4167156149275204,0.11609738532115443,1.0,0.1323529411764706,3,9,36,9,chain-204733-d3,5,1.2270283699035645,0,0.7150259017944336,3,"[[19, 87]]",0.020479599945247173,0,68,68,11,5.560273170471191,0.7912867786922106,logical_intervals,0.20871322130778935,3.6075212955474854,1,89,validation,T5_radius_16,1.3339864015579224,7,16,,105,1.9476263523101807,17,1,0.5000574298414904,44,w16,False
w16,,1.000536176651535,1.0,0.0,1.3134726285934448,,0,0,3.3778128623962402,-2.442735195159912,0.04416307061910629,0.0,3,0.0,0,2.719739698510772,0.30446840151489596,1.0,0.6,3,9,36,9,chain-204733-d3,5,1.5392425060272217,0,0.3766767978668213,3,"[[34, 39], [56, 61], [67, 72]]",0.02046369994059205,0,15,15,11,5.820548057556152,0.4737042094748176,logical_intervals,0.5262957905251824,3.119866371154785,1,89,validation,T6_whole_fact,1.130757451057434,7,,,15,1.1379879713058472,17,1,0.16923580795992166,6,w16,False
w16,,1.0708018330862505,1.0,0.0,1.2855076789855957,,0,0,2.9087119102478027,-2.846569061279297,0.03031880408525467,0.0,3,0.19261740557294615,25,2.91771808517125,0.05123283869761508,1.0,0.10112359550561797,3,9,36,9,chain-204733-d3,5,1.1354076862335205,0,0.8364543914794922,1,"[[0, 89]]",0.03279960004147142,0,89,89,11,5.7552809715271,0.8401975340370882,selected_chunks,0.1598024659629118,3.4959871768951416,1,89,validation,T7_whole_parent,1.3491461277008057,7,,,89,2.987462282180786,17,1,0.596347289766527,55,w16,False
w16,equal,0.8977622827806959,1.0,0.0,1.438428282737732,12,0,0,3.242248058319092,-2.9593381881713867,0.034477267414331436,0.0,3,0.0,0,2.4541053684133685,0.33432735351016163,1.0,0.75,3,9,36,9,chain-204733-d3,5,1.0226385593414307,0,0.2747180461883545,3,"[[35, 39], [57, 61], [68, 72]]",0.021352299954742193,0,12,12,11,6.2015862464904785,0.422640263390349,logical_intervals,0.577359736609651,3.367455005645752,1,89,validation,T8_budget_12_equal,0.9499349594116211,7,16,,12,1.075387954711914,17,1,0.08831290988018736,3,w16,False
w16,evidence_length_proportional,0.8977622827806959,1.0,0.0,1.438428282737732,12,0,0,3.242248058319092,-2.9593381881713867,0.034477267414331436,0.0,3,0.0,0,2.4541053684133685,0.33432735351016163,1.0,0.75,3,9,36,9,chain-204733-d3,5,1.0226385593414307,0,0.2747180461883545,3,"[[35, 39], [57, 61], [68, 72]]",0.02120940003078431,0,12,12,11,6.2015862464904785,0.422640263390349,logical_intervals,0.577359736609651,3.367455005645752,1,89,validation,T8_budget_12_evidence_length_proportional,0.9499349594116211,7,16,,12,1.075387954711914,17,1,0.08831290988018736,3,w16,False
w16,minimum_core_remainder,0.8977622827806959,1.0,0.0,1.438428282737732,12,0,0,3.242248058319092,-2.9593381881713867,0.034477267414331436,0.0,3,0.0,0,2.4541053684133685,0.33432735351016163,1.0,0.75,3,9,36,9,chain-204733-d3,5,1.0226385593414307,0,0.2747180461883545,3,"[[35, 39], [57, 61], [68, 72]]",0.019417600007727742,0,12,12,11,6.2015862464904785,0.422640263390349,logical_intervals,0.577359736609651,3.367455005645752,1,89,validation,T8_budget_12_minimum_core_remainder,0.9499349594116211,7,16,,12,1.075387954711914,17,1,0.08831290988018736,3,w16,False
w16,equal,1.0661702170051197,1.0,0.0,1.3228394985198975,24,0,0,3.2822105884552,-2.6179263591766357,0.03661217913031578,0.0,3,0.0,0,2.904235582158712,0.232689370854132,1.0,0.375,3,9,36,9,chain-204733-d3,5,1.3640496730804443,0,0.329317569732666,3,"[[33, 41], [55, 63], [66, 74]]",0.023174899979494512,0,24,24,11,5.900136947631836,0.5603743610063248,logical_intervals,0.43962563899367524,3.3073742389678955,1,89,validation,T8_budget_24_equal,1.1457970142364502,7,16,,24,1.1650915145874023,17,1,0.32768499015219277,15,w16,False
w16,evidence_length_proportional,1.0661702170051197,1.0,0.0,1.3228394985198975,24,0,0,3.2822105884552,-2.6179263591766357,0.03661217913031578,0.0,3,0.0,0,2.904235582158712,0.232689370854132,1.0,0.375,3,9,36,9,chain-204733-d3,5,1.3640496730804443,0,0.329317569732666,3,"[[33, 41], [55, 63], [66, 74]]",0.021919600083492696,0,24,24,11,5.900136947631836,0.5603743610063248,logical_intervals,0.43962563899367524,3.3073742389678955,1,89,validation,T8_budget_24_evidence_length_proportional,1.1457970142364502,7,16,,24,1.1650915145874023,17,1,0.32768499015219277,15,w16,False
w16,minimum_core_remainder,1.0661702170051197,1.0,0.0,1.3228394985198975,24,0,0,3.2822105884552,-2.6179263591766357,0.03661217913031578,0.0,3,0.0,0,2.904235582158712,0.232689370854132,1.0,0.375,3,9,36,9,chain-204733-d3,5,1.3640496730804443,0,0.329317569732666,3,"[[33, 41], [55, 63], [66, 74]]",0.022138600004836917,0,24,24,11,5.900136947631836,0.5603743610063248,logical_intervals,0.43962563899367524,3.3073742389678955,1,89,validation,T8_budget_24_minimum_core_remainder,1.1457970142364502,7,16,,24,1.1650915145874023,17,1,0.32768499015219277,15,w16,False
w16,equal,0.9839739929008138,1.0,0.0,1.2635725736618042,48,0,0,2.806429386138916,-2.8140511512756348,0.028209155425429344,0.0,3,0.0,0,2.675065839389092,0.16327865469702374,1.0,0.20930232558139536,3,9,36,9,chain-204733-d3,5,1.1679255962371826,0,0.7179222106933594,3,"[[29, 45], [51, 78]]",0.0209542999509722,0,43,43,11,5.620480537414551,0.7116262135555189,logical_intervals,0.2883737864444811,3.5681087970733643,1,89,validation,T8_budget_48_equal,1.3706127405166626,7,16,,48,1.793309211730957,17,1,0.5483475588584952,34,w16,False
w16,evidence_length_proportional,0.9839739929008138,1.0,0.0,1.2635725736618042,48,0,0,2.806429386138916,-2.8140511512756348,0.028209155425429344,0.0,3,0.0,0,2.675065839389092,0.16327865469702374,1.0,0.20930232558139536,3,9,36,9,chain-204733-d3,5,1.1679255962371826,0,0.7179222106933594,3,"[[29, 45], [51, 78]]",0.022950400016270578,0,43,43,11,5.620480537414551,0.7116262135555189,logical_intervals,0.2883737864444811,3.5681087970733643,1,89,validation,T8_budget_48_evidence_length_proportional,1.3706127405166626,7,16,,48,1.793309211730957,17,1,0.5483475588584952,34,w16,False
w16,minimum_core_remainder,0.9839739929008138,1.0,0.0,1.2635725736618042,48,0,0,2.806429386138916,-2.8140511512756348,0.028209155425429344,0.0,3,0.0,0,2.675065839389092,0.16327865469702374,1.0,0.20930232558139536,3,9,36,9,chain-204733-d3,5,1.1679255962371826,0,0.7179222106933594,3,"[[29, 45], [51, 78]]",0.022125200019218028,0,43,43,11,5.620480537414551,0.7116262135555189,logical_intervals,0.2883737864444811,3.5681087970733643,1,89,validation,T8_budget_48_minimum_core_remainder,1.3706127405166626,7,16,,48,1.793309211730957,17,1,0.5483475588584952,34,w16,False
w16,,0.6812200340835568,1.0,0.0,1.3424618244171143,,0,0,2.021341562271118,-3.6739237308502197,0.013413081876933575,0.0,3,0.42292973470466677,9,1.976287399980039,0.0,0.0,0.0,3,9,36,0,chain-204733-d3,5,0.30805277824401855,0,0.36101365089416504,3,"[[2, 5], [13, 16], [24, 27]]",0.021497600013390183,0,9,9,11,5.695265293121338,0.42292973470466677,logical_intervals,0.5770702652953332,4.311524868011475,1,89,validation,T9_wrong_exact,1.258739709854126,7,,,9,1.2381870746612549,17,1,0.0,0,w16,True
w16,,0.17910656768916863,1.0,0.0,1.3794300556182861,,0,0,1.7994053363800049,-3.8267910480499268,0.012290183454751968,0.0,3,0.0,0,1.1961482081264365,0.0,0.0,0.0,3,9,36,0,chain-204733-d3,5,0.15518546104431152,0,0.02428269386291504,3,"[[35, 38], [57, 60], [68, 71]]",0.02365089999511838,0,1,1,11,5.626196384429932,0.043562938168179244,native_gist_only,0.9564370618318208,4.398954391479492,1,89,validation,T10_native_gist,1.1588095426559448,7,,,9,0.1103699654340744,17,1,0.043562938168179244,0,w16,False
w16,,0.7446647817032099,1.0,0.0,1.3512251377105713,,0,0,2.4443414211273193,-3.359820604324341,0.019183417782187462,0.0,3,0.0,0,2.1057354356091693,0.37382658890965104,1.0,0.9,3,9,36,9,chain-204733-d3,5,0.6221559047698975,0,0.21109318733215332,3,"[[35, 38], [57, 60], [68, 71]]",0.023115299991331995,0,10,10,11,5.80416202545166,0.3924198925942619,gist_plus_logical_intervals,0.6075801074057381,3.953709125518799,1,89,validation,T11_gist_exact,1.2062265872955322,7,,,9,0.8291996717453003,17,1,0.018593303684610873,0,w16,False
w16,,0.0,1.0,0.0,1.4763190746307373,,0,0,1.5007461309432983,-4.575724124908447,0.006900199688971043,0.0,4,0.0,0,1.0,0.0,0.0,0.0,4,12,45,0,chain-309462-d4,5,0.0,0,0.0,0,[],0.014825399965047836,0,0,0,7,6.076470375061035,0.0,none,1.0,4.976204872131348,1,71,validation,T0_none,1.054956078529358,8,,,0,0.0,17,0,0.0,0,w16,False
w16,,0.673187944562796,1.0,0.0,1.261865496635437,,0,0,2.1453819274902344,-3.3933463096618652,0.01330457255244255,0.0,4,0.0,0,1.9604772618853585,0.5995642706511717,1.0,1.0,4,12,45,12,chain-309462-d4,5,1.1823780536651611,0,1.0181283950805664,4,"[[23, 26], [44, 47], [51, 54], [65, 68]]",0.021178400027565658,0,12,12,7,5.5387282371521,0.5995642706511717,logical_intervals,0.4004357293488283,4.319647312164307,1,71,validation,T1_radius_0,1.4308353662490845,8,0,,12,4.660686492919922,17,1,0.0,0,w16,False
w16,,1.0555706167213703,1.0,0.0,1.255760669708252,,0,0,2.2953295707702637,-3.1946358680725098,0.017791936174035072,0.0,4,0.0,0,2.873614418598967,0.2956742913211201,1.0,0.42857142857142855,4,12,45,12,chain-309462-d4,5,1.3810877799987793,0,0.4247105121612549,4,"[[21, 28], [42, 56], [63, 70]]",0.021565299946814775,0,28,28,7,5.489965438842773,0.7650762650391698,logical_intervals,0.2349237349608302,4.029009819030762,1,71,validation,T2_radius_2,1.4435127973556519,8,2,,28,3.724489688873291,17,1,0.4694019737180497,16,w16,False
w16,,1.1471945484597381,1.0,0.0,1.2973076105117798,,0,0,2.2892649173736572,-3.3581507205963135,0.017389224842190742,0.0,4,0.04466408956432133,5,3.1493451692833636,0.23389737570323632,1.0,0.3076923076923077,4,12,45,12,chain-309462-d4,5,1.217573642730713,0,0.3727271556854248,4,"[[19, 30], [40, 58], [61, 71]]",0.023456300026737154,0,39,39,7,5.647415637969971,0.7923833073946298,logical_intervals,0.2076166926053702,4.051904678344727,1,71,validation,T3_radius_4,1.3590939044952393,8,4,,43,3.717649221420288,17,1,0.5138218421270722,22,w16,False
w16,,1.3117920374743068,1.0,0.0,1.326096773147583,,0,0,2.0556282997131348,-3.7199959754943848,0.01282369066029787,0.0,4,0.23026559131449176,20,3.712821268945165,0.18517521839658002,1.0,0.2222222222222222,4,12,45,12,chain-309462-d4,5,0.8557281494140625,0,0.47740793228149414,4,"[[15, 34], [36, 71]]",0.022731899982318282,0,54,54,7,5.7756242752075195,0.8353790055689387,logical_intervals,0.16462099443106126,4.356461048126221,1,71,validation,T4_radius_8,1.3258877992630005,8,8,,71,3.7885901927948,17,1,0.41993819585786696,22,w16,False
w16,,1.2751117013945725,1.0,0.0,1.263718605041504,,0,0,2.0866754055023193,-3.3875434398651123,0.014914318919181824,0.0,4,0.22635217442029898,25,3.579101178366767,0.17056336169480346,1.0,0.1875,4,12,45,12,chain-309462-d4,5,1.1881804466247559,0,0.4794423580169678,4,"[[7, 71]]",0.02120030007790774,0,64,64,7,5.474218845367432,0.8554022532662202,logical_intervals,0.1445977467337798,4.205433368682861,1,71,validation,T5_radius_16,1.4533804655075073,8,16,,127,3.912672996520996,17,1,0.4584867171511178,27,w16,False
w16,,1.0439396716498424,1.0,0.0,1.2970632314682007,,0,0,2.495844602584839,-3.2314608097076416,0.018907079473137856,0.0,4,0.0,0,2.84038518543264,0.45507081700270646,1.0,0.6,4,12,45,12,chain-309462-d4,5,1.3442633152008057,0,0.8771283626556396,4,"[[22, 27], [43, 48], [50, 55], [64, 69]]",0.029477600008249283,0,20,20,7,5.7273054122924805,0.6491358942475927,logical_intervals,0.35086410575240734,3.9682188034057617,1,71,validation,T6_whole_fact,1.3412684202194214,8,,,20,4.430280685424805,17,1,0.1940650772448862,8,w16,False
