dataset,example_id,condition,stride,candidate_chunks,cached_ensemble_routing_ms_per_call,amortized_routing_ms_per_token,routing_dots_per_seed_per_call,routing_dots_five_seed_ensemble_per_call,routing_index_bytes_per_chunk_per_seed,routing_index_bytes_per_chunk_five_seed_ensemble,temporal_buffer_bytes_per_seed,index_construction_ms_five_seed_ensemble
hotpotqa,5a714b645542994082a3e78b,selected_temporal,8,40,1.1576600023545325,0.14470750029431656,40960,204800,2048,10240,128,5.147099960595369
hotpotqa,5abce85755429959677d6b3e,b1_current,1,62,1.6799399978481233,1.6799399978481233,31744,158720,2048,10240,64,10.444500017911196
hotpotqa,5abce85755429959677d6b3e,selected_temporal,1,62,1.474050001706928,1.474050001706928,63488,317440,2048,10240,128,10.444500017911196
hotpotqa,5abce85755429959677d6b3e,selected_temporal,2,62,1.474050001706928,0.737025000853464,63488,317440,2048,10240,128,10.444500017911196
hotpotqa,5abce85755429959677d6b3e,selected_temporal,4,62,1.474050001706928,0.368512500426732,63488,317440,2048,10240,128,10.444500017911196
hotpotqa,5abce85755429959677d6b3e,selected_temporal,8,62,1.474050001706928,0.184256250213366,63488,317440,2048,10240,128,10.444500017911196
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,b1_current,1,176,2.3063099943101406,2.3063099943101406,90112,450560,2048,10240,64,26.964799966663122
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,selected_temporal,1,176,2.9035499901510775,2.9035499901510775,180224,901120,2048,10240,128,26.964799966663122
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,selected_temporal,2,176,2.9035499901510775,1.4517749950755388,180224,901120,2048,10240,128,26.964799966663122
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,selected_temporal,4,176,2.9035499901510775,0.7258874975377694,180224,901120,2048,10240,128,26.964799966663122
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,selected_temporal,8,176,2.9035499901510775,0.3629437487688847,180224,901120,2048,10240,128,26.964799966663122
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,b1_current,1,112,2.27839999133721,2.27839999133721,57344,286720,2048,10240,64,18.931200029328465
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,selected_temporal,1,112,2.1164949983358383,2.1164949983358383,114688,573440,2048,10240,128,18.931200029328465
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,selected_temporal,2,112,2.1164949983358383,1.0582474991679192,114688,573440,2048,10240,128,18.931200029328465
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,selected_temporal,4,112,2.1164949983358383,0.5291237495839596,114688,573440,2048,10240,128,18.931200029328465
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,selected_temporal,8,112,2.1164949983358383,0.2645618747919798,114688,573440,2048,10240,128,18.931200029328465
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,b1_current,1,161,2.2417300031520426,2.2417300031520426,82432,412160,2048,10240,64,26.459199842065573
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,selected_temporal,1,161,2.892904996406287,2.892904996406287,164864,824320,2048,10240,128,26.459199842065573
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,selected_temporal,2,161,2.892904996406287,1.4464524982031435,164864,824320,2048,10240,128,26.459199842065573
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,selected_temporal,4,161,2.892904996406287,0.7232262491015717,164864,824320,2048,10240,128,26.459199842065573
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,selected_temporal,8,161,2.892904996406287,0.36161312455078587,164864,824320,2048,10240,128,26.459199842065573
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,b1_current,1,94,1.6985650057904422,1.6985650057904422,48128,240640,2048,10240,64,14.692299999296665
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,selected_temporal,1,94,2.7299099951051176,2.7299099951051176,96256,481280,2048,10240,128,14.692299999296665
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,selected_temporal,2,94,2.7299099951051176,1.3649549975525588,96256,481280,2048,10240,128,14.692299999296665
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,selected_temporal,4,94,2.7299099951051176,0.6824774987762794,96256,481280,2048,10240,128,14.692299999296665
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,selected_temporal,8,94,2.7299099951051176,0.3412387493881397,96256,481280,2048,10240,128,14.692299999296665
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,b1_current,1,109,1.6704399953596294,1.6704399953596294,55808,279040,2048,10240,64,17.638100078329444
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,selected_temporal,1,109,2.025920001324266,2.025920001324266,111616,558080,2048,10240,128,17.638100078329444
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,selected_temporal,2,109,2.025920001324266,1.012960000662133,111616,558080,2048,10240,128,17.638100078329444
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,selected_temporal,4,109,2.025920001324266,0.5064800003310665,111616,558080,2048,10240,128,17.638100078329444
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,selected_temporal,8,109,2.025920001324266,0.2532400001655333,111616,558080,2048,10240,128,17.638100078329444
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,b1_current,1,127,1.758809993043542,1.758809993043542,65024,325120,2048,10240,64,20.401099929586053
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,selected_temporal,1,127,2.0155449979938567,2.0155449979938567,130048,650240,2048,10240,128,20.401099929586053
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,selected_temporal,2,127,2.0155449979938567,1.0077724989969283,130048,650240,2048,10240,128,20.401099929586053
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,selected_temporal,4,127,2.0155449979938567,0.5038862494984642,130048,650240,2048,10240,128,20.401099929586053
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,selected_temporal,8,127,2.0155449979938567,0.2519431247492321,130048,650240,2048,10240,128,20.401099929586053
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,b1_current,1,88,2.019205002579838,2.019205002579838,45056,225280,2048,10240,64,13.727599987760186
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,selected_temporal,1,88,2.1448699990287423,2.1448699990287423,90112,450560,2048,10240,128,13.727599987760186
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,selected_temporal,2,88,2.1448699990287423,1.0724349995143712,90112,450560,2048,10240,128,13.727599987760186
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,selected_temporal,4,88,2.1448699990287423,0.5362174997571856,90112,450560,2048,10240,128,13.727599987760186
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,selected_temporal,8,88,2.1448699990287423,0.2681087498785928,90112,450560,2048,10240,128,13.727599987760186
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,b1_current,1,290,2.54848999902606,2.54848999902606,148480,742400,2048,10240,64,45.04829994402826
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,selected_temporal,1,290,3.524644998833537,3.524644998833537,296960,1484800,2048,10240,128,45.04829994402826
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,selected_temporal,2,290,3.524644998833537,1.7623224994167686,296960,1484800,2048,10240,128,45.04829994402826
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,selected_temporal,4,290,3.524644998833537,0.8811612497083843,296960,1484800,2048,10240,128,45.04829994402826
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,selected_temporal,8,290,3.524644998833537,0.44058062485419214,296960,1484800,2048,10240,128,45.04829994402826
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,b1_current,1,111,1.575454999692738,1.575454999692738,56832,284160,2048,10240,64,18.876600079238415
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,selected_temporal,1,111,2.062530000694096,2.062530000694096,113664,568320,2048,10240,128,18.876600079238415
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,selected_temporal,2,111,2.062530000694096,1.031265000347048,113664,568320,2048,10240,128,18.876600079238415
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,selected_temporal,4,111,2.062530000694096,0.515632500173524,113664,568320,2048,10240,128,18.876600079238415
qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,selected_temporal,8,111,2.062530000694096,0.257816250086762,113664,568320,2048,10240,128,18.876600079238415
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,b1_current,1,148,1.9495050073601305,1.9495050073601305,75776,378880,2048,10240,64,23.509900085628033
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,selected_temporal,1,148,2.524039999116212,2.524039999116212,151552,757760,2048,10240,128,23.509900085628033
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,selected_temporal,2,148,2.524039999116212,1.262019999558106,151552,757760,2048,10240,128,23.509900085628033
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,selected_temporal,4,148,2.524039999116212,0.631009999779053,151552,757760,2048,10240,128,23.509900085628033
qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,selected_temporal,8,148,2.524039999116212,0.3155049998895265,151552,757760,2048,10240,128,23.509900085628033
qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,b1_current,1,206,2.3515949957072735,2.3515949957072735,105472,527360,2048,10240,64,33.11819978989661
qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,selected_temporal,1,206,3.063510009087622,3.063510009087622,210944,1054720,2048,10240,128,33.11819978989661
qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,selected_temporal,2,206,3.063510009087622,1.531755004543811,210944,1054720,2048,10240,128,33.11819978989661
qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,selected_temporal,4,206,3.063510009087622,0.7658775022719055,210944,1054720,2048,10240,128,33.11819978989661
qasper,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,selected_temporal,8,206,3.063510009087622,0.38293875113595277,210944,1054720,2048,10240,128,33.11819978989661
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,b1_current,1,72,1.6952449921518564,1.6952449921518564,36864,184320,2048,10240,64,10.530399857088923
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,selected_temporal,1,72,1.8063149997033179,1.8063149997033179,73728,368640,2048,10240,128,10.530399857088923
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,selected_temporal,2,72,1.8063149997033179,0.9031574998516589,73728,368640,2048,10240,128,10.530399857088923
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,selected_temporal,4,72,1.8063149997033179,0.45157874992582947,73728,368640,2048,10240,128,10.530399857088923
qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,selected_temporal,8,72,1.8063149997033179,0.22578937496291474,73728,368640,2048,10240,128,10.530399857088923
qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,b1_current,1,68,1.2953099911101162,1.2953099911101162,34816,174080,2048,10240,64,9.573200019076467
qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,selected_temporal,1,68,2.3413849994540215,2.3413849994540215,69632,348160,2048,10240,128,9.573200019076467
qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,selected_temporal,2,68,2.3413849994540215,1.1706924997270107,69632,348160,2048,10240,128,9.573200019076467
qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,selected_temporal,4,68,2.3413849994540215,0.5853462498635054,69632,348160,2048,10240,128,9.573200019076467
qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,selected_temporal,8,68,2.3413849994540215,0.2926731249317527,69632,348160,2048,10240,128,9.573200019076467
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,b1_current,1,161,2.467759989667684,2.467759989667684,82432,412160,2048,10240,64,25.427700020372868
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,selected_temporal,1,161,2.5613700039684772,2.5613700039684772,164864,824320,2048,10240,128,25.427700020372868
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,selected_temporal,2,161,2.5613700039684772,1.2806850019842386,164864,824320,2048,10240,128,25.427700020372868
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,selected_temporal,4,161,2.5613700039684772,0.6403425009921193,164864,824320,2048,10240,128,25.427700020372868
qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,selected_temporal,8,161,2.5613700039684772,0.32017125049605966,164864,824320,2048,10240,128,25.427700020372868
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,b1_current,1,189,2.882254996802658,2.882254996802658,96768,483840,2048,10240,64,30.025099869817495
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,selected_temporal,1,189,2.709290001075715,2.709290001075715,193536,967680,2048,10240,128,30.025099869817495
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,selected_temporal,2,189,2.709290001075715,1.3546450005378574,193536,967680,2048,10240,128,30.025099869817495
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,selected_temporal,4,189,2.709290001075715,0.6773225002689287,193536,967680,2048,10240,128,30.025099869817495
qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,selected_temporal,8,189,2.709290001075715,0.33866125013446435,193536,967680,2048,10240,128,30.025099869817495
qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,b1_current,1,170,2.623009996023029,2.623009996023029,87040,435200,2048,10240,64,25.55060014128685
qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,selected_temporal,1,170,2.6721599977463484,2.6721599977463484,174080,870400,2048,10240,128,25.55060014128685
qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,selected_temporal,2,170,2.6721599977463484,1.3360799988731742,174080,870400,2048,10240,128,25.55060014128685
qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,selected_temporal,4,170,2.6721599977463484,0.6680399994365871,174080,870400,2048,10240,128,25.55060014128685
qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,selected_temporal,8,170,2.6721599977463484,0.33401999971829355,174080,870400,2048,10240,128,25.55060014128685
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,b1_current,1,34,1.305184990633279,1.305184990633279,17408,87040,2048,10240,64,5.1830001175403595
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,selected_temporal,1,34,1.5476850094273686,1.5476850094273686,34816,174080,2048,10240,128,5.1830001175403595
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,selected_temporal,2,34,1.5476850094273686,0.7738425047136843,34816,174080,2048,10240,128,5.1830001175403595
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,selected_temporal,4,34,1.5476850094273686,0.38692125235684216,34816,174080,2048,10240,128,5.1830001175403595
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,selected_temporal,8,34,1.5476850094273686,0.19346062617842108,34816,174080,2048,10240,128,5.1830001175403595
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,b1_current,1,25,1.0148499975912273,1.0148499975912273,12800,64000,2048,10240,64,4.637399921193719
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,selected_temporal,1,25,1.0689100017771125,1.0689100017771125,25600,128000,2048,10240,128,4.637399921193719
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,selected_temporal,2,25,1.0689100017771125,0.5344550008885562,25600,128000,2048,10240,128,4.637399921193719
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,selected_temporal,4,25,1.0689100017771125,0.2672275004442781,25600,128000,2048,10240,128,4.637399921193719
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,selected_temporal,8,25,1.0689100017771125,0.13361375022213906,25600,128000,2048,10240,128,4.637399921193719
