dataset,split,example_id,anchor,condition,delay,look_ahead,router_call,routing_dots,churn,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,requested_chunks,normalized_entropy,top1_margin
hotpotqa,validation,5a8cefc155429941ae14df55,1,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,2,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,2,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,3,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,3,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,4,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,4,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,5,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,5,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,6,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,6,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,7,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,7,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,8,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,8,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,9,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,9,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,10,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,10,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,11,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,11,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,12,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,12,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,13,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,13,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,14,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,14,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,15,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,15,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,16,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,16,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,17,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,17,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,18,fixed_delay_1,1,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,18,known_future_1,0,1,1,92160,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,0,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,0,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,1,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,1,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,2,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,2,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,3,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,3,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,4,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,4,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,5,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,5,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,6,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,6,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,7,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,7,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,8,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,8,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,9,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,9,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,10,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,10,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,11,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,11,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,12,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,12,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,13,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,13,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,14,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,14,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,15,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,15,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,16,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,16,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,17,fixed_delay_2,2,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,17,known_future_2,0,2,1,122880,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,0,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,0,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,1,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,1,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,2,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,2,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,3,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,3,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,4,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,4,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,5,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,5,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,6,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,6,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,7,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,7,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,8,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,8,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,9,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,9,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,10,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,10,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,11,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,11,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,12,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,12,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,13,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,13,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,14,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,14,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,15,fixed_delay_4,4,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,15,known_future_4,0,4,1,184320,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,0,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,0,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,1,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,1,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,2,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,2,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,3,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,3,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,4,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,4,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,5,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,5,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,6,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,6,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,7,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,7,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,8,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,8,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,9,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,9,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,10,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,10,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,11,fixed_delay_8,8,0,1,61440,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,11,known_future_8,0,8,1,307200,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,nan,nan
hotpotqa,validation,5a8cefc155429941ae14df55,0,margin_threshold,3,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7533950209617615,0.7411003112792969
hotpotqa,validation,5a8cefc155429941ae14df55,1,margin_threshold,2,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7533950209617615,0.7411003112792969
hotpotqa,validation,5a8cefc155429941ae14df55,2,margin_threshold,1,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7533950209617615,0.7411003112792969
hotpotqa,validation,5a8cefc155429941ae14df55,3,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7533950209617615,0.7411003112792969
hotpotqa,validation,5a8cefc155429941ae14df55,4,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.6956912279129028,0.8608989715576172
hotpotqa,validation,5a8cefc155429941ae14df55,5,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.6669551134109497,0.8428306579589844
hotpotqa,validation,5a8cefc155429941ae14df55,6,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.6932679414749146,0.8901309967041016
hotpotqa,validation,5a8cefc155429941ae14df55,7,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7333053946495056,0.6990375518798828
hotpotqa,validation,5a8cefc155429941ae14df55,8,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7247824668884277,0.7186393737792969
hotpotqa,validation,5a8cefc155429941ae14df55,9,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7384701371192932,0.6879615783691406
hotpotqa,validation,5a8cefc155429941ae14df55,10,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7621997594833374,0.6264686584472656
hotpotqa,validation,5a8cefc155429941ae14df55,11,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7339833974838257,0.7159767150878906
hotpotqa,validation,5a8cefc155429941ae14df55,12,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.6804878115653992,0.7707901000976562
hotpotqa,validation,5a8cefc155429941ae14df55,13,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.6750562191009521,0.7287578582763672
hotpotqa,validation,5a8cefc155429941ae14df55,14,margin_threshold,0,0,1,0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,4.0,0.7463018298149109,0.7478160858154297
