all_candidate_full_tokens,amortized_wall_seconds,batch_size,batch_wall_seconds,candidate_count,candidate_names,candidate_ranks,candidate_sources,candidate_view,catalog_size,channel_agreement,choice_correct,choice_margin,chosen_tool,conditional_choice_denominator,generated_text,generated_tokens,max_candidates,policy,prompt_tokens,query_id,raw_label_response,scoring_device,seed,selected_mean_log_probability,selection_view_tokens,target_in_palette,target_name,ttft_method,ttft_seconds_upper_bound,unsafe_candidates,unsafe_choice,unsafe_exposure,useful_candidates
1912,6.403181900037453,1,6.403181900037453,6,validate_user|verify_user_04941|verify_account_02915|verify_user_02735|verify_account_05421|verify_account_06725,embedding:2,embedding,compact,8192,1,0,,validate_user,0,"{""capability"":""validate_user""}",2,6,A1_fused,998,update_user-h4-en-1, 0,cpu:q4_ollama,11,,866,0,update_user,ollama_total_call_upper_bound,6.403181900037453,,0,0,validate_user
2569,7.1982670000288635,1,7.1982670000288635,8,validate_user|verify_user_04941|verify_account_02915|verify_user_02735|verify_account_05421|verify_account_06725|validate_account_02415|verify_profile_01241,,,compact,8192,0,0,,validate_account_02415,0,"{""capability"":""validate_account_02415""}",2,8,A1_fused,1326,update_user-h4-en-1, 6,cpu:q4_ollama,11,,1170,0,update_user,ollama_total_call_upper_bound,7.1982670000288635,,0,0,validate_user
3232,8.030376800103113,1,8.030376800103113,10,validate_user|verify_user_04941|verify_account_02915|verify_user_02735|verify_account_05421|verify_account_06725|validate_account_02415|verify_profile_01241|validate_account_06845|validate_account_01621,embedding:2,embedding,compact,8192,1,0,,validate_user,0,"{""capability"":""validate_user""}",2,10,A1_fused,1654,update_user-h4-en-1, 0,cpu:q4_ollama,11,,1474,0,update_user,ollama_total_call_upper_bound,8.030376800103113,,0,0,validate_user
654,4.640993200009689,1,4.640993200009689,2,add_account_01573|add_article_01423,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_01573,0,"{""capability"":""add_account_01573""}",2,2,A2_raw_union,390,update_user-h4-en-1, 0,cpu:q4_ollama,11,,300,0,update_user,ollama_total_call_upper_bound,4.640993200009689,,0,0,
1311,5.616485999897122,1,5.616485999897122,4,add_account_01573|add_article_01423|verify_account_02915|add_user_00447,embedding:1,embedding,compact,8192,1,0,,verify_account_02915,0,"{""capability"":""verify_account_02915""}",2,4,A2_raw_union,716,update_user-h4-en-1, 2,cpu:q4_ollama,11,,602,0,update_user,ollama_total_call_upper_bound,5.616485999897122,,0,0,
1967,6.454001899808645,1,6.454001899808645,6,add_account_01573|add_article_01423|verify_account_02915|add_user_00447|add_account_01708|add_article_02756,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_01573,0,"{""capability"":""add_account_01573""}",2,6,A2_raw_union,1040,update_user-h4-en-1, 0,cpu:q4_ollama,11,,902,0,update_user,ollama_total_call_upper_bound,6.454001899808645,,0,0,
2556,6.360031200107187,1,6.360031200107187,8,add_account_01573|add_article_01423|verify_account_02915|add_user_00447|add_account_01708|add_article_02756|validate_user|add_user_00746,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_01573,0,"{""capability"":""add_account_01573""}",2,8,A2_raw_union,1314,update_user-h4-en-1, 0,cpu:q4_ollama,11,,1158,0,update_user,ollama_total_call_upper_bound,6.360031200107187,,0,0,validate_user
3215,7.956550099886954,1,7.956550099886954,10,add_account_01573|add_article_01423|verify_account_02915|add_user_00447|add_account_01708|add_article_02756|validate_user|add_user_00746|add_account_01819|add_article_03331,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_account_01573,0,"{""capability"":""add_account_01573""}",2,10,A2_raw_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,11,,1458,0,update_user,ollama_total_call_upper_bound,7.956550099886954,,0,0,validate_user
654,4.665235500084236,1,4.665235500084236,2,add_article_01423|add_account_01573,bm25:1,bm25,compact,8192,1,0,,add_article_01423,0,"{""capability"":""add_article_01423""}",2,2,A3_diversity_union,390,update_user-h4-en-1, 0,cpu:q4_ollama,11,,300,0,update_user,ollama_total_call_upper_bound,4.665235500084236,,0,0,
1311,5.658263299847022,1,5.658263299847022,4,add_article_01423|add_account_01573|add_user_00447|verify_account_02915,bm25:1,bm25,compact,8192,1,0,,add_article_01423,0,"{""capability"":""add_article_01423""}",2,4,A3_diversity_union,716,update_user-h4-en-1, 0,cpu:q4_ollama,11,,602,0,update_user,ollama_total_call_upper_bound,5.658263299847022,,0,0,
1967,6.38829500018619,1,6.38829500018619,6,add_article_01423|add_account_01573|add_user_00447|verify_account_02915|add_article_02756|add_account_01708,bm25:1,bm25,compact,8192,1,0,,add_article_01423,0,"{""capability"":""add_article_01423""}",2,6,A3_diversity_union,1040,update_user-h4-en-1, 0,cpu:q4_ollama,11,,902,0,update_user,ollama_total_call_upper_bound,6.38829500018619,,0,0,
2556,6.3269727998413146,1,6.3269727998413146,8,add_article_01423|add_account_01573|add_user_00447|verify_account_02915|add_article_02756|add_account_01708|add_user_00746|validate_user,bm25:1,bm25,compact,8192,1,0,,add_article_01423,0,"{""capability"":""add_article_01423""}",2,8,A3_diversity_union,1314,update_user-h4-en-1, 0,cpu:q4_ollama,11,,1158,0,update_user,ollama_total_call_upper_bound,6.3269727998413146,,0,0,validate_user
3215,8.056199299870059,1,8.056199299870059,10,add_article_01423|add_account_01573|add_user_00447|verify_account_02915|add_article_02756|add_account_01708|add_user_00746|validate_user|add_article_03331|add_account_01819,bm25:1,bm25,compact,8192,1,0,,add_article_01423,0,"{""capability"":""add_article_01423""}",2,10,A3_diversity_union,1638,update_user-h4-en-1, 0,cpu:q4_ollama,11,,1458,0,update_user,ollama_total_call_upper_bound,8.056199299870059,,0,0,validate_user
660,4.635971000185236,1,4.635971000185236,2,search_report_03508|search_report_03258,,,compact,8192,0,0,,search_report_03508,0,"{""capability"":""search_report_03508""}",2,2,A1_fused,383,search_document-h1-en-1, 0,cpu:q4_ollama,11,,304,0,search_document,ollama_total_call_upper_bound,4.635971000185236,,0,0,
1322,5.816423099953681,1,5.816423099953681,4,search_report_03508|search_report_03258|search_issue_03532|search_artifact_05420,,,compact,8192,0,0,,search_report_03508,0,"{""capability"":""search_report_03508""}",2,4,A1_fused,716,search_document-h1-en-1, 0,cpu:q4_ollama,11,,612,0,search_document,ollama_total_call_upper_bound,5.816423099953681,,0,0,
1985,6.559469999978319,1,6.559469999978319,6,search_report_03508|search_report_03258|search_issue_03532|search_artifact_05420|search_artifact_02942|search_issue_01252,,,compact,8192,0,0,,search_report_03508,0,"{""capability"":""search_report_03508""}",2,6,A1_fused,1049,search_document-h1-en-1, 0,cpu:q4_ollama,11,,920,0,search_document,ollama_total_call_upper_bound,6.559469999978319,,0,0,
2643,7.424005500040948,1,7.424005500040948,8,search_report_03508|search_report_03258|search_issue_03532|search_artifact_05420|search_artifact_02942|search_issue_01252|search_issue_00985|search_issue_00640,,,compact,8192,0,0,,search_report_03508,0,"{""capability"":""search_report_03508""}",2,8,A1_fused,1377,search_document-h1-en-1, 0,cpu:q4_ollama,11,,1224,0,search_document,ollama_total_call_upper_bound,7.424005500040948,,0,0,
3302,8.136435799999163,1,8.136435799999163,10,search_report_03508|search_report_03258|search_issue_03532|search_artifact_05420|search_artifact_02942|search_issue_01252|search_issue_00985|search_issue_00640|search_report_02282|search_report_02922,,,compact,8192,0,0,,search_report_03508,0,"{""capability"":""search_report_03508""}",2,10,A1_fused,1705,search_document-h1-en-1, 0,cpu:q4_ollama,11,,1528,0,search_document,ollama_total_call_upper_bound,8.136435799999163,,0,0,
583,3.9100838999729604,1,3.9100838999729604,2,find_account_01137|get_user,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_01137,0,"{""capability"":""find_account_01137""}",2,2,A2_raw_union,329,search_document-h1-en-1, 0,cpu:q4_ollama,11,,256,0,search_document,ollama_total_call_upper_bound,3.9100838999729604,,0,0,
1249,5.605681000044569,1,5.605681000044569,4,find_account_01137|get_user|lookup_article_01563|search_account_02100,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_01137,0,"{""capability"":""find_account_01137""}",2,4,A2_raw_union,657,search_document-h1-en-1, 0,cpu:q4_ollama,11,,560,0,search_document,ollama_total_call_upper_bound,5.605681000044569,,0,0,
1907,6.1333151999861,1,6.1333151999861,6,find_account_01137|get_user|lookup_article_01563|search_account_02100|add_account_01573|find_account_02065,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_01137,0,"{""capability"":""find_account_01137""}",2,6,A2_raw_union,983,search_document-h1-en-1, 0,cpu:q4_ollama,11,,862,0,search_document,ollama_total_call_upper_bound,6.1333151999861,,0,0,
2492,6.072990099899471,1,6.072990099899471,8,find_account_01137|get_user|lookup_article_01563|search_account_02100|add_account_01573|find_account_02065|read_document|lookup_issue_05950,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_01137,0,"{""capability"":""find_account_01137""}",2,8,A2_raw_union,1251,search_document-h1-en-1, 0,cpu:q4_ollama,11,,1112,0,search_document,ollama_total_call_upper_bound,6.072990099899471,,0,0,
3145,7.822194500127807,1,7.822194500127807,10,find_account_01137|get_user|lookup_article_01563|search_account_02100|add_account_01573|find_account_02065|read_document|lookup_issue_05950|search_account_03858|add_account_01708,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,find_account_01137,0,"{""capability"":""find_account_01137""}",2,10,A2_raw_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,11,,1414,0,search_document,ollama_total_call_upper_bound,7.822194500127807,,0,0,
586,3.8051204001531005,1,3.8051204001531005,2,get_user|add_account_01573,bm25:1,bm25,compact,8192,1,0,,get_user,0,"{""capability"":""get_user""}",2,2,A3_diversity_union,327,search_document-h1-en-1, 0,cpu:q4_ollama,11,,254,0,search_document,ollama_total_call_upper_bound,3.8051204001531005,,0,0,
1240,5.471376900095493,1,5.471376900095493,4,get_user|add_account_01573|search_account_02100|find_account_01137,bm25:1,bm25,compact,8192,1,0,,get_user,0,"{""capability"":""get_user""}",2,4,A3_diversity_union,655,search_document-h1-en-1, 0,cpu:q4_ollama,11,,558,0,search_document,ollama_total_call_upper_bound,5.471376900095493,,0,0,
1828,5.2449016000609845,1,5.2449016000609845,6,get_user|add_account_01573|search_account_02100|find_account_01137|lookup_article_01563|read_document,bm25:1,bm25,compact,8192,1,0,,get_user,0,"{""capability"":""get_user""}",2,6,A3_diversity_union,923,search_document-h1-en-1, 0,cpu:q4_ollama,11,,808,0,search_document,ollama_total_call_upper_bound,5.2449016000609845,,0,0,
2481,6.91519570001401,1,6.91519570001401,8,get_user|add_account_01573|search_account_02100|find_account_01137|lookup_article_01563|read_document|add_account_01708|search_account_03858,bm25:1,bm25,compact,8192,1,0,,get_user,0,"{""capability"":""get_user""}",2,8,A3_diversity_union,1249,search_document-h1-en-1, 0,cpu:q4_ollama,11,,1110,0,search_document,ollama_total_call_upper_bound,6.91519570001401,,0,0,
3145,7.802396600134671,1,7.802396600134671,10,get_user|add_account_01573|search_account_02100|find_account_01137|lookup_article_01563|read_document|add_account_01708|search_account_03858|find_account_02065|lookup_issue_05950,bm25:1,bm25,compact,8192,1,0,,get_user,0,"{""capability"":""get_user""}",2,10,A3_diversity_union,1577,search_document-h1-en-1, 0,cpu:q4_ollama,11,,1414,0,search_document,ollama_total_call_upper_bound,7.802396600134671,,0,0,
653,4.715140999993309,1,4.715140999993309,2,check_package_00742|export_package_02467,embedding:1,embedding,compact,8192,1,0,,check_package_00742,0,"{""capability"":""check_package_00742""}",2,2,A1_fused,388,export_document-h2-en-1, 0,cpu:q4_ollama,11,,306,0,export_document,ollama_total_call_upper_bound,4.715140999993309,,0,0,
1308,5.710235300008208,1,5.710235300008208,4,check_package_00742|export_package_02467|package_report_06842|add_package_03425,embedding:2,embedding,compact,8192,1,0,,package_report_06842,0,"{""capability"":""package_report_06842""}",2,4,A1_fused,715,export_document-h2-en-1, 2,cpu:q4_ollama,11,,609,0,export_document,ollama_total_call_upper_bound,5.710235300008208,,0,0,
1942,5.950036599999294,1,5.950036599999294,6,check_package_00742|export_package_02467|package_report_06842|add_package_03425|export_document|export_package_06298,embedding:1,embedding,compact,8192,1,0,,check_package_00742,1,"{""capability"":""check_package_00742""}",2,6,A1_fused,1009,export_document-h2-en-1, 0,cpu:q4_ollama,11,,885,1,export_document,ollama_total_call_upper_bound,5.950036599999294,,0,0,export_document
2605,7.109775800025091,1,7.109775800025091,8,check_package_00742|export_package_02467|package_report_06842|add_package_03425|export_document|export_package_06298|package_text_02595|archive_package_00643,keyword_synonym:2,keyword_synonym,compact,8192,1,0,,export_package_06298,1,"{""capability"":""export_package_06298""}",2,8,A1_fused,1338,export_document-h2-en-1, 5,cpu:q4_ollama,11,,1190,1,export_document,ollama_total_call_upper_bound,7.109775800025091,,0,0,export_document
3263,8.119508700212464,1,8.119508700212464,10,check_package_00742|export_package_02467|package_report_06842|add_package_03425|export_document|export_package_06298|package_text_02595|archive_package_00643|archive_package_01348|archive_package_05010,embedding:1,embedding,compact,8192,1,0,,check_package_00742,1,"{""capability"":""check_package_00742""}",2,10,A1_fused,1668,export_document-h2-en-1, 0,cpu:q4_ollama,11,,1496,1,export_document,ollama_total_call_upper_bound,8.119508700212464,,0,0,export_document
578,3.8085111000109464,1,3.8085111000109464,2,add_package_00588|archive_report,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_package_00588,0,"{""capability"":""add_package_00588""}",2,2,A2_raw_union,326,export_document-h2-en-1, 0,cpu:q4_ollama,11,,250,0,export_document,ollama_total_call_upper_bound,3.8085111000109464,,0,0,
1231,5.542246400145814,1,5.542246400145814,4,add_package_00588|archive_report|check_package_00742|export_package_02467,auto_keyword:1|keyword_synonym:4|auto_tag_concept:1,auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,3,0,,add_package_00588,0,"{""capability"":""add_package_00588""}",2,4,A2_raw_union,656,export_document-h2-en-1, 0,cpu:q4_ollama,11,,556,0,export_document,ollama_total_call_upper_bound,5.542246400145814,,0,0,
1861,5.681722899898887,1,5.681722899898887,6,add_package_00588|archive_report|check_package_00742|export_package_02467|add_package_00738|export_document,auto_keyword:1|keyword_synonym:4|auto_tag_concept:1,auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,3,0,,add_package_00588,1,"{""capability"":""add_package_00588""}",2,6,A2_raw_union,948,export_document-h2-en-1, 0,cpu:q4_ollama,11,,830,1,export_document,ollama_total_call_upper_bound,5.681722899898887,,0,0,export_document
2522,7.0510966998990625,1,7.0510966998990625,8,add_package_00588|archive_report|check_package_00742|export_package_02467|add_package_00738|export_document|package_report_06842|export_package_06298,auto_keyword:1|keyword_synonym:4|auto_tag_concept:1,auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,3,0,,add_package_00588,1,"{""capability"":""add_package_00588""}",2,8,A2_raw_union,1277,export_document-h2-en-1, 0,cpu:q4_ollama,11,,1135,1,export_document,ollama_total_call_upper_bound,7.0510966998990625,,0,0,export_document
3176,7.860561500070617,1,7.860561500070617,10,add_package_00588|archive_report|check_package_00742|export_package_02467|add_package_00738|export_document|package_report_06842|export_package_06298|add_package_01052|add_package_03425,bm25:9|auto_keyword:1|keyword_synonym:4|auto_tag_concept:1,bm25|auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,4,0,,add_package_00588,1,"{""capability"":""add_package_00588""}",2,10,A2_raw_union,1603,export_document-h2-en-1, 0,cpu:q4_ollama,11,,1437,1,export_document,ollama_total_call_upper_bound,7.860561500070617,,0,0,export_document
578,3.804374000057578,1,3.804374000057578,2,archive_report|add_package_00588,auto_keyword:1|auto_tag_concept:1,auto_keyword|auto_tag_concept,compact,8192,2,0,,add_package_00588,0,"{""capability"":""add_package_00588""}",2,2,A3_diversity_union,326,export_document-h2-en-1, 1,cpu:q4_ollama,11,,250,0,export_document,ollama_total_call_upper_bound,3.804374000057578,,0,0,
1231,5.560876999981701,1,5.560876999981701,4,archive_report|add_package_00588|export_package_02467|check_package_00742,bm25:1,bm25,compact,8192,1,0,,archive_report,0,"{""capability"":""archive_report""}",2,4,A3_diversity_union,656,export_document-h2-en-1, 0,cpu:q4_ollama,11,,556,0,export_document,ollama_total_call_upper_bound,5.560876999981701,,0,0,
1861,5.680786600103602,1,5.680786600103602,6,archive_report|add_package_00588|export_package_02467|check_package_00742|export_document|add_package_00738,auto_keyword:1|keyword_synonym:4|auto_tag_concept:1,auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,3,0,,add_package_00588,1,"{""capability"":""add_package_00588""}",2,6,A3_diversity_union,948,export_document-h2-en-1, 1,cpu:q4_ollama,11,,830,1,export_document,ollama_total_call_upper_bound,5.680786600103602,,0,0,export_document
2522,7.042384899919853,1,7.042384899919853,8,archive_report|add_package_00588|export_package_02467|check_package_00742|export_document|add_package_00738|export_package_06298|package_report_06842,auto_keyword:2|keyword_synonym:5|auto_tag_concept:2,auto_keyword|keyword_synonym|auto_tag_concept,compact,8192,3,0,,add_package_00738,1,"{""capability"":""add_package_00738""}",2,8,A3_diversity_union,1277,export_document-h2-en-1, 5,cpu:q4_ollama,11,,1135,1,export_document,ollama_total_call_upper_bound,7.042384899919853,,0,0,export_document
3181,7.695532100042328,1,7.695532100042328,10,archive_report|add_package_00588|export_package_02467|check_package_00742|export_document|add_package_00738|export_package_06298|package_report_06842|package_package_00103|add_package_01052,bm25:1,bm25,compact,8192,1,0,,archive_report,1,"{""capability"":""archive_report""}",2,10,A3_diversity_union,1605,export_document-h2-en-1, 0,cpu:q4_ollama,11,,1439,1,export_document,ollama_total_call_upper_bound,7.695532100042328,,0,0,export_document
613,4.001390799880028,1,4.001390799880028,2,create_work_item_01518|create_issue,keyword_synonym:1,keyword_synonym,compact,8192,1,0,,create_work_item_01518,1,"{""capability"":""create_work_item_01518""}",2,2,A1_fused,341,create_issue-h1-en-1, 0,cpu:q4_ollama,11,,264,1,create_issue,ollama_total_call_upper_bound,4.001390799880028,,0,0,create_issue
1290,5.747228299966082,1,5.747228299966082,4,create_work_item_01518|create_issue|build_work_item_00716|build_work_item_00678,keyword_synonym:1,keyword_synonym,compact,8192,1,0,,create_work_item_01518,1,"{""capability"":""create_work_item_01518""}",2,4,A1_fused,685,create_issue-h1-en-1, 0,cpu:q4_ollama,11,,582,1,create_issue,ollama_total_call_upper_bound,5.747228299966082,,0,0,create_issue
1965,6.630061599891633,1,6.630061599891633,6,create_work_item_01518|create_issue|build_work_item_00716|build_work_item_00678|create_work_item_04060|build_work_item_07563,keyword_synonym:1,keyword_synonym,compact,8192,1,0,,create_work_item_01518,1,"{""capability"":""create_work_item_01518""}",2,6,A1_fused,1027,create_issue-h1-en-1, 0,cpu:q4_ollama,11,,898,1,create_issue,ollama_total_call_upper_bound,6.630061599891633,,0,0,create_issue
2646,7.558188300114125,1,7.558188300114125,8,create_work_item_01518|create_issue|build_work_item_00716|build_work_item_00678|create_work_item_04060|build_work_item_07563|generate_work_item_00938|generate_work_item_03050,keyword_synonym:2,keyword_synonym,compact,8192,1,0,,create_work_item_04060,1,"{""capability"":""create_work_item_04060""}",2,8,A1_fused,1371,create_issue-h1-en-1, 4,cpu:q4_ollama,11,,1216,1,create_issue,ollama_total_call_upper_bound,7.558188300114125,,0,0,create_issue
3323,8.609249099856243,1,8.609249099856243,10,create_work_item_01518|create_issue|build_work_item_00716|build_work_item_00678|create_work_item_04060|build_work_item_07563|generate_work_item_00938|generate_work_item_03050|generate_work_item_01175|open_work_item_00577,keyword_synonym:1,keyword_synonym,compact,8192,1,0,,create_work_item_01518,1,"{""capability"":""create_work_item_01518""}",2,10,A1_fused,1715,create_issue-h1-en-1, 0,cpu:q4_ollama,11,,1534,1,create_issue,ollama_total_call_upper_bound,8.609249099856243,,0,0,create_issue
609,3.888947600033134,1,3.888947600033134,2,add_article_01423|update_issue,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_article_01423,0,"{""capability"":""add_article_01423""}",2,2,A2_raw_union,335,create_issue-h1-en-1, 0,cpu:q4_ollama,11,,259,0,create_issue,ollama_total_call_upper_bound,3.888947600033134,,0,0,
1271,5.622506899992004,1,5.622506899992004,4,add_article_01423|update_issue|archive_repo_00277|create_work_item_01518,auto_tag_concept:1,auto_tag_concept,compact,8192,1,0,,add_article_01423,0,"{""capability"":""add_article_01423""}",2,4,A2_raw_union,669,create_issue-h1-en-1, 0,cpu:q4_ollama,11,,568,0,create_issue,ollama_total_call_upper_bound,5.622506899992004,,0,0,
