dataset,seed,example_id,relational_gap,delta_any,delta_all,delta_chain,delta_coverage,gap_quartile
qasper,11,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.8459146420160929,0.0,0.0,0.0,0.16666666666666669,2
qasper,23,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,0.8478691339492798,0.0,0.0,0.0,0.19999999999999996,2
qasper,53,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.8561850972473621,-1.0,0.0,-1.0,-0.14285714285714285,3
qasper,71,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.8986956752836704,0.0,0.0,0.0,0.0,3
qasper,71,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.9144179518024127,0.0,0.0,0.0,-0.13333333333333333,3
qasper,37,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,0.9216924346983433,0.0,0.0,0.0,0.0,3
qasper,23,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,0.9253089508662621,0.0,0.0,0.0,-0.16666666666666669,3
qasper,71,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,0.925452584028244,0.0,0.0,0.0,0.0,3
qasper,23,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0.9482504398162875,0.0,0.0,0.0,-0.07142857142857142,3
qasper,53,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0.9577309297663825,-1.0,0.0,-1.0,-0.14285714285714285,3
qasper,71,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.9670383371412754,0.0,0.0,0.0,0.0,3
qasper,37,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0.9733989484608173,0.0,-1.0,0.0,-0.19999999999999996,3
qasper,23,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.9928020238876343,0.0,0.0,0.0,0.0,3
qasper,71,1808.10245:da9c0637623885afaf023a319beee87898948fe9,1.0034256550882543,0.0,0.0,0.0,0.0,3
qasper,71,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,1.0177510545722075,0.0,0.0,0.0,-0.14285714285714285,3
qasper,11,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,1.0356878684117243,0.0,0.0,0.0,0.0,3
qasper,11,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1.0417685893231206,-1.0,0.0,-1.0,-0.14285714285714285,3
qasper,53,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,1.0557904871037374,0.0,0.0,0.0,0.07692307692307693,3
qasper,71,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1.0606935853138566,0.0,0.0,0.0,-0.125,3
qasper,37,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,1.0749207839369774,0.0,0.0,0.0,0.06666666666666667,3
qasper,37,1808.10245:da9c0637623885afaf023a319beee87898948fe9,1.0761203542351723,0.0,0.0,0.0,0.0,4
qasper,23,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,1.0776551741246994,-1.0,0.0,-1.0,-0.07692307692307693,4
qasper,37,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1.1541571505367756,0.0,0.0,0.0,-0.125,4
qasper,71,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,1.1871679574251175,0.0,0.0,0.0,0.0,4
qasper,37,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,1.2113593135561262,0.0,0.0,0.0,0.0,4
qasper,37,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1.2346450430341065,0.0,0.0,0.0,0.0,4
qasper,71,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1.2543072327971458,0.0,0.0,0.0,-0.14285714285714285,4
qasper,71,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,1.2589874794849982,-1.0,0.0,-1.0,-0.07692307692307693,4
qasper,53,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1.2594602912664414,0.0,0.0,0.0,-0.013333333333333336,4
qasper,11,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1.274506190319856,0.0,0.0,0.0,0.0,4
qasper,37,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,1.2753740288317204,0.0,0.0,0.0,0.3333333333333333,4
qasper,37,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1.2779242023825645,0.0,0.0,0.0,0.0,4
qasper,23,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1.2828131492932637,0.0,0.0,0.0,0.0,4
qasper,37,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,1.3476796104357793,0.0,0.0,0.0,-0.07692307692307693,4
qasper,37,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1.4453241569655282,-1.0,0.0,-1.0,-0.14285714285714285,4
qasper,71,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1.5540365607539812,0.0,0.0,0.0,0.013333333333333332,4
qasper,37,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1.6322506884733836,0.0,0.0,0.0,-0.013333333333333336,4
