split,dataset,example_id,initial_action,root_top1_score,root_score_gap,candidate_entropy,channel_agreement,channel_disagreement,address_count,address_rarity,facet_agreement,root_dispersion,evidence_proxy,searched_fraction,remaining_search_fraction,remaining_kv_fraction,root_ids,root_scores,new_addresses,root_embedding_width,root_embedding_norm
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f2.exact,0.75,0.25,0.9952848002857109,0.5,2.0,9,0.8931428483396617,0.5,0.09954917430877686,0.0026507745928552456,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=4,0.75|0.5,countries|immer|rei|released|room|second|speaking|their|z,1024,0.9747949735682963
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f2.bm25,1.0,0.12790714387288005,0.9912418083744395,0.5,2.0,19,0.9782327179681019,0.5,0.15740156173706055,0.004658773318367907,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,1|0.87209286,ases|bourgeois|could|disconnected|empath|established|gate|insider|ize|nickname|norms|only|scandal|simon|te|title|uster|well|world,1024,0.9598431910226531
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f2.approx,0.5048913043478261,0.13322463768115944,0.9983431026792002,0.5,2.0,13,0.9542161723841691,0.5,0.13272625207901,0.0008835521071882798,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,0.5048913|0.37166667,b|countries|det|foreign|het|independent|our|oven|prize|rei|speaking|stil|twin,1024,0.9662488264253608
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f2.hybrid,0.8011375755071639,0.1718326330184936,0.99811530224197,0.5,2.0,14,0.9476393420089652,0.5,0.15101242065429688,0.0010231133785085892,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,0.80113758|0.62930494,accurate|cha|countries|de|don|ix|la|ote|perhaps|qu|rei|scholarly|speaking|time,1024,0.9615058587537216
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f4.semantic,0.9420286417007446,0.011012166738510132,0.999959950056535,0.5,2.0,15,0.9419394223504547,0.75,0.10220664739608765,2.0135230001119647e-05,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=32|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,0.94202864|0.93101647,accurate|cha|de|don|drunk|i|ix|la|originally|ote|perhaps|qu|scholarly|time|written,1024,0.9741131491437057
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f4.exact,0.75,0.25,0.9952848002857109,0.5,2.0,9,0.8931428483396617,0.75,0.09954917430877686,0.0026507745928552456,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=4,0.75|0.5,countries|immer|rei|released|room|second|speaking|their|z,1024,0.9747949735682963
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f4.bm25,1.0,0.12790714387288005,0.9912418083744395,0.5,2.0,19,0.9782327179681019,0.75,0.15740156173706055,0.004658773318367907,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,1|0.87209286,ases|bourgeois|could|disconnected|empath|established|gate|insider|ize|nickname|norms|only|scandal|simon|te|title|uster|well|world,1024,0.9598431910226531
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f4.approx,0.5048913043478261,0.13322463768115944,0.9983431026792002,0.5,2.0,13,0.9542161723841691,0.75,0.13272625207901,0.0008835521071882798,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,0.5048913|0.37166667,b|countries|det|foreign|het|independent|our|oven|prize|rei|speaking|stil|twin,1024,0.9662488264253608
validation,hotpotqa,5a8cefc155429941ae14df55,multiscale.f4.hybrid,0.8011375755071639,0.1718326330184936,0.99811530224197,0.5,2.0,14,0.9476393420089652,0.75,0.15101242065429688,0.0010231133785085892,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,0.80113758|0.62930494,accurate|cha|countries|de|don|ix|la|ote|perhaps|qu|rei|scholarly|speaking|time,1024,0.9615058587537216
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f2.semantic,0.9420286417007446,0.008083730936050415,0.9999590183574053,0.5,2.0,11,0.9082938074898302,1.0,0.09007763862609863,2.057364091367565e-05,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=32|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=40,0.94202864|0.93394491,complete|drunk|execution|i|originally|own|printed|prior|produce|translations|written,1024,0.9772211679582514
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f2.exact,0.75,0.25,0.9952848002857109,0.5,2.0,9,0.8931428483396617,1.0,0.09954917430877686,0.0026507745928552456,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=4,0.75|0.5,countries|immer|rei|released|room|second|speaking|their|z,1024,0.9747949735682963
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f2.bm25,1.0,0.12790714387288005,0.9912418083744395,0.5,2.0,19,0.9782327179681019,1.0,0.15740156173706055,0.004658773318367907,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,1|0.87209286,ases|bourgeois|could|disconnected|empath|established|gate|insider|ize|nickname|norms|only|scandal|simon|te|title|uster|well|world,1024,0.9598431910226531
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f2.approx,0.5048913043478261,0.13322463768115944,0.9983431026792002,0.5,2.0,13,0.9542161723841691,1.0,0.13272625207901,0.0008835521071882798,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,0.5048913|0.37166667,b|countries|det|foreign|het|independent|our|oven|prize|rei|speaking|stil|twin,1024,0.9662488264253608
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f2.hybrid,0.8023933231830596,0.17308838069438925,0.9981097120471913,0.5,2.0,14,0.9476393420089652,1.0,0.15101242065429688,0.001026737069626056,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,0.80239332|0.62930494,accurate|cha|countries|de|don|ix|la|ote|perhaps|qu|rei|scholarly|speaking|time,1024,0.9615058587537216
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f4.semantic,0.9420286417007446,0.008083730936050415,0.9999602994437087,0.5,2.0,11,0.9082938074898302,0.6666666666666666,0.09007763862609863,1.9930508820467765e-05,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=32|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=40,0.94202864|0.93394491,complete|drunk|execution|i|originally|own|printed|prior|produce|translations|written,1024,0.9772211679582514
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f4.exact,0.75,0.25,0.9952848002857109,0.5,2.0,9,0.8931428483396617,0.6666666666666666,0.09954917430877686,0.0026507745928552456,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=4,0.75|0.5,countries|immer|rei|released|room|second|speaking|their|z,1024,0.9747949735682963
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f4.bm25,1.0,0.12790714387288005,0.9912418083744395,0.5,2.0,19,0.9782327179681019,0.6666666666666666,0.15740156173706055,0.004658773318367907,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,1|0.87209286,ases|bourgeois|could|disconnected|empath|established|gate|insider|ize|nickname|norms|only|scandal|simon|te|title|uster|well|world,1024,0.9598431910226531
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f4.approx,0.5048913043478261,0.13322463768115944,0.9983431026792002,0.5,2.0,13,0.9542161723841691,0.6666666666666666,0.13272625207901,0.0008835521071882798,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,0.5048913|0.37166667,b|countries|det|foreign|het|independent|our|oven|prize|rei|speaking|stil|twin,1024,0.9662488264253608
validation,hotpotqa,5a8cefc155429941ae14df55,graph.f4.hybrid,0.8023933231830596,0.17308838069438925,0.9981114589830596,0.5,2.0,14,0.9476393420089652,0.6666666666666666,0.15101242065429688,0.0010257881963014524,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,0.80239332|0.62930494,accurate|cha|countries|de|don|ix|la|ote|perhaps|qu|rei|scholarly|speaking|time,1024,0.9615058587537216
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f2.semantic,0.9486532211303711,0.001394718885421753,0.999955175098495,0.5,2.0,14,0.9279451344562952,1.0,0.12486052513122559,2.2428080620656177e-05,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=32|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=20,0.94865322|0.9472585,author|between|drunk|i|implied|key|may|non|originally|produced|relationship|separately|through|written,1024,0.968281789912256
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f2.exact,0.75,0.25,0.9952848002857109,0.5,2.0,9,0.8931428483396617,1.0,0.09954917430877686,0.0026507745928552456,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=4,0.75|0.5,countries|immer|rei|released|room|second|speaking|their|z,1024,0.9747949735682963
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f2.bm25,1.0,0.12790714387288005,0.9912418083744395,0.5,2.0,19,0.9782327179681019,1.0,0.15740156173706055,0.004658773318367907,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,1|0.87209286,ases|bourgeois|could|disconnected|empath|established|gate|insider|ize|nickname|norms|only|scandal|simon|te|title|uster|well|world,1024,0.9598431910226531
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f2.approx,0.5048913043478261,0.13322463768115944,0.9983431026792002,0.5,2.0,13,0.9542161723841691,1.0,0.13272625207901,0.0008835521071882798,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,0.5048913|0.37166667,b|countries|det|foreign|het|independent|our|oven|prize|rei|speaking|stil|twin,1024,0.9662488264253608
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f2.hybrid,0.8041457444429396,0.17371893227100355,0.9981112260582773,0.5,2.0,14,0.9476393420089652,1.0,0.15101242065429688,0.0010262102344568104,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,0.80414574|0.63042681,accurate|cha|countries|de|don|ix|la|ote|perhaps|qu|rei|scholarly|speaking|time,1024,0.9615058587537216
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f4.semantic,0.9486532211303711,0.001394718885421753,0.9999550586361038,0.5,2.0,14,0.9279451344562952,0.75,0.12486052513122559,2.248635242518567e-05,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=32|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=20,0.94865322|0.9472585,author|between|drunk|i|implied|key|may|non|originally|produced|relationship|separately|through|written,1024,0.968281789912256
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f4.exact,0.75,0.25,0.9952848002857109,0.5,2.0,9,0.8931428483396617,0.75,0.09954917430877686,0.0026507745928552456,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=4,0.75|0.5,countries|immer|rei|released|room|second|speaking|their|z,1024,0.9747949735682963
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f4.bm25,1.0,0.12790714387288005,0.9912418083744395,0.5,2.0,19,0.9782327179681019,0.75,0.15740156173706055,0.004658773318367907,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,1|0.87209286,ases|bourgeois|could|disconnected|empath|established|gate|insider|ize|nickname|norms|only|scandal|simon|te|title|uster|well|world,1024,0.9598431910226531
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f4.approx,0.5048913043478261,0.13322463768115944,0.9983431026792002,0.5,2.0,13,0.9542161723841691,0.75,0.13272625207901,0.0008835521071882798,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,0.5048913|0.37166667,b|countries|det|foreign|het|independent|our|oven|prize|rei|speaking|stil|twin,1024,0.9662488264253608
validation,hotpotqa,5a8cefc155429941ae14df55,structural_graph.f4.hybrid,0.8041457444429396,0.17371893227100355,0.9981093626600177,0.5,2.0,14,0.9476393420089652,0.75,0.15101242065429688,0.0010272226575544674,1.0,0.5,0.5,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,0.80414574|0.63042681,accurate|cha|countries|de|don|ix|la|ote|perhaps|qu|rei|scholarly|speaking|time,1024,0.9615058587537216
validation,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.semantic,0.9549424648284912,0.015382438898086548,0.9999311640974153,0.5,2.0,13,0.8999548366113512,1.0,0.06974291801452637,3.4682660641430576e-05,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=51,0.95494246|0.93956003,about|august|concert|easy|er|helm|ich|incarcerated|liberated|listening|when|wil|âģĵ,1024,0.9824094534961333
validation,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.exact,0.5,0.0,0.9988563810139461,0.5,2.0,18,0.9352445728766727,1.0,0.12667310237884521,0.0005718094930269313,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17,0.5|0.5,6|abr|al|all|august|born|died|elling|ert|helm|hof|june|larger|sn|transported|upp|wil|ã14ck,1024,0.9678136643835441
validation,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.bm25,1.0,0.3857351978855045,0.9952629570326755,0.5,2.0,13,0.9275620781476008,1.0,0.11546778678894043,0.0028197514168712026,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17,1|0.6142648,6|al|concert|died|easy|elling|ert|helm|hof|june|listening|upp|wil,1024,0.9707038061619458
validation,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.approx,0.41630434782608694,0.01238619087990267,0.9993264344084063,0.5,2.0,13,0.9275620781476008,1.0,0.11546778678894043,0.0003388685057292328,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18,0.41630435|0.40391816,6|al|concert|died|easy|elling|ert|helm|hof|june|listening|upp|wil,1024,0.9707038061619458
validation,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.hybrid,0.6295769453048705,0.009138080477714472,0.9994645375806791,0.5,2.0,18,0.9352445728766727,1.0,0.12667310237884521,0.0002689544560050935,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17,0.62957695|0.62043886,6|abr|al|all|august|born|died|elling|ert|helm|hof|june|larger|sn|transported|upp|wil|ã14ck,1024,0.9678136643835441
validation,hotpotqa,5ac4f8705542995c82c4ad8d,structural.f2.semantic,0.9769100248813629,0.008491098880767822,0.9999604067873259,0.5,2.0,13,0.8999548366113512,1.0,0.06974291801452637,1.988065321802342e-05,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=51,0.97691002|0.96841893,about|august|concert|easy|er|helm|ich|incarcerated|liberated|listening|when|wil|âģĵ,1024,0.9824094534961333
validation,hotpotqa,5ac4f8705542995c82c4ad8d,structural.f2.exact,0.5,0.0,0.9988563810139461,0.5,2.0,18,0.9352445728766727,1.0,0.12667310237884521,0.0005718094930269313,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17,0.5|0.5,6|abr|al|all|august|born|died|elling|ert|helm|hof|june|larger|sn|transported|upp|wil|ã14ck,1024,0.9678136643835441
validation,hotpotqa,5ac4f8705542995c82c4ad8d,structural.f2.bm25,1.0,0.3857351978855045,0.9952629570326755,0.5,2.0,13,0.9275620781476008,1.0,0.11546778678894043,0.0028197514168712026,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17,1|0.6142648,6|al|concert|died|easy|elling|ert|helm|hof|june|listening|upp|wil,1024,0.9707038061619458
validation,hotpotqa,5ac4f8705542995c82c4ad8d,structural.f2.approx,0.41630434782608694,0.01238619087990267,0.9993264344084063,0.5,2.0,13,0.9275620781476008,1.0,0.11546778678894043,0.0003388685057292328,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18,0.41630435|0.40391816,6|al|concert|died|easy|elling|ert|helm|hof|june|listening|upp|wil,1024,0.9707038061619458
validation,hotpotqa,5ac4f8705542995c82c4ad8d,structural.f2.hybrid,0.6393800795078277,0.004255530238151506,0.9994623672247873,0.5,2.0,18,0.9352445728766727,1.0,0.12667310237884521,0.0002693883661398933,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17,0.63938008|0.63512455,6|abr|al|all|august|born|died|elling|ert|helm|hof|june|larger|sn|transported|upp|wil|ã14ck,1024,0.9678136643835441
validation,hotpotqa,5ac4f8705542995c82c4ad8d,structural.f4.semantic,0.9769100248813629,0.008491098880767822,0.9999604067873259,0.5,2.0,13,0.8999548366113512,0.6666666666666666,0.06974291801452637,1.988065321802342e-05,1.0,0.5,0.5,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=51,0.97691002|0.96841893,about|august|concert|easy|er|helm|ich|incarcerated|liberated|listening|when|wil|âģĵ,1024,0.9824094534961333
