active_memory_fraction,any_evidence,candidate_chunks,chain_completion,condition,dataset,evidence_precision,evidence_recall,exact_identity,example_id,index_bytes_per_chunk,materialized_native_kv_tokens,mrr,requested_chunks,seed,selected_chunks
0.06863270777479893,1.0,59,1.0,oracle_evidence,hotpotqa,1.0,0.8,0.0,5a7a954855429941d65f26cd,,128,1.0,4.0,-1,24 25 33 35
0.07752877044215627,1.0,52,0.0,full_k_teacher,hotpotqa,0.25,0.3333333333333333,0.0,5ae5e852554299546bf82fb8,24576,128,0.25,4.0,-1,35 8 16 49
0.07752877044215627,0.0,52,0.0,native_mean,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,768,128,0.0,4.0,-1,5 35 34 27
0.07752877044215627,1.0,52,1.0,exact,hotpotqa,0.5,0.6666666666666666,0.0,5ae5e852554299546bf82fb8,,128,0.5,4.0,-1,47 49 19 28
0.07752877044215627,1.0,52,0.0,bm25,hotpotqa,0.5,0.6666666666666666,0.0,5ae5e852554299546bf82fb8,,128,0.5,4.0,-1,11 20 48 19
0.07752877044215627,1.0,52,0.0,hybrid,hotpotqa,0.25,0.3333333333333333,0.0,5ae5e852554299546bf82fb8,,128,0.5,4.0,-1,35 49 47 5
0.07752877044215627,1.0,52,0.0,lowrank_r16,hotpotqa,0.25,0.3333333333333333,0.0,5ae5e852554299546bf82fb8,2048,128,0.25,4.0,11,47 35 36 49
0.07752877044215627,0.0,52,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,2048,128,0.0,4.0,23,33 35 36 28
0.07752877044215627,0.0,52,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,2048,128,0.0,4.0,37,36 32 33 5
0.07752877044215627,0.0,52,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,2048,128,0.0,4.0,53,47 35 32 28
0.07752877044215627,1.0,52,0.0,lowrank_r16,hotpotqa,0.25,0.3333333333333333,0.0,5ae5e852554299546bf82fb8,2048,128,0.25,4.0,71,7 5 27 49
0.07752877044215627,1.0,52,0.0,lowrank_r16_ensemble,hotpotqa,0.25,0.3333333333333333,0.0,5ae5e852554299546bf82fb8,2048,128,0.3333333333333333,4.0,-1,35 36 49 33
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,256,128,0.0,4.0,11,43 21 47 35
0.06965475469412477,0.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,256,115,0.0,4.0,23,26 27 33 51
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,256,128,0.0,4.0,37,40 1 24 32
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,256,128,0.0,4.0,53,27 1 43 41
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,256,128,0.0,4.0,71,27 5 6 32
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.0,0.0,0.0,5ae5e852554299546bf82fb8,256,128,0.0,4.0,-1,27 6 32 40
0.07752877044215627,1.0,52,1.0,oracle_evidence,hotpotqa,0.75,1.0,0.0,5ae5e852554299546bf82fb8,,128,1.0,4.0,-1,19 20 35 49
0.07297605473204105,1.0,55,0.0,full_k_teacher,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,24576,128,0.25,4.0,-1,32 48 24 11
0.07297605473204105,1.0,55,0.0,native_mean,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,768,128,0.3333333333333333,4.0,-1,32 31 10 48
0.07297605473204105,1.0,55,0.0,exact,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,,128,1.0,4.0,-1,7 1 27 35
0.07297605473204105,1.0,55,1.0,bm25,hotpotqa,0.5,0.4,0.0,5ade04a65542997545bbbe20,,128,1.0,4.0,-1,7 10 27 31
0.07297605473204105,1.0,55,0.0,hybrid,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,,128,0.3333333333333333,4.0,-1,32 31 10 48
0.07297605473204105,1.0,55,0.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,2048,128,1.0,4.0,11,7 4 33 49
0.07297605473204105,1.0,55,0.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,2048,128,0.5,4.0,23,32 10 33 17
0.07297605473204105,1.0,55,0.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,2048,128,0.25,4.0,37,33 47 4 7
0.07297605473204105,1.0,55,0.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,2048,128,0.25,4.0,53,19 18 31 10
0.07297605473204105,0.0,55,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ade04a65542997545bbbe20,2048,128,0.0,4.0,71,19 34 33 32
0.07297605473204105,0.0,55,0.0,lowrank_r16_ensemble,hotpotqa,0.0,0.0,0.0,5ade04a65542997545bbbe20,2048,128,0.0,4.0,-1,19 33 32 18
0.07297605473204105,1.0,55,1.0,lowrank_r8_kmeans,hotpotqa,0.5,0.4,0.0,5ade04a65542997545bbbe20,256,128,0.5,4.0,11,34 7 10 19
0.07297605473204105,0.0,55,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ade04a65542997545bbbe20,256,128,0.0,4.0,23,19 47 39 28
0.07297605473204105,0.0,55,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ade04a65542997545bbbe20,256,128,0.0,4.0,37,16 47 24 32
0.07297605473204105,1.0,55,1.0,lowrank_r8_kmeans,hotpotqa,0.5,0.4,0.0,5ade04a65542997545bbbe20,256,128,1.0,4.0,53,10 19 7 0
0.07297605473204105,0.0,55,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ade04a65542997545bbbe20,256,128,0.0,4.0,71,47 8 32 22
0.07297605473204105,1.0,55,0.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.25,0.2,0.0,5ade04a65542997545bbbe20,256,128,0.3333333333333333,4.0,-1,47 19 7 39
0.07297605473204105,1.0,55,1.0,oracle_evidence,hotpotqa,1.0,0.8,0.0,5ade04a65542997545bbbe20,,128,1.0,4.0,-1,6 7 10 11
0.12379110251450677,0.0,33,0.0,full_k_teacher,hotpotqa,0.0,0.0,0.0,5ac1846d55429964131be20b,24576,128,0.0,4.0,-1,24 1 8 2
0.12379110251450677,0.0,33,0.0,native_mean,hotpotqa,0.0,0.0,0.0,5ac1846d55429964131be20b,768,128,0.0,4.0,-1,24 2 0 1
0.12379110251450677,1.0,33,0.0,exact,hotpotqa,0.25,0.25,0.0,5ac1846d55429964131be20b,,128,0.3333333333333333,4.0,-1,1 4 7 10
0.12379110251450677,1.0,33,0.0,bm25,hotpotqa,0.25,0.25,0.0,5ac1846d55429964131be20b,,128,1.0,4.0,-1,7 31 1 10
0.12379110251450677,1.0,33,0.0,hybrid,hotpotqa,0.25,0.25,0.0,5ac1846d55429964131be20b,,128,0.25,4.0,-1,1 15 24 7
0.12379110251450677,1.0,33,0.0,lowrank_r16,hotpotqa,0.75,0.75,0.0,5ac1846d55429964131be20b,2048,128,0.5,4.0,11,12 18 19 17
0.12379110251450677,1.0,33,1.0,lowrank_r16,hotpotqa,0.5,0.5,0.0,5ac1846d55429964131be20b,2048,128,1.0,4.0,23,7 18 14 1
0.12379110251450677,1.0,33,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ac1846d55429964131be20b,2048,128,0.25,4.0,37,12 2 21 19
0.12379110251450677,1.0,33,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ac1846d55429964131be20b,2048,128,0.3333333333333333,4.0,53,12 24 19 14
0.12379110251450677,0.0,33,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ac1846d55429964131be20b,2048,128,0.0,4.0,71,8 22 14 3
0.12379110251450677,1.0,33,0.0,lowrank_r16_ensemble,hotpotqa,0.25,0.25,0.0,5ac1846d55429964131be20b,2048,128,0.5,4.0,-1,12 19 14 2
0.12379110251450677,0.0,33,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ac1846d55429964131be20b,256,128,0.0,4.0,11,12 2 5 22
0.10251450676982592,0.0,33,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ac1846d55429964131be20b,256,106,0.0,4.0,23,32 21 24 8
0.10251450676982592,0.0,33,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ac1846d55429964131be20b,256,106,0.0,4.0,37,32 24 21 16
0.10251450676982592,1.0,33,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ac1846d55429964131be20b,256,106,0.5,4.0,53,12 19 24 32
0.12379110251450677,1.0,33,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ac1846d55429964131be20b,256,128,0.3333333333333333,4.0,71,24 21 19 9
0.10251450676982592,0.0,33,0.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.0,0.0,0.0,5ac1846d55429964131be20b,256,106,0.0,4.0,-1,24 21 32 12
0.12379110251450677,1.0,33,1.0,oracle_evidence,hotpotqa,1.0,1.0,1.0,5ac1846d55429964131be20b,,128,1.0,4.0,-1,7 17 18 19
0.10810810810810811,0.0,37,0.0,full_k_teacher,hotpotqa,0.0,0.0,0.0,5ae1af14554299234fd042c4,24576,128,0.0,4.0,-1,32 24 8 16
0.10810810810810811,1.0,37,0.0,native_mean,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,768,128,0.5,4.0,-1,8 1 24 17
0.10810810810810811,0.0,37,0.0,exact,hotpotqa,0.0,0.0,0.0,5ae1af14554299234fd042c4,,128,0.0,4.0,-1,3 9 19 22
0.10810810810810811,1.0,37,1.0,bm25,hotpotqa,0.5,0.5,0.0,5ae1af14554299234fd042c4,,128,1.0,4.0,-1,13 33 9 1
0.10810810810810811,1.0,37,0.0,hybrid,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,,128,1.0,4.0,-1,1 8 3 6
0.10810810810810811,1.0,37,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,2048,128,0.25,4.0,11,3 22 27 1
0.10810810810810811,1.0,37,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,2048,128,0.5,4.0,23,22 1 3 24
0.10810810810810811,0.0,37,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae1af14554299234fd042c4,2048,128,0.0,4.0,37,22 3 24 2
0.10810810810810811,1.0,37,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,2048,128,0.3333333333333333,4.0,53,22 3 13 16
0.10810810810810811,1.0,37,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,2048,128,1.0,4.0,71,1 22 2 24
0.10810810810810811,1.0,37,0.0,lowrank_r16_ensemble,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,2048,128,0.25,4.0,-1,22 3 2 1
0.10810810810810811,1.0,37,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,256,128,0.25,4.0,11,22 3 36 1
0.10810810810810811,1.0,37,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,256,128,1.0,4.0,23,1 9 28 20
0.10810810810810811,0.0,37,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae1af14554299234fd042c4,256,128,0.0,4.0,37,22 24 28 3
0.10810810810810811,1.0,37,1.0,lowrank_r8_kmeans,hotpotqa,0.5,0.5,0.0,5ae1af14554299234fd042c4,256,128,0.5,4.0,53,22 1 16 13
0.10810810810810811,1.0,37,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,256,128,1.0,4.0,71,1 24 26 28
0.10810810810810811,1.0,37,0.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.25,0.25,0.0,5ae1af14554299234fd042c4,256,128,1.0,4.0,-1,1 22 28 24
0.10810810810810811,1.0,37,1.0,oracle_evidence,hotpotqa,1.0,1.0,1.0,5ae1af14554299234fd042c4,,128,1.0,4.0,-1,0 1 13 14
0.07752877044215627,1.0,52,1.0,full_k_teacher,hotpotqa,0.5,0.5,0.0,5ae5415055429908b63265b7,24576,128,0.5,4.0,-1,48 8 24 32
0.07752877044215627,0.0,52,0.0,native_mean,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,768,128,0.0,4.0,-1,4 48 32 28
0.07752877044215627,1.0,52,0.0,exact,hotpotqa,0.5,0.5,0.0,5ae5415055429908b63265b7,,128,0.5,4.0,-1,22 24 25 27
0.07752877044215627,1.0,52,1.0,bm25,hotpotqa,0.75,0.75,0.0,5ae5415055429908b63265b7,,128,1.0,4.0,-1,24 9 22 25
0.07752877044215627,1.0,52,0.0,hybrid,hotpotqa,0.5,0.5,0.0,5ae5415055429908b63265b7,,128,1.0,4.0,-1,24 25 22 32
0.07752877044215627,0.0,52,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,2048,128,0.0,4.0,11,20 43 45 31
0.07752877044215627,0.0,52,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,2048,128,0.0,4.0,23,41 19 21 33
0.07752877044215627,0.0,52,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,2048,128,0.0,4.0,37,41 33 42 6
0.07752877044215627,0.0,52,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,2048,128,0.0,4.0,53,43 41 40 26
0.07752877044215627,0.0,52,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,2048,128,0.0,4.0,71,41 33 20 43
0.07752877044215627,0.0,52,0.0,lowrank_r16_ensemble,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,2048,128,0.0,4.0,-1,41 43 33 44
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,256,128,0.0,4.0,11,41 32 43 7
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,256,128,0.0,4.0,23,17 42 41 18
0.07752877044215627,1.0,52,1.0,lowrank_r8_kmeans,hotpotqa,0.5,0.5,0.0,5ae5415055429908b63265b7,256,128,0.5,4.0,37,34 8 32 24
0.07752877044215627,1.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ae5415055429908b63265b7,256,128,0.25,4.0,53,41 12 15 8
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,256,128,0.0,4.0,71,33 13 40 26
0.07752877044215627,0.0,52,0.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.0,0.0,0.0,5ae5415055429908b63265b7,256,128,0.0,4.0,-1,41 32 33 40
0.07752877044215627,1.0,52,1.0,oracle_evidence,hotpotqa,1.0,1.0,1.0,5ae5415055429908b63265b7,,128,1.0,4.0,-1,8 9 24 25
0.06680584551148225,0.0,60,0.0,full_k_teacher,hotpotqa,0.0,0.0,0.0,5a7d1bf65542995ed0d165f0,24576,128,0.0,4.0,-1,56 24 16 51
0.06680584551148225,1.0,60,1.0,native_mean,hotpotqa,0.25,0.16666666666666666,0.0,5a7d1bf65542995ed0d165f0,768,128,0.3333333333333333,4.0,-1,8 51 42 23
0.06680584551148225,1.0,60,1.0,exact,hotpotqa,0.25,0.16666666666666666,0.0,5a7d1bf65542995ed0d165f0,,128,0.25,4.0,-1,37 38 39 43
0.06680584551148225,1.0,60,1.0,bm25,hotpotqa,0.5,0.3333333333333333,0.0,5a7d1bf65542995ed0d165f0,,128,0.5,4.0,-1,36 46 48 45
0.06680584551148225,0.0,60,0.0,hybrid,hotpotqa,0.0,0.0,0.0,5a7d1bf65542995ed0d165f0,,128,0.0,4.0,-1,8 48 37 25
0.06680584551148225,1.0,60,1.0,lowrank_r16,hotpotqa,0.25,0.16666666666666666,0.0,5a7d1bf65542995ed0d165f0,2048,128,0.3333333333333333,4.0,11,32 2 44 10
0.06680584551148225,1.0,60,1.0,lowrank_r16,hotpotqa,0.25,0.16666666666666666,0.0,5a7d1bf65542995ed0d165f0,2048,128,0.25,4.0,23,33 32 49 44
0.06680584551148225,0.0,60,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5a7d1bf65542995ed0d165f0,2048,128,0.0,4.0,37,33 58 32 2
0.06680584551148225,1.0,60,1.0,lowrank_r16,hotpotqa,0.25,0.16666666666666666,0.0,5a7d1bf65542995ed0d165f0,2048,128,0.3333333333333333,4.0,53,32 3 41 15
0.06680584551148225,1.0,60,1.0,lowrank_r16,hotpotqa,0.25,0.16666666666666666,0.0,5a7d1bf65542995ed0d165f0,2048,128,0.5,4.0,71,56 45 4 3
0.06680584551148225,0.0,60,0.0,lowrank_r16_ensemble,hotpotqa,0.0,0.0,0.0,5a7d1bf65542995ed0d165f0,2048,128,0.0,4.0,-1,32 33 2 3
0.06680584551148225,1.0,60,1.0,lowrank_r8_kmeans,hotpotqa,0.25,0.16666666666666666,0.0,5a7d1bf65542995ed0d165f0,256,128,0.3333333333333333,4.0,11,2 10 44 32
0.06680584551148225,0.0,60,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5a7d1bf65542995ed0d165f0,256,128,0.0,4.0,23,11 33 10 24
0.06680584551148225,0.0,60,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5a7d1bf65542995ed0d165f0,256,128,0.0,4.0,37,32 40 8 48
0.06471816283924843,1.0,60,1.0,lowrank_r8_kmeans,hotpotqa,0.25,0.16666666666666666,0.0,5a7d1bf65542995ed0d165f0,256,124,1.0,4.0,53,45 59 32 49
