model,seed,condition,nll,perplexity,accuracy,answer_margin,evidence_attention_mass,distractor_attention_mass,memory_attention_mass,residual_divergence,accuracy_depth_1,accuracy_depth_2,accuracy_depth_3,accuracy_depth_4,memory_update_per_token
native_scratch,17,matched_distractor,5.786237359046936,325.78490371573724,0.1015625,-5.252520382404327,0.0,0.6736557437492934,0.6736557436233852,0.4692971706390381,,,,,8.2443568110466
native_scratch,17,evidence_only,0.05453221523202956,1.0560464966486607,0.98828125,5.304300844669342,0.7254213637564177,0.0,0.725421364302747,0.5015329122543335,,,,,8.281458079814911
native_scratch,17,whole_parent,1.7315177842974663,5.6492217047465525,0.43359375,-0.27557555865496397,0.3066788965843923,0.5949219162738046,0.9016008138423786,0.5616805553436279,,,,,8.75669714808464
global_sa,29,full_context,1.1795810461044312,3.2530109882354736,0.48046875,0.02052118629217148,nan,nan,nan,nan,0.352,0.43410852713178294,0.5182481751824818,0.6198347107438017,
local_sa,29,full_context,1.7249438762664795,5.612205982208252,0.3984375,-0.5813214778900146,nan,nan,nan,nan,0.368,0.3333333333333333,0.45985401459854014,0.4297520661157025,
frozen,29,none,3.2544130384922028,25.904405182059374,0.12109375,-2.462087795138359,0.0,0.0,0.0,-7.2177499532699585e-09,,,,,7.853431761264801
frozen,29,matched_distractor,3.1182318180799484,22.606372104862185,0.099609375,-2.14639975130558,0.0,0.6912173667246861,0.6912173656746745,0.08326148986816406,,,,,9.053228616714478
frozen,29,evidence_only,2.1159079745411873,8.297115917027176,0.28515625,-0.959071658551693,0.7162655757556422,0.0,0.7162655767169781,0.09761941432952881,,,,,9.023348152637482
frozen,29,whole_parent,2.145852819085121,8.54932916028535,0.271484375,-1.0262310840189457,0.31339801165109216,0.6539131053054916,0.9673111180309206,0.15303267538547516,,,,,8.073579877614975
consumer_lora,29,none,3.305400535464287,27.259457782072833,0.126953125,-2.651941478252411,0.0,0.0,0.0,4.773028194904327e-09,,,,,8.100738823413849
consumer_lora,29,matched_distractor,3.0734241753816605,21.615792361242352,0.1015625,-2.250277228653431,0.0,0.5172805856759903,0.5172805858192078,0.21440757811069489,,,,,10.38348114490509
consumer_lora,29,evidence_only,0.8107997141778469,2.249706389572212,0.748046875,0.8768413327634335,0.5293198169864178,0.0,0.5293198185427173,0.24776627123355865,,,,,10.754453003406525
consumer_lora,29,whole_parent,1.3207069709897041,3.7460688032932583,0.4921875,-0.049333561677485704,0.28360497812992774,0.6066087701651889,0.890213749720715,0.4794160723686218,,,,,12.746631741523743
interface_lora,29,none,3.3758562803268433,29.249318677417772,0.1328125,-2.6856846064329147,0.0,0.0,0.0,1.0710209608078003e-08,,,,,8.065123736858368
interface_lora,29,matched_distractor,3.3034768253564835,27.20706889427684,0.103515625,-2.5938035994768143,0.0,0.5771105389905877,0.5771105381276627,0.28968241810798645,,,,,10.48230767250061
interface_lora,29,evidence_only,0.586832445114851,1.7982832236041866,0.859375,1.3331280276179314,0.585801473278739,0.0,0.5858014746793856,0.3159569501876831,,,,,11.21485459804535
interface_lora,29,whole_parent,1.2697119936347008,3.559827161819699,0.5,-0.024780297186225653,0.28930801321062843,0.59370563948801,0.8830136492397287,0.5842752456665039,,,,,14.131157457828522
broad_lora,29,none,3.466652825474739,32.02935498166788,0.130859375,-2.8473721742630005,0.0,0.0,0.0,-6.05359673500061e-09,,,,,9.446578860282898
broad_lora,29,matched_distractor,3.5278421193361282,34.050411556004846,0.119140625,-2.8648068457841873,0.0,0.5535349098653981,0.553534910090093,0.34166890382766724,,,,,10.540926277637482
broad_lora,29,evidence_only,0.36720510199666023,1.443693993272026,0.943359375,2.1108162254095078,0.5833240593675386,0.0,0.5833240598576594,0.4000205397605896,,,,,11.21248733997345
broad_lora,29,whole_parent,1.2148053534328938,3.369638111993354,0.498046875,0.07364703342318535,0.306315528719363,0.6601208460725707,0.9664363723131828,0.6001173257827759,,,,,13.242003738880157
full_weight,29,none,3.9852635115385056,53.79946438981343,0.126953125,-3.4177526384592056,0.0,0.0,0.0,1.0128132998943329e-08,,,,,11.537754714488983
full_weight,29,matched_distractor,4.257450208067894,70.62966271762738,0.111328125,-3.7024309635162354,0.0,0.42326364800144844,0.4232636485025978,0.3902387022972107,,,,,12.914067149162292
full_weight,29,evidence_only,0.2706935787573457,1.3108733294021881,0.9375,2.7679478228092194,0.43778412207343453,0.0,0.43778412338542694,0.4546435475349426,,,,,13.565640270709991
full_weight,29,whole_parent,1.3129336424171925,3.7170622643679185,0.4921875,0.023579102475196123,0.30083108497414207,0.6411594265533802,0.9419905135582667,0.6686063408851624,,,,,15.150017738342285
native_scratch,29,none,4.125515818595886,61.89973004882893,0.12890625,-3.483502432703972,0.0,0.0,0.0,-2.444721758365631e-09,,,,,5.172541946172714
native_scratch,29,matched_distractor,5.901212304830551,365.4802729040659,0.103515625,-5.405413746833801,0.0,0.7350150504194062,0.7350150508573279,0.47502827644348145,,,,,7.796529918909073
native_scratch,29,evidence_only,0.04309722047764808,1.0440393919251019,0.9921875,5.301605612039566,0.7459633215185022,0.0,0.7459633202524856,0.5102174282073975,,,,,8.048377186059952
native_scratch,29,whole_parent,1.495680756866932,4.462373310357624,0.498046875,0.02456068340688944,0.3070855773005234,0.6122653353041649,0.9193509121541865,0.5432130694389343,,,,,8.73167759180069
global_sa,41,full_context,1.2204638719558716,3.3887593746185303,0.4765625,-0.0681707113981247,nan,nan,nan,nan,0.296,0.4573643410852713,0.5255474452554745,0.628099173553719,
local_sa,41,full_context,1.6229274272918701,5.067904472351074,0.416015625,-0.46459805965423584,nan,nan,nan,nan,0.384,0.4108527131782946,0.45985401459854014,0.4049586776859504,
frozen,41,none,2.798376739025116,16.41797447165591,0.095703125,-1.79762252420187,0.0,0.0,0.0,3.6088749766349792e-09,,,,,7.147221773862839
frozen,41,matched_distractor,2.8405803591012955,17.125701710446414,0.125,-1.9474065154790878,0.0,0.8274434014838334,0.8274434036575258,0.20313525199890137,,,,,9.038000464439392
frozen,41,evidence_only,1.5956111773848534,4.931342076039258,0.447265625,-0.14951590402051806,0.8434652451483089,0.0,0.8434652451542206,0.2081689089536667,,,,,9.168510675430298
frozen,41,whole_parent,2.082737185060978,8.026408639876143,0.287109375,-1.003592349588871,0.3166340583462106,0.6546623037865942,0.9712963633937761,0.26925742626190186,,,,,8.603549897670746
consumer_lora,41,none,3.414500594139099,30.401762817207086,0.130859375,-2.8254201412200928,0.0,0.0,0.0,-1.7462298274040222e-09,,,,,9.056448459625244
consumer_lora,41,matched_distractor,3.08257257938385,21.81444967575416,0.119140625,-2.299370162189007,0.0,0.30296153159993366,0.3029615323030157,0.29213187098503113,,,,,7.840400904417038
consumer_lora,41,evidence_only,0.6696795150637627,1.9536111173625608,0.83203125,1.2178246416151524,0.33021440277531955,0.0,0.3302144018452964,0.31402456760406494,,,,,8.088416934013367
consumer_lora,41,whole_parent,1.3385968282818794,3.813688489411423,0.474609375,-0.05813075276091695,0.2355441668062593,0.5077809501875692,0.7433251145994291,0.49548739194869995,,,,,9.26195615530014
interface_lora,41,none,3.3558710366487503,28.670566431717447,0.12890625,-2.7481887117028236,0.0,0.0,0.0,4.190951585769653e-09,,,,,8.988900482654572
interface_lora,41,matched_distractor,3.192499190568924,24.349204767317723,0.109375,-2.4577727764844894,0.0,0.3829040880452359,0.3829040869234177,0.31614166498184204,,,,,9.298400580883026
interface_lora,41,evidence_only,0.4085299279540777,1.5046042818119594,0.962890625,1.8456260561943054,0.4065379742035651,0.0,0.4065379755120375,0.34896916151046753,,,,,9.60349589586258
interface_lora,41,whole_parent,1.2808743491768837,3.5997858197448775,0.498046875,-0.040208517108112574,0.26996664611227583,0.5729658491981051,0.8429324943863321,0.5169063210487366,,,,,11.907829940319061
broad_lora,41,none,3.333686888217926,28.04153736462852,0.095703125,-2.5860127210617065,0.0,0.0,0.0,1.0244548320770264e-08,,,,,13.343925714492798
broad_lora,41,matched_distractor,3.5699462443590164,35.514683985712736,0.103515625,-2.949163645505905,0.0,0.554386388936293,0.5543863882353435,0.3456667363643646,,,,,10.80854606628418
broad_lora,41,evidence_only,0.3212772589176893,1.3788878368486286,0.962890625,2.3397143483161926,0.6054998824251072,0.0,0.6054998828913085,0.390654057264328,,,,,11.203582048416138
broad_lora,41,whole_parent,1.249671846628189,3.4891977775591734,0.4765625,-0.008730974979698658,0.3174809398541975,0.6377349497562308,0.9552158889709972,0.5804721117019653,,,,,12.39749389886856
full_weight,41,none,3.8947995454072952,49.146200793557455,0.109375,-3.241997644305229,0.0,0.0,0.0,1.5599653124809265e-08,,,,,14.872698843479156
full_weight,41,matched_distractor,4.222504243254662,68.2040701886877,0.095703125,-3.668172836303711,0.0,0.6298447940340282,0.6298447934896103,0.4309418201446533,,,,,11.945021569728851
full_weight,41,evidence_only,0.2279686387628317,1.2560459336602403,0.955078125,2.8941583335399628,0.6708816817645129,0.0,0.6708816822792869,0.4859010875225067,,,,,12.317442774772644
full_weight,41,whole_parent,1.2157767787575722,3.3729130542137127,0.494140625,0.07455079117789865,0.31029449224705097,0.6406782424393089,0.9509727346012369,0.7095959782600403,,,,,13.324340164661407
native_scratch,41,none,3.551581382751465,34.86841422042763,0.1328125,-2.8287790417671204,0.0,0.0,0.0,-5.820766091346741e-10,,,,,8.129398733377457
native_scratch,41,matched_distractor,5.678132086992264,292.40273661851177,0.10546875,-5.171063154935837,0.0,0.6547057785303423,0.6547057782881893,0.45717936754226685,,,,,10.077176868915558
native_scratch,41,evidence_only,0.02334340551169589,1.0236179952592925,0.998046875,5.474946737289429,0.6940744182522849,0.0,0.6940744167077355,0.5139371752738953,,,,,9.621096193790436
native_scratch,41,whole_parent,1.4513388834893703,4.2688261515610755,0.505859375,0.122791338711977,0.29920126650720036,0.5727957278509628,0.8719969965750352,0.5539805293083191,,,,,9.97779369354248
global_sa,53,full_context,1.251999020576477,3.4973273277282715,0.51171875,0.029727280139923096,nan,nan,nan,nan,0.352,0.4883720930232558,0.5766423357664233,0.628099173553719,
local_sa,53,full_context,1.69225013256073,5.4316887855529785,0.388671875,-0.5736086368560791,nan,nan,nan,nan,0.376,0.40310077519379844,0.40145985401459855,0.371900826446281,
frozen,53,none,3.5365920662879944,34.349658137435675,0.166015625,-2.7907684296369553,0.0,0.0,0.0,1.1641532182693481e-10,,,,,10.03810852766037
frozen,53,matched_distractor,3.3837019950151443,29.47970306991476,0.16015625,-2.612168073654175,0.0,0.7138740797894769,0.7138740790833253,0.08858301490545273,,,,,8.576377272605896
frozen,53,evidence_only,1.8919128775596619,6.6320428410456325,0.287109375,-0.8763072267174721,0.7397723319882061,0.0,0.7397723325993866,0.11746276915073395,,,,,8.589845836162567
frozen,53,whole_parent,2.1206925436854362,8.336909162685146,0.30078125,-1.0924939066171646,0.3079593696283318,0.6358846855301721,0.9438440555240959,0.23485243320465088,,,,,8.561099827289581
consumer_lora,53,none,2.721717447042465,15.206416045443492,0.1640625,-1.7852957770228386,0.0,0.0,0.0,7.799826562404633e-09,,,,,9.296554207801819
consumer_lora,53,matched_distractor,2.967955097556114,19.452101248207008,0.115234375,-2.1326270401477814,0.0,0.6639356987499143,0.6639356986170242,0.14471843838691711,,,,,9.398345589637756
consumer_lora,53,evidence_only,0.7370485365390778,2.0897585574224595,0.82421875,0.9726014211773872,0.6848057226733513,0.0,0.6848057233655709,0.1798333376646042,,,,,9.689947485923767
consumer_lora,53,whole_parent,1.4297183901071548,4.177522594570079,0.482421875,-0.16967369010671973,0.3032393562083086,0.5948496966243877,0.8980890554375947,0.3261086940765381,,,,,10.782370328903198
interface_lora,53,none,2.8243404626846313,16.849828230059014,0.14453125,-1.9253050237894058,0.0,0.0,0.0,-5.820766091346741e-10,,,,,8.203138947486877
interface_lora,53,matched_distractor,3.2231139838695526,25.106178817457405,0.109375,-2.515250414609909,0.0,0.5459098759591277,0.5459098754815841,0.22720372676849365,,,,,9.661306262016296
interface_lora,53,evidence_only,0.5305202454328537,1.6998164003452383,0.880859375,1.3936208859086037,0.5741694466480051,0.0,0.5741694477328565,0.25901907682418823,,,,,10.064828515052795
interface_lora,53,whole_parent,1.3838104978203773,3.990076875745812,0.486328125,-0.15654931915923953,0.2958481372050621,0.5833496167677937,0.8791977538494393,0.41090619564056396,,,,,11.91843980550766
broad_lora,53,none,3.2633462101221085,26.13685037011247,0.13671875,-2.6101955100893974,0.0,0.0,0.0,9.89530235528946e-09,,,,,10.292856574058533
broad_lora,53,matched_distractor,3.476255565881729,32.3384060567194,0.083984375,-2.867180585861206,0.0,0.5780802897830419,0.5780802886029051,0.29211077094078064,,,,,8.505159318447113
broad_lora,53,evidence_only,0.34590503573417664,1.4132683994489335,0.947265625,2.1181954964995384,0.6121459692298821,0.0,0.6121459698806575,0.3372090756893158,,,,,8.747012913227081
broad_lora,53,whole_parent,1.2800402417778969,3.5967844636585324,0.46484375,-0.06717845425009727,0.3076130725223378,0.5944794734605343,0.9020925466902554,0.4963103234767914,,,,,10.084842801094055
full_weight,53,none,3.4721790850162506,32.20684749337549,0.123046875,-2.695968970656395,0.0,0.0,0.0,-1.7462298274040222e-09,,,,,11.875439047813416
full_weight,53,matched_distractor,3.9829098880290985,53.672989601034544,0.087890625,-3.4194970428943634,0.0,0.5946367139251443,0.5946367142241797,0.36571311950683594,,,,,11.43854409456253
full_weight,53,evidence_only,0.2115551782771945,1.2355981419245337,0.986328125,2.7112682908773422,0.6168875165474788,0.0,0.6168875165021745,0.40682706236839294,,,,,11.876397252082825
full_weight,53,whole_parent,1.3071859627962112,3.6957590619795733,0.45703125,-0.05179407633841038,0.30572869595197005,0.5765064047407193,0.8822350999107584,0.5135616064071655,,,,,13.040542006492615
native_scratch,53,none,4.330843403935432,76.00836529768085,0.099609375,-3.745505377650261,0.0,0.0,0.0,4.656612873077393e-10,,,,,5.489690005779266
native_scratch,53,matched_distractor,6.155083537101746,471.10619566327864,0.099609375,-5.649487003684044,0.0,0.7124820966357674,0.7124820975586772,0.49468761682510376,,,,,8.478254467248917
native_scratch,53,evidence_only,0.03466011743876152,1.035267779531226,0.990234375,5.9530297219753265,0.7584042683665757,0.0,0.7584042665548623,0.5762128829956055,,,,,9.41195410490036
native_scratch,53,whole_parent,1.7049656920135021,5.501196928983939,0.44921875,-0.23088409937918186,0.31355018546416147,0.6009007344658206,0.9144509225152433,0.5834486484527588,,,,,9.284813463687897
global_sa,67,full_context,1.203416347503662,3.331479072570801,0.470703125,-0.07258239388465881,nan,nan,nan,nan,0.312,0.4263565891472868,0.5255474452554745,0.6198347107438017,
local_sa,67,full_context,1.6619356870651245,5.269501209259033,0.375,-0.49068915843963623,nan,nan,nan,nan,0.328,0.35658914728682173,0.4306569343065693,0.38016528925619836,
frozen,67,none,2.986023470759392,19.806763509481563,0.115234375,-1.9109903872013092,0.0,0.0,0.0,4.889443516731262e-09,,,,,7.765111684799194
frozen,67,matched_distractor,3.072085678577423,21.586879046751985,0.13671875,-2.3078354820609093,0.0,0.5885785439895699,0.5885785430436954,0.18672017753124237,,,,,8.273697584867477
frozen,67,evidence_only,1.9365650117397308,6.934888749434656,0.283203125,-0.9364655343815684,0.5817415114297546,0.0,0.5817415120545775,0.18985781073570251,,,,,8.455947279930115
frozen,67,whole_parent,2.0372113287448883,7.669192494025638,0.291015625,-1.012359857559204,0.2469187126921466,0.4623069673242952,0.7092256819014437,0.23019345104694366,,,,,8.646718561649323
consumer_lora,67,none,2.84362530708313,17.17792805420487,0.099609375,-1.7368310764431953,0.0,0.0,0.0,6.984919309616089e-10,,,,,8.909590780735016
consumer_lora,67,matched_distractor,3.087904542684555,21.93107416329303,0.119140625,-2.3300049006938934,0.0,0.43921232957971235,0.43921233035143814,0.34443846344947815,,,,,9.618972361087799
consumer_lora,67,evidence_only,0.6495626457035542,1.9147032421767614,0.8515625,1.1443524099886417,0.4743534937890601,0.0,0.4743534944282146,0.3477833569049835,,,,,10.017488598823547
consumer_lora,67,whole_parent,1.4035228490829468,4.069511017364075,0.48046875,-0.1685199080966413,0.2835111195522064,0.5446897606045733,0.8282008796813898,0.5443253517150879,,,,,11.763668060302734
interface_lora,67,none,2.888612911105156,17.968368583324125,0.115234375,-1.7754247933626175,0.0,0.0,0.0,1.5366822481155396e-08,,,,,9.706221044063568
interface_lora,67,matched_distractor,3.056440770626068,21.251782423931985,0.1171875,-2.262628383934498,0.0,0.5317063595365998,0.5317063590575799,0.275922954082489,,,,,9.738546013832092
interface_lora,67,evidence_only,0.7985435910522938,2.2223019899527765,0.771484375,0.9214026741683483,0.56515323841582,0.0,0.5651532381016295,0.27281835675239563,,,,,10.284908533096313
interface_lora,67,whole_parent,1.3369604051113129,3.8074527847193878,0.5078125,-0.10508054168894887,0.2990505790494995,0.5540077848473219,0.8530583641259,0.5663778185844421,,,,,11.910689413547516
broad_lora,67,none,2.9377477318048477,18.873290694543073,0.1015625,-1.9533774703741074,0.0,0.0,0.0,-5.704350769519806e-09,,,,,9.185926973819733
broad_lora,67,matched_distractor,3.293282076716423,26.931108728039163,0.1171875,-2.605114310979843,0.0,0.5485919907131334,0.5485919892162201,0.2557739317417145,,,,,9.663019239902496
broad_lora,67,evidence_only,0.4343990106135607,1.544034831505828,0.9375,1.830621398985386,0.6093562866205957,0.0,0.6093562850146554,0.28881731629371643,,,,,10.095039904117584
broad_lora,67,whole_parent,1.2743183299899101,3.576262747951105,0.47265625,-0.020626817364245653,0.2939816137628919,0.5523996113974423,0.8463812242262065,0.5520131587982178,,,,,10.541721820831299
full_weight,67,none,3.620680645108223,37.362990105739726,0.1015625,-3.0077581852674484,0.0,0.0,0.0,-8.149072527885437e-10,,,,,11.165325164794922
full_weight,67,matched_distractor,4.082475006580353,59.2920365789501,0.1015625,-3.5424959659576416,0.0,0.5457581878568902,0.5457581906812266,0.41204512119293213,,,,,11.674170553684235
full_weight,67,evidence_only,0.21549734519794583,1.2404786896933706,0.96875,2.8121806383132935,0.5794083246196351,0.0,0.5794083219079766,0.45726442337036133,,,,,12.282743990421295
full_weight,67,whole_parent,1.3182151727378368,3.7367459757243884,0.486328125,-0.008610748685896397,0.3025400677509822,0.5896372596208721,0.8921773269539699,0.6871804594993591,,,,,12.278172552585602
native_scratch,67,none,4.362905651330948,78.48485304512006,0.13671875,-3.7263536900281906,0.0,0.0,0.0,-1.5133991837501526e-09,,,,,6.36927056312561
native_scratch,67,matched_distractor,6.196196019649506,490.8781940119514,0.08203125,-5.755720555782318,0.0,0.7626466043866458,0.7626466025249101,0.4899696707725525,,,,,9.042288482189178
native_scratch,67,evidence_only,0.03912382881389931,1.0398992451679043,0.990234375,5.69432458281517,0.7914960924263141,0.0,0.791496092453599,0.552336573600769,,,,,9.422205865383148
native_scratch,67,whole_parent,1.72636216878891,5.620171440059069,0.49609375,-0.1005779542028904,0.33610719990764437,0.6054635686711123,0.9415707702282816,0.6033589839935303,,,,,9.252212882041931
