model,seed,condition,layer,evidence_attention_mass,distractor_attention_mass,memory_attention_mass,memory_update_per_token
frozen,29,whole_parent,3,0.24764788794385595,0.5202197217990943,0.7678676092182286,5.225772023200989
frozen,29,whole_parent,7,0.31339801165109216,0.6539131053054916,0.9673111180309206,8.073579877614975
consumer_lora,29,none,3,0.0,0.0,0.0,13.648418247699738
consumer_lora,29,none,7,0.0,0.0,0.0,8.100738823413849
consumer_lora,29,matched_distractor,3,0.0,0.4544349492002766,0.4544349499337841,9.132257103919983
consumer_lora,29,matched_distractor,7,0.0,0.5172805856759903,0.5172805858192078,10.38348114490509
consumer_lora,29,evidence_only,3,0.4607603614801974,0.0,0.4607603605254553,9.396146357059479
consumer_lora,29,evidence_only,7,0.5293198169864178,0.0,0.5293198185427173,10.754453003406525
consumer_lora,29,whole_parent,3,0.25386396963447666,0.5158764615193006,0.7697404319769703,8.4261754155159
consumer_lora,29,whole_parent,7,0.28360497812992774,0.6066087701651889,0.890213749720715,12.746631741523743
interface_lora,29,none,3,0.0,0.0,0.0,20.18306016921997
interface_lora,29,none,7,0.0,0.0,0.0,8.065123736858368
interface_lora,29,matched_distractor,3,0.0,0.4825645149916973,0.4825645142409485,12.921994626522064
interface_lora,29,matched_distractor,7,0.0,0.5771105389905877,0.5771105381276627,10.48230767250061
interface_lora,29,evidence_only,3,0.48891645147546114,0.0,0.4889164488995448,12.797279953956604
interface_lora,29,evidence_only,7,0.585801473278739,0.0,0.5858014746793856,11.21485459804535
interface_lora,29,whole_parent,3,0.23942791221747184,0.48315010891477467,0.7225780200096779,11.698130071163177
interface_lora,29,whole_parent,7,0.28930801321062843,0.59370563948801,0.8830136492397287,14.131157457828522
broad_lora,29,none,3,0.0,0.0,0.0,10.290766954421997
broad_lora,29,none,7,0.0,0.0,0.0,9.446578860282898
broad_lora,29,matched_distractor,3,0.0,0.6501011853387126,0.650101185485255,8.72622948884964
broad_lora,29,matched_distractor,7,0.0,0.5535349098653981,0.553534910090093,10.540926277637482
broad_lora,29,evidence_only,3,0.6658362061270964,0.0,0.6658362060552463,8.648001730442047
broad_lora,29,evidence_only,7,0.5833240593675386,0.0,0.5833240598576594,11.21248733997345
broad_lora,29,whole_parent,3,0.2921314823056491,0.593201727317993,0.8853332077851519,7.697248727083206
broad_lora,29,whole_parent,7,0.306315528719363,0.6601208460725707,0.9664363723131828,13.242003738880157
full_weight,29,none,3,0.0,0.0,0.0,12.220987975597382
full_weight,29,none,7,0.0,0.0,0.0,11.537754714488983
full_weight,29,matched_distractor,3,0.0,0.6321023956825229,0.6321023948257789,11.20829290151596
full_weight,29,matched_distractor,7,0.0,0.42326364800144844,0.4232636485025978,12.914067149162292
full_weight,29,evidence_only,3,0.656839884337387,0.0,0.6568398854578845,11.633108496665955
full_weight,29,evidence_only,7,0.43778412207343453,0.0,0.43778412338542694,13.565640270709991
full_weight,29,whole_parent,3,0.29748525317651797,0.602011731645935,0.8994969872292131,10.299651384353638
full_weight,29,whole_parent,7,0.30083108497414207,0.6411594265533802,0.9419905135582667,15.150017738342285
native_scratch,29,none,3,0.0,0.0,0.0,4.421681463718414
native_scratch,29,none,7,0.0,0.0,0.0,5.172541946172714
native_scratch,29,matched_distractor,3,0.0,0.6776233929326736,0.677623390336521,7.191737145185471
native_scratch,29,matched_distractor,7,0.0,0.7350150504194062,0.7350150508573279,7.796529918909073
native_scratch,29,evidence_only,3,0.7075160636577493,0.0,0.7075160631211475,7.64612951874733
native_scratch,29,evidence_only,7,0.7459633215185022,0.0,0.7459633202524856,8.048377186059952
native_scratch,29,whole_parent,3,0.3028156744953918,0.5709699460971649,0.8737856196239591,7.680841475725174
native_scratch,29,whole_parent,7,0.3070855773005234,0.6122653353041649,0.9193509121541865,8.73167759180069
frozen,41,none,3,0.0,0.0,0.0,7.852790147066116
frozen,41,none,7,0.0,0.0,0.0,7.147221773862839
frozen,41,matched_distractor,3,0.0,0.5618784509094894,0.5618784525722731,6.542202860116959
frozen,41,matched_distractor,7,0.0,0.8274434014838334,0.8274434036575258,9.038000464439392
frozen,41,evidence_only,3,0.5822936154117997,0.0,0.582293618703261,6.802046447992325
frozen,41,evidence_only,7,0.8434652451483089,0.0,0.8434652451542206,9.168510675430298
frozen,41,whole_parent,3,0.2820465843004065,0.5992285156367094,0.8812750974902883,6.852596551179886
frozen,41,whole_parent,7,0.3166340583462106,0.6546623037865942,0.9712963633937761,8.603549897670746
consumer_lora,41,none,3,0.0,0.0,0.0,8.482487738132477
consumer_lora,41,none,7,0.0,0.0,0.0,9.056448459625244
consumer_lora,41,matched_distractor,3,0.0,0.6204639901402516,0.6204639904026408,7.0680756866931915
consumer_lora,41,matched_distractor,7,0.0,0.30296153159993366,0.3029615323030157,7.840400904417038
consumer_lora,41,evidence_only,3,0.64323629520959,0.0,0.6432362941559404,7.688853770494461
consumer_lora,41,evidence_only,7,0.33021440277531955,0.0,0.3302144018452964,8.088416934013367
consumer_lora,41,whole_parent,3,0.29746472550028286,0.6150261301363811,0.9124908559024334,8.096913009881973
consumer_lora,41,whole_parent,7,0.2355441668062593,0.5077809501875692,0.7433251145994291,9.26195615530014
interface_lora,41,none,3,0.0,0.0,0.0,9.402991652488708
interface_lora,41,none,7,0.0,0.0,0.0,8.988900482654572
interface_lora,41,matched_distractor,3,0.0,0.6431171540704472,0.6431171540752985,8.80714213848114
interface_lora,41,matched_distractor,7,0.0,0.3829040880452359,0.3829040869234177,9.298400580883026
interface_lora,41,evidence_only,3,0.6665632687647189,0.0,0.6665632675285451,9.538501858711243
interface_lora,41,evidence_only,7,0.4065379742035651,0.0,0.4065379755120375,9.60349589586258
interface_lora,41,whole_parent,3,0.29471197009307515,0.5944009395065208,0.8891129066469148,9.14591497182846
interface_lora,41,whole_parent,7,0.26996664611227583,0.5729658491981051,0.8429324943863321,11.907829940319061
broad_lora,41,none,3,0.0,0.0,0.0,7.300306290388107
broad_lora,41,none,7,0.0,0.0,0.0,13.343925714492798
broad_lora,41,matched_distractor,3,0.0,0.7565104429865208,0.7565104434033856,7.775063157081604
broad_lora,41,matched_distractor,7,0.0,0.554386388936293,0.5543863882353435,10.80854606628418
broad_lora,41,evidence_only,3,0.7729752103909959,0.0,0.7729752078885213,8.169537544250488
broad_lora,41,evidence_only,7,0.6054998824251072,0.0,0.6054998828913085,11.203582048416138
broad_lora,41,whole_parent,3,0.3126356369509744,0.6356161228935788,0.9482517596334219,7.647181302309036
broad_lora,41,whole_parent,7,0.3174809398541975,0.6377349497562308,0.9552158889709972,12.39749389886856
full_weight,41,none,3,0.0,0.0,0.0,9.07428926229477
full_weight,41,none,7,0.0,0.0,0.0,14.872698843479156
full_weight,41,matched_distractor,3,0.0,0.6627622276416076,0.6627622263040394,10.420057952404022
full_weight,41,matched_distractor,7,0.0,0.6298447940340282,0.6298447934896103,11.945021569728851
full_weight,41,evidence_only,3,0.6818182311899363,0.0,0.681818230485078,11.09865140914917
full_weight,41,evidence_only,7,0.6708816817645129,0.0,0.6708816822792869,12.317442774772644
full_weight,41,whole_parent,3,0.30221596775227866,0.6127888514247672,0.9150048213778064,10.806754112243652
full_weight,41,whole_parent,7,0.31029449224705097,0.6406782424393089,0.9509727346012369,13.324340164661407
native_scratch,41,none,3,0.0,0.0,0.0,4.6853854060173035
native_scratch,41,none,7,0.0,0.0,0.0,8.129398733377457
native_scratch,41,matched_distractor,3,0.0,0.6372295133696753,0.6372295134933665,6.6321426928043365
native_scratch,41,matched_distractor,7,0.0,0.6547057785303423,0.6547057782881893,10.077176868915558
native_scratch,41,evidence_only,3,0.6638566729616286,0.0,0.6638566728797741,7.092340111732483
native_scratch,41,evidence_only,7,0.6940744182522849,0.0,0.6940744167077355,9.621096193790436
native_scratch,41,whole_parent,3,0.2937430206873124,0.5566085781558954,0.8503515999764204,7.103549480438232
native_scratch,41,whole_parent,7,0.29920126650720036,0.5727957278509628,0.8719969965750352,9.97779369354248
frozen,53,none,3,0.0,0.0,0.0,7.599057197570801
frozen,53,none,7,0.0,0.0,0.0,10.03810852766037
frozen,53,matched_distractor,3,0.0,0.5833308872622069,0.5833308864675928,5.780411392450333
frozen,53,matched_distractor,7,0.0,0.7138740797894769,0.7138740790833253,8.576377272605896
frozen,53,evidence_only,3,0.59895358715562,0.0,0.5989535873522982,5.7965556383132935
frozen,53,evidence_only,7,0.7397723319882061,0.0,0.7397723325993866,8.589845836162567
frozen,53,whole_parent,3,0.28350625083722014,0.58866104233784,0.8721672906540334,5.361915677785873
frozen,53,whole_parent,7,0.3079593696283318,0.6358846855301721,0.9438440555240959,8.561099827289581
consumer_lora,53,none,3,0.0,0.0,0.0,8.072790622711182
consumer_lora,53,none,7,0.0,0.0,0.0,9.296554207801819
consumer_lora,53,matched_distractor,3,0.0,0.5844840381485312,0.5844840382633265,7.113810211420059
consumer_lora,53,matched_distractor,7,0.0,0.6639356987499143,0.6639356986170242,9.398345589637756
consumer_lora,53,evidence_only,3,0.6002702045072397,0.0,0.6002702043042518,7.31972137093544
consumer_lora,53,evidence_only,7,0.6848057226733513,0.0,0.6848057233655709,9.689947485923767
consumer_lora,53,whole_parent,3,0.2837236123151279,0.5402132276843634,0.8239368395879865,7.7767669558525085
consumer_lora,53,whole_parent,7,0.3032393562083086,0.5948496966243877,0.8980890554375947,10.782370328903198
interface_lora,53,none,3,0.0,0.0,0.0,9.907203137874603
interface_lora,53,none,7,0.0,0.0,0.0,8.203138947486877
interface_lora,53,matched_distractor,3,0.0,0.6273124110253008,0.6273124109720811,9.574298918247223
interface_lora,53,matched_distractor,7,0.0,0.5459098759591277,0.5459098754815841,9.661306262016296
interface_lora,53,evidence_only,3,0.6294910643032949,0.0,0.629491064872127,9.798102855682373
interface_lora,53,evidence_only,7,0.5741694466480051,0.0,0.5741694477328565,10.064828515052795
interface_lora,53,whole_parent,3,0.2791914054008612,0.5655541185508275,0.8447455265559256,9.501476883888245
interface_lora,53,whole_parent,7,0.2958481372050621,0.5833496167677937,0.8791977538494393,11.91843980550766
broad_lora,53,none,3,0.0,0.0,0.0,7.486571043729782
broad_lora,53,none,7,0.0,0.0,0.0,10.292856574058533
broad_lora,53,matched_distractor,3,0.0,0.5685371512705579,0.5685371496656444,7.45567661523819
broad_lora,53,matched_distractor,7,0.0,0.5780802897830419,0.5780802886029051,8.505159318447113
broad_lora,53,evidence_only,3,0.5664049185245403,0.0,0.5664049196057022,7.830557078123093
broad_lora,53,evidence_only,7,0.6121459692298821,0.0,0.6121459698806575,8.747012913227081
broad_lora,53,whole_parent,3,0.27576707799871786,0.5340428852297264,0.8098099625203758,7.536056846380234
broad_lora,53,whole_parent,7,0.3076130725223378,0.5944794734605343,0.9020925466902554,10.084842801094055
full_weight,53,none,3,0.0,0.0,0.0,8.158428430557251
full_weight,53,none,7,0.0,0.0,0.0,11.875439047813416
full_weight,53,matched_distractor,3,0.0,0.5978242538830045,0.5978242515120655,10.404077708721161
full_weight,53,matched_distractor,7,0.0,0.5946367139251443,0.5946367142241797,11.43854409456253
full_weight,53,evidence_only,3,0.599123094045666,0.0,0.5991230934741907,10.98359751701355
full_weight,53,evidence_only,7,0.6168875165474788,0.0,0.6168875165021745,11.876397252082825
full_weight,53,whole_parent,3,0.2657327395065887,0.5590509468422842,0.8247836852679029,10.24752277135849
full_weight,53,whole_parent,7,0.30572869595197005,0.5765064047407193,0.8822350999107584,13.040542006492615
native_scratch,53,none,3,0.0,0.0,0.0,6.1444783210754395
native_scratch,53,none,7,0.0,0.0,0.0,5.489690005779266
native_scratch,53,matched_distractor,3,0.0,0.6499154244538659,0.6499154225748498,7.3875934183597565
native_scratch,53,matched_distractor,7,0.0,0.7124820966357674,0.7124820975586772,8.478254467248917
native_scratch,53,evidence_only,3,0.7017337512479571,0.0,0.701733750931453,7.303863763809204
native_scratch,53,evidence_only,7,0.7584042683665757,0.0,0.7584042665548623,9.41195410490036
native_scratch,53,whole_parent,3,0.29952420614383035,0.5675287555471584,0.8670529626542702,8.05481681227684
native_scratch,53,whole_parent,7,0.31355018546416147,0.6009007344658206,0.9144509225152433,9.284813463687897
frozen,67,none,3,0.0,0.0,0.0,8.944487631320953
frozen,67,none,7,0.0,0.0,0.0,7.765111684799194
frozen,67,matched_distractor,3,0.0,0.6250047101148084,0.6250047088251449,6.13785645365715
frozen,67,matched_distractor,7,0.0,0.5885785439895699,0.5885785430436954,8.273697584867477
frozen,67,evidence_only,3,0.6344846826223147,0.0,0.6344846829306334,6.137655317783356
frozen,67,evidence_only,7,0.5817415114297546,0.0,0.5817415120545775,8.455947279930115
frozen,67,whole_parent,3,0.2923564828712548,0.5985474634296963,0.89090394473169,5.272977292537689
frozen,67,whole_parent,7,0.2469187126921466,0.4623069673242952,0.7092256819014437,8.646718561649323
consumer_lora,67,none,3,0.0,0.0,0.0,14.355782330036163
consumer_lora,67,none,7,0.0,0.0,0.0,8.909590780735016
consumer_lora,67,matched_distractor,3,0.0,0.6269481973843654,0.6269481962081045,9.182405471801758
consumer_lora,67,matched_distractor,7,0.0,0.43921232957971235,0.43921233035143814,9.618972361087799
consumer_lora,67,evidence_only,3,0.6299884317459146,0.0,0.629988431581296,9.40070641040802
consumer_lora,67,evidence_only,7,0.4743534937890601,0.0,0.4743534944282146,10.017488598823547
consumer_lora,67,whole_parent,3,0.2841167868122327,0.5860787951812654,0.870195583673194,8.849380075931549
consumer_lora,67,whole_parent,7,0.2835111195522064,0.5446897606045733,0.8282008796813898,11.763668060302734
interface_lora,67,none,3,0.0,0.0,0.0,17.177945852279663
interface_lora,67,none,7,0.0,0.0,0.0,9.706221044063568
interface_lora,67,matched_distractor,3,0.0,0.6157170359638258,0.6157170358928852,10.899790644645691
interface_lora,67,matched_distractor,7,0.0,0.5317063595365998,0.5317063590575799,9.738546013832092
interface_lora,67,evidence_only,3,0.6224393947597946,0.0,0.6224393981974572,10.846090257167816
interface_lora,67,evidence_only,7,0.56515323841582,0.0,0.5651532381016295,10.284908533096313
interface_lora,67,whole_parent,3,0.2858787073587976,0.5898232893917305,0.8757019947515801,10.023192346096039
interface_lora,67,whole_parent,7,0.2990505790494995,0.5540077848473219,0.8530583641259,11.910689413547516
broad_lora,67,none,3,0.0,0.0,0.0,9.87801194190979
broad_lora,67,none,7,0.0,0.0,0.0,9.185926973819733
broad_lora,67,matched_distractor,3,0.0,0.6266756251285415,0.6266756258555688,7.920891463756561
broad_lora,67,matched_distractor,7,0.0,0.5485919907131334,0.5485919892162201,9.663019239902496
broad_lora,67,evidence_only,3,0.637604860645979,0.0,0.637604862160515,8.054008692502975
broad_lora,67,evidence_only,7,0.6093562866205957,0.0,0.6093562850146554,10.095039904117584
broad_lora,67,whole_parent,3,0.2911990323007867,0.5851114247203397,0.8763104566605762,7.269050478935242
broad_lora,67,whole_parent,7,0.2939816137628919,0.5523996113974423,0.8463812242262065,10.541721820831299
full_weight,67,none,3,0.0,0.0,0.0,12.021860003471375
full_weight,67,none,7,0.0,0.0,0.0,11.165325164794922
full_weight,67,matched_distractor,3,0.0,0.6299975158593387,0.6299975155852735,10.223633885383606
full_weight,67,matched_distractor,7,0.0,0.5457581878568902,0.5457581906812266,11.674170553684235
full_weight,67,evidence_only,3,0.6591802235566036,0.0,0.6591802240582183,10.781955778598785
full_weight,67,evidence_only,7,0.5794083246196351,0.0,0.5794083219079766,12.282743990421295
full_weight,67,whole_parent,3,0.29064485056492373,0.5982187175773008,0.888863567262888,9.543812334537506
full_weight,67,whole_parent,7,0.3025400677509822,0.5896372596208721,0.8921773269539699,12.278172552585602
native_scratch,67,none,3,0.0,0.0,0.0,6.147536128759384
native_scratch,67,none,7,0.0,0.0,0.0,6.36927056312561
native_scratch,67,matched_distractor,3,0.0,0.749459290546838,0.7494592894217931,8.027832478284836
native_scratch,67,matched_distractor,7,0.0,0.7626466043866458,0.7626466025249101,9.042288482189178
native_scratch,67,evidence_only,3,0.7957199846423464,0.0,0.7957199833472259,8.218879133462906
native_scratch,67,evidence_only,7,0.7914960924263141,0.0,0.791496092453599,9.422205865383148
native_scratch,67,whole_parent,3,0.32734624651474853,0.5871936745542334,0.9145399217959493,8.463429659605026
native_scratch,67,whole_parent,7,0.33610719990764437,0.6054635686711123,0.9415707702282816,9.252212882041931
