argument_semantic_correct,call_parse_valid,candidate_names,capability_choice_correct,condition,enum_type_valid,execution_acceptance,execution_reason,generated_name,generated_text,generated_tokens,hardness_level,host_rejection,materialization_seconds,max_candidates,model_invocations,native_kv_bytes,phase_a_capability_tokens,phase_a_ttft_seconds,phase_b_capability_tokens,phase_b_ttft_seconds,phase_transition_overhead_seconds,prompt_tokens,query_id,required_argument_coverage,required_tool_recall_at_k,retry_count,schema_valid_call,selected_name,target_name,task_success,total_capability_tokens,total_ttft_seconds,unsafe_tool_choice,wall_clock_seconds,wrong_tool_choice,wrong_tool_execution_attempt
0,1,get_repository|get_user|notify_user|update_user|extract_metadata|archive_report,0,T2_selection_to_full,1,1,executed,get_repository,"<tool_call>\n{""name"": ""get_repository"", ""arguments"": {""repository_id"": ""u17""}}\n</tool_call>",31,H2,0,0.003375300206243992,6,2,84639744,514,1.1615549998823553,224,0.34079629997722805,0.0032054001931101084,751,get_user-h2-en-1,0,1,0,1,get_repository,get_user,0,738,1.5023512998595834,0,6.169916800223291,1,1
1,1,get_repository|get_user|notify_user|update_user|extract_metadata|archive_report,1,T3_oracle_full,1,1,executed,get_user,"<tool_call>\n{""name"": ""get_user"", ""arguments"": {""user_id"": ""u17""}}\n</tool_call>",23,H2,0,0.00013129995204508305,6,1,26263552,229,0.34438670007511973,0,0.0,0.0,178,get_user-h2-en-1,1,1,0,1,get_user,get_user,1,229,0.34438670007511973,0,3.579844899941236,0,0
0,1,get_repository|get_user|notify_user|update_user|extract_metadata|archive_report|validate_user|read_document,0,T0_full_all,1,1,executed,get_repository,"<tool_call>\n{""name"": ""get_repository"", ""arguments"": {""repository_id"": ""u17""}}\n</tool_call>",23,H2,0,0.00047209998592734337,8,1,214466560,1870,1.4285818999633193,0,0.0,0.0,648,get_user-h2-en-1,0,1,0,1,get_repository,get_user,0,1870,1.4285818999633193,0,4.781014000065625,1,1
0,0,get_repository|get_user|notify_user|update_user|extract_metadata|archive_report|validate_user|read_document,0,T1_selection_only,1,0,malformed_call,,"{""name"":""get_repository,v1""}",9,H2,1,0.0003754999488592148,8,1,78905344,688,1.548788000131026,0,0.0,0.0,751,get_user-h2-en-1,0,1,0,0,,get_user,0,688,1.548788000131026,0,2.7189970000181347,0,0
0,0,get_repository|get_user|notify_user|update_user|extract_metadata|archive_report|validate_user|read_document,0,T2_selection_to_full,1,0,malformed_call,,,7,H2,1,0.00024530012160539627,8,1,78905344,688,1.547653399873525,0,0.0,0.0,751,get_user-h2-en-1,0,1,0,0,read,get_user,0,688,1.547653399873525,0,2.4200703999958932,1,0
1,1,get_repository|get_user|notify_user|update_user|extract_metadata|archive_report|validate_user|read_document,1,T3_oracle_full,1,1,executed,get_user,"<tool_call>\n{""name"": ""get_user"", ""arguments"": {""user_id"": ""u17""}}\n</tool_call>",23,H2,0,0.0001447000540792942,8,1,26263552,229,0.34267639997415245,0,0.0,0.0,178,get_user-h2-en-1,1,1,0,1,get_user,get_user,1,229,0.34267639997415245,0,3.264108099974692,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T0_full_all,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""u17""}}\n</tool_call>",22,H2,0,0.0009594999719411135,18,1,485703680,4235,3.550865000113845,0,0.0,0.0,1348,get_user-h2-en-1,0,1,0,1,search_document,get_user,0,4235,3.550865000113845,0,7.382691100006923,1,1
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T1_selection_only,1,0,malformed_call,,"{""name"":""search_user"",""arguments"":{""email"":""u17""}}",15,H2,1,0.0005464998539537191,18,1,179716096,1567,4.654025099938735,0,0.0,0.0,1630,get_user-h2-en-1,0,1,0,0,,get_user,0,1567,4.654025099938735,0,7.551012499956414,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T2_selection_to_full,1,1,executed,search_user,"<tool_call>\n{""name"": ""search_user"", ""arguments"": {""email"": ""u17""}}\n</tool_call>",30,H2,0,0.0027538000140339136,18,2,206094336,1567,4.686172500019893,230,0.3470640000887215,0.0020359999034553766,1806,get_user-h2-en-1,0,1,0,1,search_user,get_user,0,1797,5.033236500108615,0,9.750981799792498,1,1
1,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T3_oracle_full,1,1,executed,get_user,"<tool_call>\n{""name"": ""get_user"", ""arguments"": {""user_id"": ""u17""}}\n</tool_call>",23,H2,0,0.00017790007404983044,18,1,26263552,229,0.36285279993899167,0,0.0,0.0,178,get_user-h2-en-1,1,1,0,1,get_user,get_user,1,229,0.36285279993899167,0,3.4548348002135754,0,0
0,0,update_user|get_user,0,T0_full_all,1,0,malformed_call,,"The review cleared u17, but the stored state still blocks sign-in. Please update the user account status to ""approved"" to resolve the issue.",32,H4,1,0.00017780018970370293,2,1,54132736,472,0.5360782998614013,0,0.0,0.0,267,update_user-h4-en-1,0,1,0,0,,update_user,0,472,0.5360782998614013,0,5.227026900043711,0,0
0,0,update_user|get_user,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_user"",""arguments"":{""status"":""blocked"",""user_id"":""u17""}}",20,H4,1,0.00011319993063807487,2,1,19841024,173,0.40774459997192025,0,0.0,0.0,248,update_user-h4-en-1,0,1,0,0,,update_user,0,173,0.40774459997192025,0,3.411268699914217,0,0
0,1,update_user|get_user,1,T2_selection_to_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",37,H4,0,0.006487499922513962,2,2,47595520,173,0.40805660001933575,242,0.375218499917537,0.006167199928313494,450,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,415,0.7832750999368727,0,5.961633099708706,0,0
0,1,update_user|get_user,1,T3_oracle_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",29,H4,0,0.0001330999657511711,2,1,27754496,242,0.37225260003469884,0,0.0,0.0,202,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,242,0.37225260003469884,0,4.722263500094414,0,0
0,0,update_user|get_user|validate_user|delete_user,0,T0_full_all,1,0,malformed_call,,"The review cleared u17, but the stored state still blocks sign-in. Please ensure the user has updated their account details or the system has been reset.",33,H4,1,0.0003760000690817833,4,1,107806720,940,0.8149814000353217,0,0.0,0.0,398,update_user-h4-en-1,0,1,0,0,,update_user,0,940,0.8149814000353217,0,5.752607600064948,0,0
0,0,update_user|get_user|validate_user|delete_user,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_user"",""arguments"":{""status"":""blocked""}}",13,H4,1,0.0007044000085443258,4,1,39911424,348,0.8446172000840306,0,0.0,0.0,423,update_user-h4-en-1,0,1,0,0,,update_user,0,348,0.8446172000840306,0,2.6895111999474466,0,0
0,1,update_user|get_user|validate_user|delete_user,1,T2_selection_to_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",37,H4,0,0.00212640012614429,4,2,67665920,348,0.8490602001547813,242,0.37299029994755983,0.0017844000831246376,625,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,590,1.2220505001023412,0,6.369671300286427,0,0
0,1,update_user|get_user|validate_user|delete_user,1,T3_oracle_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",29,H4,0,0.000238100066781044,4,1,27754496,242,0.3755431000608951,0,0.0,0.0,202,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,242,0.3755431000608951,0,4.388183600036427,0,0
0,1,update_user|get_user|validate_user|delete_user|search_user|notify_user,1,T0_full_all,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""cleared""}}\n</tool_call>",30,H4,0,0.0004362999461591244,6,1,161824768,1411,1.1367566999979317,0,0.0,0.0,538,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,1411,1.1367566999979317,0,5.46199609991163,0,0
0,0,update_user|get_user|validate_user|delete_user|search_user|notify_user,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_user"",""arguments"":{""status"":""blocked"",""user_id"":""u17""}}",20,H4,1,0.00020519993267953396,6,1,60211200,525,1.1999065999407321,0,0.0,0.0,600,update_user-h4-en-1,0,1,0,0,,update_user,0,525,1.1999065999407321,0,4.067692099837586,0,0
0,1,update_user|get_user|validate_user|delete_user|search_user|notify_user,1,T2_selection_to_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",37,H4,0,0.004939999897032976,6,2,87965696,525,1.1896934998221695,242,0.3793655999470502,0.004628599854186177,802,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,767,1.5690590997692198,0,6.821544399717823,0,0
0,1,update_user|get_user|validate_user|delete_user|search_user|notify_user,1,T3_oracle_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",29,H4,0,0.00035619991831481457,6,1,27754496,242,0.37111069983802736,0,0.0,0.0,202,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,242,0.37111069983802736,0,4.563461799873039,0,0
0,0,update_user|get_user|validate_user|delete_user|search_user|notify_user|export_document|create_issue,0,T0_full_all,1,0,malformed_call,,"The review cleared u17, but the stored state still blocks sign-in. To apply the correction, we need to update the user's status to ""approved"" to allow sign-in. Let me update the status for user u17.",50,H4,1,0.0003736000508069992,8,1,217563136,1897,1.5118268001824617,0,0.0,0.0,693,update_user-h4-en-1,0,1,0,0,,update_user,0,1897,1.5118268001824617,0,9.079076300142333,0,0
0,0,update_user|get_user|validate_user|delete_user|search_user|notify_user|export_document|create_issue,0,T1_selection_only,1,0,malformed_call,,"{""name"":""tool_name"",""arguments"":{}}",11,H4,1,0.00022430019453167915,8,1,80969728,706,1.799509899923578,0,0.0,0.0,781,update_user-h4-en-1,0,1,0,0,,update_user,0,706,1.799509899923578,0,3.1965054001193494,0,0
0,1,update_user|get_user|validate_user|delete_user|search_user|notify_user|export_document|create_issue,1,T2_selection_to_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",37,H4,0,0.0020237998105585575,8,2,108724224,706,1.7913381999824196,242,0.3792977000121027,0.0017295998986810446,983,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,948,2.1706358999945223,0,8.056792799616233,0,0
0,1,update_user|get_user|validate_user|delete_user|search_user|notify_user|export_document|create_issue,1,T3_oracle_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",29,H4,0,0.0002474000211805105,8,1,27754496,242,0.3958992001134902,0,0.0,0.0,202,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,242,0.3958992001134902,0,4.558143100002781,0,0
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T0_full_all,1,0,malformed_call,,"The review cleared u17, but the stored state still blocks sign-in. Please ensure that the user has updated their account settings to reflect the new status.",33,H4,1,0.002177000045776367,18,1,485703680,4235,3.5793299998622388,0,0.0,0.0,1360,update_user-h4-en-1,0,1,0,0,,update_user,0,4235,3.5793299998622388,0,9.48874199995771,0,0
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T1_selection_only,1,0,malformed_call,,"{""name"":""update_user"",""arguments"":{""status"":""corrected"",""user_id"":""u17""}}",21,H4,1,0.0004751000087708235,18,1,179716096,1567,4.758375500096008,0,0.0,0.0,1642,update_user-h4-en-1,0,1,0,0,,update_user,0,1567,4.758375500096008,0,8.96790220006369,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T2_selection_to_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",37,H4,0,0.0025033000856637955,18,2,207470592,1567,4.806805900065228,242,0.4032029998488724,0.001969299977645278,1844,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,1809,5.210008899914101,0,11.050071999896318,0,0
0,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T3_oracle_full,1,1,executed,update_user,"<tool_call>\n{""name"": ""update_user"", ""arguments"": {""user_id"": ""u17"", ""status"": ""blocked""}}\n</tool_call>",29,H4,0,0.00012500002048909664,18,1,27754496,242,0.4057555999606848,0,0.0,0.0,202,update_user-h4-en-1,1,1,0,1,update_user,update_user,0,242,0.4057555999606848,0,4.600015500094742,0,0
0,1,search_user|search_repository,0,T0_full_all,1,1,executed,search_repository,"<tool_call>\n{""name"": ""search_repository"", ""arguments"": {""name"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.00021469988860189915,2,1,52412416,457,0.4032199000939727,0,0.0,0.0,239,search_document-h1-en-1,0,0,0,1,search_repository,search_document,0,457,0.4032199000939727,0,3.347905300091952,1,1
0,0,search_user|search_repository,0,T1_selection_only,1,0,malformed_call,,"{""name"":""search_user,v1""}",9,H1,1,0.00012199999764561653,2,1,19496960,170,0.3991804998368025,0,0.0,0.0,234,search_document-h1-en-1,0,0,0,0,,search_document,0,170,0.3991804998368025,0,1.710864899912849,0,0
0,1,search_user|search_repository,0,T2_selection_to_full,1,1,executed,search_user,"<tool_call>\n{""name"": ""search_user"", ""arguments"": {""email"": ""PRA Notes""}}\n</tool_call>",30,H1,0,0.004718000302091241,2,2,45875200,170,0.40174570004455745,230,0.34316320018842816,0.00442440016195178,411,search_document-h1-en-1,0,0,0,1,search_user,search_document,0,400,0.7449089002329856,0,4.976367500377819,1,1
1,1,search_user|search_repository,1,T3_oracle_full,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.00014650006778538227,2,1,26378240,230,0.3449243998620659,0,0.0,0.0,175,search_document-h1-en-1,1,0,0,1,search_document,search_document,1,230,0.3449243998620659,0,3.401746700052172,0,0
1,1,search_user|search_repository|search_document|get_repository,1,T0_full_all,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.0002788000274449587,4,1,104710144,913,0.64109419984743,0,0.0,0.0,361,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,913,0.64109419984743,0,3.923707699868828,0,0
0,0,search_user|search_repository|search_document|get_repository,0,T1_selection_only,1,0,malformed_call,,"{""name"":""search_document"",""arguments"":{""title"":""PRA Notes""}}",15,H1,1,0.00014260015450417995,4,1,38420480,335,0.8161404998973012,0,0.0,0.0,399,search_document-h1-en-1,0,1,0,0,,search_document,0,335,0.8161404998973012,0,2.8696968001313508,0,0
1,1,search_user|search_repository|search_document|get_repository,1,T2_selection_to_full,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",30,H1,0,0.0012581998016685247,4,2,64798720,335,0.8220156999304891,230,0.34059500019066036,0.0010732999071478844,574,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,565,1.1626107001211494,0,5.382887999992818,0,0
1,1,search_user|search_repository|search_document|get_repository,1,T3_oracle_full,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.00021409988403320312,4,1,26378240,230,0.34378910018131137,0,0.0,0.0,175,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,230,0.34378910018131137,0,4.343030799878761,0,0
0,1,search_user|search_repository|search_document|get_repository|read_document|get_user,0,T0_full_all,1,1,executed,search_repository,"<tool_call>\n{""name"": ""search_repository"", ""arguments"": {""name"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.0005668997764587402,6,1,157696000,1375,0.9248532000929117,0,0.0,0.0,490,search_document-h1-en-1,0,1,0,1,search_repository,search_document,0,1375,0.9248532000929117,0,4.432943399762735,1,1
0,0,search_user|search_repository|search_document|get_repository|read_document|get_user,0,T1_selection_only,1,0,malformed_call,,"{""name"":""search_document"",""arguments"":{""title"":""PRA Notes""}}",15,H1,1,0.0016251001507043839,6,1,58032128,506,1.1895860999356955,0,0.0,0.0,570,search_document-h1-en-1,0,1,0,0,,search_document,0,506,1.1895860999356955,0,3.269487600075081,0,0
1,1,search_user|search_repository|search_document|get_repository|read_document|get_user,1,T2_selection_to_full,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",30,H1,0,0.0018684000242501497,6,2,84410368,506,1.1856426999438554,230,0.34123130002990365,0.0013860000763088465,745,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,736,1.526873999973759,0,5.9390143000055104,0,0
1,1,search_user|search_repository|search_document|get_repository|read_document|get_user,1,T3_oracle_full,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.00013780011795461178,6,1,26378240,230,0.34817050001583993,0,0.0,0.0,175,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,230,0.34817050001583993,0,3.865692500025034,0,0
1,1,search_user|search_repository|search_document|get_repository|read_document|get_user|archive_report|update_issue,1,T0_full_all,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.0005491001065820456,8,1,212172800,1850,1.2380916001275182,0,0.0,0.0,630,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,1850,1.2380916001275182,0,4.652245000237599,0,0
0,0,search_user|search_repository|search_document|get_repository|read_document|get_user|archive_report|update_issue,0,T1_selection_only,1,0,malformed_call,,"{""name"":""search_document,v1"",""arguments"":{""title"":""PRA Notes""}}",17,H1,1,0.0002625000197440386,8,1,77987840,680,1.5544114001095295,0,0.0,0.0,744,search_document-h1-en-1,0,1,0,0,,search_document,0,680,1.5544114001095295,0,3.9345127001870424,0,0
1,1,search_user|search_repository|search_document|get_repository|read_document|get_user|archive_report|update_issue,1,T2_selection_to_full,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",30,H1,0,0.0012147000525146723,8,2,104366080,680,1.5795750999823213,230,0.3504319000057876,0.0009651000145822763,919,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,910,1.9300069999881089,0,6.100916999857873,0,0
1,1,search_user|search_repository|search_document|get_repository|read_document|get_user|archive_report|update_issue,1,T3_oracle_full,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.0001656000968068838,8,1,26378240,230,0.3440000000409782,0,0.0,0.0,175,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,230,0.3440000000409782,0,3.221606600098312,0,0
1,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T0_full_all,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.001309600193053484,18,1,485703680,4235,3.5670827999711037,0,0.0,0.0,1349,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,4235,3.5670827999711037,0,7.486750900279731,0,0
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T1_selection_only,1,0,malformed_call,,"{""name"":""search_document"",""arguments"":{""title"":""PRA Notes""}}",15,H1,1,0.00042690010741353035,18,1,179716096,1567,4.807075299788266,0,0.0,0.0,1631,search_document-h1-en-1,0,1,0,0,,search_document,0,1567,4.807075299788266,0,7.715849000029266,0,0
0,0,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,0,T2_selection_to_full,1,0,malformed_call,,,7,H1,1,0.000722500029951334,18,1,179716096,1567,4.866681799991056,0,0.0,0.0,1631,search_document-h1-en-1,0,1,0,0,search,search_document,0,1567,4.866681799991056,0,6.118280200054869,1,0
1,1,search_user|get_user|validate_user|update_user|notify_user|delete_user|search_document|read_document|extract_metadata|update_document|export_document|search_repository|get_repository|create_issue|update_issue|create_report|archive_report|purge_archive,1,T3_oracle_full,1,1,executed,search_document,"<tool_call>\n{""name"": ""search_document"", ""arguments"": {""title"": ""PRA Notes""}}\n</tool_call>",22,H1,0,0.00010200007818639278,18,1,26378240,230,0.35133810015395284,0,0.0,0.0,175,search_document-h1-en-1,1,1,0,1,search_document,search_document,1,230,0.35133810015395284,0,3.444623500108719,0,0
1,1,export_document|archive_report,1,T0_full_all,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",29,H2,0,0.00036690011620521545,2,1,54591488,476,0.42311890004202724,0,0.0,0.0,256,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,476,0.42311890004202724,0,4.18388790008612,0,0
0,0,export_document|archive_report,0,T1_selection_only,1,0,malformed_call,,"{""name"":""export_document"",""arguments"":{""document_id"":""d42"",""format"":""PDF""}}",20,H2,1,0.00012119999155402184,2,1,19955712,174,0.4059172999113798,0,0.0,0.0,241,export_document-h2-en-1,0,1,0,0,,export_document,0,174,0.4059172999113798,0,2.946913099847734,0,0
1,1,export_document|archive_report,1,T2_selection_to_full,1,1,executed,export_document,"<tool_call>\n{""name"": ""export_document"", ""arguments"": {""document_id"": ""d42"", ""format"": ""PDF""}}\n</tool_call>",37,H2,0,0.0018690002616494894,2,2,47939584,174,0.4046410999726504,244,0.36963660013861954,0.0017083000857383013,435,export_document-h2-en-1,1,1,0,1,export_document,export_document,1,418,0.77427770011127,0,5.6812168003525585,0,0
