candidate_names,capability_choice_correct,condition,constraint_violation,context_fit,family,generated_text,generated_tokens,generation_error,instruction_following_success,materialization_seconds,max_candidates,model_invocations,native_kv_bytes,phase_a_capability_tokens,phase_a_selected_name,phase_a_ttft_seconds,phase_b_capability_tokens,phase_b_ttft_seconds,phase_transition_overhead_seconds,prompt_tokens,query_id,required_skill_recall_at_k,selected_name,target_name,task_success,total_capability_tokens,total_ttft_seconds,wall_clock_seconds,wrong_skill_use
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review,0,S2_selection_to_full,0,1,engineering_intake,SKILL_APPLIED: code_security_review  \nDecision: The ticket requires review of the code changes for trust-boundary violations and injection paths.  \nEvidence: The code has been reviewed for potential vulnerabilities in authentication and untrusted input handling.  \nNext action: Implement bounded fixes to address these issues.,69,,1,0.006650200113654137,8,2,249561088,833,code_security_review,2.1551737999543548,1343,3.7752847000956535,0.006320900050923228,2308,github_issue_triage-test,0,code_security_review,github_issue_triage,0,2176,5.930458500050008,18.644187400117517,1
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review,1,S3_oracle_full,0,1,engineering_intake,SKILL_APPLIED: github_issue_triage  \nDecision: The ticket is a defect requiring developer attention.  \nEvidence: The ticket contains a specific issue that can be reproduced and is not a feature request.  \nNext action: Assign the ticket to the developer responsible for the issue.,57,,1,0.00106519996188581,8,1,58720256,512,,1.218853099970147,0,0.0,0.0,575,github_issue_triage-test,0,github_issue_triage,github_issue_triage,1,512,1.218853099970147,10.608054999960586,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff,0,S0_full_all,0,0,engineering_intake,,0,prompt_exceeds_runtime_limit,0,0.0015319001395255327,16,1,1416970240,12355,,0.0,0,0.0,0.0,12418,github_issue_triage-test,1,,github_issue_triage,0,12355,0.0,0.0015319001395255327,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff,0,S1_selection_only,0,1,engineering_intake,"The incoming tickets should be reviewed for developer attention based on the following criteria:\n\n1. **Code Quality and Correctness**: Ensure the code change meets the required standards for correctness, maintainability, and adherence to design principles.\n2. **Risk and Security**: Evaluate the potential risks and security implications of the change, especially if it involves untrusted input, authentication,",72,,0,0.0010001999326050282,16,1,188776448,1646,,5.376177300000563,0,0.0,0.0,1709,github_issue_triage-test,1,,github_issue_triage,0,1646,5.376177300000563,21.225374900037423,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff,0,S2_selection_to_full,0,1,engineering_intake,SKILL_APPLIED: code_security_review  \nDecision: The ticket requires review of the code changes for trust-boundary violations and injection paths.  \nEvidence: The code has been reviewed for potential vulnerabilities in authentication and untrusted input handling.  \nNext action: Implement bounded fixes to address these issues.,69,,1,0.01046620006673038,16,2,342802432,1646,code_security_review,5.197343100095168,1343,3.832668200135231,0.01005590008571744,3121,github_issue_triage-test,1,code_security_review,github_issue_triage,0,2989,9.030011300230399,21.938985000364482,1
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff,1,S3_oracle_full,0,1,engineering_intake,SKILL_APPLIED: github_issue_triage  \nDecision: The ticket is a defect requiring developer attention.  \nEvidence: The ticket contains a specific issue that can be reproduced and is not a feature request.  \nNext action: Assign the ticket to the developer responsible for the issue.,57,,1,0.00016860011965036392,16,1,58720256,512,,1.2284784000366926,0,0.0,0.0,575,github_issue_triage-test,1,github_issue_triage,github_issue_triage,1,512,1.2284784000366926,9.01533680013381,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff|api_migration_guide|privacy_assessment|github_issue_deduplication|performance_diagnosis|root_cause_hypothesis_review|document_review|research_summary|incident_triage,0,S0_full_all,0,0,engineering_intake,,0,prompt_exceeds_runtime_limit,0,0.002694200025871396,24,1,2230681600,19450,,0.0,0,0.0,0.0,19513,github_issue_triage-test,1,,github_issue_triage,0,19450,0.0,0.002694200025871396,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff|api_migration_guide|privacy_assessment|github_issue_deduplication|performance_diagnosis|root_cause_hypothesis_review|document_review|research_summary|incident_triage,0,S1_selection_only,0,1,engineering_intake,"The incoming tickets should be reviewed for developer attention based on the following criteria:\n\n1. **Code Quality and Correctness**: Ensure the code change meets the required standards for correctness, maintainability, and adherence to design principles.\n2. **Risk Assessment**: Evaluate the potential risks associated with the code change, including security vulnerabilities, performance impacts, and compatibility issues.\n3",72,,0,0.0013805001508444548,24,1,284540928,2481,,9.788217299850658,0,0.0,0.0,2544,github_issue_triage-test,1,,github_issue_triage,0,2481,9.788217299850658,30.630230100126937,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff|api_migration_guide|privacy_assessment|github_issue_deduplication|performance_diagnosis|root_cause_hypothesis_review|document_review|research_summary|incident_triage,0,S2_selection_to_full,0,1,engineering_intake,SKILL_APPLIED: code_security_review  \nDecision: The ticket requires review of the code changes for trust-boundary violations and injection paths.  \nEvidence: The code has been reviewed for potential vulnerabilities in authentication and untrusted input handling.  \nNext action: Implement bounded fixes to address these issues.,69,,1,0.008512200322002172,24,2,438566912,2481,code_security_review,9.833297700155526,1343,3.8484865000937134,0.007899700198322535,3956,github_issue_triage-test,1,code_security_review,github_issue_triage,0,3824,13.68178420024924,27.995579900452867,1
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff|api_migration_guide|privacy_assessment|github_issue_deduplication|performance_diagnosis|root_cause_hypothesis_review|document_review|research_summary|incident_triage,1,S3_oracle_full,0,1,engineering_intake,SKILL_APPLIED: github_issue_triage  \nDecision: The ticket is a defect requiring developer attention.  \nEvidence: The ticket contains a specific issue that can be reproduced and is not a feature request.  \nNext action: Assign the ticket to the developer responsible for the issue.,57,,1,0.0003137001767754555,24,1,58720256,512,,1.2134388000704348,0,0.0,0.0,575,github_issue_triage-test,1,github_issue_triage,github_issue_triage,1,512,1.2134388000704348,9.45167290023528,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff|api_migration_guide|privacy_assessment|github_issue_deduplication|performance_diagnosis|root_cause_hypothesis_review|document_review|research_summary|incident_triage|prompt_eval_design|literature_screening|decision_record|evaluation_dataset_review|migration_planning|data_quality_review|postmortem_action_review|research_literature_review,0,S0_full_all,0,0,engineering_intake,,0,prompt_exceeds_runtime_limit,0,0.004036199999973178,32,1,2876260352,25079,,0.0,0,0.0,0.0,25142,github_issue_triage-test,1,,github_issue_triage,0,25079,0.0,0.004036199999973178,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff|api_migration_guide|privacy_assessment|github_issue_deduplication|performance_diagnosis|root_cause_hypothesis_review|document_review|research_summary|incident_triage|prompt_eval_design|literature_screening|decision_record|evaluation_dataset_review|migration_planning|data_quality_review|postmortem_action_review|research_literature_review,0,S1_selection_only,0,1,engineering_intake,"The incoming tickets should be reviewed for their relevance to the selected skills. Based on the available skills, the reports that deserve developer attention now are those that require review for correctness, risk, maintainability, data contract, release notes, migration readiness, UX flow, code security, accessibility, and meeting summaries.",62,,0,0.0010351999662816525,32,1,380190720,3315,,15.953817600151524,0,0.0,0.0,3378,github_issue_triage-test,1,,github_issue_triage,0,3315,15.953817600151524,38.33132250001654,0
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff|api_migration_guide|privacy_assessment|github_issue_deduplication|performance_diagnosis|root_cause_hypothesis_review|document_review|research_summary|incident_triage|prompt_eval_design|literature_screening|decision_record|evaluation_dataset_review|migration_planning|data_quality_review|postmortem_action_review|research_literature_review,0,S2_selection_to_full,0,1,engineering_intake,SKILL_APPLIED: code_security_review  \nDecision: The ticket requires review of the code changes for trust-boundary violations and injection paths.  \nEvidence: The code has been reviewed for potential vulnerabilities in authentication and untrusted input handling.  \nNext action: Implement bounded fixes to address these issues.,69,,1,0.012654899852350354,32,2,534216704,3315,code_security_review,16.041387600125745,1343,3.9001884998288006,0.010756599949672818,4790,github_issue_triage-test,1,code_security_review,github_issue_triage,0,4658,19.941576099954545,34.0533070997335,1
github_pr_review|incident_status_update|data_contract_review|release_notes|migration_readiness_review|ux_flow_review|code_security_review|accessibility_review|meeting_summary|github_issue_triage|security_review|meeting_decision_audit|api_design_review|release_checklist|dependency_audit|support_case_handoff|api_migration_guide|privacy_assessment|github_issue_deduplication|performance_diagnosis|root_cause_hypothesis_review|document_review|research_summary|incident_triage|prompt_eval_design|literature_screening|decision_record|evaluation_dataset_review|migration_planning|data_quality_review|postmortem_action_review|research_literature_review,1,S3_oracle_full,0,1,engineering_intake,SKILL_APPLIED: github_issue_triage  \nDecision: The ticket is a defect requiring developer attention.  \nEvidence: The ticket contains a specific issue that can be reproduced and is not a feature request.  \nNext action: Assign the ticket to the developer responsible for the issue.,57,,1,0.00018800003454089165,32,1,58720256,512,,1.2440281000453979,0,0.0,0.0,575,github_issue_triage-test,1,github_issue_triage,github_issue_triage,1,512,1.2440281000453979,9.173110499978065,0
github_pr_review|code_security_review,0,S0_full_all,0,1,engineering_review,"SKILL_APPLIED: code_security_review  \nDecision: The code change introduces potential vulnerabilities in the authentication mechanism, which could be exploited by attackers.  \nEvidence: The implementation of a new authentication system was traced to include a vulnerable function that allows unauthorized access.  \nNext action: Implement a secure authentication protocol and update the code to remove the vulnerable function.",71,,1,0.00047129997983574867,2,1,231555072,2019,,7.288648399990052,0,0.0,0.0,2084,github_pr_review-test,1,code_security_review,github_pr_review,0,2019,7.288648399990052,24.764234400121495,1
github_pr_review|code_security_review,0,S1_selection_only,0,1,engineering_review,"The submitted code change appears to be a patch that addresses a potential issue with the implementation. However, no specific details or context are provided about the code change itself. Without knowing what the code change does or what changes were made, it is not possible to determine if it contains regressions, unsafe assumptions, or missing tests. Please provide more information about the code",72,,0,0.00011870008893311024,2,1,24199168,211,,0.5704747000709176,0,0.0,0.0,276,github_pr_review-test,1,,github_pr_review,0,211,0.5704747000709176,10.656222200021148,0
github_pr_review|code_security_review,0,S2_selection_to_full,0,1,engineering_review,"SKILL_APPLIED: code_security_review  \nDecision: The code change does not introduce any new trust boundaries or attacker-controlled inputs, and the implementation of validation, authorization, and secret handling is consistent with the provided code. No exploitable findings or bounded fixes are identified.  \nEvidence: The code change does not violate any security principles, and the implementation aligns",81,,0,0.008878299966454506,2,2,178225152,211,code_security_review,0.555914199911058,1343,3.7515771000180393,0.008742199977859855,1690,github_pr_review-test,1,code_security_review,github_pr_review,0,1554,4.307491299929097,19.11008679983206,1
github_pr_review|code_security_review,1,S3_oracle_full,0,1,engineering_review,"SKILL_APPLIED: github_pr_review  \nDecision: The proposed code change does not introduce any regressions, unsafe assumptions, or missing tests. It aligns with the requested review criteria.  \nEvidence: The code change correctly implements the intended functionality and addresses all identified risks. No blocking findings are present.  \nNext action: No further action is required.",72,,1,0.00019759987480938435,2,1,77414400,675,,1.6128388000652194,0,0.0,0.0,740,github_pr_review-test,1,github_pr_review,github_pr_review,1,675,1.6128388000652194,11.996198499808088,0
github_pr_review|code_security_review|data_quality_review|dependency_audit,0,S0_full_all,0,0,engineering_review,,0,cuda_out_of_memory,0,0.0004670999478548765,4,1,538574848,4696,,0.0,0,0.0,0.0,4761,github_pr_review-test,1,,github_pr_review,0,4696,0.0,0.5840456997975707,0
github_pr_review|code_security_review|data_quality_review|dependency_audit,0,S1_selection_only,0,1,engineering_review,"The request is to check the submitted code change for regressions, unsafe assumptions, and missing tests. The appropriate skill to apply here is **github_pr_review**.",34,,0,0.0002289998810738325,4,1,47022080,410,,0.9444667000789195,0,0.0,0.0,475,github_pr_review-test,1,,github_pr_review,0,410,0.9444667000789195,5.592010699911043,0
github_pr_review|code_security_review|data_quality_review|dependency_audit,0,S2_selection_to_full,0,1,engineering_review,"SKILL_APPLIED: code_security_review  \nDecision: The code change does not introduce any new trust boundaries or attacker-controlled inputs, and the implementation of validation, authorization, and secret handling is consistent with the provided code. No exploitable findings or bounded fixes are identified.  \nEvidence: The code change does not violate any security principles, and the implementation aligns",81,,0,0.006835700245574117,4,2,201048064,410,code_security_review,0.9392355000600219,1343,3.8006859999150038,0.0065741001162678,1889,github_pr_review-test,1,code_security_review,github_pr_review,0,1753,4.739921499975026,19.30160510027781,1
github_pr_review|code_security_review|data_quality_review|dependency_audit,1,S3_oracle_full,0,1,engineering_review,"SKILL_APPLIED: github_pr_review  \nDecision: The proposed code change does not introduce any regressions, unsafe assumptions, or missing tests. It aligns with the requested review criteria.  \nEvidence: The code change correctly implements the intended functionality and addresses all identified risks. No blocking findings are present.  \nNext action: No further action is required.",72,,1,0.0001517999917268753,4,1,77414400,675,,1.6113928998820484,0,0.0,0.0,740,github_pr_review-test,1,github_pr_review,github_pr_review,1,675,1.6113928998820484,12.455523199867457,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis,0,S0_full_all,0,0,engineering_review,,0,prompt_exceeds_runtime_limit,0,0.0010267000179737806,8,1,1006501888,8776,,0.0,0,0.0,0.0,8841,github_pr_review-test,1,,github_pr_review,0,8776,0.0,0.0010267000179737806,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis,0,S1_selection_only,0,1,engineering_review,"The request is to check the submitted code change for regressions, unsafe assumptions, and missing tests. The appropriate skill to apply here is **github_pr_review**.",34,,0,0.00030809990130364895,8,1,95305728,831,,2.1636675000190735,0,0.0,0.0,896,github_pr_review-test,1,,github_pr_review,0,831,2.1636675000190735,7.877768900012597,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis,0,S2_selection_to_full,0,1,engineering_review,"SKILL_APPLIED: code_security_review  \nDecision: The code change does not introduce any new trust boundaries or attacker-controlled inputs, and the implementation of validation, authorization, and secret handling is consistent with the provided code. No exploitable findings or bounded fixes are identified.  \nEvidence: The code change does not violate any security principles, and the implementation aligns",81,,0,0.005491999909281731,8,2,249331712,831,code_security_review,2.1656553000211716,1343,3.813217099988833,0.005289599997922778,2310,github_pr_review-test,1,code_security_review,github_pr_review,0,2174,5.978872400010005,21.368053999729455,1
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis,1,S3_oracle_full,0,1,engineering_review,"SKILL_APPLIED: github_pr_review  \nDecision: The proposed code change does not introduce any regressions, unsafe assumptions, or missing tests. It aligns with the requested review criteria.  \nEvidence: The code change correctly implements the intended functionality and addresses all identified risks. No blocking findings are present.  \nNext action: No further action is required.",72,,1,0.00014060013927519321,8,1,77414400,675,,1.588980299886316,0,0.0,0.0,740,github_pr_review-test,1,github_pr_review,github_pr_review,1,675,1.588980299886316,12.83804010017775,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis|root_cause_hypothesis_review|release_checklist|github_issue_triage|security_review|data_contract_review|research_methodology_review|meeting_decision_audit|api_design_review,0,S0_full_all,0,0,engineering_review,,0,prompt_exceeds_runtime_limit,0,0.005146500188857317,16,1,1656209408,14441,,0.0,0,0.0,0.0,14506,github_pr_review-test,1,,github_pr_review,0,14441,0.0,0.005146500188857317,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis|root_cause_hypothesis_review|release_checklist|github_issue_triage|security_review|data_contract_review|research_methodology_review|meeting_decision_audit|api_design_review,0,S1_selection_only,0,1,engineering_review,"The request is to check the submitted code change for regressions, unsafe assumptions, and missing tests. The appropriate skill to apply here is **github_pr_review**.",34,,0,0.0004879001062363386,16,1,191184896,1667,,5.397675400134176,0,0.0,0.0,1732,github_pr_review-test,1,,github_pr_review,0,1667,5.397675400134176,12.594116900116205,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis|root_cause_hypothesis_review|release_checklist|github_issue_triage|security_review|data_contract_review|research_methodology_review|meeting_decision_audit|api_design_review,0,S2_selection_to_full,0,1,engineering_review,"SKILL_APPLIED: code_security_review  \nDecision: The code change does not introduce any new trust boundaries or attacker-controlled inputs, and the implementation of validation, authorization, and secret handling is consistent with the provided code. No exploitable findings or bounded fixes are identified.  \nEvidence: The code change does not violate any security principles, and the implementation aligns",81,,0,0.0076744998805224895,16,2,345210880,1667,code_security_review,5.367272299947217,1343,3.8531233000103384,0.007278000004589558,3146,github_pr_review-test,1,code_security_review,github_pr_review,0,3010,9.220395599957556,24.786432099994272,1
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis|root_cause_hypothesis_review|release_checklist|github_issue_triage|security_review|data_contract_review|research_methodology_review|meeting_decision_audit|api_design_review,1,S3_oracle_full,0,1,engineering_review,"SKILL_APPLIED: github_pr_review  \nDecision: The proposed code change does not introduce any regressions, unsafe assumptions, or missing tests. It aligns with the requested review criteria.  \nEvidence: The code change correctly implements the intended functionality and addresses all identified risks. No blocking findings are present.  \nNext action: No further action is required.",72,,1,0.00016620010137557983,16,1,77414400,675,,1.646495700115338,0,0.0,0.0,740,github_pr_review-test,1,github_pr_review,github_pr_review,1,675,1.646495700115338,12.929781100014225,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis|root_cause_hypothesis_review|release_checklist|github_issue_triage|security_review|data_contract_review|research_methodology_review|meeting_decision_audit|api_design_review|evaluation_dataset_review|model_error_taxonomy|ux_flow_review|release_notes|bug_reproduction|literature_screening|customer_support_reply|document_review,0,S0_full_all,0,0,engineering_review,,0,prompt_exceeds_runtime_limit,0,0.001809299923479557,24,1,2278391808,19866,,0.0,0,0.0,0.0,19931,github_pr_review-test,1,,github_pr_review,0,19866,0.0,0.001809299923479557,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis|root_cause_hypothesis_review|release_checklist|github_issue_triage|security_review|data_contract_review|research_methodology_review|meeting_decision_audit|api_design_review|evaluation_dataset_review|model_error_taxonomy|ux_flow_review|release_notes|bug_reproduction|literature_screening|customer_support_reply|document_review,0,S1_selection_only,0,1,engineering_review,"The request is to check the submitted code change for regressions, unsafe assumptions, and missing tests. The appropriate skill to apply here is **github_pr_review**.",34,,0,0.003696099855005741,24,1,284999680,2485,,10.000980999786407,0,0.0,0.0,2550,github_pr_review-test,1,,github_pr_review,0,2485,10.000980999786407,19.591295199701563,0
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis|root_cause_hypothesis_review|release_checklist|github_issue_triage|security_review|data_contract_review|research_methodology_review|meeting_decision_audit|api_design_review|evaluation_dataset_review|model_error_taxonomy|ux_flow_review|release_notes|bug_reproduction|literature_screening|customer_support_reply|document_review,0,S2_selection_to_full,0,1,engineering_review,"SKILL_APPLIED: code_security_review  \nDecision: The code change does not introduce any new trust boundaries or attacker-controlled inputs, and the implementation of validation, authorization, and secret handling is consistent with the provided code. No exploitable findings or bounded fixes are identified.  \nEvidence: The code change does not violate any security principles, and the implementation aligns",81,,0,0.006596000166609883,24,2,439025664,2485,code_security_review,10.11163659999147,1343,3.891422600019723,0.005746900103986263,3964,github_pr_review-test,1,code_security_review,github_pr_review,0,3828,14.003059200011194,30.349162000231445,1
github_pr_review|code_security_review|data_quality_review|dependency_audit|model_eval_review|postmortem_action_review|contract_consistency_review|performance_diagnosis|root_cause_hypothesis_review|release_checklist|github_issue_triage|security_review|data_contract_review|research_methodology_review|meeting_decision_audit|api_design_review|evaluation_dataset_review|model_error_taxonomy|ux_flow_review|release_notes|bug_reproduction|literature_screening|customer_support_reply|document_review,1,S3_oracle_full,0,1,engineering_review,"SKILL_APPLIED: github_pr_review  \nDecision: The proposed code change does not introduce any regressions, unsafe assumptions, or missing tests. It aligns with the requested review criteria.  \nEvidence: The code change correctly implements the intended functionality and addresses all identified risks. No blocking findings are present.  \nNext action: No further action is required.",72,,1,0.00017509981989860535,24,1,77414400,675,,1.611108799930662,0,0.0,0.0,740,github_pr_review-test,1,github_pr_review,github_pr_review,1,675,1.611108799930662,12.340523099759594,0
