split,dataset,condition,examples,evidence_recall,precision,mrr,ndcg,any_hit,path_completion,missed_evidence,requested_chunks,distractor_requests,routing_ms,gist_index_build_ms,token_index_build_ms,cold_discovery_ms,semantic_comparisons,token_comparisons
test,qasper,H2_token_semantic,16,0.04352678571428571,0.078125,0.125,0.07620249375098728,0.25,0.0,0.9564732142857143,4.0,3.6875,68.26783751603216,9.109274978982285,47.42218749015592,124.79929998517036,142.625,142.625
test,qasper,H3_semantic_token,16,0.052455357142857144,0.09375,0.15625,0.09159639304728291,0.3125,0.0,0.9475446428571429,4.0,3.625,67.70821874670219,8.462356243398972,48.84790001960937,125.01847500971053,142.625,142.625
test,qasper,H4_cascade,16,0.12564102564102564,0.203125,0.30729166666666663,0.19161892554885995,0.5625,0.0,0.8743589743589744,4.0,3.1875,78.6316063022241,8.64322499546688,47.10431875719223,134.3791500548832,142.625,142.625
test,qasper,H5_iterative_hybrid,16,0.08102678571428572,0.125,0.17708333333333331,0.11430374062648092,0.375,0.0,0.9189732142857144,4.0,3.5,247.34394998813514,12.092787539586425,53.6770125181647,313.11375004588626,427.875,427.875
test,qasper,O1_oracle,16,0.6326831501831502,1.0,1.0,1.0,1.0,0.25,0.3673168498168498,3.5625,0.0,0.08388127025682479,8.77538746863138,0.0,8.859268738888204,0.0,0.0
validation,hotpotqa,A1_broad_semantic,8,0.30238095238095236,0.1875,0.5354166666666667,0.3033124913632975,0.875,0.0,0.6976190476190476,8.0,6.5,2.632287476444617,4.3554499570745975,0.0,6.987737433519214,52.375,0.0
validation,hotpotqa,B0_gist,8,0.21369047619047618,0.25,0.5104166666666666,0.2713925187470381,0.75,0.0,0.7863095238095239,4.0,3.0,1.758812548359856,4.121924954233691,0.0,5.880737502593547,52.375,0.0
validation,hotpotqa,B1_bm25,8,0.21264880952380952,0.28125,0.5833333333333334,0.30218031733962936,0.875,0.0,0.7873511904761905,4.0,2.875,50.584037526277825,3.733037505298853,17.093449976528063,71.41052500810474,52.375,52.375
validation,hotpotqa,B2_exact,8,0.17529761904761904,0.21875,0.3333333333333333,0.2012024937509873,0.625,0.0,0.8247023809523809,4.0,3.125,51.700450014322996,2.9353624559007585,16.96997502585873,71.60578749608248,52.375,52.375
validation,hotpotqa,B3_weighted,8,0.20029761904761906,0.25,0.3333333333333333,0.222218435784877,0.625,0.0,0.799702380952381,4.0,3.0,50.93301247688942,3.3021499984897673,18.54637498036027,72.78153745573945,52.375,52.375
validation,hotpotqa,B4_approx,8,0.20654761904761904,0.25,0.4166666666666667,0.25338281109061667,0.625,0.0,0.7934523809523809,4.0,3.0,53.85311250574887,3.6826124996878207,17.48133753426373,75.01706253970042,52.375,52.375
validation,hotpotqa,H1_union,8,0.21369047619047618,0.25,0.5104166666666666,0.2713925187470381,0.75,0.0,0.7863095238095239,4.0,3.0,48.886949953157455,3.081600065343082,16.28283748868853,68.25138750718907,52.375,52.375
validation,hotpotqa,H2_token_semantic,8,0.1886904761904762,0.21875,0.47916666666666663,0.2631546676493182,0.625,0.0,0.8113095238095238,4.0,3.125,50.59144995175302,3.403900016564876,17.42507502785884,71.42042499617673,52.375,52.375
validation,hotpotqa,H3_semantic_token,8,0.1886904761904762,0.21875,0.5,0.2695437131174031,0.625,0.0,0.8113095238095238,4.0,3.125,45.19219999201596,3.4047374792862684,17.52178749302402,66.11872496432625,52.375,52.375
validation,hotpotqa,H4_cascade,8,0.17529761904761904,0.21875,0.41666666666666663,0.22560124687549366,0.625,0.0,0.8247023809523809,4.0,3.125,46.13494998193346,2.8823374886997044,17.36916249501519,66.38644996564835,52.375,52.375
validation,hotpotqa,H5_iterative_hybrid,8,0.21369047619047618,0.25,0.47916666666666663,0.2841706096832079,0.625,0.0,0.7863095238095239,4.0,3.0,123.87431255774572,3.8320249295793474,17.85542501602322,145.5617625033483,157.125,157.125
validation,hotpotqa,O1_oracle,8,0.7672619047619047,1.0,1.0,1.0,1.0,0.25,0.23273809523809524,4.0,0.0,0.030537485145032406,3.5226999898441136,0.0,3.553237474989146,0.0,0.0
validation,qasper,A1_broad_semantic,8,0.15,0.03125,0.08333333333333333,0.09396763203386896,0.25,0.125,0.85,8.0,7.75,2.4283875536639243,8.328312513185665,0.0,10.75670006684959,151.875,0.0
validation,qasper,B0_gist,8,0.125,0.03125,0.0625,0.07886621919643219,0.125,0.125,0.875,4.0,3.875,1.843262551119551,8.87473754119128,0.0,10.718000092310831,151.875,0.0
validation,qasper,B1_bm25,8,0.07514880952380952,0.09375,0.20833333333333331,0.10252617974994135,0.375,0.0,0.9248511904761905,4.0,3.625,93.7892999208998,9.58890002220869,51.3447375560645,154.72293749917299,151.875,151.875
validation,qasper,B2_exact,8,0.3374503968253968,0.34375,0.75,0.5082235003974023,0.875,0.125,0.6625496031746032,4.0,2.625,77.27706248988397,9.591587499016896,48.76584999146871,135.63449998036958,151.875,151.875
validation,qasper,B3_weighted,8,0.10014880952380953,0.125,0.375,0.16539304996134982,0.5,0.0,0.8998511904761906,4.0,3.5,85.42397498968057,10.113612486748025,55.018375016516075,150.55596249294467,151.875,151.875
validation,qasper,B4_approx,8,0.0890376984126984,0.125,0.26041666666666663,0.13486233450383184,0.5,0.0,0.9109623015873016,4.0,3.5,77.66737500787713,9.16154999868013,49.63639998459257,136.46532499114983,151.875,151.875
validation,qasper,H1_union,8,0.125,0.03125,0.0625,0.07886621919643219,0.125,0.125,0.875,4.0,3.875,79.84250001027249,8.644787536468357,62.552137445891276,151.03942499263212,151.875,151.875
validation,qasper,H2_token_semantic,8,0.05952380952380952,0.0625,0.07291666666666666,0.050345862410311956,0.25,0.0,0.9404761904761905,4.0,3.75,78.02518748212606,9.935237496392801,53.66028749267571,141.62071247119457,151.875,151.875
validation,qasper,H3_semantic_token,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,82.46320000034757,9.034012473421171,52.88743754499592,144.38465001876466,151.875,151.875
validation,qasper,H4_cascade,8,0.2291170634920635,0.21875,0.4375,0.28683433512865286,0.625,0.125,0.7708829365079365,4.0,3.125,81.69956255005673,9.610800043446943,53.64207495586015,144.95243754936382,151.875,151.875
validation,qasper,H5_iterative_hybrid,8,0.015625,0.03125,0.03125,0.021015942033889682,0.125,0.0,0.984375,4.0,3.875,264.5861000055447,9.029662498505786,49.52547501306981,323.1412375171203,455.625,455.625
validation,qasper,O1_oracle,8,0.6394841269841269,1.0,1.0,1.0,1.0,0.25,0.36051587301587307,3.5,0.0,0.07420004112645984,9.090137493330985,0.0,9.164337534457445,0.0,0.0
