candidate_parent,dataset,example_id,is_oracle,method,partition,raw_score,score_family,seed,selected_by_iterative,selected_by_one_shot,source
2,hotpotqa,5ab88c075542991b5579efbe,0.0,local_gist_closure,test,-0.2240108847618103,root_semantic,11,1.0,1.0,frozen_selected_union
1,hotpotqa,5ab88c075542991b5579efbe,0.0,local_gist_closure,test,-0.29415056109428406,root_semantic,11,0.0,1.0,frozen_selected_union
5,hotpotqa,5ab88c075542991b5579efbe,0.0,local_gist_closure,test,0.06270097941160202,propagated_semantic,11,1.0,0.0,frozen_selected_union
2,hotpotqa,5ab88c075542991b5579efbe,0.0,native_qk_max_topk_p20,test,-0.2240108847618103,root_semantic,11,1.0,1.0,frozen_selected_union
1,hotpotqa,5ab88c075542991b5579efbe,0.0,native_qk_max_topk_p20,test,-0.29415056109428406,root_semantic,11,0.0,1.0,frozen_selected_union
0,hotpotqa,5ab88c075542991b5579efbe,0.0,native_qk_max_topk_p20,test,13.264419555664062,native_qk,11,1.0,0.0,frozen_selected_union
2,hotpotqa,5ab88c075542991b5579efbe,0.0,native_qk_top4_topk_p20,test,-0.2240108847618103,root_semantic,11,1.0,1.0,frozen_selected_union
1,hotpotqa,5ab88c075542991b5579efbe,0.0,native_qk_top4_topk_p20,test,-0.29415056109428406,root_semantic,11,0.0,1.0,frozen_selected_union
0,hotpotqa,5ab88c075542991b5579efbe,0.0,native_qk_top4_topk_p20,test,12.227850914001465,native_qk,11,1.0,0.0,frozen_selected_union
3,hotpotqa,5a714b645542994082a3e78b,1.0,parent_closure,validation,0.29363563656806946,root_semantic,11,1.0,1.0,frozen_selected_union
3,hotpotqa,5a714b645542994082a3e78b,1.0,local_gist_closure,validation,0.29363563656806946,root_semantic,11,1.0,1.0,frozen_selected_union
3,hotpotqa,5a714b645542994082a3e78b,1.0,native_qk_max_topk_p20,validation,0.29363563656806946,root_semantic,11,1.0,1.0,frozen_selected_union
3,hotpotqa,5a714b645542994082a3e78b,1.0,native_qk_top4_topk_p20,validation,0.29363563656806946,root_semantic,11,1.0,1.0,frozen_selected_union
5,hotpotqa,5abce85755429959677d6b3e,0.0,parent_closure,validation,-0.39665529131889343,root_semantic,11,1.0,1.0,frozen_selected_union
0,hotpotqa,5abce85755429959677d6b3e,0.0,parent_closure,validation,-0.4420580565929413,root_semantic,11,1.0,1.0,frozen_selected_union
0,hotpotqa,5abce85755429959677d6b3e,0.0,parent_closure,validation,-0.47744813561439514,propagated_semantic,11,1.0,1.0,frozen_selected_union
5,hotpotqa,5abce85755429959677d6b3e,0.0,local_gist_closure,validation,-0.39665529131889343,root_semantic,11,1.0,1.0,frozen_selected_union
0,hotpotqa,5abce85755429959677d6b3e,0.0,local_gist_closure,validation,-0.4420580565929413,root_semantic,11,0.0,1.0,frozen_selected_union
1,hotpotqa,5abce85755429959677d6b3e,0.0,local_gist_closure,validation,0.03759311884641647,propagated_semantic,11,1.0,0.0,frozen_selected_union
5,hotpotqa,5abce85755429959677d6b3e,0.0,native_qk_max_topk_p20,validation,-0.39665529131889343,root_semantic,11,1.0,1.0,frozen_selected_union
0,hotpotqa,5abce85755429959677d6b3e,0.0,native_qk_max_topk_p20,validation,-0.4420580565929413,root_semantic,11,0.0,1.0,frozen_selected_union
3,hotpotqa,5abce85755429959677d6b3e,0.0,native_qk_max_topk_p20,validation,13.50223445892334,native_qk,11,1.0,0.0,frozen_selected_union
5,hotpotqa,5abce85755429959677d6b3e,0.0,native_qk_top4_topk_p20,validation,-0.39665529131889343,root_semantic,11,1.0,1.0,frozen_selected_union
0,hotpotqa,5abce85755429959677d6b3e,0.0,native_qk_top4_topk_p20,validation,-0.4420580565929413,root_semantic,11,0.0,1.0,frozen_selected_union
3,hotpotqa,5abce85755429959677d6b3e,0.0,native_qk_top4_topk_p20,validation,12.095376968383789,native_qk,11,1.0,0.0,frozen_selected_union
0,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,1.0,parent_closure,validation,0.5645937323570251,root_semantic,11,1.0,1.0,frozen_selected_union
20,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,parent_closure,validation,0.35526397824287415,root_semantic,11,1.0,1.0,frozen_selected_union
17,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,parent_closure,validation,0.30873987078666687,root_semantic,11,1.0,1.0,frozen_selected_union
18,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,parent_closure,validation,0.28440147638320923,root_semantic,11,1.0,1.0,frozen_selected_union
21,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,parent_closure,validation,0.2481042742729187,root_semantic,11,1.0,1.0,frozen_selected_union
21,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,parent_closure,validation,0.14276400208473206,propagated_semantic,11,1.0,1.0,frozen_selected_union
18,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,parent_closure,validation,0.10684702545404434,propagated_semantic,11,1.0,1.0,frozen_selected_union
0,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,1.0,local_gist_closure,validation,0.5645937323570251,root_semantic,11,1.0,1.0,frozen_selected_union
20,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,local_gist_closure,validation,0.35526397824287415,root_semantic,11,1.0,1.0,frozen_selected_union
17,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,local_gist_closure,validation,0.30873987078666687,root_semantic,11,1.0,1.0,frozen_selected_union
18,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,local_gist_closure,validation,0.28440147638320923,root_semantic,11,1.0,1.0,frozen_selected_union
21,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,local_gist_closure,validation,0.2481042742729187,root_semantic,11,0.0,1.0,frozen_selected_union
19,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,local_gist_closure,validation,0.3495609760284424,propagated_semantic,11,1.0,0.0,frozen_selected_union
18,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,local_gist_closure,validation,0.2935875952243805,propagated_semantic,11,1.0,1.0,frozen_selected_union
0,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,1.0,native_qk_max_topk_p20,validation,0.5645937323570251,root_semantic,11,1.0,1.0,frozen_selected_union
20,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_max_topk_p20,validation,0.35526397824287415,root_semantic,11,1.0,1.0,frozen_selected_union
17,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_max_topk_p20,validation,0.30873987078666687,root_semantic,11,1.0,1.0,frozen_selected_union
18,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_max_topk_p20,validation,0.28440147638320923,root_semantic,11,0.0,1.0,frozen_selected_union
21,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_max_topk_p20,validation,0.2481042742729187,root_semantic,11,0.0,1.0,frozen_selected_union
1,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_max_topk_p20,validation,13.572452545166016,native_qk,11,1.0,0.0,frozen_selected_union
12,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_max_topk_p20,validation,13.589755058288574,native_qk,11,1.0,0.0,frozen_selected_union
0,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,1.0,native_qk_top4_topk_p20,validation,0.5645937323570251,root_semantic,11,1.0,1.0,frozen_selected_union
20,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_top4_topk_p20,validation,0.35526397824287415,root_semantic,11,1.0,1.0,frozen_selected_union
17,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_top4_topk_p20,validation,0.30873987078666687,root_semantic,11,1.0,1.0,frozen_selected_union
18,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_top4_topk_p20,validation,0.28440147638320923,root_semantic,11,1.0,1.0,frozen_selected_union
21,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_top4_topk_p20,validation,0.2481042742729187,root_semantic,11,0.0,1.0,frozen_selected_union
18,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_top4_topk_p20,validation,12.438997268676758,native_qk,11,1.0,1.0,frozen_selected_union
1,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,native_qk_top4_topk_p20,validation,12.436986923217773,native_qk,11,1.0,0.0,frozen_selected_union
12,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.0,parent_closure,validation,0.2524431049823761,root_semantic,11,1.0,1.0,frozen_selected_union
