budget_parents,budget_reason,candidate_pool_fraction,dataset,dedup_reason,displacement_reason,example_id,final_iterative_rank,fraction,method,one_shot_rank,one_shot_score,oracle_parent,replacement_hop2_fraction,replacing_hops,replacing_parents,replacing_score_families,replacing_scores,root_oracle_displaced,root_selected_entropy,root_top1_top2_margin,seed,status
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab56db7554299494045efc6,2,0.3,native_qk_max_topk_p20,2,-0.5058683753013611,0,0.0,[],[],[],[],0.0,0.6931409239768982,0.007067292928695679,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab56db7554299494045efc6,2,0.3,native_qk_top4_topk_p20,2,-0.5058683753013611,0,0.0,[],[],[],[],0.0,0.6931409239768982,0.007067292928695679,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab56db7554299494045efc6,2,0.4,parent_closure,2,-0.5058683753013611,0,0.0,[],[],[],[],0.0,0.6931409239768982,0.007067292928695679,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab56db7554299494045efc6,2,0.4,local_gist_closure,2,-0.5058683753013611,0,0.0,[],[],[],[],0.0,0.6931409239768982,0.007067292928695679,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab56db7554299494045efc6,2,0.4,native_qk_max_topk_p20,2,-0.5058683753013611,0,0.0,[],[],[],[],0.0,0.6931409239768982,0.007067292928695679,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab56db7554299494045efc6,2,0.4,native_qk_top4_topk_p20,2,-0.5058683753013611,0,0.0,[],[],[],[],0.0,0.6931409239768982,0.007067292928695679,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab2b863554299295394685a,2,0.2,parent_closure,2,-0.46591776609420776,3,0.0,[],[],[],[],0.0,0.6931365728378296,0.00922238826751709,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab2b863554299295394685a,2,0.2,local_gist_closure,2,-0.46591776609420776,3,0.0,[],[],[],[],0.0,0.6931365728378296,0.00922238826751709,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab2b863554299295394685a,,0.2,native_qk_max_topk_p20,2,-0.46591776609420776,3,1.0,[2],[4],"[""native_qk""]",[0.21956635103781785],1.0,0.6931365728378296,0.00922238826751709,11,displaced
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab2b863554299295394685a,,0.2,native_qk_top4_topk_p20,2,-0.46591776609420776,3,1.0,[2],[4],"[""native_qk""]",[0.21956579242280494],1.0,0.6931365728378296,0.00922238826751709,11,displaced
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab2b863554299295394685a,2,0.3,parent_closure,2,-0.46591776609420776,3,0.0,[],[],[],[],0.0,0.6931365728378296,0.00922238826751709,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab2b863554299295394685a,2,0.3,local_gist_closure,2,-0.46591776609420776,3,0.0,[],[],[],[],0.0,0.6931365728378296,0.00922238826751709,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab2b863554299295394685a,,0.3,native_qk_max_topk_p20,2,-0.46591776609420776,3,1.0,[2],[4],"[""native_qk""]",[0.21956635103781785],1.0,0.6931365728378296,0.00922238826751709,11,displaced
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab2b863554299295394685a,,0.3,native_qk_top4_topk_p20,2,-0.46591776609420776,3,1.0,[2],[4],"[""native_qk""]",[0.21956579242280494],1.0,0.6931365728378296,0.00922238826751709,11,displaced
3,2_of_3_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab2b863554299295394685a,2,0.4,parent_closure,2,-0.46591776609420776,3,1.0,[2],[4],"[""propagated_semantic""]",[0.079364849238031],0.0,1.0982270240783691,0.00922238826751709,11,preserved
3,2_of_3_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab2b863554299295394685a,2,0.4,local_gist_closure,2,-0.46591776609420776,3,1.0,[2],[4],"[""propagated_semantic""]",[0.10258568014535285],0.0,1.0982270240783691,0.00922238826751709,11,preserved
3,2_of_3_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab2b863554299295394685a,2,0.4,native_qk_max_topk_p20,2,-0.46591776609420776,3,1.0,[2],[5],"[""native_qk""]",[0.21862439659212995],0.0,1.0982270240783691,0.00922238826751709,11,preserved
3,2_of_3_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab2b863554299295394685a,2,0.4,native_qk_top4_topk_p20,2,-0.46591776609420776,3,1.0,[2],[4],"[""native_qk""]",[0.21956579242280494],0.0,1.0982270240783691,0.00922238826751709,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5a710a915542994082a3e504,2,0.3,parent_closure,2,-0.05754269286990166,1,0.0,[],[],[],[],0.0,0.6929830312728882,0.036240436136722565,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5a710a915542994082a3e504,,0.3,local_gist_closure,2,-0.05754269286990166,1,1.0,[2],[3],"[""propagated_semantic""]",[0.3018680545784193],1.0,0.6929830312728882,0.036240436136722565,11,displaced
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5a710a915542994082a3e504,,0.3,native_qk_max_topk_p20,2,-0.05754269286990166,1,1.0,[2],[3],"[""native_qk""]",[0.4160867561250123],1.0,0.6929830312728882,0.036240436136722565,11,displaced
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5a710a915542994082a3e504,,0.3,native_qk_top4_topk_p20,2,-0.05754269286990166,1,1.0,[2],[3],"[""native_qk""]",[0.4160856185938535],1.0,0.6929830312728882,0.036240436136722565,11,displaced
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5a710a915542994082a3e504,2,0.4,parent_closure,2,-0.05754269286990166,1,0.0,[],[],[],[],0.0,0.6929830312728882,0.036240436136722565,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5a710a915542994082a3e504,,0.4,local_gist_closure,2,-0.05754269286990166,1,1.0,[2],[3],"[""propagated_semantic""]",[0.3018680545784193],1.0,0.6929830312728882,0.036240436136722565,11,displaced
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5a710a915542994082a3e504,,0.4,native_qk_max_topk_p20,2,-0.05754269286990166,1,1.0,[2],[3],"[""native_qk""]",[0.4160867561250123],1.0,0.6929830312728882,0.036240436136722565,11,displaced
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5a710a915542994082a3e504,,0.4,native_qk_top4_topk_p20,2,-0.05754269286990166,1,1.0,[2],[3],"[""native_qk""]",[0.4160856185938535],1.0,0.6929830312728882,0.036240436136722565,11,displaced
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.05,parent_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.05,local_gist_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.05,native_qk_max_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.05,native_qk_top4_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.1,parent_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.1,local_gist_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.1,native_qk_max_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.1,native_qk_top4_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.2,parent_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.2,local_gist_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.2,native_qk_max_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.2,native_qk_top4_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,-0.0,,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.3,parent_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,2,0.3,parent_closure,2,0.15491485595703125,1,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.3,local_gist_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,2,0.3,local_gist_closure,2,0.15491485595703125,1,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.3,native_qk_max_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,2,0.3,native_qk_max_topk_p20,2,0.15491485595703125,1,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.3,native_qk_top4_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,2,0.3,native_qk_top4_topk_p20,2,0.15491485595703125,1,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.4,parent_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,2,0.4,parent_closure,2,0.15491485595703125,1,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.4,local_gist_closure,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,2,0.4,local_gist_closure,2,0.15491485595703125,1,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.4,native_qk_max_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,2,0.4,native_qk_max_topk_p20,2,0.15491485595703125,1,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,1,0.4,native_qk_top4_topk_p20,1,0.27405017614364624,0,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5adc93a4554299438c868e01,2,0.4,native_qk_top4_topk_p20,2,0.15491485595703125,1,0.0,[],[],[],[],0.0,0.6913761496543884,0.11913532018661499,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.1,parent_closure,2,-0.28513339161872864,15,0.0,[],[],[],[],0.0,0.6931471824645996,0.0006504952907562256,11,preserved
2,1_of_2_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.1,local_gist_closure,2,-0.28513339161872864,15,1.0,[2],[12],"[""propagated_semantic""]",[0.13135716475783266],1.0,0.6931471824645996,0.0006504952907562256,11,displaced
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.1,native_qk_max_topk_p20,2,-0.28513339161872864,15,1.0,[2],[11],"[""native_qk""]",[0.283532252754517],1.0,0.6931471824645996,0.0006504952907562256,11,displaced
2,1_of_2_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.1,native_qk_top4_topk_p20,2,-0.28513339161872864,15,1.0,[2],[11],"[""native_qk""]",[0.2835313571435183],1.0,0.6931471824645996,0.0006504952907562256,11,displaced
4,2_of_4_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.2,parent_closure,2,-0.28513339161872864,15,1.0,[2],[6],"[""propagated_semantic""]",[0.08048504198110429],0.0,1.383185625076294,0.0006504952907562256,11,preserved
4,2_of_4_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.2,local_gist_closure,2,-0.28513339161872864,15,1.0,[2],[11],"[""propagated_semantic""]",[0.11983392978058172],0.0,1.383185625076294,0.0006504952907562256,11,preserved
4,2_of_4_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.2,native_qk_max_topk_p20,2,-0.28513339161872864,15,1.0,"[2, 2]","[11, 1]","[""native_qk"", ""native_qk""]","[0.283532252754517, 0.28261834836807]",0.0,1.383185625076294,0.0006504952907562256,11,preserved
4,2_of_4_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.2,native_qk_top4_topk_p20,2,-0.28513339161872864,15,1.0,[2],[11],"[""native_qk""]",[0.2835313571435183],0.0,1.383185625076294,0.0006504952907562256,11,preserved
5,3_of_5_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.3,parent_closure,2,-0.28513339161872864,15,1.0,[2],[6],"[""propagated_semantic""]",[0.08048504198110429],0.0,1.6024103164672852,0.0006504952907562256,11,preserved
5,3_of_5_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.3,parent_closure,5,-0.6071032881736755,0,1.0,[2],[6],"[""propagated_semantic""]",[0.08048504198110429],1.0,1.6024103164672852,0.0006504952907562256,11,displaced
5,3_of_5_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.3,local_gist_closure,2,-0.28513339161872864,15,1.0,[2],[11],"[""propagated_semantic""]",[0.11983392978058172],0.0,1.6024103164672852,0.0006504952907562256,11,preserved
5,3_of_5_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.3,local_gist_closure,5,-0.6071032881736755,0,1.0,[2],[11],"[""propagated_semantic""]",[0.11983392978058172],1.0,1.6024103164672852,0.0006504952907562256,11,displaced
5,3_of_5_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.3,native_qk_max_topk_p20,2,-0.28513339161872864,15,1.0,"[2, 2]","[11, 1]","[""native_qk"", ""native_qk""]","[0.283532252754517, 0.28261834836807]",0.0,1.6024103164672852,0.0006504952907562256,11,preserved
5,3_of_5_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.3,native_qk_max_topk_p20,5,-0.6071032881736755,0,1.0,"[2, 2]","[11, 1]","[""native_qk"", ""native_qk""]","[0.283532252754517, 0.28261834836807]",1.0,1.6024103164672852,0.0006504952907562256,11,displaced
5,3_of_5_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.3,native_qk_top4_topk_p20,2,-0.28513339161872864,15,1.0,[2],[11],"[""native_qk""]",[0.2835313571435183],0.0,1.6024103164672852,0.0006504952907562256,11,preserved
5,3_of_5_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.3,native_qk_top4_topk_p20,5,-0.6071032881736755,0,1.0,[2],[11],"[""native_qk""]",[0.2835313571435183],1.0,1.6024103164672852,0.0006504952907562256,11,displaced
7,4_of_7_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.4,parent_closure,2,-0.28513339161872864,15,1.0,"[2, 2, 2]","[6, 2, 4]","[""propagated_semantic"", ""propagated_semantic"", ""propagated_semantic""]","[0.08048504198110429, 0.07946201965580713, 0.07888339097843478]",0.0,1.9338874816894531,0.0006504952907562256,11,preserved
7,4_of_7_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.4,parent_closure,5,-0.6071032881736755,0,1.0,"[2, 2, 2]","[6, 2, 4]","[""propagated_semantic"", ""propagated_semantic"", ""propagated_semantic""]","[0.08048504198110429, 0.07946201965580713, 0.07888339097843478]",1.0,1.9338874816894531,0.0006504952907562256,11,displaced
7,4_of_7_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.4,local_gist_closure,2,-0.28513339161872864,15,1.0,[2],[10],"[""propagated_semantic""]",[0.11359961893577797],0.0,1.9338874816894531,0.0006504952907562256,11,preserved
7,4_of_7_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.4,local_gist_closure,5,-0.6071032881736755,0,1.0,[2],[10],"[""propagated_semantic""]",[0.11359961893577797],1.0,1.9338874816894531,0.0006504952907562256,11,displaced
7,4_of_7_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.4,native_qk_max_topk_p20,2,-0.28513339161872864,15,1.0,[2],[10],"[""native_qk""]",[0.28037001291416286],0.0,1.9338874816894531,0.0006504952907562256,11,preserved
7,4_of_7_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.4,native_qk_max_topk_p20,5,-0.6071032881736755,0,1.0,[2],[10],"[""native_qk""]",[0.28037001291416286],1.0,1.9338874816894531,0.0006504952907562256,11,displaced
7,4_of_7_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5ab7f97a5542991d322237ef,2,0.4,native_qk_top4_topk_p20,2,-0.28513339161872864,15,1.0,[2],[10],"[""native_qk""]",[0.2803690213448429],0.0,1.9338874816894531,0.0006504952907562256,11,preserved
7,4_of_7_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,root_slot_partition,5ab7f97a5542991d322237ef,,0.4,native_qk_top4_topk_p20,5,-0.6071032881736755,0,1.0,[2],[10],"[""native_qk""]",[0.2803690213448429],1.0,1.9338874816894531,0.0006504952907562256,11,displaced
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5a8888e35542997e5c09a5f6,1,0.05,parent_closure,1,-0.5713778734207153,4,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5a8888e35542997e5c09a5f6,1,0.05,local_gist_closure,1,-0.5713778734207153,4,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5a8888e35542997e5c09a5f6,1,0.05,native_qk_max_topk_p20,1,-0.5713778734207153,4,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5a8888e35542997e5c09a5f6,1,0.05,native_qk_top4_topk_p20,1,-0.5713778734207153,4,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5a8888e35542997e5c09a5f6,1,0.1,parent_closure,1,-0.5713778734207153,4,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,1.0,hotpotqa,none_parent_identity_deduplicated,preserved,5a8888e35542997e5c09a5f6,1,0.1,local_gist_closure,1,-0.5713778734207153,4,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5a8888e35542997e5c09a5f6,1,0.1,native_qk_max_topk_p20,1,-0.5713778734207153,4,0.0,[],[],[],[],0.0,-0.0,,11,preserved
1,1_of_1_slots_reserved_for_root,0.2,hotpotqa,none_parent_identity_deduplicated,preserved,5a8888e35542997e5c09a5f6,1,0.1,native_qk_top4_topk_p20,1,-0.5713778734207153,4,0.0,[],[],[],[],0.0,-0.0,,11,preserved
