candidate_count,candidate_parent,dataset,example_id,is_oracle,method,rank,raw_score,score_entropy,score_family,score_quantile,seed,source_parent,top1_top2_margin,top4_spread
5,2,hotpotqa,5ab56db7554299494045efc6,0.0,local_gist_closure,1,-0.4988010823726654,1.60801100730896,root_semantic,1.0,11,,0.007067292928695679,0.09738317131996155
5,0,hotpotqa,5ab56db7554299494045efc6,1.0,local_gist_closure,2,-0.5058683753013611,1.60801100730896,root_semantic,0.75,11,,0.007067292928695679,0.09738317131996155
5,3,hotpotqa,5ab56db7554299494045efc6,1.0,local_gist_closure,3,-0.536227822303772,1.60801100730896,root_semantic,0.5,11,,0.007067292928695679,0.09738317131996155
5,1,hotpotqa,5ab56db7554299494045efc6,0.0,local_gist_closure,4,-0.596184253692627,1.60801100730896,root_semantic,0.25,11,,0.007067292928695679,0.09738317131996155
5,4,hotpotqa,5ab56db7554299494045efc6,0.0,local_gist_closure,5,-0.6379997134208679,1.60801100730896,root_semantic,0.0,11,,0.007067292928695679,0.09738317131996155
4,0,hotpotqa,5ab56db7554299494045efc6,1.0,local_gist_closure,1,-0.14238201081752777,1.3819146156311035,propagated_semantic,1.0,11,2,0.009185239672660828,0.22364498674869537
4,3,hotpotqa,5ab56db7554299494045efc6,1.0,local_gist_closure,2,-0.1515672504901886,1.3819146156311035,propagated_semantic,0.6666666666666667,11,2,0.009185239672660828,0.22364498674869537
4,1,hotpotqa,5ab56db7554299494045efc6,0.0,local_gist_closure,3,-0.2898123562335968,1.3819146156311035,propagated_semantic,0.33333333333333337,11,2,0.009185239672660828,0.22364498674869537
4,4,hotpotqa,5ab56db7554299494045efc6,0.0,local_gist_closure,4,-0.36602699756622314,1.3819146156311035,propagated_semantic,0.0,11,2,0.009185239672660828,0.22364498674869537
5,2,hotpotqa,5ab56db7554299494045efc6,0.0,native_qk_max_topk_p20,1,-0.4988010823726654,1.60801100730896,root_semantic,1.0,11,,0.007067292928695679,0.09738317131996155
5,0,hotpotqa,5ab56db7554299494045efc6,1.0,native_qk_max_topk_p20,2,-0.5058683753013611,1.60801100730896,root_semantic,0.75,11,,0.007067292928695679,0.09738317131996155
5,3,hotpotqa,5ab56db7554299494045efc6,1.0,native_qk_max_topk_p20,3,-0.536227822303772,1.60801100730896,root_semantic,0.5,11,,0.007067292928695679,0.09738317131996155
5,1,hotpotqa,5ab56db7554299494045efc6,0.0,native_qk_max_topk_p20,4,-0.596184253692627,1.60801100730896,root_semantic,0.25,11,,0.007067292928695679,0.09738317131996155
5,4,hotpotqa,5ab56db7554299494045efc6,0.0,native_qk_max_topk_p20,5,-0.6379997134208679,1.60801100730896,root_semantic,0.0,11,,0.007067292928695679,0.09738317131996155
1,0,hotpotqa,5ab56db7554299494045efc6,1.0,native_qk_max_topk_p20,1,13.020454406738281,-0.0,native_qk,1.0,11,2,inf,0.0
5,2,hotpotqa,5ab56db7554299494045efc6,0.0,native_qk_top4_topk_p20,1,-0.4988010823726654,1.60801100730896,root_semantic,1.0,11,,0.007067292928695679,0.09738317131996155
5,0,hotpotqa,5ab56db7554299494045efc6,1.0,native_qk_top4_topk_p20,2,-0.5058683753013611,1.60801100730896,root_semantic,0.75,11,,0.007067292928695679,0.09738317131996155
5,3,hotpotqa,5ab56db7554299494045efc6,1.0,native_qk_top4_topk_p20,3,-0.536227822303772,1.60801100730896,root_semantic,0.5,11,,0.007067292928695679,0.09738317131996155
5,1,hotpotqa,5ab56db7554299494045efc6,0.0,native_qk_top4_topk_p20,4,-0.596184253692627,1.60801100730896,root_semantic,0.25,11,,0.007067292928695679,0.09738317131996155
5,4,hotpotqa,5ab56db7554299494045efc6,0.0,native_qk_top4_topk_p20,5,-0.6379997134208679,1.60801100730896,root_semantic,0.0,11,,0.007067292928695679,0.09738317131996155
1,0,hotpotqa,5ab56db7554299494045efc6,1.0,native_qk_top4_topk_p20,1,11.790220260620117,-0.0,native_qk,1.0,11,2,inf,0.0
6,1,hotpotqa,5ab2b863554299295394685a,0.0,parent_closure,1,-0.4566953778266907,1.7906631231307983,root_semantic,1.0,11,,0.00922238826751709,0.0772046446800232
6,3,hotpotqa,5ab2b863554299295394685a,1.0,parent_closure,2,-0.46591776609420776,1.7906631231307983,root_semantic,0.8,11,,0.00922238826751709,0.0772046446800232
6,2,hotpotqa,5ab2b863554299295394685a,0.0,parent_closure,3,-0.5200154781341553,1.7906631231307983,root_semantic,0.6,11,,0.00922238826751709,0.0772046446800232
6,4,hotpotqa,5ab2b863554299295394685a,1.0,parent_closure,4,-0.5339000225067139,1.7906631231307983,root_semantic,0.4,11,,0.00922238826751709,0.0772046446800232
6,5,hotpotqa,5ab2b863554299295394685a,0.0,parent_closure,5,-0.5616400241851807,1.7906631231307983,root_semantic,0.19999999999999996,11,,0.00922238826751709,0.0772046446800232
6,0,hotpotqa,5ab2b863554299295394685a,0.0,parent_closure,6,-0.5852185487747192,1.7906631231307983,root_semantic,0.0,11,,0.00922238826751709,0.0772046446800232
5,3,hotpotqa,5ab2b863554299295394685a,1.0,parent_closure,1,-0.34577447175979614,1.6077020168304443,propagated_semantic,1.0,11,1,0.03709954023361206,0.10664746165275574
5,4,hotpotqa,5ab2b863554299295394685a,1.0,parent_closure,2,-0.3828740119934082,1.6077020168304443,propagated_semantic,0.75,11,1,0.03709954023361206,0.10664746165275574
5,5,hotpotqa,5ab2b863554299295394685a,0.0,parent_closure,3,-0.43868765234947205,1.6077020168304443,propagated_semantic,0.5,11,1,0.03709954023361206,0.10664746165275574
5,2,hotpotqa,5ab2b863554299295394685a,0.0,parent_closure,4,-0.4524219334125519,1.6077020168304443,propagated_semantic,0.25,11,1,0.03709954023361206,0.10664746165275574
5,0,hotpotqa,5ab2b863554299295394685a,0.0,parent_closure,5,-0.5171254277229309,1.6077020168304443,propagated_semantic,0.0,11,1,0.03709954023361206,0.10664746165275574
6,1,hotpotqa,5ab2b863554299295394685a,0.0,local_gist_closure,1,-0.4566953778266907,1.7906631231307983,root_semantic,1.0,11,,0.00922238826751709,0.0772046446800232
6,3,hotpotqa,5ab2b863554299295394685a,1.0,local_gist_closure,2,-0.46591776609420776,1.7906631231307983,root_semantic,0.8,11,,0.00922238826751709,0.0772046446800232
6,2,hotpotqa,5ab2b863554299295394685a,0.0,local_gist_closure,3,-0.5200154781341553,1.7906631231307983,root_semantic,0.6,11,,0.00922238826751709,0.0772046446800232
6,4,hotpotqa,5ab2b863554299295394685a,1.0,local_gist_closure,4,-0.5339000225067139,1.7906631231307983,root_semantic,0.4,11,,0.00922238826751709,0.0772046446800232
6,5,hotpotqa,5ab2b863554299295394685a,0.0,local_gist_closure,5,-0.5616400241851807,1.7906631231307983,root_semantic,0.19999999999999996,11,,0.00922238826751709,0.0772046446800232
6,0,hotpotqa,5ab2b863554299295394685a,0.0,local_gist_closure,6,-0.5852185487747192,1.7906631231307983,root_semantic,0.0,11,,0.00922238826751709,0.0772046446800232
5,4,hotpotqa,5ab2b863554299295394685a,1.0,local_gist_closure,1,-0.1483374387025833,1.6079940795898438,propagated_semantic,1.0,11,1,0.007278695702552795,0.07943095266819
5,3,hotpotqa,5ab2b863554299295394685a,1.0,local_gist_closure,2,-0.1556161344051361,1.6079940795898438,propagated_semantic,0.75,11,1,0.007278695702552795,0.07943095266819
5,5,hotpotqa,5ab2b863554299295394685a,0.0,local_gist_closure,3,-0.17122408747673035,1.6079940795898438,propagated_semantic,0.5,11,1,0.007278695702552795,0.07943095266819
5,2,hotpotqa,5ab2b863554299295394685a,0.0,local_gist_closure,4,-0.22776839137077332,1.6079940795898438,propagated_semantic,0.25,11,1,0.007278695702552795,0.07943095266819
5,0,hotpotqa,5ab2b863554299295394685a,0.0,local_gist_closure,5,-0.29284849762916565,1.6079940795898438,propagated_semantic,0.0,11,1,0.007278695702552795,0.07943095266819
6,1,hotpotqa,5ab2b863554299295394685a,0.0,native_qk_max_topk_p20,1,-0.4566953778266907,1.7906631231307983,root_semantic,1.0,11,,0.00922238826751709,0.0772046446800232
6,3,hotpotqa,5ab2b863554299295394685a,1.0,native_qk_max_topk_p20,2,-0.46591776609420776,1.7906631231307983,root_semantic,0.8,11,,0.00922238826751709,0.0772046446800232
6,2,hotpotqa,5ab2b863554299295394685a,0.0,native_qk_max_topk_p20,3,-0.5200154781341553,1.7906631231307983,root_semantic,0.6,11,,0.00922238826751709,0.0772046446800232
6,4,hotpotqa,5ab2b863554299295394685a,1.0,native_qk_max_topk_p20,4,-0.5339000225067139,1.7906631231307983,root_semantic,0.4,11,,0.00922238826751709,0.0772046446800232
6,5,hotpotqa,5ab2b863554299295394685a,0.0,native_qk_max_topk_p20,5,-0.5616400241851807,1.7906631231307983,root_semantic,0.19999999999999996,11,,0.00922238826751709,0.0772046446800232
6,0,hotpotqa,5ab2b863554299295394685a,0.0,native_qk_max_topk_p20,6,-0.5852185487747192,1.7906631231307983,root_semantic,0.0,11,,0.00922238826751709,0.0772046446800232
2,4,hotpotqa,5ab2b863554299295394685a,1.0,native_qk_max_topk_p20,1,16.043691635131836,0.6929301023483276,native_qk,1.0,11,1,0.04167747497558594,0.04167747497558594
2,3,hotpotqa,5ab2b863554299295394685a,1.0,native_qk_max_topk_p20,2,16.00201416015625,0.6929301023483276,native_qk,0.0,11,1,0.04167747497558594,0.04167747497558594
6,1,hotpotqa,5ab2b863554299295394685a,0.0,native_qk_top4_topk_p20,1,-0.4566953778266907,1.7906631231307983,root_semantic,1.0,11,,0.00922238826751709,0.0772046446800232
6,3,hotpotqa,5ab2b863554299295394685a,1.0,native_qk_top4_topk_p20,2,-0.46591776609420776,1.7906631231307983,root_semantic,0.8,11,,0.00922238826751709,0.0772046446800232
6,2,hotpotqa,5ab2b863554299295394685a,0.0,native_qk_top4_topk_p20,3,-0.5200154781341553,1.7906631231307983,root_semantic,0.6,11,,0.00922238826751709,0.0772046446800232
6,4,hotpotqa,5ab2b863554299295394685a,1.0,native_qk_top4_topk_p20,4,-0.5339000225067139,1.7906631231307983,root_semantic,0.4,11,,0.00922238826751709,0.0772046446800232
6,5,hotpotqa,5ab2b863554299295394685a,0.0,native_qk_top4_topk_p20,5,-0.5616400241851807,1.7906631231307983,root_semantic,0.19999999999999996,11,,0.00922238826751709,0.0772046446800232
6,0,hotpotqa,5ab2b863554299295394685a,0.0,native_qk_top4_topk_p20,6,-0.5852185487747192,1.7906631231307983,root_semantic,0.0,11,,0.00922238826751709,0.0772046446800232
2,4,hotpotqa,5ab2b863554299295394685a,1.0,native_qk_top4_topk_p20,1,12.771429061889648,0.6834166049957275,native_qk,1.0,11,1,0.28037548065185547,0.28037548065185547
2,3,hotpotqa,5ab2b863554299295394685a,1.0,native_qk_top4_topk_p20,2,12.491053581237793,0.6834166049957275,native_qk,0.0,11,1,0.28037548065185547,0.28037548065185547
5,0,hotpotqa,5a710a915542994082a3e504,0.0,parent_closure,1,-0.02130225859582424,1.6057989597320557,root_semantic,1.0,11,,0.036240436136722565,0.17640331387519836
5,1,hotpotqa,5a710a915542994082a3e504,1.0,parent_closure,2,-0.05754269286990166,1.6057989597320557,root_semantic,0.75,11,,0.036240436136722565,0.17640331387519836
5,4,hotpotqa,5a710a915542994082a3e504,0.0,parent_closure,3,-0.1875523030757904,1.6057989597320557,root_semantic,0.5,11,,0.036240436136722565,0.17640331387519836
5,3,hotpotqa,5a710a915542994082a3e504,1.0,parent_closure,4,-0.19770556688308716,1.6057989597320557,root_semantic,0.25,11,,0.036240436136722565,0.17640331387519836
5,2,hotpotqa,5a710a915542994082a3e504,0.0,parent_closure,5,-0.23654761910438538,1.6057989597320557,root_semantic,0.0,11,,0.036240436136722565,0.17640331387519836
4,1,hotpotqa,5a710a915542994082a3e504,1.0,parent_closure,1,-0.11191703379154205,1.3839046955108643,propagated_semantic,1.0,11,0,0.05417051911354065,0.17582638561725616
4,4,hotpotqa,5a710a915542994082a3e504,0.0,parent_closure,2,-0.1660875529050827,1.3839046955108643,propagated_semantic,0.6666666666666667,11,0,0.05417051911354065,0.17582638561725616
4,2,hotpotqa,5a710a915542994082a3e504,0.0,parent_closure,3,-0.2501087784767151,1.3839046955108643,propagated_semantic,0.33333333333333337,11,0,0.05417051911354065,0.17582638561725616
4,3,hotpotqa,5a710a915542994082a3e504,1.0,parent_closure,4,-0.2877434194087982,1.3839046955108643,propagated_semantic,0.0,11,0,0.05417051911354065,0.17582638561725616
5,0,hotpotqa,5a710a915542994082a3e504,0.0,local_gist_closure,1,-0.02130225859582424,1.6057989597320557,root_semantic,1.0,11,,0.036240436136722565,0.17640331387519836
5,1,hotpotqa,5a710a915542994082a3e504,1.0,local_gist_closure,2,-0.05754269286990166,1.6057989597320557,root_semantic,0.75,11,,0.036240436136722565,0.17640331387519836
5,4,hotpotqa,5a710a915542994082a3e504,0.0,local_gist_closure,3,-0.1875523030757904,1.6057989597320557,root_semantic,0.5,11,,0.036240436136722565,0.17640331387519836
5,3,hotpotqa,5a710a915542994082a3e504,1.0,local_gist_closure,4,-0.19770556688308716,1.6057989597320557,root_semantic,0.25,11,,0.036240436136722565,0.17640331387519836
5,2,hotpotqa,5a710a915542994082a3e504,0.0,local_gist_closure,5,-0.23654761910438538,1.6057989597320557,root_semantic,0.0,11,,0.036240436136722565,0.17640331387519836
4,3,hotpotqa,5a710a915542994082a3e504,1.0,local_gist_closure,1,0.37757378816604614,1.3779726028442383,propagated_semantic,1.0,11,0,0.17766480147838593,0.36565884947776794
4,4,hotpotqa,5a710a915542994082a3e504,0.0,local_gist_closure,2,0.19990898668766022,1.3779726028442383,propagated_semantic,0.6666666666666667,11,0,0.17766480147838593,0.36565884947776794
4,1,hotpotqa,5a710a915542994082a3e504,1.0,local_gist_closure,3,0.1908428817987442,1.3779726028442383,propagated_semantic,0.33333333333333337,11,0,0.17766480147838593,0.36565884947776794
4,2,hotpotqa,5a710a915542994082a3e504,0.0,local_gist_closure,4,0.011914951726794243,1.3779726028442383,propagated_semantic,0.0,11,0,0.17766480147838593,0.36565884947776794
5,0,hotpotqa,5a710a915542994082a3e504,0.0,native_qk_max_topk_p20,1,-0.02130225859582424,1.6057989597320557,root_semantic,1.0,11,,0.036240436136722565,0.17640331387519836
5,1,hotpotqa,5a710a915542994082a3e504,1.0,native_qk_max_topk_p20,2,-0.05754269286990166,1.6057989597320557,root_semantic,0.75,11,,0.036240436136722565,0.17640331387519836
5,4,hotpotqa,5a710a915542994082a3e504,0.0,native_qk_max_topk_p20,3,-0.1875523030757904,1.6057989597320557,root_semantic,0.5,11,,0.036240436136722565,0.17640331387519836
5,3,hotpotqa,5a710a915542994082a3e504,1.0,native_qk_max_topk_p20,4,-0.19770556688308716,1.6057989597320557,root_semantic,0.25,11,,0.036240436136722565,0.17640331387519836
5,2,hotpotqa,5a710a915542994082a3e504,0.0,native_qk_max_topk_p20,5,-0.23654761910438538,1.6057989597320557,root_semantic,0.0,11,,0.036240436136722565,0.17640331387519836
1,3,hotpotqa,5a710a915542994082a3e504,1.0,native_qk_max_topk_p20,1,14.800724029541016,-0.0,native_qk,1.0,11,0,inf,0.0
5,0,hotpotqa,5a710a915542994082a3e504,0.0,native_qk_top4_topk_p20,1,-0.02130225859582424,1.6057989597320557,root_semantic,1.0,11,,0.036240436136722565,0.17640331387519836
5,1,hotpotqa,5a710a915542994082a3e504,1.0,native_qk_top4_topk_p20,2,-0.05754269286990166,1.6057989597320557,root_semantic,0.75,11,,0.036240436136722565,0.17640331387519836
5,4,hotpotqa,5a710a915542994082a3e504,0.0,native_qk_top4_topk_p20,3,-0.1875523030757904,1.6057989597320557,root_semantic,0.5,11,,0.036240436136722565,0.17640331387519836
5,3,hotpotqa,5a710a915542994082a3e504,1.0,native_qk_top4_topk_p20,4,-0.19770556688308716,1.6057989597320557,root_semantic,0.25,11,,0.036240436136722565,0.17640331387519836
5,2,hotpotqa,5a710a915542994082a3e504,0.0,native_qk_top4_topk_p20,5,-0.23654761910438538,1.6057989597320557,root_semantic,0.0,11,,0.036240436136722565,0.17640331387519836
1,3,hotpotqa,5a710a915542994082a3e504,1.0,native_qk_top4_topk_p20,1,12.589629173278809,-0.0,native_qk,1.0,11,0,inf,0.0
5,0,hotpotqa,5adc93a4554299438c868e01,1.0,parent_closure,1,0.27405017614364624,1.5713999271392822,root_semantic,1.0,11,,0.11913532018661499,0.39141973853111267
5,1,hotpotqa,5adc93a4554299438c868e01,1.0,parent_closure,2,0.15491485595703125,1.5713999271392822,root_semantic,0.75,11,,0.11913532018661499,0.39141973853111267
5,4,hotpotqa,5adc93a4554299438c868e01,0.0,parent_closure,3,-0.053438231348991394,1.5713999271392822,root_semantic,0.5,11,,0.11913532018661499,0.39141973853111267
5,2,hotpotqa,5adc93a4554299438c868e01,0.0,parent_closure,4,-0.11736956238746643,1.5713999271392822,root_semantic,0.25,11,,0.11913532018661499,0.39141973853111267
5,3,hotpotqa,5adc93a4554299438c868e01,1.0,parent_closure,5,-0.5964204668998718,1.5713999271392822,root_semantic,0.0,11,,0.11913532018661499,0.39141973853111267
4,4,hotpotqa,5adc93a4554299438c868e01,0.0,parent_closure,1,-0.04359601438045502,1.3748364448547363,propagated_semantic,1.0,11,0,0.027505949139595032,0.4004185199737549
4,1,hotpotqa,5adc93a4554299438c868e01,1.0,parent_closure,2,-0.07110196352005005,1.3748364448547363,propagated_semantic,0.6666666666666667,11,0,0.027505949139595032,0.4004185199737549
4,2,hotpotqa,5adc93a4554299438c868e01,0.0,parent_closure,3,-0.19675062596797943,1.3748364448547363,propagated_semantic,0.33333333333333337,11,0,0.027505949139595032,0.4004185199737549
4,3,hotpotqa,5adc93a4554299438c868e01,1.0,parent_closure,4,-0.4440145492553711,1.3748364448547363,propagated_semantic,0.0,11,0,0.027505949139595032,0.4004185199737549
5,0,hotpotqa,5adc93a4554299438c868e01,1.0,local_gist_closure,1,0.27405017614364624,1.5713999271392822,root_semantic,1.0,11,,0.11913532018661499,0.39141973853111267
5,1,hotpotqa,5adc93a4554299438c868e01,1.0,local_gist_closure,2,0.15491485595703125,1.5713999271392822,root_semantic,0.75,11,,0.11913532018661499,0.39141973853111267
5,4,hotpotqa,5adc93a4554299438c868e01,0.0,local_gist_closure,3,-0.053438231348991394,1.5713999271392822,root_semantic,0.5,11,,0.11913532018661499,0.39141973853111267
5,2,hotpotqa,5adc93a4554299438c868e01,0.0,local_gist_closure,4,-0.11736956238746643,1.5713999271392822,root_semantic,0.25,11,,0.11913532018661499,0.39141973853111267
5,3,hotpotqa,5adc93a4554299438c868e01,1.0,local_gist_closure,5,-0.5964204668998718,1.5713999271392822,root_semantic,0.0,11,,0.11913532018661499,0.39141973853111267
4,1,hotpotqa,5adc93a4554299438c868e01,1.0,local_gist_closure,1,0.16020669043064117,1.3853503465652466,propagated_semantic,1.0,11,0,0.05474939942359924,0.11951793730258942
4,4,hotpotqa,5adc93a4554299438c868e01,0.0,local_gist_closure,2,0.10545729100704193,1.3853503465652466,propagated_semantic,0.6666666666666667,11,0,0.05474939942359924,0.11951793730258942
4,3,hotpotqa,5adc93a4554299438c868e01,1.0,local_gist_closure,3,0.08062569051980972,1.3853503465652466,propagated_semantic,0.33333333333333337,11,0,0.05474939942359924,0.11951793730258942
4,2,hotpotqa,5adc93a4554299438c868e01,0.0,local_gist_closure,4,0.04068874940276146,1.3853503465652466,propagated_semantic,0.0,11,0,0.05474939942359924,0.11951793730258942
5,0,hotpotqa,5adc93a4554299438c868e01,1.0,native_qk_max_topk_p20,1,0.27405017614364624,1.5713999271392822,root_semantic,1.0,11,,0.11913532018661499,0.39141973853111267
5,1,hotpotqa,5adc93a4554299438c868e01,1.0,native_qk_max_topk_p20,2,0.15491485595703125,1.5713999271392822,root_semantic,0.75,11,,0.11913532018661499,0.39141973853111267
5,4,hotpotqa,5adc93a4554299438c868e01,0.0,native_qk_max_topk_p20,3,-0.053438231348991394,1.5713999271392822,root_semantic,0.5,11,,0.11913532018661499,0.39141973853111267
5,2,hotpotqa,5adc93a4554299438c868e01,0.0,native_qk_max_topk_p20,4,-0.11736956238746643,1.5713999271392822,root_semantic,0.25,11,,0.11913532018661499,0.39141973853111267
5,3,hotpotqa,5adc93a4554299438c868e01,1.0,native_qk_max_topk_p20,5,-0.5964204668998718,1.5713999271392822,root_semantic,0.0,11,,0.11913532018661499,0.39141973853111267
1,1,hotpotqa,5adc93a4554299438c868e01,1.0,native_qk_max_topk_p20,1,13.978425025939941,-0.0,native_qk,1.0,11,0,inf,0.0
