budget_parents,chain_completion,complete_oracle,dataset,example_id,fraction,materialized_kv_fraction,materialized_kv_tokens,method,native_qk_dot_products,oracle_jaccard,oracle_parent_ids,oracle_precision,oracle_recall,routing_seconds,seed,selected_parent_ids,semantic_gist_comparisons
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.05,0.2014162077104642,256,native_qk_max_topk_p20,0,0.0,"[0, 3]",0.0,0.0,0.007027000014204532,11,[2],85
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.05,0.2014162077104642,256,native_qk_top4_topk_p20,0,0.0,"[0, 3]",0.0,0.0,0.0055494000553153455,11,[2],85
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,one_shot_parent,0,0.0,"[0, 3]",0.0,0.0,0.003028300008736551,11,[2],5
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,parent_closure,0,0.0,"[0, 3]",0.0,0.0,0.0051595999975688756,11,[2],5
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,local_gist_closure,0,0.0,"[0, 3]",0.0,0.0,0.005319299991242588,11,[2],45
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,native_qk_max_topk_p20,0,0.0,"[0, 3]",0.0,0.0,0.005962299997918308,11,[2],85
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.1,0.2014162077104642,256,native_qk_top4_topk_p20,0,0.0,"[0, 3]",0.0,0.0,0.007708700024522841,11,[2],85
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,one_shot_parent,0,0.0,"[0, 3]",0.0,0.0,0.00339590001385659,11,[2],5
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,parent_closure,0,0.0,"[0, 3]",0.0,0.0,0.0034836999839171767,11,[2],5
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,local_gist_closure,0,0.0,"[0, 3]",0.0,0.0,0.004094699979759753,11,[2],45
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,native_qk_max_topk_p20,0,0.0,"[0, 3]",0.0,0.0,0.007641400035936385,11,[2],85
1,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.2,0.2014162077104642,256,native_qk_top4_topk_p20,0,0.0,"[0, 3]",0.0,0.0,0.008041799999773502,11,[2],85
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,one_shot_parent,0,0.3333333333333333,"[0, 3]",0.5,0.5,0.005293600028380752,11,"[0, 2]",5
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,parent_closure,0,0.3333333333333333,"[0, 3]",0.5,0.5,0.007412700040731579,11,"[0, 2]",10
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,local_gist_closure,0,0.3333333333333333,"[0, 3]",0.5,0.5,0.012563700031023473,11,"[0, 2]",85
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,native_qk_max_topk_p20,131072,0.3333333333333333,"[0, 3]",0.5,0.5,0.014240400050766766,11,"[0, 2]",85
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.3,0.4028324154209284,512,native_qk_top4_topk_p20,131072,0.3333333333333333,"[0, 3]",0.5,0.5,0.01659990003099665,11,"[0, 2]",85
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,one_shot_parent,0,0.3333333333333333,"[0, 3]",0.5,0.5,0.005722899979446083,11,"[0, 2]",5
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,parent_closure,0,0.3333333333333333,"[0, 3]",0.5,0.5,0.009676199988462031,11,"[0, 2]",10
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,local_gist_closure,0,0.3333333333333333,"[0, 3]",0.5,0.5,0.012482199992518872,11,"[0, 2]",85
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,native_qk_max_topk_p20,131072,0.3333333333333333,"[0, 3]",0.5,0.5,0.009937399998307228,11,"[0, 2]",85
2,0.0,0.0,hotpotqa,5ab56db7554299494045efc6,0.4,0.4028324154209284,512,native_qk_top4_topk_p20,131072,0.3333333333333333,"[0, 3]",0.5,0.5,0.014950099983252585,11,"[0, 2]",85
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.05,0.16742969260954874,256,one_shot_parent,0,0.0,"[3, 4]",0.0,0.0,0.005334099987521768,11,[1],6
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.05,0.16742969260954874,256,parent_closure,0,0.0,"[3, 4]",0.0,0.0,0.0052823000005446374,11,[1],6
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.05,0.16742969260954874,256,local_gist_closure,0,0.0,"[3, 4]",0.0,0.0,0.00448190001770854,11,[1],54
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.05,0.16742969260954874,256,native_qk_max_topk_p20,0,0.0,"[3, 4]",0.0,0.0,0.0075867000268772244,11,[1],102
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.05,0.16742969260954874,256,native_qk_top4_topk_p20,0,0.0,"[3, 4]",0.0,0.0,0.009061700024176389,11,[1],102
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.1,0.16742969260954874,256,one_shot_parent,0,0.0,"[3, 4]",0.0,0.0,0.003830100002232939,11,[1],6
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.1,0.16742969260954874,256,parent_closure,0,0.0,"[3, 4]",0.0,0.0,0.0041253999806940556,11,[1],6
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.1,0.16742969260954874,256,local_gist_closure,0,0.0,"[3, 4]",0.0,0.0,0.004877900006249547,11,[1],54
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.1,0.16742969260954874,256,native_qk_max_topk_p20,0,0.0,"[3, 4]",0.0,0.0,0.009764399961568415,11,[1],102
1,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.1,0.16742969260954874,256,native_qk_top4_topk_p20,0,0.0,"[3, 4]",0.0,0.0,0.009838800004217774,11,[1],102
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,0.2,0.33485938521909747,512,one_shot_parent,0,0.3333333333333333,"[3, 4]",0.5,0.5,0.00637100002495572,11,"[1, 3]",6
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,0.2,0.33485938521909747,512,parent_closure,0,0.3333333333333333,"[3, 4]",0.5,0.5,0.008113000018056482,11,"[1, 3]",12
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,0.2,0.33485938521909747,512,local_gist_closure,0,0.3333333333333333,"[3, 4]",0.5,0.5,0.01216840004781261,11,"[1, 3]",102
2,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.2,0.33485938521909747,512,native_qk_max_topk_p20,262144,0.3333333333333333,"[3, 4]",0.5,0.5,0.013271200004965067,11,"[1, 4]",102
2,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.2,0.33485938521909747,512,native_qk_top4_topk_p20,262144,0.3333333333333333,"[3, 4]",0.5,0.5,0.014664399961475283,11,"[1, 4]",102
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,0.3,0.33485938521909747,512,one_shot_parent,0,0.3333333333333333,"[3, 4]",0.5,0.5,0.005633499997202307,11,"[1, 3]",6
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,0.3,0.33485938521909747,512,parent_closure,0,0.3333333333333333,"[3, 4]",0.5,0.5,0.008140899997670203,11,"[1, 3]",12
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,0.3,0.33485938521909747,512,local_gist_closure,0,0.3333333333333333,"[3, 4]",0.5,0.5,0.010265399992931634,11,"[1, 3]",102
2,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.3,0.33485938521909747,512,native_qk_max_topk_p20,262144,0.3333333333333333,"[3, 4]",0.5,0.5,0.015563199995085597,11,"[1, 4]",102
2,0.0,0.0,hotpotqa,5ab2b863554299295394685a,0.3,0.33485938521909747,512,native_qk_top4_topk_p20,262144,0.3333333333333333,"[3, 4]",0.5,0.5,0.01581609999993816,11,"[1, 4]",102
3,1.0,0.0,hotpotqa,5ab2b863554299295394685a,0.4,0.5022890778286462,768,one_shot_parent,0,0.25,"[3, 4]",0.3333333333333333,0.5,0.00509819999570027,11,"[1, 2, 3]",6
3,1.0,1.0,hotpotqa,5ab2b863554299295394685a,0.4,0.5022890778286462,768,parent_closure,0,0.6666666666666666,"[3, 4]",0.6666666666666666,1.0,0.02260470000328496,11,"[1, 3, 4]",18
3,1.0,1.0,hotpotqa,5ab2b863554299295394685a,0.4,0.5022890778286462,768,local_gist_closure,0,0.6666666666666666,"[3, 4]",0.6666666666666666,1.0,0.019537199987098575,11,"[1, 3, 4]",150
3,1.0,0.0,hotpotqa,5ab2b863554299295394685a,0.4,0.4977109221713538,761,native_qk_max_topk_p20,517120,0.25,"[3, 4]",0.3333333333333333,0.5,0.023085900000296533,11,"[1, 3, 5]",150
3,1.0,1.0,hotpotqa,5ab2b863554299295394685a,0.4,0.5022890778286462,768,native_qk_top4_topk_p20,517120,0.6666666666666666,"[3, 4]",0.6666666666666666,1.0,0.021875500038731843,11,"[1, 3, 4]",150
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.05,0.2222222222222222,256,one_shot_parent,0,0.0,"[1, 3]",0.0,0.0,0.0037601999938488007,11,[0],5
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.05,0.2222222222222222,256,parent_closure,0,0.0,"[1, 3]",0.0,0.0,0.004571199999190867,11,[0],5
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.05,0.2222222222222222,256,local_gist_closure,0,0.0,"[1, 3]",0.0,0.0,0.004104499996174127,11,[0],41
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.05,0.2222222222222222,256,native_qk_max_topk_p20,0,0.0,"[1, 3]",0.0,0.0,0.006062200001906604,11,[0],77
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.05,0.2222222222222222,256,native_qk_top4_topk_p20,0,0.0,"[1, 3]",0.0,0.0,0.00715309998486191,11,[0],77
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.1,0.2222222222222222,256,one_shot_parent,0,0.0,"[1, 3]",0.0,0.0,0.0034996000467799604,11,[0],5
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.1,0.2222222222222222,256,parent_closure,0,0.0,"[1, 3]",0.0,0.0,0.0033293000306002796,11,[0],5
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.1,0.2222222222222222,256,local_gist_closure,0,0.0,"[1, 3]",0.0,0.0,0.004647299996577203,11,[0],41
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.1,0.2222222222222222,256,native_qk_max_topk_p20,0,0.0,"[1, 3]",0.0,0.0,0.006343799992464483,11,[0],77
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.1,0.2222222222222222,256,native_qk_top4_topk_p20,0,0.0,"[1, 3]",0.0,0.0,0.008607499999925494,11,[0],77
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.2,0.2222222222222222,256,one_shot_parent,0,0.0,"[1, 3]",0.0,0.0,0.0042974999523721635,11,[0],5
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.2,0.2222222222222222,256,parent_closure,0,0.0,"[1, 3]",0.0,0.0,0.0043040000018663704,11,[0],5
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.2,0.2222222222222222,256,local_gist_closure,0,0.0,"[1, 3]",0.0,0.0,0.005598300020210445,11,[0],41
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.2,0.2222222222222222,256,native_qk_max_topk_p20,0,0.0,"[1, 3]",0.0,0.0,0.0070801000110805035,11,[0],77
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.2,0.2222222222222222,256,native_qk_top4_topk_p20,0,0.0,"[1, 3]",0.0,0.0,0.007775699952617288,11,[0],77
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.3,0.4444444444444444,512,one_shot_parent,0,0.3333333333333333,"[1, 3]",0.5,0.5,0.004787000012584031,11,"[0, 1]",5
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.3,0.4444444444444444,512,parent_closure,0,0.3333333333333333,"[1, 3]",0.5,0.5,0.0069249999942258,11,"[0, 1]",10
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.3,0.4444444444444444,512,local_gist_closure,0,0.3333333333333333,"[1, 3]",0.5,0.5,0.011711200000718236,11,"[0, 3]",77
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.3,0.4444444444444444,512,native_qk_max_topk_p20,131072,0.3333333333333333,"[1, 3]",0.5,0.5,0.0105565000558272,11,"[0, 3]",77
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.3,0.4444444444444444,512,native_qk_top4_topk_p20,131072,0.3333333333333333,"[1, 3]",0.5,0.5,0.01822389999870211,11,"[0, 3]",77
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.4,0.4444444444444444,512,one_shot_parent,0,0.3333333333333333,"[1, 3]",0.5,0.5,0.0062203999841585755,11,"[0, 1]",5
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.4,0.4444444444444444,512,parent_closure,0,0.3333333333333333,"[1, 3]",0.5,0.5,0.006585400027688593,11,"[0, 1]",10
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.4,0.4444444444444444,512,local_gist_closure,0,0.3333333333333333,"[1, 3]",0.5,0.5,0.01062449999153614,11,"[0, 3]",77
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.4,0.4444444444444444,512,native_qk_max_topk_p20,131072,0.3333333333333333,"[1, 3]",0.5,0.5,0.01439819997176528,11,"[0, 3]",77
2,0.0,0.0,hotpotqa,5a710a915542994082a3e504,0.4,0.4444444444444444,512,native_qk_top4_topk_p20,131072,0.3333333333333333,"[1, 3]",0.5,0.5,0.014703800028655678,11,"[0, 3]",77
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,one_shot_parent,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.004787299956660718,11,[0],5
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,parent_closure,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.0043073000269941986,11,[0],5
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,local_gist_closure,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.0027321000234223902,11,[0],43
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,native_qk_max_topk_p20,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.005174799996893853,11,[0],81
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.05,0.21386800334168754,256,native_qk_top4_topk_p20,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.007909299980383366,11,[0],81
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,one_shot_parent,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.0041383999632671475,11,[0],5
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,parent_closure,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.004302399989683181,11,[0],5
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,local_gist_closure,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.0038356000441126525,11,[0],43
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,native_qk_max_topk_p20,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.004766599973663688,11,[0],81
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.1,0.21386800334168754,256,native_qk_top4_topk_p20,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.005874000024050474,11,[0],81
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,one_shot_parent,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.004359700018540025,11,[0],5
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,parent_closure,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.0033549999934621155,11,[0],5
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,local_gist_closure,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.0029315000283531845,11,[0],43
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,native_qk_max_topk_p20,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.006182200042530894,11,[0],81
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.2,0.21386800334168754,256,native_qk_top4_topk_p20,0,0.3333333333333333,"[0, 1, 3]",1.0,0.3333333333333333,0.006733599992003292,11,[0],81
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,one_shot_parent,0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.005893399997148663,11,"[0, 1]",5
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,parent_closure,0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.006721800018567592,11,"[0, 1]",10
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,local_gist_closure,0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.013840100029483438,11,"[0, 1]",81
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,native_qk_max_topk_p20,131072,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.015381600009277463,11,"[0, 1]",81
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.3,0.4277360066833751,512,native_qk_top4_topk_p20,131072,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.015642100013792515,11,"[0, 1]",81
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,one_shot_parent,0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.004736199975013733,11,"[0, 1]",5
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,parent_closure,0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.00828519999049604,11,"[0, 1]",10
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,local_gist_closure,0,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.013421100040432066,11,"[0, 1]",81
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,native_qk_max_topk_p20,131072,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.012705000001005828,11,"[0, 1]",81
2,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,0.4,0.4277360066833751,512,native_qk_top4_topk_p20,131072,0.6666666666666666,"[0, 1, 3]",1.0,0.6666666666666666,0.015913199982605875,11,"[0, 1]",81
1,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,one_shot_parent,0,0.0,"[0, 15]",0.0,0.0,0.005615799978841096,11,[13],16
1,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,parent_closure,0,0.0,"[0, 15]",0.0,0.0,0.005064299970399588,11,[13],16
1,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,local_gist_closure,0,0.0,"[0, 15]",0.0,0.0,0.004691599984653294,11,[13],142
1,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,native_qk_max_topk_p20,0,0.0,"[0, 15]",0.0,0.0,0.015787500014994293,11,[13],268
1,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.05,0.06350781443810469,256,native_qk_top4_topk_p20,0,0.0,"[0, 15]",0.0,0.0,0.012837000016588718,11,[13],268
2,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.1,0.11089059786653437,447,one_shot_parent,0,0.3333333333333333,"[0, 15]",0.5,0.5,0.006519000045955181,11,"[13, 15]",16
2,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.1,0.11089059786653437,447,parent_closure,0,0.3333333333333333,"[0, 15]",0.5,0.5,0.007444300048518926,11,"[13, 15]",32
2,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.1,0.12701562887620937,512,local_gist_closure,0,0.0,"[0, 15]",0.0,0.0,0.019086800049990416,11,"[12, 13]",268
2,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.1,0.12701562887620937,512,native_qk_max_topk_p20,524288,0.0,"[0, 15]",0.0,0.0,0.02332639996893704,11,"[11, 13]",268
2,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.1,0.12701562887620937,512,native_qk_top4_topk_p20,524288,0.0,"[0, 15]",0.0,0.0,0.02346270001726225,11,"[11, 13]",268
4,0.0,0.0,hotpotqa,5ab7f97a5542991d322237ef,0.2,0.23790622674274373,959,one_shot_parent,0,0.2,"[0, 15]",0.25,0.5,0.006791099964175373,11,"[12, 13, 14, 15]",16
