partition,dataset,example_id,seed,hop,transition,query_state_id,query_reconstruction_mode,query_support_mode,facet_type,facet_count,K_search,candidate_parent_count,source_parent,oracle_parent,candidate_parent_ids,candidate_native_rank,candidate_query_rank,candidate_score,successor_candidate_recall,mrr,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_6,recall_at_8,recall_at_11,oracle_margin,winning_facet,winning_facet_family,winning_facet_span,winning_facet_text,winning_facet_includes_a,question,source_a_text,oracle_b_text,B_ceiling,theta,activated,active_parent_count,logical_reference_tokens,logical_parent_count,conceptual_active_parent_count,conceptual_active_parent_fraction,materialized_parent_count,materialized_native_kv_tokens,active_native_kv_fraction,native_kv_bytes,peak_native_kv_tokens,peak_active_parent_count,query_support_tokens,native_k_candidate_comparisons,semantic_comparisons,search_comparisons,reencoding_time,memory_projection_time,query_projection_time,candidate_scoring_time,native_search_time,prefill_to_ready_time,model_baseline_gpu_allocated_bytes,total_reencoding_peak_gpu_allocated_bytes,total_reencoding_peak_gpu_reserved_bytes,incremental_reencoding_peak_allocated_bytes,routing_peak_gpu_allocated_bytes,routing_peak_gpu_reserved_bytes,incremental_routing_peak_allocated_bytes,cpu_reference_cache_bytes,gpu_reference_cache_bytes,gist_cache_bytes,projected_parent_cache_bytes,query_facet_tensor_bytes,candidate_score_tensor_bytes,h2d_transfer_bytes,h2d_transfer_events,h2d_transfer_time,currently_materialized_parent_count,tpot,generation_performed,static_query_rank,rank_movement_from_q0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,24,2,2,[1],[3],"[0, 3]",2,2,-0.12813124060630798,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.08421584591269493,7,question_window_2,"[9, 11]",Trele,False,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[0],1,1152,5,2,0.4,0,0,0.0,0,0,2,24,4718592,48,4718640,0.6420883000246249,0.0008246999932453036,0.0005574999959208071,0.0016947000403888524,0.026893500005826354,0.6720587000600062,1192115712,1296694784,1337982976,104579072,13889024,142606336,123392,620984671,7081888,20480,2560,98304,192,7204032,9,,0,,False,2,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,24,3,3,[1],[3],"[0, 3, 4]",2,3,-0.12813124060630798,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10682190582156181,7,question_window_2,"[9, 11]",Trele,False,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[4],1,1152,5,2,0.4,0,0,0.0,0,0,2,24,4718592,72,4718664,0.6420883000246249,0.0008246999932453036,0.0005574999959208071,0.002022900036536157,0.026893500005826354,0.6723869000561535,1192115712,1296694784,1337982976,104579072,13889024,142606336,123392,620984671,7081888,20480,2560,98304,288,7204032,9,,0,,False,3,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,24,4,4,[1],[3],"[0, 3, 4, 2]",2,3,-0.12813124060630798,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10682190582156181,7,question_window_2,"[9, 11]",Trele,False,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[4],1,1152,5,2,0.4,0,0,0.0,0,0,2,24,4718592,96,4718688,0.6420883000246249,0.0008246999932453036,0.0005574999959208071,0.0016651999903842807,0.026893500005826354,0.6720292000100017,1192115712,1296694784,1337982976,104579072,13889024,142606336,123392,620984671,7081888,20480,2560,98304,384,7204032,9,,0,,False,3,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,24,5,4,[1],[3],"[0, 3, 4, 2]",2,3,-0.12813124060630798,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10682190582156181,7,question_window_2,"[9, 11]",Trele,False,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[4],1,1152,5,2,0.4,0,0,0.0,0,0,2,24,4718592,96,4718688,0.6420883000246249,0.0008246999932453036,0.0005574999959208071,0.0013832999975420535,0.026893500005826354,0.6717473000171594,1192115712,1296694784,1337982976,104579072,13889024,142606336,123392,620984671,7081888,20480,2560,98304,384,7204032,9,,0,,False,3,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,24,6,4,[1],[3],"[0, 3, 4, 2]",2,3,-0.12813124060630798,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10682190582156181,7,question_window_2,"[9, 11]",Trele,False,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[4],1,1152,5,2,0.4,0,0,0.0,0,0,2,24,4718592,96,4718688,0.6420883000246249,0.0008246999932453036,0.0005574999959208071,0.0013714999658986926,0.026893500005826354,0.6717354999855161,1192115712,1296694784,1337982976,104579072,13889024,142606336,123392,620984671,7081888,20480,2560,98304,384,7204032,9,,0,,False,3,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,24,8,4,[1],[3],"[0, 3, 4, 2]",2,3,-0.12813124060630798,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10682190582156181,7,question_window_2,"[9, 11]",Trele,False,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[4],1,1152,5,2,0.4,0,0,0.0,0,0,2,24,4718592,96,4718688,0.6420883000246249,0.0008246999932453036,0.0005574999959208071,0.0013694000081159174,0.026893500005826354,0.6717334000277333,1192115712,1296694784,1337982976,104579072,13889024,142606336,123392,620984671,7081888,20480,2560,98304,384,7204032,9,,0,,False,3,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_only,w2_s1_dynamic,24,11,4,[1],[3],"[0, 3, 4, 2]",2,3,-0.12813124060630798,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10682190582156181,7,question_window_2,"[9, 11]",Trele,False,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[4],1,1152,5,2,0.4,0,0,0.0,0,0,2,24,4718592,96,4718688,0.6420883000246249,0.0008246999932453036,0.0005574999959208071,0.0018425000016577542,0.026893500005826354,0.6722065000212751,1192115712,1296694784,1337982976,104579072,13889024,142606336,123392,620984671,7081888,20480,2560,98304,384,7204032,9,,0,,False,3,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_and_memory,w2_s1_dynamic,280,1,1,[1],[3],[0],2,2,,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,False,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[0],1,1152,5,2,0.4,0,0,0.0,0,0,2,281,4718592,280,4718872,0.6420883000246249,0.0008246999932453036,0.0011122999712824821,0.0014592999941669405,0.026893500005826354,0.672378099989146,1192115712,1296694784,1337982976,104579072,15200768,142606336,1435136,620984671,7081888,20480,2560,1146880,1120,8252608,9,,0,,False,2,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_and_memory,w2_s1_dynamic,280,2,2,[1],[3],"[0, 3]",2,2,0.006055256351828575,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.08662196435034275,133,memory_a_window_2,"[141, 143]",of the,True,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[0],1,1152,5,2,0.4,0,0,0.0,0,0,2,281,4718592,560,4719152,0.6420883000246249,0.0008246999932453036,0.0011122999712824821,0.001981700013857335,0.026893500005826354,0.6729005000088364,1192115712,1296694784,1337982976,104579072,15200768,142606336,1435136,620984671,7081888,20480,2560,1146880,2240,8252608,9,,0,,False,2,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_and_memory,w2_s1_dynamic,280,3,3,[1],[3],"[0, 3, 4]",2,3,0.006055256351828575,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16810582019388676,133,memory_a_window_2,"[141, 143]",of the,True,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[4],1,1152,5,2,0.4,0,0,0.0,0,0,2,281,4718592,840,4719432,0.6420883000246249,0.0008246999932453036,0.0011122999712824821,0.0016744000022299588,0.026893500005826354,0.672593199997209,1192115712,1296694784,1337982976,104579072,15200768,142606336,1435136,620984671,7081888,20480,2560,1146880,3360,8252608,9,,0,,False,3,0
test,hotpotqa,5a710a915542994082a3e504,11,1,0,5a710a915542994082a3e504:t1:query_separator_memory,query_separator_memory,question_and_memory,w2_s1_dynamic,280,4,4,[1],[3],"[0, 3, 4, 2]",2,4,0.006055256351828575,1.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.16810582019388676,133,memory_a_window_2,"[141, 143]",of the,True,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?","nobleman.
Edmund Mortimer, 5th Earl of March: A great-great-grandson of King Edward III of England, he was heir presumptive to King Richard II of England, his first cousin twice removed, when Richard II was deposed in favour of Henry IV.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer's claim to the throne was the basis of rebellions and plots against Henry IV and his son Henry V, and was later taken up by the House of York in the Wars of the Roses, though Mortimer himself was an important and loyal vassal of Henry V and Henry VI.
Edmund Mortimer, 5th Earl of March: Edmund Mortimer was the last Earl of March of the Mortimer family.
Scott Treleaven: Scott Treleaven is a Canadian artist whose work employs a variety of media including collage, film, video, drawing, photography and installation.
Edmund Mortimer, 2nd Baron Mortimer: Edmund Mortimer, 2nd Lord Mortimer (1251 – 17 July 1304) was the second son and eventual heir of Roger Mortimer, 1st Baron Mortimer.
Edmund Mortimer, 2nd","[""and his son only reacquired them gradually.\nEdmund Mortimer (actor): Edmund Mortimer (21 August 1874 \u2013 21 May 1944) was an American actor and film director.\nEdmund Mortimer (actor): He appeared in 251 films between 1913 and 1945.\nEdmund Mortimer (actor): He also directed 23 films between 1918 and 1928.\nEdmund Mortimer (actor): He was born in New York, New York and died in Los Angeles, California.\nTripartite Indenture: The Tripartite Indenture was an agreement made in February 1405 between Owain Glynd\u0175r, Edmund Mortimer, and Henry Percy, 1st Earl of Northumberland, agreeing to divide England and Wales up between them at the expense of Henry IV.\nTripartite Indenture: Glynd\u0175r was to be given Wales, and a substantial part of the west of England, including the English portions of the Welsh Marches.\nTripartite Indenture: Northumberland was to have received the north, as well as Northamptonshire, Norfolk, Warwickshire""]",1,,[4],1,1152,5,2,0.4,0,0,0.0,0,0,2,281,4718592,1120,4719712,0.6420883000246249,0.0008246999932453036,0.0011122999712824821,0.002117500000167638,0.026893500005826354,0.6730362999951467,1192115712,1296694784,1337982976,104579072,15200768,142606336,1435136,620984671,7081888,20480,2560,1146880,4480,8252608,9,,0,,False,3,-1
