dataset,example_id,parent_index,is_evidence,recovery_type,support_channels,L_score,L_rank,L_top4,E_score,E_rank,E_top4,S_score,S_rank,S_top4,QK_score,QK_rank,QK_top4
hotpotqa,5ab2b863554299295394685a,4,True,multi_channel,L+E+S,5.634176912555975,2,True,3.9735773443317477,2,True,4.0,3,True,6.367123603820801,5,False
hotpotqa,5ab2b863554299295394685a,5,False,non_evidence,L+E+S+QK,3.4722849055784097,4,True,2.970639602826192,3,True,3.0,4,True,6.746298313140869,2,True
hotpotqa,5a710a915542994082a3e504,0,False,non_evidence,L+E+S+QK,2.846586154592911,3,True,2.501630773236785,3,True,3.0,4,True,10.317021369934082,1,True
hotpotqa,5a710a915542994082a3e504,1,True,multi_channel,L+E+S+QK,7.303899627006776,1,True,3.767813692375646,1,True,5.0,1,True,10.008318901062012,2,True
hotpotqa,5a710a915542994082a3e504,2,False,non_evidence,L+S+QK,1.3020756142324197,4,True,0.2916952828604729,5,False,4.0,3,True,9.820660591125488,3,True
hotpotqa,5a710a915542994082a3e504,3,True,multi_channel,L+E+S+QK,4.14691377513307,2,True,1.5918264844627856,4,True,5.0,2,True,9.617683410644531,4,True
hotpotqa,5a710a915542994082a3e504,4,False,non_evidence,E,0.7332000077767988,5,False,2.89134349470048,2,True,0.0,5,False,9.611246109008789,5,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0,True,QK_only,QK,0.6728866035449178,12,False,0.0,7,False,0.0,8,False,10.738049507141113,1,True
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,1,False,non_evidence,,0.5341046690521132,16,False,1.3788042500460844,5,False,0.0,9,False,9.434548377990723,10,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,2,False,non_evidence,E,2.0926002593355664,8,False,2.8438578184073355,1,True,0.0,10,False,9.392402648925781,11,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,3,False,non_evidence,E+S,2.2056128323551856,7,False,1.4705638767969331,4,True,1.0,1,True,9.051923751831055,17,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,4,False,non_evidence,,0.0,18,False,0.0,8,False,0.0,11,False,8.964353561401367,19,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,5,False,non_evidence,,0.0,19,False,0.0,9,False,0.0,12,False,8.601396560668945,21,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,6,False,non_evidence,,0.0,20,False,0.0,10,False,0.0,13,False,9.196354866027832,15,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,7,False,non_evidence,L+S,3.9442822878617427,2,True,0.0,11,False,1.0,2,True,9.285322189331055,14,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,8,False,non_evidence,,1.613848284883473,9,False,0.0,12,False,0.0,14,False,9.451998710632324,9,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,9,False,non_evidence,L,3.0878517887305525,4,True,0.0,13,False,0.0,15,False,8.811161994934082,20,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,10,False,non_evidence,L,3.1341655557115558,3,True,0.0,14,False,0.0,16,False,8.474111557006836,22,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,11,False,non_evidence,,0.0,21,False,0.0,15,False,0.0,17,False,9.498598098754883,8,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,12,False,non_evidence,S,0.40888668976610104,17,False,0.0,16,False,1.0,3,True,9.193437576293945,16,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,13,False,non_evidence,L,4.1812957968803115,1,True,0.0,17,False,0.0,18,False,9.311081886291504,13,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,14,False,non_evidence,E+S,0.7774651340167132,10,False,1.4804160676207063,3,True,1.0,4,True,9.629881858825684,7,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,15,False,non_evidence,E+QK,0.6772332298464682,11,False,1.5107809551955231,2,True,1.0,5,False,10.321253776550293,3,True
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,16,False,non_evidence,,0.6266539428252454,13,False,0.0,18,False,1.0,6,False,9.776104927062988,6,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,17,False,non_evidence,,0.0,22,False,0.0,19,False,0.0,19,False,9.364057540893555,12,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,18,False,non_evidence,QK,0.5517737604322718,15,False,0.0,20,False,0.0,20,False,10.49860954284668,2,True
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,19,False,non_evidence,QK,0.6238130484867856,14,False,1.246572923313646,6,False,0.0,21,False,9.860145568847656,4,True
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,20,False,non_evidence,,2.4167992396649813,6,False,0.0,21,False,0.0,22,False,8.976703643798828,18,False
qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,21,False,non_evidence,,2.85785820330347,5,False,0.0,22,False,1.0,7,False,9.807427406311035,5,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0,True,multi_channel,L+S+QK,4.2664760552860015,1,True,0.0,13,False,2.0,2,True,10.154828071594238,2,True
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,1,False,non_evidence,S,2.769028289517128,8,False,1.3743330435976484,9,False,2.0,3,True,8.643580436706543,14,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,2,False,non_evidence,E,2.869106753126121,7,False,3.9066538984199966,3,True,1.0,7,False,9.388139724731445,8,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,3,False,non_evidence,L+E+S,3.3692876718949107,3,True,6.068749557336837,1,True,2.0,4,True,8.730886459350586,13,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,4,False,non_evidence,,1.479482695455663,13,False,0.9827535748447299,11,False,1.0,8,False,9.692342758178711,5,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,5,False,non_evidence,E,2.4727937205277772,9,False,3.2065912376126318,4,True,1.0,9,False,9.474380493164062,6,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,6,False,non_evidence,S,1.7752313118454104,11,False,1.8609768799064876,8,False,3.0,1,True,9.298614501953125,9,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,7,False,non_evidence,,1.634681415808148,12,False,1.0101105857653652,10,False,1.0,10,False,9.064057350158691,10,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,8,False,non_evidence,,2.117307219516502,10,False,2.400809252909191,6,False,0.0,13,False,9.04850959777832,11,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,9,False,non_evidence,L+QK,3.2255754992336643,4,True,0.9783374924470682,12,False,1.0,11,False,10.111577987670898,3,True
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,10,False,non_evidence,QK,0.836687577977681,14,False,2.3249181425563163,7,False,2.0,5,False,10.247671127319336,1,True
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,11,False,non_evidence,E,3.119913994269833,5,False,4.5136404968630535,2,True,0.0,14,False,9.472305297851562,7,False
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,12,False,non_evidence,L+QK,3.712895611012199,2,True,2.4165859278787623,5,False,2.0,6,False,9.974883079528809,4,True
qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,13,False,non_evidence,,3.0156444721860347,6,False,0.0,14,False,1.0,12,False,8.93057918548584,12,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0,True,multi_channel,L+S+QK,1.8825090498433932,3,True,1.8599051984458737,9,False,2.0,2,True,10.300661087036133,2,True
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,1,True,QK_only,QK,0.38171639796393886,18,False,0.48041356099205,18,False,0.0,16,False,10.32355785369873,1,True
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,2,False,non_evidence,L,1.4979508412817353,4,True,1.927642375920827,7,False,1.0,7,False,9.60511302947998,12,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,3,False,non_evidence,L,1.8989907159562116,2,True,1.9633955073289757,6,False,1.0,8,False,8.833277702331543,21,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,4,False,non_evidence,,0.13880003182353612,20,False,0.6916493764998891,15,False,1.0,9,False,8.966849327087402,19,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,5,False,non_evidence,,0.5274711286719602,9,False,1.8685765266616474,8,False,1.0,10,False,9.601844787597656,13,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,6,False,non_evidence,,0.41853439266451825,13,False,0.4683461571939974,19,False,0.0,17,False,9.905359268188477,10,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,7,False,non_evidence,,0.38405053372149733,17,False,0.5099788094452873,17,False,1.0,11,False,9.598611831665039,14,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,8,False,non_evidence,,0.5293569335801336,8,False,1.5413089065306393,12,False,1.0,12,False,8.919220924377441,20,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,9,False,non_evidence,E+S,0.5900642588908351,6,False,2.364977931545002,3,True,2.0,3,True,9.392619132995605,16,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,10,False,non_evidence,E+S,0.39881020677565776,15,False,2.3818706269538796,2,True,2.0,4,True,10.072103500366211,5,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,11,False,non_evidence,,0.3601868676912744,19,False,0.7608255137403649,14,False,0.0,18,False,9.270395278930664,18,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,12,False,non_evidence,,0.38676057321866536,16,False,0.45968609095577034,20,False,1.0,13,False,10.030856132507324,6,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,13,False,non_evidence,S,0.5895968567043681,7,False,0.0,21,False,3.0,1,True,9.998494148254395,7,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,14,False,non_evidence,,0.5231067923643998,10,False,2.054815233474609,5,False,1.0,14,False,9.972671508789062,8,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,15,False,non_evidence,L+E,2.378869896274855,1,True,2.6935242051998785,1,True,1.0,15,False,9.755648612976074,11,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,16,False,non_evidence,,0.5127927648997967,12,False,1.7303710882821595,10,False,0.0,19,False,9.500584602355957,15,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,17,False,non_evidence,QK,0.5172891853410001,11,False,0.6551926323820647,16,False,2.0,5,False,10.127134323120117,4,True
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,18,False,non_evidence,,0.40420864431516584,14,False,1.5511737010898767,11,False,2.0,6,False,9.94691276550293,9,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,19,False,non_evidence,E,1.4862865174741253,5,False,2.1592973826478175,4,True,0.0,20,False,9.29790210723877,17,False
qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,20,False,non_evidence,QK,0.04657588271566336,21,False,0.9324601961438757,13,False,0.0,21,False,10.137124061584473,3,True
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0,True,S_only,S,1.723792633019808,6,False,0.0,12,False,1.0,2,True,9.618741035461426,6,False
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,1,False,non_evidence,S+QK,1.6902173877818947,7,False,0.17173347180298537,5,False,1.0,3,True,10.454035758972168,1,True
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,2,False,non_evidence,QK,1.154130515282505,9,False,0.16953662859135527,7,False,0.0,8,False,10.276796340942383,2,True
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,3,False,non_evidence,L,2.6327296826261724,4,True,0.11638182266266929,10,False,0.0,9,False,9.365735054016113,11,False
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,4,False,non_evidence,,0.386904220331671,12,False,0.11706716818325644,9,False,0.0,10,False,9.600290298461914,7,False
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,5,False,non_evidence,S+QK,0.826685075055263,11,False,0.11570445486532244,11,False,1.0,4,True,10.049643516540527,4,True
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,6,False,non_evidence,S,1.6702805475666156,8,False,0.17026263794456173,6,False,2.0,1,True,9.485204696655273,9,False
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,7,False,non_evidence,L+E,3.1549753091521247,3,True,0.18979949297037862,4,True,0.0,11,False,9.913790702819824,5,False
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,8,False,non_evidence,L+E+QK,3.545044163439989,2,True,2.3291425112350734,2,True,1.0,5,False,10.05882740020752,3,True
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,9,False,non_evidence,L+E,3.8410091162320033,1,True,2.4433380013203343,1,True,1.0,6,False,9.497352600097656,8,False
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,10,False,non_evidence,,2.091051522853963,5,False,0.12924463426925856,8,False,1.0,7,False,8.842409133911133,12,False
qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,11,False,non_evidence,E,0.9230341845070649,10,False,0.1916290489540274,3,True,0.0,12,False,9.43446159362793,10,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0,True,multi_channel,L+S+QK,2.4229638273145344,3,True,0.9145785074681557,6,False,0.0,2,True,11.645965576171875,1,True
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,1,False,non_evidence,S+QK,0.0,8,False,0.0,7,False,0.0,3,True,9.437675476074219,3,True
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,2,False,non_evidence,S,0.0,9,False,0.0,8,False,0.0,4,True,9.416358947753906,5,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,3,False,non_evidence,L+E,2.4947340604996144,2,True,1.0355240279771687,2,True,0.0,5,False,9.139589309692383,10,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,4,False,non_evidence,E+QK,1.0488340977963164,6,False,2.3609239708584555,1,True,0.0,6,False,9.433513641357422,4,True
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,5,False,non_evidence,E+QK,1.7903980612318313,5,False,1.0220087982770316,4,True,0.0,7,False,9.840011596679688,2,True
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,6,False,non_evidence,,0.0,10,False,0.0,9,False,0.0,8,False,9.22199821472168,8,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,7,False,non_evidence,L,5.8176532058602435,1,True,1.0153826220609719,5,False,0.0,9,False,8.637397766113281,13,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,8,False,non_evidence,,0.0,11,False,0.0,10,False,0.0,10,False,8.194564819335938,14,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,9,False,non_evidence,,0.0,12,False,0.0,11,False,0.0,11,False,9.390756607055664,6,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,10,False,non_evidence,,0.0,13,False,0.0,12,False,0.0,12,False,8.819315910339355,11,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,11,False,non_evidence,L+E+S,2.405708189836095,4,True,1.0355240279771687,3,True,2.0,1,True,9.144859313964844,9,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,12,False,non_evidence,,0.0,14,False,0.0,13,False,0.0,13,False,8.773717880249023,12,False
qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,13,False,non_evidence,,0.7953970829341991,7,False,0.0,14,False,0.0,14,False,9.309969902038574,7,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0,True,multi_channel,E+S+QK,1.793281019168174,11,False,0.0,2,True,1.0,4,True,11.769950866699219,4,True
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,1,True,multi_channel,E+QK,3.1944066571477623,5,False,0.0,3,True,1.0,5,False,12.04304313659668,1,True
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,2,False,non_evidence,L+E+S,5.537125966780147,2,True,0.0,4,True,2.0,1,True,11.028535842895508,9,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,3,False,non_evidence,,1.879343352919666,10,False,0.0,5,False,0.0,8,False,10.712983131408691,13,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,False,non_evidence,L+E,6.899427108682015,1,True,2.6057629393411563,1,True,1.0,6,False,11.307001113891602,7,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,5,False,non_evidence,,2.7039308195552367,7,False,0.0,6,False,0.0,9,False,11.72468090057373,5,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,6,False,non_evidence,QK,2.0790104998002743,8,False,0.0,7,False,0.0,10,False,12.01856803894043,2,True
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,7,False,non_evidence,QK,0.0,16,False,0.0,8,False,0.0,11,False,11.928550720214844,3,True
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,False,non_evidence,,0.41627869314284266,15,False,0.0,9,False,0.0,12,False,11.136858940124512,8,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,9,False,non_evidence,S,2.8654869030286716,6,False,0.0,10,False,2.0,2,True,11.309797286987305,6,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,10,False,non_evidence,,0.4291939757798512,13,False,0.0,11,False,0.0,13,False,10.746097564697266,12,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,11,False,non_evidence,,0.4811893626496566,12,False,0.0,12,False,0.0,14,False,9.508733749389648,16,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,12,False,non_evidence,,0.42356201076617533,14,False,0.0,13,False,1.0,7,False,9.946401596069336,15,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,13,False,non_evidence,L,3.9850000343361804,4,True,0.0,14,False,0.0,15,False,10.750329971313477,11,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,14,False,non_evidence,,1.8849423995010626,9,False,0.0,15,False,0.0,16,False,10.92031478881836,10,False
qasper,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,15,False,non_evidence,L+S,4.038051276847659,3,True,0.0,16,False,2.0,3,True,10.21696662902832,14,False
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0,True,QK_only,QK,0.3740983335222835,10,False,0.6097246246345546,11,False,1.0,5,False,10.45948600769043,3,True
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,False,non_evidence,L+E+S,2.60642053472505,2,True,3.6827688779348082,1,True,2.0,2,True,9.922388076782227,6,False
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,False,non_evidence,,1.545297481740503,5,False,0.8726157547038121,8,False,1.0,6,False,9.81189250946045,7,False
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,3,False,non_evidence,L+S,2.565127868256081,3,True,2.292242132267231,6,False,2.0,3,True,9.385120391845703,11,False
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,False,non_evidence,,0.45572312448617125,8,False,0.7955773372360376,9,False,0.0,8,False,9.547600746154785,10,False
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,5,False,non_evidence,L+E,3.315875709858859,1,True,3.6398550758088115,2,True,0.0,9,False,9.602737426757812,9,False
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,6,False,non_evidence,,0.34721255644902005,11,False,0.6411240432206481,10,False,0.0,10,False,9.953485488891602,5,False
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,7,False,non_evidence,S+QK,0.43007898146869994,9,False,1.225351268496091,7,False,4.0,1,True,9.981809616088867,4,True
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,False,non_evidence,E+S,1.5333891769269983,6,False,3.012606791449123,3,True,2.0,4,True,9.706242561340332,8,False
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,9,False,non_evidence,E+QK,0.47425564652342733,7,False,2.8023129877806356,4,True,1.0,7,False,11.074874877929688,1,True
qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,10,False,non_evidence,L+QK,2.229542956783151,4,True,2.318603876700166,5,False,0.0,11,False,10.869684219360352,2,True
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0,True,multi_channel,E+QK,4.188836002961657,6,False,2.750650152636657,3,True,1.0,9,False,10.745904922485352,2,True
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,True,QK_only,QK,1.0668331104345108,16,False,0.0,31,False,1.0,10,False,10.386259078979492,4,True
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,True,missed_by_all,,0.5842452970024008,30,False,0.9815721273147633,23,False,0.0,26,False,9.831085205078125,13,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,3,True,missed_by_all,,1.0832839652092143,15,False,1.6675346598329397,16,False,0.0,27,False,9.734319686889648,19,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,True,missed_by_all,,0.16538154669556404,36,False,1.8748190765094803,11,False,1.0,11,False,9.137438774108887,34,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,5,True,missed_by_all,,0.8183007616381105,21,False,1.6675346598329397,17,False,0.0,28,False,9.766679763793945,16,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,6,True,missed_by_all,,0.16184083346430553,37,False,0.7548211684671214,29,False,1.0,12,False,10.276391983032227,6,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,7,True,S_only,S,1.620729474903241,13,False,2.428372017324536,6,False,3.0,1,True,10.116724014282227,9,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,True,missed_by_all,,0.20990278611454158,33,False,0.0,32,False,0.0,29,False,10.050864219665527,11,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,9,True,L_only,L,7.949232156549813,1,True,0.9740911762467875,26,False,1.0,13,False,10.251459121704102,7,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,10,False,non_evidence,,2.537626503530352,9,False,0.0,33,False,1.0,14,False,9.420490264892578,28,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,11,False,non_evidence,L,6.7566990403835305,2,True,2.0706602765504147,8,False,0.0,30,False,9.688287734985352,21,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,12,False,non_evidence,S,0.18138648306693655,35,False,1.0073723273179678,22,False,2.0,2,True,9.792173385620117,14,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,13,False,non_evidence,L+QK,6.193546999870862,3,True,2.0706602765504147,9,False,1.0,15,False,10.79912281036377,1,True
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,14,False,non_evidence,S,1.0274418678262294,18,False,0.9544408952420664,27,False,2.0,3,True,9.290359497070312,31,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,15,False,non_evidence,,0.5864614827912157,29,False,0.0,34,False,0.0,31,False,9.075858116149902,35,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,16,False,non_evidence,,3.985461255010846,7,False,1.6909034436779176,13,False,1.0,16,False,9.637983322143555,23,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,17,False,non_evidence,QK,1.0487450788514099,17,False,1.6791377490722224,15,False,1.0,17,False,10.41798210144043,3,True
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,18,False,non_evidence,,0.5824452843307433,31,False,1.6909034436779176,14,False,0.0,32,False,9.761375427246094,17,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,19,False,non_evidence,,1.9347950561747316,11,False,0.6939135841774196,30,False,1.0,18,False,9.721162796020508,20,False
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,20,False,non_evidence,E,2.4426870925549022,10,False,2.9703590758383855,1,True,1.0,19,False,9.379117965698242,29,False
