case_id,downstream_record_recall,edge_f1,edge_precision,edge_recall,family,generated_tokens,generation_seconds,mode,model,model_calls,parse_failure,protocol,response,revision,seed,task_count_error,task_precision,task_recall,validation_failure
fork-n4-r3-s23,1.0,1.0,1.0,1.0,fork,63,10.9603480999358,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t0.
- t3: Resolve shared project status for scope t3 after t0.",c1899de289a04d12100db370d81485cdf75e47ca,23,0,1.0,1.0,0
fork-n4-r3-s37,1.0,1.0,1.0,1.0,fork,63,11.431400400120765,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t0.
- t3: Resolve shared project status for scope t3 after t0.",c1899de289a04d12100db370d81485cdf75e47ca,37,0,1.0,1.0,0
fork-n4-r3-s53,1.0,1.0,1.0,1.0,fork,63,11.079532000003383,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t0.
- t3: Resolve shared project status for scope t3 after t0.",c1899de289a04d12100db370d81485cdf75e47ca,53,0,1.0,1.0,0
fork-n4-r3-s71,1.0,1.0,1.0,1.0,fork,63,10.768365999916568,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t0.
- t3: Resolve shared project status for scope t3 after t0.",c1899de289a04d12100db370d81485cdf75e47ca,71,0,1.0,1.0,0
join-n4-r3-s11,1.0,1.0,1.0,1.0,join,65,11.145107499789447,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 independently.
- t2: Resolve shared project status for scope t2 independently.
- t3: Resolve shared project status for scope t3 after t0, t1, t2.",c1899de289a04d12100db370d81485cdf75e47ca,11,0,1.0,1.0,0
join-n4-r3-s23,1.0,1.0,1.0,1.0,join,65,11.36146970000118,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 independently.
- t2: Resolve shared project status for scope t2 independently.
- t3: Resolve shared project status for scope t3 after t0, t1, t2.",c1899de289a04d12100db370d81485cdf75e47ca,23,0,1.0,1.0,0
join-n4-r3-s37,1.0,1.0,1.0,1.0,join,65,11.641651299782097,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 independently.
- t2: Resolve shared project status for scope t2 independently.
- t3: Resolve shared project status for scope t3 after t0, t1, t2.",c1899de289a04d12100db370d81485cdf75e47ca,37,0,1.0,1.0,0
join-n4-r3-s53,1.0,1.0,1.0,1.0,join,65,11.149127000011504,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 independently.
- t2: Resolve shared project status for scope t2 independently.
- t3: Resolve shared project status for scope t3 after t0, t1, t2.",c1899de289a04d12100db370d81485cdf75e47ca,53,0,1.0,1.0,0
join-n4-r3-s71,1.0,1.0,1.0,1.0,join,65,11.07824209984392,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 independently.
- t2: Resolve shared project status for scope t2 independently.
- t3: Resolve shared project status for scope t3 after t0, t1, t2.",c1899de289a04d12100db370d81485cdf75e47ca,71,0,1.0,1.0,0
dag-n4-r3-s11,1.0,1.0,1.0,1.0,dag,66,11.870335600106046,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t1.
- t3: Resolve shared project status for scope t3 after t2, t0.",c1899de289a04d12100db370d81485cdf75e47ca,11,0,1.0,1.0,0
dag-n4-r3-s23,1.0,1.0,1.0,1.0,dag,66,11.355487300083041,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t1.
- t3: Resolve shared project status for scope t3 after t2, t0.",c1899de289a04d12100db370d81485cdf75e47ca,23,0,1.0,1.0,0
dag-n4-r3-s37,1.0,1.0,1.0,1.0,dag,66,11.461343999952078,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t1.
- t3: Resolve shared project status for scope t3 after t2, t0.",c1899de289a04d12100db370d81485cdf75e47ca,37,0,1.0,1.0,0
dag-n4-r3-s53,1.0,1.0,1.0,1.0,dag,66,11.225170199992135,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t1.
- t3: Resolve shared project status for scope t3 after t2, t0.",c1899de289a04d12100db370d81485cdf75e47ca,53,0,1.0,1.0,0
dag-n4-r3-s71,1.0,1.0,1.0,1.0,dag,66,11.023922600084916,preflight_markdown,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"- t0: Resolve shared project status for scope t0 independently.
- t1: Resolve shared project status for scope t1 after t0.
- t2: Resolve shared project status for scope t2 after t1.
- t3: Resolve shared project status for scope t3 after t2, t0.",c1899de289a04d12100db370d81485cdf75e47ca,71,0,1.0,1.0,0
