case_id,downstream_record_recall,edge_f1,edge_precision,edge_recall,family,generated_tokens,generation_seconds,mode,model,model_calls,parse_failure,protocol,response,revision,seed,task_count_error,task_precision,task_recall,validation_failure
parallel-n4-r3-s53,1.0,1.0,1.0,1.0,parallel,150,25.58535400009714,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 independently."",
      ""depends_on"": []
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,53,0,1.0,1.0,0
parallel-n4-r3-s71,1.0,1.0,1.0,1.0,parallel,150,25.82091849995777,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 independently."",
      ""depends_on"": []
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,71,0,1.0,1.0,0
fork-n4-r3-s11,1.0,1.0,1.0,1.0,fork,165,28.35530270007439,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0."",
      ""depends_on"": [""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,11,0,1.0,1.0,0
fork-n4-r3-s23,1.0,1.0,1.0,1.0,fork,165,28.934307900024578,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0."",
      ""depends_on"": [""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,23,0,1.0,1.0,0
fork-n4-r3-s37,1.0,1.0,1.0,1.0,fork,165,29.034658800112084,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0."",
      ""depends_on"": [""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,37,0,1.0,1.0,0
fork-n4-r3-s53,1.0,1.0,1.0,1.0,fork,165,28.880758499959484,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0."",
      ""depends_on"": [""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,53,0,1.0,1.0,0
fork-n4-r3-s71,1.0,1.0,1.0,1.0,fork,165,29.262477800017223,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0."",
      ""depends_on"": [""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,71,0,1.0,1.0,0
join-n4-r3-s11,1.0,1.0,1.0,1.0,join,169,29.265587399946526,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0, t1, t2."",
      ""depends_on"": [""t0"", ""t1"", ""t2""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,11,0,1.0,1.0,0
join-n4-r3-s23,1.0,1.0,1.0,1.0,join,169,29.14497259980999,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0, t1, t2."",
      ""depends_on"": [""t0"", ""t1"", ""t2""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,23,0,1.0,1.0,0
join-n4-r3-s37,1.0,1.0,1.0,1.0,join,169,28.67031059996225,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0, t1, t2."",
      ""depends_on"": [""t0"", ""t1"", ""t2""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,37,0,1.0,1.0,0
join-n4-r3-s53,1.0,1.0,1.0,1.0,join,169,30.034149000188336,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0, t1, t2."",
      ""depends_on"": [""t0"", ""t1"", ""t2""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,53,0,1.0,1.0,0
join-n4-r3-s71,1.0,1.0,1.0,1.0,join,169,28.629318699939176,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t0, t1, t2."",
      ""depends_on"": [""t0"", ""t1"", ""t2""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,71,0,1.0,1.0,0
dag-n4-r3-s11,1.0,1.0,1.0,1.0,dag,172,30.142925300169736,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t1."",
      ""depends_on"": [""t1""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t2, t0."",
      ""depends_on"": [""t2"", ""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,11,0,1.0,1.0,0
dag-n4-r3-s23,1.0,1.0,1.0,1.0,dag,172,29.205246899975464,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t1."",
      ""depends_on"": [""t1""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t2, t0."",
      ""depends_on"": [""t2"", ""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,23,0,1.0,1.0,0
dag-n4-r3-s37,1.0,1.0,1.0,1.0,dag,172,29.70330429985188,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t1."",
      ""depends_on"": [""t1""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t2, t0."",
      ""depends_on"": [""t2"", ""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,37,0,1.0,1.0,0
dag-n4-r3-s53,1.0,1.0,1.0,1.0,dag,172,29.06213920004666,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t1."",
      ""depends_on"": [""t1""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t2, t0."",
      ""depends_on"": [""t2"", ""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,53,0,1.0,1.0,0
dag-n4-r3-s71,1.0,1.0,1.0,1.0,dag,172,29.381863299990073,preflight_json,Qwen/Qwen3-0.6B,1,0,paper8-task-management-roadmap-v1,"```json
{
  ""tasks"": [
    {
      ""task_id"": ""t0"",
      ""description"": ""Resolve shared project status for scope t0 independently."",
      ""depends_on"": []
    },
    {
      ""task_id"": ""t1"",
      ""description"": ""Resolve shared project status for scope t1 after t0."",
      ""depends_on"": [""t0""]
    },
    {
      ""task_id"": ""t2"",
      ""description"": ""Resolve shared project status for scope t2 after t1."",
      ""depends_on"": [""t1""]
    },
    {
      ""task_id"": ""t3"",
      ""description"": ""Resolve shared project status for scope t3 after t2, t0."",
      ""depends_on"": [""t2"", ""t0""]
    }
  ]
}
```",c1899de289a04d12100db370d81485cdf75e47ca,71,0,1.0,1.0,0
