model,dataset,example_id,condition,adaptive_channel,controller_seed_channels,reference_answer,selected_chunk_ids,evidence_recall,precision,mrr,gold_token_logprobs,gold_sequence_logprob,gold_mean_token_logprob,gold_first_token_probability,gold_first_token_rank,teacher_forced_seconds,direct_context_attention_mass,generated_answer,generation_seconds,em,f1,answer_contained,materialized_unique_tokens,native_kv_token_states,native_kv_bytes,active_kv_fraction,gold_logprob_delta_vs_disabled
qwen3_0_6b,hotpotqa,5ac401bb55429919431738f4,empty,bm25,bm25|bm25|bm25|bm25|bm25,Ub Iwerks,,0.0,0.0,0.0,"[-16.39796257019043, -2.1146397590637207, -4.038185119628906, -1.235053539276123]",-23.78584098815918,-5.946460247039795,7.558842440857916e-08,2481,0.15407670009881258,,The origins of Mickey Mouse and Oswald the Lucky Rabbit were worked on by Walt Disney,1.5144708999432623,0.0,0.0,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5ac401bb55429919431738f4,bounded_direct_context,bm25,bm25|bm25|bm25|bm25|bm25,Ub Iwerks,,0.0,0.0,0.0,"[-11.19935417175293, -2.622600959512056e-06, -1.0371154530730564e-05, -1.4305104514278355e-06]",-11.199368476867676,-2.799842119216919,1.3683027646038681e-05,24,3.8682889000047,0.05121215805411339,Leslie Iwerks.,4.099098700098693,0.0,0.5,0.0,0,0,0,0.0,3.146618127822876
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,semantic,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=448:480|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=64:96|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1408:1440|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1440:1472,0.5,0.25,0.5,"[-12.118239402770996, -0.3524956703186035]",-12.470735549926758,-6.235367774963379,5.459028216137085e-06,262,0.35852540004998446,,The answer is the Cherokee.,0.8000777999404818,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.6516685485839844
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,exact,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=0:32|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1152:1184|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1184:1216|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=128:160,0.5,0.25,1.0,"[-11.53469181060791, -0.49712449312210083]",-12.031816482543945,-6.015908241271973,9.784690519154537e-06,213,0.1715146000497043,,The answer is the Cherokee.,0.7859614000190049,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.8711280822753906
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,bm25,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=32:64|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=384:416|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1408:1440|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=992:1024,1.0,0.25,1.0,"[-11.886221885681152, -0.4583303928375244]",-12.344552040100098,-6.172276020050049,6.884612957946956e-06,224,0.1700571000110358,,The answer is the Cherokee.,0.7966984000522643,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.7147603034973145
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,approximate,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=0:32|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1056:1088|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1024:1056|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1088:1120,0.5,0.25,1.0,"[-12.006890296936035, -0.23697218298912048]",-12.24386215209961,-6.121931076049805,6.102020961407106e-06,241,0.170606599887833,,The answer is the Cherokee.,0.8736283001489937,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.7651052474975586
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,hybrid,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=96:128|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1440:1472|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=736:768|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1472:1504,0.5,0.25,1.0,"[-13.444436073303223, -0.2642936408519745]",-13.70872974395752,-6.85436487197876,1.449291289645771e-06,392,0.17178580001927912,,The indigenous American ethnic group is the Cherokee.,1.1233870999421924,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.032671451568603516
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,adaptive,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=32:64|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=384:416|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1408:1440|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=992:1024,1.0,0.25,1.0,"[-11.886221885681152, -0.4583303928375244]",-12.344552040100098,-6.172276020050049,6.884612957946956e-06,224,0.1699562999419868,,The answer is the Cherokee.,0.8577871001325548,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.7147603034973145
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,oracle,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=32:64|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=0:32|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=64:96|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=96:128,1.0,1.0,1.0,"[-11.183879852294922, -0.34213680028915405]",-11.526016235351562,-5.763008117675781,1.3896412383473944e-05,143,0.1722858001012355,,The answer is the Cherokee.,0.7809003000147641,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,1.124028205871582
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,disabled,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,,0.0,0.0,0.0,"[-13.637374877929688, -0.13669779896736145]",-13.774072647094727,-6.887036323547363,1.1949873623962048e-06,424,0.15691270004026592,,The indigenous American ethnic group is the Cherokee.,1.0014470999594778,0.0,0.0,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,shuffled,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=64:96|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=800:832|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=1216:1248|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=640:672,0.5,0.25,1.0,"[-13.085115432739258, -0.30699557065963745]",-13.392110824584961,-6.6960554122924805,2.0759016479132697e-06,335,0.16886780015192926,,The answer is the Native American ethnic group referred to as the **Apache**.,1.7404002998955548,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.1909809112548828
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,irrelevant,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=128:160|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=160:192|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=192:224|benchmark://hotpotqa/5a75ebfc5542992d0ec06018#chunk=224:256,0.0,0.0,0.0,"[-12.569906234741211, -0.1753610372543335]",-12.745266914367676,-6.372633457183838,3.475033054201049e-06,318,0.17368629993870854,,The answer is the Cherokee.,0.7895583999343216,0.0,0.0,0.0,128,512,1048576,0.08333333333333333,0.5144028663635254
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,empty,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,,0.0,0.0,0.0,"[-13.637374877929688, -0.13669779896736145]",-13.774072647094727,-6.887036323547363,1.1949873623962048e-06,424,0.15499049983918667,,The indigenous American ethnic group is the Cherokee.,1.0321326998528093,0.0,0.0,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5a75ebfc5542992d0ec06018,bounded_direct_context,bm25,bm25|bm25|bm25|bm25|bm25,Odawa,,0.0,0.0,0.0,"[-3.4873673915863037, -3.0517112463712692e-05]",-3.4873979091644287,-1.7436989545822144,0.030581271275877953,2,4.670289900153875,0.05838151276111603,The indigenous American ethnic group that inhabits land in the northern United States and southern,5.958069999935105,0.0,0.0,0.0,0,0,0,0.0,5.143337368965149
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,semantic,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=96:128|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=64:96|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=32:64|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=0:32,1.0,0.5,0.3333333333333333,"[-4.081905841827393, -6.532455881824717e-05, -0.0003010773507412523, -3.373566141817719e-05, -0.0013227055314928293]",-4.0836286544799805,-0.8167257308959961,0.01687527634203434,2,0.29629730014130473,,The Kanichee Mine was in service first.,1.211238100193441,0.0,0.4444444444444445,1.0,128,512,1048576,0.08333333333333333,0.1311928629875183
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,exact,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=0:32|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=1056:1088|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=1088:1120|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=1184:1216,0.5,0.25,1.0,"[-5.677055358886719, -0.00022194306075107306, -0.0005927712772972882, -0.000105375460407231, -0.0012312696781009436]",-5.679206371307373,-1.1358412504196167,0.003423625137656927,2,0.1701327001210302,,The Salmita Mine was in service first.,1.2086213000584394,0.0,0.22222222222222224,0.0,128,512,1048576,0.08333333333333333,-0.1879226565361023
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,bm25,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=640:672|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=0:32|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=96:128|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=544:576,0.5,0.25,0.5,"[-5.365891933441162, -0.00032085992279462516, -0.0004994813934899867, -6.758938252460212e-05, -0.0008323303773067892]",-5.367612361907959,-1.0735224485397339,0.004673290997743607,2,0.16965639987029135,,The Salmita Mine was in service first.,1.1913410001434386,0.0,0.22222222222222224,0.0,128,512,1048576,0.08333333333333333,-0.12560385465621948
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,approximate,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=0:32|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=1088:1120|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=1024:1056|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=1056:1088,0.5,0.25,1.0,"[-5.56834077835083, -0.000379132863599807, -0.0005225961795076728, -5.6622808187967166e-05, -0.0016692051431164145]",-5.5709686279296875,-1.1141937971115112,0.0038168083410710096,2,0.16826780000701547,,The Salmita Mine was in service first.,1.3694121001753956,0.0,0.22222222222222224,0.0,128,512,1048576,0.08333333333333333,-0.16627520322799683
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,hybrid,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=96:128|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=64:96|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=0:32|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=32:64,1.0,0.5,0.3333333333333333,"[-4.081905841827393, -6.532455881824717e-05, -0.0003010773507412523, -3.373566141817719e-05, -0.0013227055314928293]",-4.0836286544799805,-0.8167257308959961,0.01687527634203434,2,0.16952860006131232,,The Kanichee Mine was in service first.,1.2214653000701219,0.0,0.4444444444444445,1.0,128,512,1048576,0.08333333333333333,0.1311928629875183
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,adaptive,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=640:672|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=0:32|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=96:128|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=544:576,0.5,0.25,0.5,"[-5.365891933441162, -0.00032085992279462516, -0.0004994813934899867, -6.758938252460212e-05, -0.0008323303773067892]",-5.367612361907959,-1.0735224485397339,0.004673290997743607,2,0.16956750000827014,,The Salmita Mine was in service first.,1.4114055999089032,0.0,0.22222222222222224,0.0,128,512,1048576,0.08333333333333333,-0.12560385465621948
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,oracle,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=32:64|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=0:32|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=64:96|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=96:128,1.0,0.5,1.0,"[-4.081905841827393, -6.532455881824717e-05, -0.0003010773507412523, -3.373566141817719e-05, -0.0013227055314928293]",-4.0836286544799805,-0.8167257308959961,0.01687527634203434,2,0.1730318998452276,,The Kanichee Mine was in service first.,1.2035312000662088,0.0,0.4444444444444445,1.0,128,512,1048576,0.08333333333333333,0.1311928629875183
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,disabled,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,,0.0,0.0,0.0,"[-4.737431526184082, -0.00027891082572750747, -0.0006069486844353378, -4.053033626405522e-05, -0.0012348415330052376]",-4.739593029022217,-0.9479185938835144,0.008761119097471237,3,0.15313140000216663,,The Salmita Mine was in service first.,1.093264500144869,0.0,0.22222222222222224,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,shuffled,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=1024:1056|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=416:448|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=768:800|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=864:896,0.0,0.0,0.0,"[-5.023885250091553, -0.00014697425649501383, -0.001364015624858439, -4.482168878894299e-05, -0.0022834674455225468]",-5.027724742889404,-1.0055450201034546,0.0065789176151156425,2,0.17094480013474822,,The Salmita Mine was in service first.,1.2321119999978691,0.0,0.22222222222222224,0.0,128,512,1048576,0.08333333333333333,-0.057626426219940186
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,irrelevant,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,benchmark://hotpotqa/5a739323554299623ed4abff#chunk=64:96|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=128:160|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=160:192|benchmark://hotpotqa/5a739323554299623ed4abff#chunk=192:224,0.0,0.0,0.0,"[-5.19065523147583, -0.000316212244797498, -0.0015243588713929057, -6.270212179515511e-05, -0.0011187491472810507]",-5.1936774253845215,-1.0387355089187622,0.005568358115851879,3,0.1694978999439627,,The Salmita Mine was in service first.,1.2089505998883396,0.0,0.22222222222222224,0.0,128,512,1048576,0.08333333333333333,-0.0908169150352478
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,empty,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,,0.0,0.0,0.0,"[-4.737431526184082, -0.00027891082572750747, -0.0006069486844353378, -4.053033626405522e-05, -0.0012348415330052376]",-4.739593029022217,-0.9479185938835144,0.008761119097471237,3,0.1519436000380665,,The Salmita Mine was in service first.,1.1441309999208897,0.0,0.22222222222222224,0.0,0,0,0,0.0,0.0
qwen3_0_6b,hotpotqa,5a739323554299623ed4abff,bounded_direct_context,bm25,bm25|bm25|bm25|bm25|bm25,Kanichee Mine,,0.0,0.0,0.0,"[-11.158842086791992, -2.3841830625315197e-06, -5.471556869451888e-05, -5.960462772236497e-07, -0.0001294529065489769]",-11.159029006958008,-2.2318058013916016,1.4248733350541443e-05,9,4.6609948999248445,0.04645567014813423,The Salmita Mine was in service first.,5.344212400028482,0.0,0.22222222222222224,0.0,0,0,0,0.0,-1.2838872075080872
qwen3_0_6b,hotpotqa,5ab3c7df55429969a97a81be,semantic,hybrid,approximate|bm25|semantic|hybrid|hybrid,Shijiazhuang,benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=288:320|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=0:32|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=128:160|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=160:192,0.3333333333333333,0.25,0.5,"[-0.06951074302196503, -0.0001292145170737058, -1.764281842042692e-05, -5.602820692729438e-06, -1.0728830375228426e-06]",-0.06966427713632584,-0.013932855799794197,0.9328501224517822,1,0.38133869995363057,,Shijiazhuang is larger.,1.0330374001059681,0.0,0.5,1.0,128,512,1048576,0.378698224852071,0.055042652413249016
qwen3_0_6b,hotpotqa,5ab3c7df55429969a97a81be,exact,hybrid,approximate|bm25|semantic|hybrid|hybrid,Shijiazhuang,benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=0:32|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=128:160|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=224:256|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=288:320,0.3333333333333333,0.25,1.0,"[-0.09593693912029266, -0.00015066919149830937, -2.9801878554280847e-05, -1.5139465176616795e-05, -1.0728830375228426e-06]",-0.09613361954689026,-0.01922672428190708,0.908521294593811,1,0.17386969993822277,,Shijiazhuang is larger.,1.0132259000092745,0.0,0.5,1.0,128,512,1048576,0.378698224852071,0.04974878393113613
qwen3_0_6b,hotpotqa,5ab3c7df55429969a97a81be,bm25,hybrid,approximate|bm25|semantic|hybrid|hybrid,Shijiazhuang,benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=0:32|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=128:160|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=160:192|benchmark://hotpotqa/5ab3c7df55429969a97a81be#chunk=32:64,0.6666666666666666,0.5,1.0,"[-0.038073088973760605, -7.70062324590981e-05, -1.6093124941107817e-05, -5.245195097813848e-06, -9.536738616588991e-07]",-0.03817238658666611,-0.007634477224200964,0.9626426100730896,1,0.16663830005563796,,Shijiazhuang is larger.,0.9949016000609845,0.0,0.5,1.0,128,512,1048576,0.378698224852071,0.06134103098884225
