active_native_kv,attempts,dataset,effort_cost,example_id,final_effort,initial_effort,initially_correct_broken,initially_wrong_corrected,method,no_change_retry,oracle_recall,partition,quality,routing_seconds,seed
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.0003991000121459365,37
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.0003991000121459365,37
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.0003991000121459365,37
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.0003991000121459365,37
512,3,hotpotqa,156.0,5a710a915542994082a3e504,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.0007460000342689455,37
256,1,hotpotqa,8.0,5a710a915542994082a3e504,E0_low,E0_low,0,0,fixed_E0_low,0,0.5,test,0.0,0.0003687000134959817,53
256,1,hotpotqa,28.0,5a710a915542994082a3e504,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.5,test,0.0,0.0002995000104419887,53
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,0.0,0.00028849998489022255,53
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.00028849998489022255,53
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.00028849998489022255,53
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.00028849998489022255,53
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.00028849998489022255,53
512,3,hotpotqa,156.0,5a710a915542994082a3e504,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.000956700008828193,53
256,1,hotpotqa,8.0,5a710a915542994082a3e504,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00023980002151802182,71
256,1,hotpotqa,28.0,5a710a915542994082a3e504,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.00018889998318627477,71
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,0.0,0.00022500002523884177,71
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.00022500002523884177,71
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.00022500002523884177,71
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.00022500002523884177,71
512,1,hotpotqa,152.0,5a710a915542994082a3e504,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.00022500002523884177,71
512,3,hotpotqa,156.0,5a710a915542994082a3e504,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.0006537000299431384,71
256,1,hotpotqa,8.0,5a80d6be55429938b6142206,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.0001908999984152615,11
512,1,hotpotqa,28.0,5a80d6be55429938b6142206,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.00031380000291392207,11
768,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,0.0,0.026112999999895692,11
768,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.026112999999895692,11
768,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.026112999999895692,11
768,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.026112999999895692,11
768,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.026112999999895692,11
768,3,hotpotqa,156.0,5a80d6be55429938b6142206,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.026617700001224875,11
256,1,hotpotqa,8.0,5a80d6be55429938b6142206,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00025099999038502574,23
512,1,hotpotqa,28.0,5a80d6be55429938b6142206,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.00023040000814944506,23
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,fixed_E2_high,0,0.0,test,0.0,0.00022719998378306627,23
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_direct,0,0.0,test,0.0,0.00022719998378306627,23
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_direct,0,0.0,test,0.0,0.00022719998378306627,23
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_retry,0,0.0,test,0,0.00022719998378306627,23
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_retry,0,0.0,test,0,0.00022719998378306627,23
705,3,hotpotqa,156.0,5a80d6be55429938b6142206,E2_high,E0_low,0,0,cheap_default_retry,1,0.0,test,0,0.0007085999823175371,23
256,1,hotpotqa,8.0,5a80d6be55429938b6142206,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00017260003369301558,37
512,1,hotpotqa,28.0,5a80d6be55429938b6142206,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.020048400037921965,37
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,fixed_E2_high,0,0.0,test,0.0,0.033920700079761446,37
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_direct,0,0.0,test,0.0,0.033920700079761446,37
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_direct,0,0.0,test,0.0,0.033920700079761446,37
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_retry,0,0.0,test,0,0.033920700079761446,37
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_retry,0,0.0,test,0,0.033920700079761446,37
705,3,hotpotqa,156.0,5a80d6be55429938b6142206,E2_high,E0_low,0,0,cheap_default_retry,1,0.0,test,0,0.054141700151376426,37
256,1,hotpotqa,8.0,5a80d6be55429938b6142206,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00017640000442042947,53
512,1,hotpotqa,28.0,5a80d6be55429938b6142206,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.00022190000163391232,53
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,fixed_E2_high,0,0.0,test,0.0,0.00022540002828463912,53
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_direct,0,0.0,test,0.0,0.00022540002828463912,53
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_direct,0,0.0,test,0.0,0.00022540002828463912,53
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_retry,0,0.0,test,0,0.00022540002828463912,53
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_retry,0,0.0,test,0,0.00022540002828463912,53
705,3,hotpotqa,156.0,5a80d6be55429938b6142206,E2_high,E0_low,0,0,cheap_default_retry,1,0.0,test,0,0.0006237000343389809,53
256,1,hotpotqa,8.0,5a80d6be55429938b6142206,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00017390004359185696,71
512,1,hotpotqa,28.0,5a80d6be55429938b6142206,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.5,test,0.0,0.01876330003142357,71
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,fixed_E2_high,0,0.0,test,0.0,0.0002272999845445156,71
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_direct,0,0.0,test,0.0,0.0002272999845445156,71
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_direct,0,0.0,test,0.0,0.0002272999845445156,71
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,hand_rule_retry,0,0.0,test,0,0.0002272999845445156,71
705,1,hotpotqa,152.0,5a80d6be55429938b6142206,E2_high,E2_high,0,0,learned_retry,0,0.0,test,0,0.0002272999845445156,71
705,3,hotpotqa,156.0,5a80d6be55429938b6142206,E2_high,E0_low,0,0,cheap_default_retry,1,0.0,test,0,0.01916450005955994,71
210,1,hotpotqa,8.0,5a8888e35542997e5c09a5f6,E0_low,E0_low,0,0,fixed_E0_low,0,0.5,test,0.0,0.00017100002150982618,11
210,1,hotpotqa,28.0,5a8888e35542997e5c09a5f6,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.5,test,0.0,0.0001674999948590994,11
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,fixed_E2_high,0,1.0,test,1.0,0.010806199978105724,11
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_direct,0,1.0,test,1.0,0.010806199978105724,11
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_direct,0,1.0,test,1.0,0.010806199978105724,11
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_retry,0,1.0,test,1,0.010806199978105724,11
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_retry,0,1.0,test,1,0.010806199978105724,11
466,3,hotpotqa,156.0,5a8888e35542997e5c09a5f6,E2_high,E0_low,0,1,cheap_default_retry,0,1.0,test,1,0.01114469999447465,11
256,1,hotpotqa,8.0,5a8888e35542997e5c09a5f6,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00030289997812360525,23
256,1,hotpotqa,28.0,5a8888e35542997e5c09a5f6,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.0002316000172868371,23
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,0.0,0.00024149997625499964,23
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.00024149997625499964,23
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.00024149997625499964,23
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.00024149997625499964,23
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.00024149997625499964,23
466,3,hotpotqa,156.0,5a8888e35542997e5c09a5f6,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.000775999971665442,23
256,1,hotpotqa,8.0,5a8888e35542997e5c09a5f6,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00032160000409930944,37
256,1,hotpotqa,28.0,5a8888e35542997e5c09a5f6,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.00019530003191903234,37
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,0.0,0.00021590001415461302,37
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.00021590001415461302,37
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.00021590001415461302,37
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.00021590001415461302,37
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.00021590001415461302,37
466,3,hotpotqa,156.0,5a8888e35542997e5c09a5f6,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.0007328000501729548,37
210,1,hotpotqa,8.0,5a8888e35542997e5c09a5f6,E0_low,E0_low,0,0,fixed_E0_low,0,0.5,test,0.0,0.00016930000856518745,53
210,1,hotpotqa,28.0,5a8888e35542997e5c09a5f6,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.5,test,0.0,0.00016380002489313483,53
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,0.0,0.014762100006919354,53
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.014762100006919354,53
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.014762100006919354,53
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.014762100006919354,53
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.014762100006919354,53
466,3,hotpotqa,156.0,5a8888e35542997e5c09a5f6,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.015095200040377676,53
256,1,hotpotqa,8.0,5a8888e35542997e5c09a5f6,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00016950001008808613,71
256,1,hotpotqa,28.0,5a8888e35542997e5c09a5f6,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.0001666999887675047,71
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,0.0,0.00021379999816417694,71
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.00021379999816417694,71
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.00021379999816417694,71
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.00021379999816417694,71
466,1,hotpotqa,152.0,5a8888e35542997e5c09a5f6,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.00021379999816417694,71
466,3,hotpotqa,156.0,5a8888e35542997e5c09a5f6,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.0005499999970197678,71
256,1,hotpotqa,8.0,5a8c8502554299585d9e36d0,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00018099998123943806,11
512,1,hotpotqa,28.0,5a8c8502554299585d9e36d0,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.0002294000005349517,11
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,1.0,0.00023280002642422915,11
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,1.0,0.00023280002642422915,11
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_direct,0,0.5,test,1.0,0.00023280002642422915,11
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,1,0.00023280002642422915,11
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_retry,0,0.5,test,1,0.00023280002642422915,11
768,3,hotpotqa,156.0,5a8c8502554299585d9e36d0,E2_high,E0_low,0,1,cheap_default_retry,0,0.5,test,1,0.0006432000081986189,11
256,1,hotpotqa,8.0,5a8c8502554299585d9e36d0,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00018119998276233673,23
512,1,hotpotqa,28.0,5a8c8502554299585d9e36d0,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.00022749998606741428,23
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,1.0,0.00023169995984062552,23
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,1.0,0.00023169995984062552,23
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_direct,0,0.5,test,1.0,0.00023169995984062552,23
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,1,0.00023169995984062552,23
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_retry,0,0.5,test,1,0.00023169995984062552,23
768,3,hotpotqa,156.0,5a8c8502554299585d9e36d0,E2_high,E0_low,0,1,cheap_default_retry,0,0.5,test,1,0.0006403999286703765,23
256,1,hotpotqa,8.0,5a8c8502554299585d9e36d0,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00018780003301799297,37
512,1,hotpotqa,28.0,5a8c8502554299585d9e36d0,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.019715999951586127,37
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,1.0,0.03663439996307716,37
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,1.0,0.03663439996307716,37
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_direct,0,0.5,test,1.0,0.03663439996307716,37
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,1,0.03663439996307716,37
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_retry,0,0.5,test,1,0.03663439996307716,37
768,3,hotpotqa,156.0,5a8c8502554299585d9e36d0,E2_high,E0_low,0,1,cheap_default_retry,0,0.5,test,1,0.05653819994768128,37
256,1,hotpotqa,8.0,5a8c8502554299585d9e36d0,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00027109996881335974,53
512,1,hotpotqa,28.0,5a8c8502554299585d9e36d0,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.0008317999891005456,53
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,1.0,0.00034959998447448015,53
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,1.0,0.00034959998447448015,53
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_direct,0,0.5,test,1.0,0.00034959998447448015,53
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,1,0.00034959998447448015,53
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_retry,0,0.5,test,1,0.00034959998447448015,53
768,3,hotpotqa,156.0,5a8c8502554299585d9e36d0,E2_high,E0_low,0,1,cheap_default_retry,0,0.5,test,1,0.0014524999423883855,53
256,1,hotpotqa,8.0,5a8c8502554299585d9e36d0,E0_low,E0_low,0,0,fixed_E0_low,0,0.5,test,1.0,0.0003098000306636095,71
512,1,hotpotqa,28.0,5a8c8502554299585d9e36d0,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.01930690003791824,71
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,1.0,0.03887310001300648,71
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,1.0,0.03887310001300648,71
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_direct,0,0.5,test,1.0,0.03887310001300648,71
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,1,0.03887310001300648,71
768,1,hotpotqa,152.0,5a8c8502554299585d9e36d0,E2_high,E2_high,0,0,learned_retry,0,0.5,test,1,0.03887310001300648,71
768,3,hotpotqa,156.0,5a8c8502554299585d9e36d0,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,1,0.05848980008158833,71
256,1,hotpotqa,8.0,5ab2b863554299295394685a,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00039499998092651367,11
512,1,hotpotqa,28.0,5ab2b863554299295394685a,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.5,test,1.0,0.0003723000409081578,11
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,1.0,0.000417600036598742,11
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,1.0,0.000417600036598742,11
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,learned_direct,0,0.5,test,1.0,0.000417600036598742,11
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,1,0.000417600036598742,11
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,learned_retry,0,0.5,test,1,0.000417600036598742,11
768,3,hotpotqa,156.0,5ab2b863554299295394685a,E2_high,E0_low,0,1,cheap_default_retry,0,0.5,test,1,0.0011849000584334135,11
256,1,hotpotqa,8.0,5ab2b863554299295394685a,E0_low,E0_low,0,0,fixed_E0_low,0,0.0,test,0.0,0.00022329995408654213,23
512,1,hotpotqa,28.0,5ab2b863554299295394685a,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.0,test,0.0,0.016647999989800155,23
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,fixed_E2_high,0,0.5,test,0.0,0.00024910003412514925,23
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,hand_rule_direct,0,0.5,test,0.0,0.00024910003412514925,23
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,learned_direct,0,0.5,test,0.0,0.00024910003412514925,23
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,hand_rule_retry,0,0.5,test,0,0.00024910003412514925,23
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,learned_retry,0,0.5,test,0,0.00024910003412514925,23
768,3,hotpotqa,156.0,5ab2b863554299295394685a,E2_high,E0_low,0,0,cheap_default_retry,1,0.5,test,0,0.017120399978011847,23
256,1,hotpotqa,8.0,5ab2b863554299295394685a,E0_low,E0_low,0,0,fixed_E0_low,0,0.5,test,1.0,0.0001865000231191516,37
512,1,hotpotqa,28.0,5ab2b863554299295394685a,E1_medium,E1_medium,0,0,fixed_E1_medium,0,0.5,test,1.0,0.00023479998344555497,37
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,fixed_E2_high,0,1.0,test,1.0,0.00023790000705048442,37
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,hand_rule_direct,0,1.0,test,1.0,0.00023790000705048442,37
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,learned_direct,0,1.0,test,1.0,0.00023790000705048442,37
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,hand_rule_retry,0,1.0,test,1,0.00023790000705048442,37
768,1,hotpotqa,152.0,5ab2b863554299295394685a,E2_high,E2_high,0,0,learned_retry,0,1.0,test,1,0.00023790000705048442,37
