cost,cost_regret,dataset,example_id,joint_exact,mean_head_accuracy,model_seed,oracle_cost,oracle_level,oracle_profile,oracle_quality,overprediction,quality,quality_regret,router_latency_seconds,seed,selected_level,selected_profile,underprediction,variant
152.0,144.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0,0.0,37,8.0,0,E0_low,1.0,1,1.0,0.0,0.0012878000270575285,1,2,E2_high,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0014767999527975917,1,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.001420099986717105,1,0,E0_low,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0018165999790653586,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0017494000494480133,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0009021000005304813,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.000839599990285933,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008371999720111489,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.000837799976579845,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008357000770047307,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.00083430006634444,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0011454999912530184,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008506000740453601,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,11,152.0,2,E2_high,1.0,0,1.0,0.0,0.000838999985717237,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008292999118566513,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008348999544978142,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008350999560207129,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008330999407917261,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,11,152.0,2,E2_high,1.0,0,1.0,0.0,0.0012769000604748726,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,23,152.0,2,E2_high,1.0,0,1.0,0.0,0.002101199934259057,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,37,152.0,2,E2_high,1.0,0,1.0,0.0,0.0008697999874129891,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.0009205000242218375,7,2,E2_high,0,R3A_autoregressive
152.0,144.0,hotpotqa,5a8c8502554299585d9e36d0,0,0.0,71,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008370999712496996,7,2,E2_high,0,R3A_autoregressive
152.0,124.0,hotpotqa,5ab2b863554299295394685a,0,0.0,11,28.0,1,E1_medium,1.0,1,1.0,0.0,0.0008359000785276294,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab2b863554299295394685a,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008332000579684973,7,2,E2_high,0,R3A_autoregressive
152.0,144.0,hotpotqa,5ab2b863554299295394685a,0,0.0,37,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008316000457853079,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab2b863554299295394685a,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.000831299927085638,7,2,E2_high,0,R3A_autoregressive
152.0,124.0,hotpotqa,5ab2b863554299295394685a,0,0.0,71,28.0,1,E1_medium,1.0,1,1.0,0.0,0.0008339999476447701,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0009539000457152724,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,23,152.0,2,E2_high,1.0,0,1.0,0.0,0.00148610002361238,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008412000024691224,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,53,152.0,2,E2_high,1.0,0,1.0,0.0,0.0008400999940931797,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5ab88c075542991b5579efbe,1,1.0,71,152.0,2,E2_high,1.0,0,1.0,0.0,0.0021937000565230846,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.00116429990157485,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0009976000292226672,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0009916999842971563,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008463000413030386,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5adc93a4554299438c868e01,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0010409000096842647,7,2,E2_high,0,R3A_autoregressive
8.0,-144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,11,152.0,2,E2_high,1.0,0,0.0,1.0,0.0008565000025555491,7,0,E0_low,1,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,23,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008432000176981091,7,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,37,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008420000085607171,7,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,53,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008396999910473824,7,2,E2_high,0,R3A_autoregressive
152.0,144.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0,0.0,71,8.0,0,E0_low,1.0,1,1.0,0.0,0.0008417000062763691,7,2,E2_high,0,R3A_autoregressive
8.0,-144.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0,0.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008387999841943383,7,0,E0_low,1,R3A_autoregressive
8.0,-144.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,0,0.0,23,152.0,2,E2_high,1.0,0,0.0,1.0,0.0008470999309793115,7,0,E0_low,1,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,37,152.0,2,E2_high,1.0,0,1.0,0.0,0.0008388999849557877,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0015217000618577003,7,2,E2_high,0,R3A_autoregressive
152.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0018999000312760472,7,2,E2_high,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008712999988347292,7,0,E0_low,0,R3A_autoregressive
152.0,144.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,0,0.0,23,8.0,0,E0_low,1.0,1,1.0,0.0,0.000851099961437285,7,2,E2_high,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008437999058514833,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.000838399981148541,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008367999689653516,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008370999712496996,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008403999963775277,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0015995000721886754,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.000903200008906424,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.000848200055770576,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008438000222668052,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008414000039920211,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.002117399941198528,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0012304999399930239,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008605000330135226,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,11,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008462000405415893,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,23,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008375999750569463,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,37,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008517999667674303,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,53,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008637999417260289,7,0,E0_low,0,R3A_autoregressive
8.0,0.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,1.0,71,8.0,0,E0_low,1.0,0,1.0,0.0,0.0008693999843671918,7,0,E0_low,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0016126999398693442,21,2,E2_high,0,R3A_autoregressive
8.0,-144.0,hotpotqa,5a710a915542994082a3e504,0,0.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0014899999368935823,21,0,E0_low,1,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,37,152.0,2,E2_high,0.0,0,0.0,0.0,0.0008205999620258808,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,53,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007876999443396926,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a710a915542994082a3e504,1,1.0,71,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007901000790297985,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,11,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007865999359637499,21,2,E2_high,0,R3A_autoregressive
152.0,0.0,hotpotqa,5a80d6be55429938b6142206,1,1.0,23,152.0,2,E2_high,0.0,0,0.0,0.0,0.0007859000470489264,21,2,E2_high,0,R3A_autoregressive
