dataset,config_id,rows,chain_complete,conceptual_chain_complete,evidence_kv_recall,evidence_kv_precision,conceptual_evidence_recall,abstract_cost,selected_kv_tokens,transition_comparisons,control_wall_seconds,facets,roots,neighbors,hops,search_budget,kv_budget
hotpotqa,F1_R1_K2_H1_Bs4_Bkv8,80,0.45,0.45,0.574884036664246,0.4202031277303416,0.574884036664246,18.3033203125,723.4125,2.0,0.0007495824771467597,1,1,2,1,4,8
hotpotqa,F1_R1_K2_H1_Bs8_Bkv2,80,0.2375,0.45,0.41654511024099783,0.4647389231908967,0.574884036664246,18.5013671875,480.0875,2.0,0.0007509087561629712,1,1,2,1,8,2
hotpotqa,F1_R1_K2_H1_Bs8_Bkv4,80,0.45,0.45,0.574884036664246,0.4202031277303416,0.574884036664246,22.3033203125,723.4125,2.0,0.0007714849925832823,1,1,2,1,8,4
hotpotqa,F1_R1_K2_H1_Bs8_Bkv8,80,0.45,0.45,0.574884036664246,0.4202031277303416,0.574884036664246,22.3033203125,723.4125,2.0,0.0007493700075428932,1,1,2,1,8,8
hotpotqa,F1_R1_K2_H2_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.5013671875,480.0875,4.0,0.0009610524954041466,1,1,2,2,2,2
hotpotqa,F1_R1_K2_H2_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.5013671875,480.0875,4.0,0.0009693274885648861,1,1,2,2,2,4
hotpotqa,F1_R1_K2_H2_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.5013671875,480.0875,4.0,0.0010404612345155328,1,1,2,2,2,8
hotpotqa,F1_R1_K2_H2_Bs4_Bkv2,80,0.2375,0.5375,0.41654511024099783,0.4647389231908967,0.6243640446935338,17.8763671875,480.0875,5.375,0.0015161050076130777,1,1,2,2,4,2
hotpotqa,F1_R1_K2_H2_Bs4_Bkv4,80,0.5375,0.5375,0.6243640446935338,0.35634595991737783,0.6243640446935338,24.6396484375,912.9375,5.375,0.0015009412571089342,1,1,2,2,4,4
hotpotqa,F1_R1_K2_H2_Bs4_Bkv8,80,0.5375,0.5375,0.6243640446935338,0.35634595991737783,0.6243640446935338,24.6396484375,912.9375,5.375,0.0015183300070930271,1,1,2,2,4,8
hotpotqa,F1_R1_K2_H2_Bs8_Bkv2,80,0.2375,0.6625,0.41654511024099783,0.4647389231908967,0.689440683171335,22.5013671875,480.0875,6.0,0.0017718424962367863,1,1,2,2,8,2
hotpotqa,F1_R1_K2_H2_Bs8_Bkv4,80,0.5375,0.6625,0.6243640446935338,0.35634595991737783,0.689440683171335,29.2646484375,912.9375,6.0,0.0017719849973218515,1,1,2,2,8,4
hotpotqa,F1_R1_K2_H2_Bs8_Bkv8,80,0.6625,0.6625,0.689440683171335,0.36615464916005863,0.689440683171335,30.7646484375,1008.9375,6.0,0.001984352484578267,1,1,2,2,8,8
hotpotqa,F1_R1_K2_H3_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.5013671875,480.0875,4.0,0.0009610037639504298,1,1,2,3,2,2
hotpotqa,F1_R1_K2_H3_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.5013671875,480.0875,4.0,0.0009422274975804612,1,1,2,3,2,4
hotpotqa,F1_R1_K2_H3_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.5013671875,480.0875,4.0,0.001059076251112856,1,1,2,3,2,8
hotpotqa,F1_R1_K2_H3_Bs4_Bkv2,80,0.2375,0.5375,0.41654511024099783,0.4647389231908967,0.6243640446935338,18.6763671875,480.0875,6.175,0.0016330237325746567,1,1,2,3,4,2
hotpotqa,F1_R1_K2_H3_Bs4_Bkv4,80,0.5375,0.5375,0.6243640446935338,0.35634595991737783,0.6243640446935338,25.4396484375,912.9375,6.175,0.0016715774865588174,1,1,2,3,4,4
hotpotqa,F1_R1_K2_H3_Bs4_Bkv8,80,0.5375,0.5375,0.6243640446935338,0.35634595991737783,0.6243640446935338,25.4396484375,912.9375,6.175,0.0016783087339717895,1,1,2,3,4,8
hotpotqa,F1_R1_K2_H3_Bs8_Bkv2,80,0.2375,0.6625,0.41654511024099783,0.4647389231908967,0.7180760299274871,24.8263671875,480.0875,8.325,0.002224727504653856,1,1,2,3,8,2
hotpotqa,F1_R1_K2_H3_Bs8_Bkv4,80,0.5375,0.6625,0.6243640446935338,0.35634595991737783,0.7180760299274871,31.5896484375,912.9375,8.325,0.0021408887521829458,1,1,2,3,8,4
hotpotqa,F1_R1_K2_H3_Bs8_Bkv8,80,0.6625,0.6625,0.7180760299274871,0.37073558747564594,0.7180760299274871,33.6396484375,1044.1375,8.325,0.002111772494390607,1,1,2,3,8,8
hotpotqa,F1_R1_K4_H0_Bs2_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,6.705859375,237.175,0.0,5.0726262270472946e-05,1,1,4,0,2,2
hotpotqa,F1_R1_K4_H0_Bs2_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,6.705859375,237.175,0.0,4.726624756585806e-05,1,1,4,0,2,4
hotpotqa,F1_R1_K4_H0_Bs2_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,6.705859375,237.175,0.0,4.7721253940835596e-05,1,1,4,0,2,8
hotpotqa,F1_R1_K4_H0_Bs4_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,8.705859375,237.175,0.0,4.542873939499259e-05,1,1,4,0,4,2
hotpotqa,F1_R1_K4_H0_Bs4_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,8.705859375,237.175,0.0,5.012124311178923e-05,1,1,4,0,4,4
hotpotqa,F1_R1_K4_H0_Bs4_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,8.705859375,237.175,0.0,4.9868738278746606e-05,1,1,4,0,4,8
hotpotqa,F1_R1_K4_H0_Bs8_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,12.705859375,237.175,0.0,4.6908730291761457e-05,1,1,4,0,8,2
hotpotqa,F1_R1_K4_H0_Bs8_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,12.705859375,237.175,0.0,5.033000779803842e-05,1,1,4,0,8,4
hotpotqa,F1_R1_K4_H0_Bs8_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,12.705859375,237.175,0.0,4.855000297538936e-05,1,1,4,0,8,8
hotpotqa,F1_R1_K4_H1_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.4388671875,480.0875,3.9375,0.0007282850099727511,1,1,4,1,2,2
hotpotqa,F1_R1_K4_H1_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.4388671875,480.0875,3.9375,0.0006497587455669418,1,1,4,1,2,4
hotpotqa,F1_R1_K4_H1_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,14.4388671875,480.0875,3.9375,0.0006460587639594451,1,1,4,1,2,8
hotpotqa,F1_R1_K4_H1_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,16.4388671875,480.0875,3.9375,0.0009372712374897674,1,1,4,1,4,2
hotpotqa,F1_R1_K4_H1_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,24.0556640625,967.5625,3.9375,0.0009893299778923393,1,1,4,1,4,4
hotpotqa,F1_R1_K4_H1_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,24.0556640625,967.5625,3.9375,0.0009668275015428662,1,1,4,1,4,8
hotpotqa,F1_R1_K4_H1_Bs8_Bkv2,80,0.2375,0.7625,0.41654511024099783,0.4647389231908967,0.8224965885309032,20.4388671875,480.0875,3.9375,0.001071336239692755,1,1,4,1,8,2
hotpotqa,F1_R1_K4_H1_Bs8_Bkv4,80,0.6375,0.7625,0.701669389150041,0.37922093067495993,0.8224965885309032,28.0556640625,967.5625,3.9375,0.0011056525283493102,1,1,4,1,8,4
hotpotqa,F1_R1_K4_H1_Bs8_Bkv8,80,0.7625,0.7625,0.8224965885309032,0.36446614535078004,0.8224965885309032,31.71875,1202.0,3.9375,0.0010295912506990135,1,1,4,1,8,8
hotpotqa,F1_R1_K4_H2_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,18.3763671875,480.0875,7.875,0.0011446112679550425,1,1,4,2,2,2
hotpotqa,F1_R1_K4_H2_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,18.3763671875,480.0875,7.875,0.0010738312412286177,1,1,4,2,2,4
hotpotqa,F1_R1_K4_H2_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,18.3763671875,480.0875,7.875,0.0011207025236217305,1,1,4,2,2,8
hotpotqa,F1_R1_K4_H2_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,20.3763671875,480.0875,7.875,0.001315448759123683,1,1,4,2,4,2
hotpotqa,F1_R1_K4_H2_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,27.9931640625,967.5625,7.875,0.0013555912475567311,1,1,4,2,4,4
hotpotqa,F1_R1_K4_H2_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,27.9931640625,967.5625,7.875,0.0013352699839742853,1,1,4,2,4,8
hotpotqa,F1_R1_K4_H2_Bs8_Bkv2,80,0.2375,0.825,0.41654511024099783,0.4647389231908967,0.8928228348652143,28.7263671875,480.0875,12.225,0.0022096900007454678,1,1,4,2,8,2
hotpotqa,F1_R1_K4_H2_Bs8_Bkv4,80,0.6375,0.825,0.701669389150041,0.37922093067495993,0.8928228348652143,36.3431640625,967.5625,12.225,0.0020523187587969003,1,1,4,2,8,4
hotpotqa,F1_R1_K4_H2_Bs8_Bkv8,80,0.825,0.825,0.8928228348652143,0.36493567244835834,0.8928228348652143,42.65625,1371.6,12.225,0.0020634574990253895,1,1,4,2,8,8
hotpotqa,F1_R1_K4_H3_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,18.3763671875,480.0875,7.875,0.0011103475000709296,1,1,4,3,2,2
hotpotqa,F1_R1_K4_H3_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,18.3763671875,480.0875,7.875,0.0011180537432665006,1,1,4,3,2,4
hotpotqa,F1_R1_K4_H3_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,18.3763671875,480.0875,7.875,0.0010714399948483333,1,1,4,3,2,8
hotpotqa,F1_R1_K4_H3_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,20.3763671875,480.0875,7.875,0.0013862199964933097,1,1,4,3,4,2
hotpotqa,F1_R1_K4_H3_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,27.9931640625,967.5625,7.875,0.0013087350060231983,1,1,4,3,4,4
hotpotqa,F1_R1_K4_H3_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,27.9931640625,967.5625,7.875,0.0013589300157036631,1,1,4,3,4,8
hotpotqa,F1_R1_K4_H3_Bs8_Bkv2,80,0.2375,0.825,0.41654511024099783,0.4647389231908967,0.8928228348652143,29.8763671875,480.0875,13.375,0.0021275987586705015,1,1,4,3,8,2
hotpotqa,F1_R1_K4_H3_Bs8_Bkv4,80,0.6375,0.825,0.701669389150041,0.37922093067495993,0.8928228348652143,37.4931640625,967.5625,13.375,0.0022226950124604626,1,1,4,3,8,4
hotpotqa,F1_R1_K4_H3_Bs8_Bkv8,80,0.825,0.825,0.8928228348652143,0.36493567244835834,0.8928228348652143,43.80625,1371.6,13.375,0.0021631587558658795,1,1,4,3,8,8
hotpotqa,F1_R1_K8_H0_Bs2_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,6.705859375,237.175,0.0,5.7642499450594185e-05,1,1,8,0,2,2
hotpotqa,F1_R1_K8_H0_Bs2_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,6.705859375,237.175,0.0,5.146123876329511e-05,1,1,8,0,2,4
hotpotqa,F1_R1_K8_H0_Bs2_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,6.705859375,237.175,0.0,4.818874876946211e-05,1,1,8,0,2,8
hotpotqa,F1_R1_K8_H0_Bs4_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,8.705859375,237.175,0.0,4.6341249253600834e-05,1,1,8,0,4,2
hotpotqa,F1_R1_K8_H0_Bs4_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,8.705859375,237.175,0.0,4.607750743161887e-05,1,1,8,0,4,4
hotpotqa,F1_R1_K8_H0_Bs4_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,8.705859375,237.175,0.0,4.526249540504068e-05,1,1,8,0,4,8
hotpotqa,F1_R1_K8_H0_Bs8_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,12.705859375,237.175,0.0,4.4719994184561075e-05,1,1,8,0,8,2
hotpotqa,F1_R1_K8_H0_Bs8_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,12.705859375,237.175,0.0,5.181749875191599e-05,1,1,8,0,8,4
hotpotqa,F1_R1_K8_H0_Bs8_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,12.705859375,237.175,0.0,5.760624771937728e-05,1,1,8,0,8,8
hotpotqa,F1_R1_K8_H1_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,15.5638671875,480.0875,5.0625,0.000777337490580976,1,1,8,1,2,2
hotpotqa,F1_R1_K8_H1_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,15.5638671875,480.0875,5.0625,0.0007176512503065169,1,1,8,1,2,4
hotpotqa,F1_R1_K8_H1_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,15.5638671875,480.0875,5.0625,0.0007887975196354091,1,1,8,1,2,8
hotpotqa,F1_R1_K8_H1_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,17.5638671875,480.0875,5.0625,0.001034977493691258,1,1,8,1,4,2
hotpotqa,F1_R1_K8_H1_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,25.1806640625,967.5625,5.0625,0.00096141375543084,1,1,8,1,4,4
hotpotqa,F1_R1_K8_H1_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,25.1806640625,967.5625,5.0625,0.0008970537339337171,1,1,8,1,4,8
hotpotqa,F1_R1_K8_H1_Bs8_Bkv2,80,0.2375,0.95,0.41654511024099783,0.4647389231908967,0.95,21.5638671875,480.0875,5.0625,0.0011818075057817624,1,1,8,1,8,2
hotpotqa,F1_R1_K8_H1_Bs8_Bkv4,80,0.6375,0.95,0.701669389150041,0.37922093067495993,0.95,29.1806640625,967.5625,5.0625,0.0012379599967971445,1,1,8,1,8,4
hotpotqa,F1_R1_K8_H1_Bs8_Bkv8,80,0.95,0.95,0.95,0.366148398403797,0.95,36.93359375,1463.75,5.0625,0.0012247050064615906,1,1,8,1,8,8
hotpotqa,F1_R1_K8_H2_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,20.6263671875,480.0875,10.125,0.0011700712551828475,1,1,8,2,2,2
hotpotqa,F1_R1_K8_H2_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,20.6263671875,480.0875,10.125,0.0011048774933442474,1,1,8,2,2,4
hotpotqa,F1_R1_K8_H2_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,20.6263671875,480.0875,10.125,0.0011370999913197012,1,1,8,2,2,8
hotpotqa,F1_R1_K8_H2_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,22.6263671875,480.0875,10.125,0.0014331650163512677,1,1,8,2,4,2
hotpotqa,F1_R1_K8_H2_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,30.2431640625,967.5625,10.125,0.0013287249981658532,1,1,8,2,4,4
hotpotqa,F1_R1_K8_H2_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,30.2431640625,967.5625,10.125,0.0015371837449492886,1,1,8,2,4,8
hotpotqa,F1_R1_K8_H2_Bs8_Bkv2,80,0.2375,0.95,0.41654511024099783,0.4647389231908967,0.95,26.6263671875,480.0875,10.125,0.0017308325128396972,1,1,8,2,8,2
hotpotqa,F1_R1_K8_H2_Bs8_Bkv4,80,0.6375,0.95,0.701669389150041,0.37922093067495993,0.95,34.2431640625,967.5625,10.125,0.001632472508936189,1,1,8,2,8,4
hotpotqa,F1_R1_K8_H2_Bs8_Bkv8,80,0.95,0.95,0.95,0.366148398403797,0.95,41.99609375,1463.75,10.125,0.001763292492250912,1,1,8,2,8,8
hotpotqa,F1_R1_K8_H3_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,20.6263671875,480.0875,10.125,0.0011676587484544144,1,1,8,3,2,2
hotpotqa,F1_R1_K8_H3_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,20.6263671875,480.0875,10.125,0.0011341687582898884,1,1,8,3,2,4
hotpotqa,F1_R1_K8_H3_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,20.6263671875,480.0875,10.125,0.0010904287482844666,1,1,8,3,2,8
hotpotqa,F1_R1_K8_H3_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,22.6263671875,480.0875,10.125,0.0013384237652644515,1,1,8,3,4,2
hotpotqa,F1_R1_K8_H3_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,30.2431640625,967.5625,10.125,0.0013611975038656965,1,1,8,3,4,4
hotpotqa,F1_R1_K8_H3_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,30.2431640625,967.5625,10.125,0.0012790100125130266,1,1,8,3,4,8
hotpotqa,F1_R1_K8_H3_Bs8_Bkv2,80,0.2375,0.95,0.41654511024099783,0.4647389231908967,0.95,26.6263671875,480.0875,10.125,0.0016319249960361048,1,1,8,3,8,2
hotpotqa,F1_R1_K8_H3_Bs8_Bkv4,80,0.6375,0.95,0.701669389150041,0.37922093067495993,0.95,34.2431640625,967.5625,10.125,0.0017528012540424243,1,1,8,3,8,4
hotpotqa,F1_R1_K8_H3_Bs8_Bkv8,80,0.95,0.95,0.95,0.366148398403797,0.95,41.99609375,1463.75,10.125,0.0016828262654598803,1,1,8,3,8,8
hotpotqa,F1_R2_K2_H0_Bs2_Bkv2,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,10.555078125,483.525,0.0,5.4438761435449126e-05,1,2,2,0,2,2
hotpotqa,F1_R2_K2_H0_Bs2_Bkv4,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,10.555078125,483.525,0.0,4.911248688586056e-05,1,2,2,0,2,4
hotpotqa,F1_R2_K2_H0_Bs2_Bkv8,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,10.555078125,483.525,0.0,5.017374933231622e-05,1,2,2,0,2,8
hotpotqa,F1_R2_K2_H0_Bs4_Bkv2,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,0.0,7.917125767562539e-05,1,2,2,0,4,2
hotpotqa,F1_R2_K2_H0_Bs4_Bkv4,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,0.0,5.866751016583294e-05,1,2,2,0,4,4
hotpotqa,F1_R2_K2_H0_Bs4_Bkv8,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,0.0,5.3846227820031346e-05,1,2,2,0,4,8
hotpotqa,F1_R2_K2_H0_Bs8_Bkv2,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,16.555078125,483.525,0.0,5.9121265076100825e-05,1,2,2,0,8,2
hotpotqa,F1_R2_K2_H0_Bs8_Bkv4,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,16.555078125,483.525,0.0,5.4859984084032475e-05,1,2,2,0,8,4
hotpotqa,F1_R2_K2_H0_Bs8_Bkv8,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,16.555078125,483.525,0.0,6.006124021951109e-05,1,2,2,0,8,8
hotpotqa,F1_R2_K2_H1_Bs2_Bkv2,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,2.0,0.00050916749460157,1,2,2,1,2,2
hotpotqa,F1_R2_K2_H1_Bs2_Bkv4,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,2.0,0.00046932873665355145,1,2,2,1,2,4
hotpotqa,F1_R2_K2_H1_Bs2_Bkv8,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,2.0,0.0004706774896476418,1,2,2,1,2,8
hotpotqa,F1_R2_K2_H1_Bs4_Bkv2,80,0.2,0.625,0.3749204675020325,0.427319854345379,0.7141659028618299,16.555078125,483.525,4.0,0.0011695937369950115,1,2,2,1,4,2
hotpotqa,F1_R2_K2_H1_Bs4_Bkv4,80,0.625,0.625,0.7141659028618299,0.39968703119759075,0.7141659028618299,23.6337890625,936.5625,4.0,0.0011066449689678848,1,2,2,1,4,4
hotpotqa,F1_R2_K2_H1_Bs4_Bkv8,80,0.625,0.625,0.7141659028618299,0.39968703119759075,0.7141659028618299,23.6337890625,936.5625,4.0,0.0010629712545778603,1,2,2,1,4,8
hotpotqa,F1_R2_K2_H1_Bs8_Bkv2,80,0.2,0.6375,0.3749204675020325,0.427319854345379,0.7271812305573901,20.555078125,483.525,4.0,0.0011110750056104735,1,2,2,1,8,2
hotpotqa,F1_R2_K2_H1_Bs8_Bkv4,80,0.625,0.6375,0.7141659028618299,0.39968703119759075,0.7271812305573901,27.6337890625,936.5625,4.0,0.0011911699897609652,1,2,2,1,8,4
hotpotqa,F1_R2_K2_H1_Bs8_Bkv8,80,0.6375,0.6375,0.7271812305573901,0.4004517744393906,0.7271812305573901,27.8837890625,952.5625,4.0,0.0011308562476187944,1,2,2,1,8,8
hotpotqa,F1_R2_K2_H2_Bs2_Bkv2,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,2.0,0.0004402675054734573,1,2,2,2,2,2
hotpotqa,F1_R2_K2_H2_Bs2_Bkv4,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,2.0,0.00044871875434182584,1,2,2,2,2,4
hotpotqa,F1_R2_K2_H2_Bs2_Bkv8,80,0.2,0.2,0.3749204675020325,0.427319854345379,0.3749204675020325,12.555078125,483.525,2.0,0.00044209751067683103,1,2,2,2,2,8
hotpotqa,F1_R2_K2_H2_Bs4_Bkv2,80,0.2,0.625,0.3749204675020325,0.427319854345379,0.7141659028618299,17.180078125,483.525,4.625,0.0012332487385720015,1,2,2,2,4,2
hotpotqa,F1_R2_K2_H2_Bs4_Bkv4,80,0.625,0.625,0.7141659028618299,0.3924507832501359,0.7141659028618299,24.45703125,949.25,4.625,0.0013085462531307712,1,2,2,2,4,4
hotpotqa,F1_R2_K2_H2_Bs4_Bkv8,80,0.625,0.625,0.7141659028618299,0.3924507832501359,0.7141659028618299,24.45703125,949.25,4.625,0.0011338637297740207,1,2,2,2,4,8
