active_kv_fraction,annotated_hops,answer_contained,answer_tokens,attention_entropy,budget_allocation,conceptual_selected_parents,condition,cpu_reference_cache_bytes,cross_shard_interval_count,dataset,deduplicated_materialization_tokens,encoding_granularity_tokens,evidence_attention_mass,evidence_coverage,evidence_density,evidence_kv_tokens,evidence_source_tokens,exact_match,example_id,generated_answer,generated_tokens,gold_mean_logprob_delta_vs_none,gold_mean_logprob_delta_vs_whole,gold_mean_token_logprob,gold_sequence_logprob,gpu_reference_cache_bytes,h2d_kv_bytes,interval_resolution_seconds,kv_budget,kv_reduction_vs_whole,logical_gather_seconds,logical_h2d_seconds,logical_source_tokens,materialization_band,materialization_policy,materialized_unique_tokens,memory_attention_mass,native_kv_bytes,native_kv_token_states,non_evidence_attention_mass,non_evidence_kv_tokens,normalized_answer_accuracy,oracle_labels_used,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,phase,question_type,radius_left,radius_right,raw_answer,reference_answer,requested_materialization_tokens,selection_policy,teacher_forced_seconds,token_f1,tokens_per_second,total_generation_seconds,tpot_seconds,ttft_seconds,whole_parent_tokens
0.05920766216804527,2,0.0,4,2.339633916105543,,7,M2_evidence_only,263438336,56.0,musique,136,256,0.7099387549928257,1.0,1.0,136,136,0.0,2hop__103889_86452,The 2012: the country of origin to,12,0.3710479736328125,-0.06033015251159668,-2.5483617782592773,-10.19344711303711,0,15597568.0,0.0043600997887551785,,0.3928571428571429,0.005249999696388841,0.04753750003874302,2297,all_28,logical_intervals,136,0.7099387549928257,15597568.0,3808,0.0,0,0.0,True,1215964672,1243611136,heldout,2hop,0,0,The 2012: the country of origin to,1989,136,annotated_evidence_oracle,0.34083490003831685,0.0,3.1843166883570175,3.768469400005415,0.306698072722859,0.3941209999611601,224
0.05920766216804527,2,0.0,4,2.339633916105543,,7,M3_selected_radius_0,263438336,56.0,musique,136,256,0.7099387549928257,1.0,1.0,136,136,0.0,2hop__103889_86452,The 2012: the country of origin to,12,0.3710479736328125,-0.06033015251159668,-2.5483617782592773,-10.19344711303711,0,15597568.0,0.005351899890229106,,0.3928571428571429,0.0068395998096093535,0.06162709998898208,2297,all_28,logical_intervals,136,0.7099387549928257,15597568.0,3808,0.0,0,0.0,True,1215964672,1243611136,heldout,2hop,0,0,The 2012: the country of origin to,1989,136,annotated_evidence_oracle,0.4397770999930799,0.0,3.0453167494221813,3.9404768000822514,0.3080614454599775,0.5509252999909222,224
0.055724858511101434,2,0.0,4,2.3190657028130124,equal,7,M6_budget_128_equal,263438336,56.0,musique,128,256,0.6952146206583295,0.9191176470588235,0.9765625,125,136,0.0,2hop__103889_86452,The question of the 2012,12,0.8914120197296143,0.4600338935852051,-2.0279977321624756,-8.111990928649902,0,14680064.0,0.004162300028838217,128,0.4285714285714286,0.004722000099718571,0.058043199707753956,2297,all_28,logical_intervals,128,0.7107792432819094,14680064.0,3584,0.015564626847792948,3,0.0,True,1215777792,1243611136,heldout,2hop,64,64,The question of the 2012\n\nThe question,1989,128,annotated_evidence_oracle,0.39207970001734793,0.0,3.5811706345409684,3.3508596000028774,0.27126357272606005,0.3661992000415921,224
0.062255115367871136,2,0.0,4,2.3568684416157857,,7,M7_gist_selected_radius_0,263438336,56.0,musique,143,256,0.704955946121897,1.0,0.951048951048951,136,136,0.0,2hop__103889_86452,The 2012: the country of origin to,12,0.35473108291625977,-0.07664704322814941,-2.56467866897583,-10.25871467590332,0,16400384.0,0.005995699786581099,,0.3616071428571429,0.007213600096292794,0.09037570003420115,2297,all_28,gist_plus_logical_intervals,143,0.7109077104500362,16400384.0,4004,0.005951773375272751,7,0.0,True,1216126976,1243611136,heldout,2hop,0,0,The 2012: the country of origin to,1989,136,annotated_evidence_oracle,0.48467170004732907,0.0,2.4381830189101716,4.92169779993128,0.40207934545734053,0.498114199959673,224
0.0,2,0.0,15,,,0,M_none,321355776,0.0,musique,0,256,,0.0,0.0,0,321,0.0,2hop__104095_40501,1,2,0.0,0.9551073312759399,-1.9235771894454956,-28.853656768798828,0,0.0,0.0,,1.0,0.0,0.0,2802,none,none,0.0,,0.0,0.0,,0,0.0,False,1216094720,1258291200,heldout,2hop,,,1,"75,000 to 100,000",0,none,0.1581666999263689,0.0,8.137587068919109,0.2457730999449268,0.103922100039199,0.1411996999522671,384
0.004282655246252677,2,0.0,15,2.1410507006304607,,12,M0_native_gist,321355776,0.0,musique,12,256,0.0,0.0,0.0,0,321,0.0,2hop__104095_40501,мещ�,12,-7.336714863777161,-6.381607532501221,-9.260292053222656,-138.9043731689453,0,1376256.0,0.0,,0.96875,0.0,0.060148200020194054,2802,all_28,native_gist_only,12,0.11675188820559665,1376256.0,336,0.11675188820559665,12,0.0,True,1213094400,1251999744,heldout,2hop,,,мещ�\n\nмещ�\n\nмещ�\n\nмещ�,"75,000 to 100,000",12,annotated_evidence_oracle,0.36272390000522137,0.0,3.230513883577554,3.7145792999072,0.30384272727480327,0.37022739998064935,384
0.13704496788008566,2,0.0,15,3.1416040318352834,,12,M1_whole_parent,321355776,0.0,musique,384,256,0.46772417638983044,1.0,0.8359375,321,321,0.0,2hop__104095_40501,,12,-0.9551073312759399,0.0,-2.8786845207214355,-43.180267333984375,0,0.0,0.0,,0.0,0.0,0.0,2802,all_28,selected_chunks,384,0.7703584241015571,0.0,10752,0.30263424877609524,63,0.0,True,1220563456,1251999744,heldout,2hop,,,</think>\n\n</think>\n\n</think>\n\n</think>\n\n</think>\n\n</think>,"75,000 to 100,000",384,annotated_evidence_oracle,0.5994665999896824,0.0,3.9538797065907554,3.034993699984625,0.23690006363374944,0.4283652000594884,384
0.1145610278372591,2,0.0,15,2.9040845973151073,,12,M2_evidence_only,321355776,56.0,musique,321,256,0.7200766248362405,1.0,1.0,321,321,0.0,2hop__104095_40501,,12,-0.8401583433151245,0.11494898796081543,-2.76373553276062,-41.456031799316406,0,36814848.0,0.006918600178323686,,0.1640625,0.010018999921157956,0.08694850036408752,2802,all_28,logical_intervals,321,0.7200766248362405,36814848.0,8988,0.0,0,0.0,True,1219236864,1251999744,heldout,2hop,0,0,</think>\n\n</think>\n\n</think>\n\n</think>\n\n</think>\n\n</think>,"75,000 to 100,000",321,annotated_evidence_oracle,0.41727800003718585,0.0,3.34826529447593,3.5839453999651596,0.2925106181805445,0.36570289998780936,384
0.1145610278372591,2,0.0,15,2.9040845973151073,,12,M3_selected_radius_0,321355776,56.0,musique,321,256,0.7200766248362405,1.0,1.0,321,321,0.0,2hop__104095_40501,,12,-0.8401583433151245,0.11494898796081543,-2.76373553276062,-41.456031799316406,0,36814848.0,0.005742999957874417,,0.1640625,0.008894700207747519,0.08484309981577098,2802,all_28,logical_intervals,321,0.7200766248362405,36814848.0,8988,0.0,0,0.0,True,1219236864,1251999744,heldout,2hop,0,0,</think>\n\n</think>\n\n</think>\n\n</think>\n\n</think>\n\n</think>,"75,000 to 100,000",321,annotated_evidence_oracle,0.3934877999126911,0.0,3.2710222673069245,3.668577899923548,0.29722087272569875,0.39849679998587817,384
0.04568165596002855,2,0.0,15,2.490647771528789,equal,12,M6_budget_128_equal,321355776,56.0,musique,128,256,0.6722144154565675,0.3987538940809969,1.0,128,321,0.0,2hop__104095_40501,"Okay, let's say, but the answer is a citizen",12,-0.5145715475082397,0.4405357837677002,-2.4381487369537354,-36.572227478027344,0,14680064.0,0.004393399925902486,128,0.6666666666666667,0.004685099935159087,0.04925249994266778,2802,all_28,logical_intervals,128,0.6722144154565675,14680064.0,3584,0.0,0,0.0,True,1214947840,1251999744,heldout,2hop,64,64,"Okay, let's say, but the answer is a citizen","75,000 to 100,000",128,annotated_evidence_oracle,0.3423620000248775,0.0,3.8575031891921245,3.11082050006371,0.25376863635822455,0.3184722000733018,384
0.11884368308351177,2,0.0,15,2.9221001182283675,,12,M7_gist_selected_radius_0,321355776,56.0,musique,333,256,0.7154979067189353,1.0,0.963963963963964,321,321,0.0,2hop__104095_40501,,12,-0.844283938407898,0.11082339286804199,-2.7678611278533936,-41.517913818359375,0,38191104.0,0.010332200094126165,,0.1328125,0.014070100151002407,0.12158519995864481,2802,all_28,gist_plus_logical_intervals,333,0.7205696148531777,38191104.0,9324,0.005071691079397819,12,0.0,True,1219446784,1251999744,heldout,2hop,0,0,</think>\n\n</think>\n\n</think>\n\n</think>\n\n</think>\n\n</think>,"75,000 to 100,000",321,annotated_evidence_oracle,0.547029500012286,0.0,1.8481247717217735,6.493068099953234,0.542324000006457,0.5264268999453634,384
0.0,2,0.0,2,,,0,M_none,262520832,0.0,musique,0,256,,0.0,0.0,0,321,0.0,2hop__104095_40502,The population of Clara Peeters's country of citizenship was,12,0.0,5.56595778465271,-3.7244017124176025,-7.448803424835205,0,0.0,0.0,,1.0,0.0,0.0,2289,none,none,0.0,,0.0,0.0,,0,0.0,False,1217241600,1266679808,heldout,2hop,,,The population of Clara Peeters's country of citizenship was,2 million,0,none,0.15565069997683167,0.0,7.5437504523096655,1.590720699983649,0.13125146363480863,0.14607569994404912,384
0.005242463958060288,2,0.0,2,1.8347674565655845,,12,M0_native_gist,262520832,0.0,musique,12,256,0.0,0.0,0.0,0,321,0.0,2hop__104095_40502,,1,-16.158157110214233,-10.592199325561523,-19.882558822631836,-39.76511764526367,0,1376256.0,0.0,,0.96875,0.0,0.06778030027635396,2289,all_28,native_gist_only,12,0.1376823266702039,1376256.0,336,0.1376823266702039,12,0.0,True,1211154944,1260388352,heldout,2hop,,,,2 million,12,annotated_evidence_oracle,0.41258720005862415,0.0,2.4250343081800345,0.4123652999987826,0.0,0.4114588999655098,384
0.16775884665792923,2,0.0,2,2.6885991394519806,,12,M1_whole_parent,262520832,0.0,musique,384,256,0.5798631267888206,1.0,0.8359375,321,321,0.0,2hop__104095_40502,The year of the year 20th,12,-5.56595778465271,0.0,-9.290359497070312,-18.580718994140625,0,0.0,0.0,,0.0,0.0,0.0,2289,all_28,selected_chunks,384,0.719458743929863,0.0,10752,0.13959562871605158,63,0.0,True,1219641856,1260388352,heldout,2hop,,,The year of the year 20th\n\nDocument,2 million,384,annotated_evidence_oracle,0.32376239995937794,0.0,4.452043257799696,2.69539160002023,0.21832664544821123,0.29282339999917895,384
0.1402359108781127,2,0.0,2,2.49564956341471,,12,M2_evidence_only,262520832,56.0,musique,321,256,0.6956355060849871,1.0,1.0,321,321,0.0,2hop__104095_40502,The Netherlands,12,-6.261247396469116,-0.6952896118164062,-9.985649108886719,-19.971298217773438,0,36814848.0,0.005507300258614123,,0.1640625,0.009291999973356724,0.08312410046346486,2289,all_28,logical_intervals,321,0.6956355060849871,36814848.0,8988,0.0,0,0.0,True,1218315264,1260388352,heldout,2hop,0,0,The Netherlands\n\nThe Netherlands\n\nThe Netherlands\n\nThe Netherlands,2 million,321,annotated_evidence_oracle,0.3929094000486657,0.0,3.402986415485741,3.5263144000200555,0.28736999999223783,0.36458220006898046,384
0.1402359108781127,2,0.0,2,2.49564956341471,,12,M3_selected_radius_0,262520832,56.0,musique,321,256,0.6956355060849871,1.0,1.0,321,321,0.0,2hop__104095_40502,The Netherlands,12,-6.261247396469116,-0.6952896118164062,-9.985649108886719,-19.971298217773438,0,36814848.0,0.004944800399243832,,0.1640625,0.00844539946410805,0.0739877000451088,2289,all_28,logical_intervals,321,0.6956355060849871,36814848.0,8988,0.0,0,0.0,True,1218315264,1260388352,heldout,2hop,0,0,The Netherlands\n\nThe Netherlands\n\nThe Netherlands\n\nThe Netherlands,2 million,321,annotated_evidence_oracle,0.3978396999882534,0.0,2.9373422310659887,4.085325799998827,0.33348398181525146,0.4162577000679448,384
0.055919615552643076,2,0.0,2,2.2607920382704054,equal,12,M6_budget_128_equal,262520832,56.0,musique,128,256,0.26070078109790173,0.3987538940809969,1.0,128,321,0.0,2hop__104095_40502,мещ,12,-14.19986891746521,-8.6339111328125,-17.924270629882812,-35.848541259765625,0,14680064.0,0.005173899931833148,128,0.6666666666666667,0.006831499747931957,0.059250400750897825,2289,all_28,logical_intervals,128,0.26070078109790173,14680064.0,3584,0.0,0,0.0,True,1214026240,1260388352,heldout,2hop,64,64,мещ\n\nлив\n\nl\n\nl\n\nfor\n\np,2 million,128,annotated_evidence_oracle,0.41166620003059506,0.0,3.381427851339086,3.5487966999644414,0.28961996363729914,0.3622313999803737,384
0.145478374836173,2,0.0,2,2.508825591632298,,12,M7_gist_selected_radius_0,262520832,56.0,musique,333,256,0.6923853989158358,1.0,0.963963963963964,321,321,0.0,2hop__104095_40502,The Netherlands,12,-6.238874197006226,-0.6729164123535156,-9.963275909423828,-19.926551818847656,0,38191104.0,0.006717300275340676,,0.1328125,0.011348699685186148,0.1597967994166538,2289,all_28,gist_plus_logical_intervals,333,0.696280198437827,38191104.0,9324,0.0038948037794658114,12,0.0,True,1218525184,1260388352,heldout,2hop,0,0,The Netherlands\n\nThe Netherlands\n\nThe Netherlands\n\nThe Netherlands,2 million,321,annotated_evidence_oracle,0.6005443000467494,0.0,1.976044738948218,6.072737000067718,0.4973147909093479,0.6013960000127554,384
0.0,2,0.0,5,,,0,M_none,248070144,0.0,musique,0,256,,0.0,0.0,0,314,0.0,2hop__10620_49084,The legendary figure featured in Historia Regum Britanniae in,12,0.0,1.2969141006469727,-7.942627906799316,-39.713138580322266,0,0.0,0.0,,1.0,0.0,0.0,2163,none,none,0.0,,0.0,0.0,,0,0.0,False,1216548352,1260388352,heldout,2hop,,,The legendary figure featured in Historia Regum Britanniae in,Liam Thomas Garrigan,0,none,0.15664409997407347,0.0,9.15237212344989,1.3111354999709874,0.10588549090210687,0.14573660003952682,352
0.005085529357374018,2,0.0,5,1.789954538856234,,11,M0_native_gist,248070144,0.0,musique,11,256,0.0,0.0,0.0,0,314,0.0,2hop__10620_49084,лив�الأ롤أ롤أ롤أ롤أ,12,-8.9298734664917,-7.632959365844727,-16.872501373291016,-84.36250305175781,0,1261568.0,0.0,,0.96875,0.0,0.05838599998969585,2163,all_28,native_gist_only,11,0.13304257806677405,1261568.0,308,0.13304257806677405,11,0.0,True,1212401152,1243611136,heldout,2hop,,,лив�الأ롤أ롤أ롤أ롤أ,Liam Thomas Garrigan,11,annotated_evidence_oracle,0.3952853000955656,0.0,3.1793704639318188,3.774332100059837,0.3041196090952409,0.4284305999753997,352
0.16273693943596856,2,0.0,5,2.7216930389404297,,11,M1_whole_parent,248070144,0.0,musique,352,256,0.7099217421242169,1.0,0.8920454545454546,314,314,0.0,2hop__10620_49084,The story of the,12,-1.2969141006469727,0.0,-9.239542007446289,-46.19770812988281,0,0.0,0.0,,0.0,0.0,0.0,2163,all_28,selected_chunks,352,0.7732280609863145,0.0,9856,0.06330632478264826,38,0.0,True,1219608576,1243611136,heldout,2hop,,,"The story of the\nThe story of the knight, and",Liam Thomas Garrigan,352,annotated_evidence_oracle,0.3249758000019938,0.0,4.807419386569095,2.4961416999576613,0.20101966363885862,0.2842937000095844,352
0.14516874711049468,2,0.0,5,2.643878072500229,,11,M2_evidence_only,248070144,56.0,musique,314,256,0.7699857716049466,1.0,1.0,314,314,0.0,2hop__10620_49084,"The story of the king, and the story, and the",12,-2.7116403579711914,-1.4147262573242188,-10.654268264770508,-53.271339416503906,0,36012032.0,0.00429059995803982,,0.10795454545454541,0.007669699843972921,0.07589620049111545,2163,all_28,logical_intervals,314,0.7699857716049466,36012032.0,8792,0.0,0,0.0,True,1218728960,1243611136,heldout,2hop,0,0,"The story of the king, and the story, and the",Liam Thomas Garrigan,314,annotated_evidence_oracle,0.37141429993789643,0.0,2.9104308361877096,4.1231008999748155,0.34022955454631965,0.37974599993322045,352
0.14516874711049468,2,0.0,5,2.643878072500229,,11,M3_selected_radius_0,248070144,56.0,musique,314,256,0.7699857716049466,1.0,1.0,314,314,0.0,2hop__10620_49084,"The story of the king, and the story, and the",12,-2.7116403579711914,-1.4147262573242188,-10.654268264770508,-53.271339416503906,0,36012032.0,0.004887899616733193,,0.10795454545454541,0.008394700358621776,0.06973999983165413,2163,all_28,logical_intervals,314,0.7699857716049466,36012032.0,8792,0.0,0,0.0,True,1218728960,1243611136,heldout,2hop,0,0,"The story of the king, and the story, and the",Liam Thomas Garrigan,314,annotated_evidence_oracle,0.366724899969995,0.0,2.5408482109338375,4.722832300001755,0.39292030908506026,0.39987740002106875,352
0.05917706888580675,2,0.0,5,2.1480016921247755,equal,11,M6_budget_128_equal,248070144,56.0,musique,128,256,0.7766390378986087,0.40764331210191085,1.0,128,314,0.0,2hop__10620_49084,"ite, in the year of the boy, and the",12,-2.030956268310547,-0.7340421676635742,-9.973584175109863,-49.867919921875,0,14680064.0,0.004059800412505865,128,0.6363636363636364,0.0047475999454036355,0.05327989999204874,2163,all_28,logical_intervals,128,0.7766390378986087,14680064.0,3584,0.0,0,0.0,True,1214303744,1243611136,heldout,2hop,64,64,"</think>ite, in the year of the boy, and the",Liam Thomas Garrigan,128,annotated_evidence_oracle,0.437479899963364,0.0,3.7459516796740946,3.203458300093189,0.2624245272653008,0.31558360008057207,352
0.1502542764678687,2,0.0,5,2.6578570348875865,,11,M7_gist_selected_radius_0,248070144,56.0,musique,325,256,0.7666549182363919,1.0,0.9661538461538461,314,314,0.0,2hop__10620_49084,"The story of the king, and the story, and the",12,-2.7196521759033203,-1.4227380752563477,-10.662280082702637,-53.311397552490234,0,37273600.0,0.007383499993011355,,0.07670454545454541,0.011537599842995405,0.11836499907076359,2163,all_28,gist_plus_logical_intervals,325,0.7702626383730343,37273600.0,9100,0.0036077042792125474,11,0.0,True,1218927104,1243611136,heldout,2hop,0,0,"The story of the king, and the story, and the",Liam Thomas Garrigan,314,annotated_evidence_oracle,0.5121285000350326,0.0,2.287878226298012,5.245034400024451,0.42905807272869756,0.5244587999768555,352
0.0,2,0.0,3,,,0,M_none,402554880,0.0,musique,0,256,,0.0,0.0,0,229,0.0,2hop__107238_64918,George Washington,3,0.0,5.936208009719849,-3.9156625270843506,-11.746987342834473,0,0.0,0.0,,1.0,0.0,0.0,3510,none,none,0.0,,0.0,0.0,,0,0.0,False,1217246208,1254096896,heldout,2hop,,,George Washington,President McKinley,0,none,0.1517137000337243,0.0,9.310767343939437,0.3222075999947265,0.09164594998583198,0.13814479997381568,256
0.002279202279202279,2,0.0,3,1.7751093889985765,,8,M0_native_gist,402554880,0.0,musique,8,256,0.0,0.0,0.0,0,229,0.0,2hop__107238_64918,LOTS,12,-12.076153039932251,-6.139945030212402,-15.991815567016602,-47.97544479370117,0,917504.0,0.0,,0.96875,0.0,0.047147799981758,3510,all_28,native_gist_only,8,0.14047669621816436,917504.0,224,0.14047669621816436,8,0.0,True,1214361600,1249902592,heldout,2hop,,,LOTS\n\nLOS\n\nLOTS\n\nLOTS\n\nLOTS\n\nLOTS,President McKinley,8,annotated_evidence_oracle,0.3581722999224439,0.0,3.5726751798510357,3.358827600022778,0.2714805181815543,0.3716726000420749,256
0.07293447293447293,2,0.0,3,2.301809928246907,,8,M1_whole_parent,402554880,0.0,musique,256,256,0.6568915716239384,1.0,0.89453125,229,229,0.0,2hop__107238_64918,This is the country of the country of the country of the,12,-5.936208009719849,0.0,-9.8518705368042,-29.55561065673828,0,0.0,0.0,,0.0,0.0,0.0,3510,all_28,selected_chunks,256,0.7348559850028583,0.0,7168,0.07796442681657416,27,0.0,True,1219465216,1249902592,heldout,2hop,,,This is the country of the country of the country of the,President McKinley,256,annotated_evidence_oracle,0.29916559997946024,0.0,4.710595719489327,2.547448500059545,0.20717105454638263,0.2677071000216529,256
0.06524216524216524,2,0.0,3,2.2417954078742435,,8,M2_evidence_only,402554880,56.0,musique,229,256,0.7182694343583924,1.0,1.0,229,229,0.0,2hop__107238_64918,The country one. The country one. The country one.,12,-6.0654137134552,-0.12920570373535156,-9.98107624053955,-29.943227767944336,0,26263552.0,0.008544300100766122,,0.10546875,0.008949899929575622,0.06456009962130338,3510,all_28,logical_intervals,229,0.7182694343583924,26263552.0,6412,0.0,0,0.0,True,1219104256,1249902592,heldout,2hop,0,0,The country one. The country one. The country one.,President McKinley,229,annotated_evidence_oracle,0.39818579994607717,0.0,3.2078990450616907,3.740766100003384,0.3048268363662911,0.387010500067845,256
