dataset,example_id,partition,seed,parent_id,best_rank,winning_scale,best_score
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,11,8,4,1,-0.13814899325370789
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,11,9,2,1,-0.05406910926103592
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,11,10,1,1,0.012254349887371063
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,1,1,1,0.33244588971138
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,2,2,1,0.11495273560285568
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,3,1,1,0.35078898072242737
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,4,2,1,0.3580704927444458
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,5,3,1,0.09150411188602448
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,6,1,global,0.4915468096733093
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,8,1,1,0.3993694484233856
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,9,3,1,0.3680223524570465
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,10,1,1,0.364730566740036
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,1,4,1,-0.261544793844223
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,2,3,1,-0.19023512303829193
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,3,2,1,-0.11214087903499603
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,4,8,1,-0.4898609519004822
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,5,6,1,-0.45936155319213867
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,6,2,4,-0.17773602902889252
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,8,6,1,-0.05665814131498337
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,9,3,global,-0.3650114834308624
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,10,1,global,-0.24728474020957947
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,1,1,1,-0.08805301785469055
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,2,3,1,0.024376649409532547
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,3,1,1,0.29524385929107666
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,4,7,1,0.06481420248746872
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,5,7,1,-0.13803453743457794
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,6,1,global,0.26412174105644226
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,8,2,1,0.20842479169368744
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,9,5,global,0.11676262319087982
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,10,2,1,0.03268052637577057
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,1,2,1,0.09946586191654205
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,2,1,1,0.16061535477638245
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,3,1,1,0.14919190108776093
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,4,9,1,0.002757702022790909
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,5,5,1,0.10013648867607117
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,6,1,global,0.24226458370685577
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,8,1,1,0.1707056611776352
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,9,1,1,0.10557984560728073
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,10,1,1,0.09532049298286438
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,11,3,4,global,0.00030501559376716614
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,11,4,1,1,0.13392610847949982
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,11,5,5,1,-0.004362696781754494
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,11,7,1,1,0.06940321624279022
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,23,3,3,1,0.36845099925994873
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,23,4,1,1,0.1367727816104889
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,23,5,1,1,0.10929982364177704
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,23,7,1,1,0.19704817235469818
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,37,3,4,global,-0.29359298944473267
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,37,4,2,1,-0.1563515067100525
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,37,5,2,1,0.04780913144350052
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,37,7,1,global,-0.24791647493839264
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,53,3,5,global,0.04392809420824051
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,53,4,2,1,0.1423993855714798
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,53,5,3,1,0.24632218480110168
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,53,7,1,1,0.16216307878494263
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,71,3,3,1,-0.09757477790117264
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,71,4,2,1,-0.07237344980239868
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,71,5,1,1,0.01226862519979477
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,71,7,1,1,0.2828758955001831
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,0,1,global,0.47870001196861267
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,1,3,global,0.17039261758327484
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,2,3,1,-0.03441312164068222
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,3,2,1,0.10226719826459885
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,4,1,1,0.1495387703180313
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,6,7,1,-0.4016406834125519
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,8,7,1,-0.34359851479530334
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,0,1,global,0.4539213180541992
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,1,4,global,0.26382169127464294
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,2,2,1,0.3456769585609436
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,3,2,1,0.32655397057533264
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,4,1,1,0.4924457371234894
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,6,7,global,0.07704492658376694
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,8,9,global,-0.2916538715362549
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,0,1,global,-0.2926778197288513
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,1,6,1,-0.3515940308570862
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,2,2,1,-0.3135080337524414
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,3,1,1,-0.14705848693847656
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,4,2,1,-0.198587566614151
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,6,5,1,-0.21100059151649475
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,8,5,1,-0.3568347692489624
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,0,1,global,0.4288346767425537
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,1,2,1,0.20736661553382874
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,2,2,1,0.05584843456745148
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,3,1,1,0.17330962419509888
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,4,1,1,0.28106367588043213
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,6,4,1,-0.03184296935796738
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,8,8,1,-0.09370487183332443
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,0,1,global,0.0767536610364914
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,1,1,1,0.20130757987499237
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,2,2,1,0.10193738341331482
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,3,3,1,0.22809356451034546
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,4,1,1,0.24495963752269745
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,6,3,1,0.1278143972158432
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,8,3,2,-0.09160177409648895
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,11,0,2,1,-0.10923438519239426
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,11,1,4,1,-0.12131256610155106
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,11,3,3,1,-0.1277894675731659
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,11,5,1,1,-0.04875548928976059
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,11,6,1,1,-0.17573218047618866
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,11,7,6,1,-0.16905954480171204
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,23,0,4,1,0.12787358462810516
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,23,1,4,1,-0.07083543390035629
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,23,3,2,1,0.22754532098770142
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,23,5,1,global,0.08948919177055359
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,23,6,1,1,0.0301526989787817
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,23,7,7,1,0.02124623768031597
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,37,0,3,1,-0.2792147994041443
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,37,1,6,1,-0.3113836348056793
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,37,3,2,1,-0.35902756452560425
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,37,5,1,1,-0.258320152759552
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,37,6,3,1,-0.23679958283901215
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,37,7,7,1,-0.3307909667491913
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,53,0,4,global,0.01045173965394497
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,53,1,3,1,0.12099404633045197
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,53,3,3,1,0.10777226090431213
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,53,5,1,1,0.20517349243164062
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,53,6,1,1,0.07861802726984024
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,53,7,7,1,-0.15582779049873352
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,71,0,4,1,-0.009042849764227867
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,71,1,4,1,-0.1394335925579071
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,71,3,1,1,-0.08864064514636993
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,71,5,1,global,-0.19550666213035583
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,71,6,1,1,0.033113155514001846
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,71,7,8,global,-0.4190472960472107
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,11,0,2,global,0.25134560465812683
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,11,1,4,1,-0.2450888454914093
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,11,2,2,1,-0.06239820271730423
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,23,0,1,1,0.2329005002975464
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,23,1,4,1,-0.15278026461601257
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,23,2,1,1,0.212919682264328
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,37,0,1,global,-0.2280488908290863
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,37,1,5,global,-0.48914700746536255
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,37,2,2,1,-0.23548844456672668
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,53,0,2,global,0.12888649106025696
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,53,1,5,1,-0.06882753223180771
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,53,2,2,1,-0.12296407669782639
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,71,0,1,global,0.10532195121049881
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,71,1,3,1,0.17913497984409332
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,71,2,1,1,0.2088533639907837
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,1,4,global,-0.17198482155799866
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,2,1,1,0.035738755017519
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,3,2,1,-0.002483069896697998
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,4,3,1,-0.01122996211051941
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,5,3,1,0.014482969418168068
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,6,1,global,0.022269370034337044
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,7,3,global,-0.1629425436258316
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,8,6,1,-0.031491152942180634
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,9,12,global,-0.2857784926891327
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,11,6,1,-0.037141963839530945
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,12,5,1,-0.17273572087287903
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,13,5,1,-0.03181684389710426
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,11,14,9,1,-0.051855746656656265
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,1,6,global,0.06038862094283104
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,2,6,2,-0.04254624992609024
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,3,8,1,-0.04701148346066475
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,4,6,1,0.04482077434659004
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,5,9,1,0.00419163703918457
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,6,1,global,0.2561150789260864
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,7,2,1,0.05186908692121506
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,8,4,1,0.024190017953515053
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,9,1,1,0.3209337294101715
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,11,6,1,-0.09502425044775009
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,12,5,1,0.02004082500934601
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,13,3,1,0.029441699385643005
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,23,14,6,1,-0.029054168611764908
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,37,1,3,1,-0.05665520206093788
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,37,2,2,1,0.029439439997076988
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,37,3,5,1,-0.07527187466621399
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,37,4,4,1,-0.24430793523788452
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,37,5,9,1,-0.27971351146698
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,37,6,1,global,-0.40021011233329773
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,37,7,2,1,-0.1556934118270874
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,37,8,6,1,-0.48190197348594666
