dataset,example_id,partition,question_type,annotated_hops,graph_type,seed,node_id,role,annotated_step,semantic_best_rank,lexical_rank,winning_facet,winning_scale,winning_token_start,winning_token_end,winning_question_offset,winning_decoded_span,target_score,best_distractor_score,oracle_margin,facet_count,score_seconds
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,37,0,root,1,3,1,18,1,27,28,17,country,-0.2179993987083435,-0.042244747281074524,-0.17575465142726898,70,0.0018464000313542783
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,37,1,root,1,1,1,0,global,37,38,27,"Did the movies Cock Of The Roost and Nobody'S Perfect, originate from the same country?",-0.30892854928970337,-0.33220410346984863,0.023275554180145264,70,0.0018464000313542783
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,53,0,root,1,2,1,4,1,13,14,3,Cock,-0.021413352340459824,0.062198542058467865,-0.08361189439892769,70,0.0017800999921746552
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,53,1,root,1,1,1,0,global,37,38,27,"Did the movies Cock Of The Roost and Nobody'S Perfect, originate from the same country?",-0.002282986417412758,-0.08273692429065704,0.08045393787324429,70,0.0017800999921746552
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,71,0,root,1,2,1,3,1,12,13,2,movies,0.27667099237442017,0.2923911213874817,-0.015720129013061523,70,0.0017577999969944358
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,71,1,root,1,1,1,19,1,28,29,18,?,0.20073410868644714,0.12599633634090424,0.07473777234554291,70,0.0017577999969944358
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,11,0,root,1,2,8,0,global,36,37,26,Are Rebecca'S Empire and King Gizzard & The Lizard Wizard from the same country?,0.2266845703125,0.30020615458488464,-0.07352158427238464,65,0.0013140999944880605
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,11,1,root,1,1,1,2,1,11,12,1,Rebecca,-0.011048153042793274,-0.07758505642414093,0.06653690338134766,65,0.0013140999944880605
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,23,0,root,1,1,8,18,1,27,28,17,?,0.42350834608078003,0.387465238571167,0.03604310750961304,65,0.0016181000391952693
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,23,1,root,1,2,1,7,1,16,17,6,G,-0.02352628856897354,-0.014186523854732513,-0.009339764714241028,65,0.0016181000391952693
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,37,0,root,1,3,8,12,1,21,22,11,izard,-0.21672745048999786,-0.1297893226146698,-0.08693812787532806,65,0.0016419000457972288
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,37,1,root,1,1,1,2,1,11,12,1,Rebecca,-0.04260161146521568,-0.11214087903499603,0.06953926756978035,65,0.0016419000457972288
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,53,0,root,1,3,8,0,global,36,37,26,Are Rebecca'S Empire and King Gizzard & The Lizard Wizard from the same country?,0.1776810884475708,0.26412174105644226,-0.08644065260887146,65,0.0021254000021144748
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,53,1,root,1,1,1,6,1,15,16,5,King,0.19126690924167633,0.15148277580738068,0.039784133434295654,65,0.0021254000021144748
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,71,0,root,1,1,8,18,1,27,28,17,?,0.38653990626335144,0.34203317761421204,0.044506728649139404,65,0.0021226999815553427
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,71,1,root,1,1,1,6,1,15,16,5,King,0.18398600816726685,0.11422917991876602,0.06975682824850082,65,0.0021226999815553427
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,0,root,1,1,1,29,2,18,20,8,Kerida,0.04102563485503197,0.03753461688756943,0.0034910179674625397,75,0.0020368999685160816
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,1,root,1,1,5,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.48547667264938354,0.27804407477378845,0.2074325978755951,75,0.0020368999685160816
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,2,terminal,2,1,8,4,1,13,14,3,of,0.042393218725919724,0.035833753645420074,0.006559465080499649,75,0.0020368999685160816
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,3,terminal,2,1,8,4,1,13,14,3,of,0.042393218725919724,0.035833753645420074,0.006559465080499649,75,0.0020368999685160816
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,4,terminal,2,1,4,1,1,10,11,0,Are,0.09442299604415894,0.055223219096660614,0.03919977694749832,75,0.0020368999685160816
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,0,root,1,1,1,28,2,17,19,7,io Ker,0.1272474080324173,0.1090424507856369,0.018204957246780396,75,0.0019128000130876899
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,1,root,1,1,5,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.5791230201721191,0.47629252076148987,0.10283049941062927,75,0.0019128000130876899
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,2,terminal,2,2,8,5,1,14,15,4,both,0.34497708082199097,0.42643386125564575,-0.08145678043365479,75,0.0019128000130876899
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,3,terminal,2,2,8,5,1,14,15,4,both,0.34497708082199097,0.42643386125564575,-0.08145678043365479,75,0.0019128000130876899
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,4,terminal,2,1,4,1,1,10,11,0,Are,0.41668689250946045,0.2776681184768677,0.13901877403259277,75,0.0019128000130876899
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,0,root,1,2,1,9,1,18,19,8,Ker,0.012058503925800323,0.11864006519317627,-0.10658156126737595,75,0.0024468000046908855
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,1,root,1,1,5,4,1,13,14,3,of,0.06202850490808487,0.03528303653001785,0.026745468378067017,75,0.0024468000046908855
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,2,terminal,2,3,8,4,1,13,14,3,of,-0.02466226927936077,0.06202850490808487,-0.08669077418744564,75,0.0024468000046908855
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,3,terminal,2,3,8,4,1,13,14,3,of,-0.02466226927936077,0.06202850490808487,-0.08669077418744564,75,0.0024468000046908855
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,4,terminal,2,2,4,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,-0.2639000117778778,-0.24791647493839264,-0.01598353683948517,75,0.0024468000046908855
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,0,root,1,3,1,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.25603148341178894,0.4092215895652771,-0.15319010615348816,75,0.0023357999743893743
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,1,root,1,1,5,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.4092215895652771,0.32290711998939514,0.08631446957588196,75,0.0023357999743893743
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,2,terminal,2,1,8,4,1,13,14,3,of,0.27811163663864136,0.26589685678482056,0.0122147798538208,75,0.0023357999743893743
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,3,terminal,2,1,8,4,1,13,14,3,of,0.27811163663864136,0.26589685678482056,0.0122147798538208,75,0.0023357999743893743
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,4,terminal,2,1,4,1,1,10,11,0,Are,0.36034446954727173,0.35429757833480835,0.006046891212463379,75,0.0023357999743893743
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,0,root,1,1,1,3,1,12,13,2,directors,0.4113819897174835,0.40730249881744385,0.004079490900039673,75,0.001987099996767938
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,1,root,1,1,5,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.3177235722541809,0.1835639476776123,0.1341596245765686,75,0.001987099996767938
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,2,terminal,2,1,8,16,1,25,26,15,from,0.1262962520122528,0.11235889792442322,0.01393735408782959,75,0.001987099996767938
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,3,terminal,2,1,8,16,1,25,26,15,from,0.1262962520122528,0.11235889792442322,0.01393735408782959,75,0.001987099996767938
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,4,terminal,2,1,4,11,1,20,21,10,and,0.25661835074424744,0.24368304014205933,0.01293531060218811,75,0.001987099996767938
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,11,0,root,1,5,2,0,global,34,35,24,What is the date of death of the director of film The Organization (Film)?,0.07240162044763565,0.47870001196861267,-0.406298391520977,55,0.0012515000416897237
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,11,1,terminal,2,2,3,0,global,34,35,24,What is the date of death of the director of film The Organization (Film)?,0.3488784432411194,0.47870001196861267,-0.1298215687274933,55,0.0012515000416897237
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,23,0,root,1,3,2,0,global,34,35,24,What is the date of death of the director of film The Organization (Film)?,0.3999994397163391,0.4539213180541992,-0.05392187833786011,55,0.0020178999984636903
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,23,1,terminal,2,1,3,1,1,10,11,0,What,0.34984090924263,0.32655397057533264,0.023286938667297363,55,0.0020178999984636903
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,37,0,root,1,3,2,14,1,23,24,13,(,-0.31976044178009033,-0.248363196849823,-0.07139724493026733,55,0.0017927999724633992
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,37,1,terminal,2,1,3,1,1,10,11,0,What,-0.036901697516441345,-0.07768835127353668,0.04078665375709534,55,0.0017927999724633992
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,53,0,root,1,6,2,14,1,23,24,13,(,0.07882924377918243,0.2920551598072052,-0.21322591602802277,55,0.0016548999701626599
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,53,1,terminal,2,2,3,0,global,34,35,24,What is the date of death of the director of film The Organization (Film)?,0.24284982681274414,0.4288346767425537,-0.18598484992980957,55,0.0016548999701626599
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,71,0,root,1,4,2,6,1,15,16,5,death,0.2052779495716095,0.323355495929718,-0.11807754635810852,55,0.0016347999917343259
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,71,1,terminal,2,1,3,13,1,22,23,12,Organization,0.39646631479263306,0.388887494802475,0.007578819990158081,55,0.0016347999917343259
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,11,0,root,1,1,1,0,global,38,39,28,"Where did Elisabeth Of Cleves, Countess Of Schwarzburg-Blankenburg's mother die?",-0.11910228431224823,-0.18787723779678345,0.06877495348453522,75,0.0017263000481761992
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,11,1,terminal,2,1,7,15,1,24,25,14,Blank,-0.0033131949603557587,-0.0414121076464653,0.03809891268610954,75,0.0017263000481761992
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,23,0,root,1,1,1,5,1,14,15,4,Of,0.31812626123428345,0.2935410737991333,0.024585187435150146,75,0.0020711999968625605
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,23,1,terminal,2,2,7,1,1,10,11,0,Where,0.22698839008808136,0.2539471983909607,-0.026958808302879333,75,0.0020711999968625605
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,37,0,root,1,1,1,0,global,38,39,28,"Where did Elisabeth Of Cleves, Countess Of Schwarzburg-Blankenburg's mother die?",-0.44720035791397095,-0.4968036413192749,0.049603283405303955,75,0.002286600007209927
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,37,1,terminal,2,2,7,11,1,20,21,10,Of,-0.1651017963886261,-0.11118508875370026,-0.05391670763492584,75,0.002286600007209927
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,53,0,root,1,1,1,0,global,38,39,28,"Where did Elisabeth Of Cleves, Countess Of Schwarzburg-Blankenburg's mother die?",0.11799889802932739,0.1153046265244484,0.002694271504878998,75,0.0017909000162035227
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,53,1,terminal,2,1,7,12,1,21,22,11,Schwarz,0.2599542438983917,0.24982938170433044,0.01012486219406128,75,0.0017909000162035227
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,71,0,root,1,1,1,6,1,15,16,5,Cle,0.0637512281537056,0.047431640326976776,0.01631958782672882,75,0.00164899998344481
2wikimultihopqa,002f12240bde11eba7f7acde48001122,test,compositional,2,chain,71,1,terminal,2,2,7,12,1,21,22,11,Schwarz,-0.006156321614980698,-0.005066659301519394,-0.0010896623134613037,75,0.00164899998344481
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,11,0,root,1,2,2,1,1,10,11,0,Which,-0.08648882806301117,-0.008896876126527786,-0.07759195193648338,42,0.0012202999787405133
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,11,1,root,1,1,3,0,global,31,32,21,"Which film was released earlier, Little Buddha or Course For Collision?",0.44911810755729675,0.25134560465812683,0.19777250289916992,42,0.0012202999787405133
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,23,0,root,1,4,2,0,global,31,32,21,"Which film was released earlier, Little Buddha or Course For Collision?",0.30472350120544434,0.5744855403900146,-0.2697620391845703,42,0.0023530000471509993
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,23,1,root,1,1,3,0,global,31,32,21,"Which film was released earlier, Little Buddha or Course For Collision?",0.5744855403900146,0.5568640232086182,0.017621517181396484,42,0.0023530000471509993
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,37,0,root,1,3,2,1,1,10,11,0,Which,-0.3099992871284485,-0.15721091628074646,-0.15278837084770203,42,0.0016400999738834798
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,37,1,root,1,1,3,1,1,10,11,0,Which,-0.15721091628074646,-0.18259350955486298,0.025382593274116516,42,0.0016400999738834798
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,53,0,root,1,3,2,0,global,31,32,21,"Which film was released earlier, Little Buddha or Course For Collision?",0.012931391596794128,0.20731814205646515,-0.19438675045967102,42,0.0015645999810658395
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,53,1,root,1,1,3,0,global,31,32,21,"Which film was released earlier, Little Buddha or Course For Collision?",0.20731814205646515,0.12888649106025696,0.07843165099620819,42,0.0015645999810658395
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,71,0,root,1,3,2,1,1,10,11,0,Which,-0.08509260416030884,0.0901300460100174,-0.17522265017032623,42,0.0017390000284649432
2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,test,comparison,1,independent,71,1,root,1,1,3,1,1,10,11,0,Which,0.0901300460100174,0.06860694289207458,0.02152310311794281,42,0.0017390000284649432
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,11,0,root,1,3,2,1,1,10,11,0,What,0.07764972001314163,0.22126170992851257,-0.14361198991537094,38,0.0015651999856345356
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,11,1,terminal,2,1,11,10,1,19,20,9,'s,0.034480541944503784,0.007334664463996887,0.027145877480506897,38,0.0015651999856345356
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,23,0,root,1,3,2,11,1,20,21,10,father,0.29417479038238525,0.36760199069976807,-0.07342720031738281,38,0.002016899990849197
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,23,1,terminal,2,2,11,3,1,12,13,2,is,0.39947712421417236,0.4020388126373291,-0.0025616884231567383,38,0.002016899990849197
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,37,0,root,1,2,2,19,2,16,18,6,aya Ch,-0.08294384181499481,-0.0159063171595335,-0.06703752465546131,38,0.0016849000239744782
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,37,1,terminal,2,2,11,0,global,30,31,20,What nationality is Arinjaya Chola's father?,-0.46542948484420776,-0.40021011233329773,-0.06521937251091003,38,0.0016849000239744782
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,53,0,root,1,3,2,0,global,30,31,20,What nationality is Arinjaya Chola's father?,-0.08442474156618118,0.1448848843574524,-0.22930962592363358,38,0.0016445000073872507
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,53,1,terminal,2,2,11,3,1,12,13,2,is,0.10406531393527985,0.22983318567276,-0.12576787173748016,38,0.0016445000073872507
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,71,0,root,1,3,2,9,1,18,19,8,ola,0.004120044410228729,0.06368327885866165,-0.05956323444843292,38,0.0019765999750234187
2wikimultihopqa,003285a80bde11eba7f7acde48001122,test,compositional,2,chain,71,1,terminal,2,1,11,8,1,17,18,7,Ch,-0.019326820969581604,-0.023239076137542725,0.003912255167961121,38,0.0019765999750234187
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,11,0,root,1,2,1,0,global,32,33,22,Which country the director of film Teza (Film) is from?,0.13043709099292755,0.40289631485939026,-0.2724592238664627,46,0.0014039999805390835
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,11,1,terminal,2,1,4,0,global,32,33,22,Which country the director of film Teza (Film) is from?,0.40289631485939026,0.13043709099292755,0.2724592238664627,46,0.0014039999805390835
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,23,0,root,1,1,1,2,1,11,12,1,country,0.35414189100265503,0.3228449523448944,0.03129693865776062,46,0.0013550000148825347
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,23,1,terminal,2,1,4,0,global,32,33,22,Which country the director of film Teza (Film) is from?,0.5394035577774048,0.47116371989250183,0.06823983788490295,46,0.0013550000148825347
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,37,0,root,1,2,1,0,global,32,33,22,Which country the director of film Teza (Film) is from?,-0.38773655891418457,-0.18783265352249146,-0.19990390539169312,46,0.001879399991594255
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,37,1,terminal,2,1,4,0,global,32,33,22,Which country the director of film Teza (Film) is from?,-0.18783265352249146,-0.38773655891418457,0.19990390539169312,46,0.001879399991594255
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,53,0,root,1,3,1,7,1,16,17,6,Te,-0.01730317436158657,0.1290348470211029,-0.14633802138268948,46,0.0018668000120669603
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,53,1,terminal,2,1,4,0,global,32,33,22,Which country the director of film Teza (Film) is from?,0.44333040714263916,0.2877018451690674,0.15562856197357178,46,0.0018668000120669603
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,71,0,root,1,2,1,0,global,32,33,22,Which country the director of film Teza (Film) is from?,-0.10619015246629715,0.06538015604019165,-0.1715703085064888,46,0.00222690001828596
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,compositional,2,chain,71,1,terminal,2,1,4,0,global,32,33,22,Which country the director of film Teza (Film) is from?,0.06538015604019165,-0.10619015246629715,0.1715703085064888,46,0.00222690001828596
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,compositional,2,chain,11,0,root,1,1,1,1,1,10,11,0,Where,0.20610621571540833,0.1303514838218689,0.07575473189353943,50,0.0017183999880217016
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,compositional,2,chain,11,1,terminal,2,10,10,1,1,10,11,0,Where,-0.010070525109767914,0.20610621571540833,-0.21617674082517624,50,0.0017183999880217016
